,lineup_ids,lineup_names,points_allowed,points_scored
1188,2594 - 200794 - 203471 - 203118 - 201952,"Korver,Kyle - Millsap,Paul - Schroder,Dennis - Scott,Mike - Teague,Jeff",2.0,5.0
1189,203145 - 203501 - 201143 - 200794 - 201952,"Bazemore,Kent - Hardaway Jr.,Tim - Horford,Al - Millsap,Paul - Teague,Jeff",2.2,3.4
1190,203145 - 203501 - 2743 - 200794 - 203471,"Bazemore,Kent - Hardaway Jr.,Tim - Humphries,Kris - Millsap,Paul - Schroder,Dennis",7.0,1.5
1191,203145 - 203501 - 203471 - 203118 - 200757,"Bazemore,Kent - Hardaway Jr.,Tim - Schroder,Dennis - Scott,Mike - Sefolosha,Thabo",4.5,4.5
1192,203145 - 201143 - 2743 - 2594 - 201952,"Bazemore,Kent - Horford,Al - Humphries,Kris - Korver,Kyle - Teague,Jeff",2.7,4.2
1193,203145 - 201143 - 203934 - 203471 - 203118,"Bazemore,Kent - Horford,Al - Patterson,Lamar - Schroder,Dennis - Scott,Mike",3.0,2.6
1194,203145 - 2594 - 203118 - 201168 - 201952,"Bazemore,Kent - Korver,Kyle - Scott,Mike - Splitter,Tiago - Teague,Jeff",2.6,2.4
1195,203501 - 2743 - 200794 - 200757 - 201952,"Hardaway Jr.,Tim - Humphries,Kris - Millsap,Paul - Sefolosha,Thabo - Teague,Jeff",4.2,3.3
1196,203145 - 201143 - 200794 - 203471 - 200757,"Bazemore,Kent - Horford,Al - Millsap,Paul - Schroder,Dennis - Sefolosha,Thabo",3.9,2.6
1197,203145 - 201143 - 203471 - 200757 - 201168,"Bazemore,Kent - Horford,Al - Schroder,Dennis - Sefolosha,Thabo - Splitter,Tiago",2.4,1.7
1198,203501 - 201143 - 200794 - 203471 - 200757,"Hardaway Jr.,Tim - Horford,Al - Millsap,Paul - Schroder,Dennis - Sefolosha,Thabo",3.0,3.4
1199,203200 - 201143 - 2594 - 203471 - 203118,"Holiday,Justin - Horford,Al - Korver,Kyle - Schroder,Dennis - Scott,Mike",4.0,4.5
1200,203200 - 2594 - 200794 - 203471 - 201168,"Holiday,Justin - Korver,Kyle - Millsap,Paul - Schroder,Dennis - Splitter,Tiago",4.0,2.5
1201,201143 - 2594 - 202714 - 200757 - 204002,"Horford,Al - Korver,Kyle - Mack,Shelvin - Sefolosha,Thabo - Tavares,Walter",4.0,5.5
1202,2594 - 200794 - 203488 - 203471 - 200757,"Korver,Kyle - Millsap,Paul - Muscala,Mike - Schroder,Dennis - Sefolosha,Thabo",2.0,2.8
1203,2594 - 200794 - 203471 - 201168 - 201952,"Korver,Kyle - Millsap,Paul - Schroder,Dennis - Splitter,Tiago - Teague,Jeff",2.0,5.5
1204,203145 - 2594 - 203488 - 203118 - 201952,"Bazemore,Kent - Korver,Kyle - Muscala,Mike - Scott,Mike - Teague,Jeff",2.0,2.5
1205,203501 - 200794 - 203118 - 200757 - 201952,"Hardaway Jr.,Tim - Millsap,Paul - Scott,Mike - Sefolosha,Thabo - Teague,Jeff",2.6,1.4
1206,203501 - 203488 - 203934 - 203471 - 203118,"Hardaway Jr.,Tim - Muscala,Mike - Patterson,Lamar - Schroder,Dennis - Scott,Mike",1.0,2.0
1207,203200 - 201143 - 202714 - 200794 - 200757,"Holiday,Justin - Horford,Al - Mack,Shelvin - Millsap,Paul - Sefolosha,Thabo",2.5,2.5
1208,203200 - 2594 - 202714 - 203488 - 203118,"Holiday,Justin - Korver,Kyle - Mack,Shelvin - Muscala,Mike - Scott,Mike",1.0,1.0
1209,203200 - 2594 - 203471 - 203118 - 201168,"Holiday,Justin - Korver,Kyle - Schroder,Dennis - Scott,Mike - Splitter,Tiago",2.5,1.0
1210,201143 - 2594 - 202714 - 200757 - 201168,"Horford,Al - Korver,Kyle - Mack,Shelvin - Sefolosha,Thabo - Splitter,Tiago",2.0,3.0
1211,201143 - 200794 - 203934 - 203471 - 200757,"Horford,Al - Millsap,Paul - Patterson,Lamar - Schroder,Dennis - Sefolosha,Thabo",2.3,3.8
1212,201143 - 203934 - 203471 - 203118 - 200757,"Horford,Al - Patterson,Lamar - Schroder,Dennis - Scott,Mike - Sefolosha,Thabo",1.0,3.0
1213,2594 - 203488 - 203934 - 203118 - 201952,"Korver,Kyle - Muscala,Mike - Patterson,Lamar - Scott,Mike - Teague,Jeff",3.5,4.5
1214,200794 - 203488 - 203471 - 200757 - 201952,"Millsap,Paul - Muscala,Mike - Schroder,Dennis - Sefolosha,Thabo - Teague,Jeff",3.0,1.3
1215,203145 - 203200 - 201143 - 203471 - 203118,"Bazemore,Kent - Holiday,Justin - Horford,Al - Schroder,Dennis - Scott,Mike",4.0,0.0
1216,203145 - 201143 - 2594 - 203488 - 201952,"Bazemore,Kent - Horford,Al - Korver,Kyle - Muscala,Mike - Teague,Jeff",1.7,1.7
1217,203145 - 201143 - 2594 - 203471 - 200757,"Bazemore,Kent - Horford,Al - Korver,Kyle - Schroder,Dennis - Sefolosha,Thabo",3.1,2.8
1218,203145 - 203118 - 200757 - 201168 - 201952,"Bazemore,Kent - Scott,Mike - Sefolosha,Thabo - Splitter,Tiago - Teague,Jeff",1.0,1.5
1219,203501 - 2594 - 200794 - 201168 - 201952,"Hardaway Jr.,Tim - Korver,Kyle - Millsap,Paul - Splitter,Tiago - Teague,Jeff",2.5,4.5
1220,201143 - 2594 - 202714 - 200794 - 200757,"Horford,Al - Korver,Kyle - Mack,Shelvin - Millsap,Paul - Sefolosha,Thabo",2.3,2.3
1221,201143 - 200794 - 203471 - 200757 - 201952,"Horford,Al - Millsap,Paul - Schroder,Dennis - Sefolosha,Thabo - Teague,Jeff",1.8,2.0
1222,2594 - 200794 - 203118 - 200757 - 201952,"Korver,Kyle - Millsap,Paul - Scott,Mike - Sefolosha,Thabo - Teague,Jeff",2.5,3.0
1223,2594 - 203488 - 203471 - 203118 - 200757,"Korver,Kyle - Muscala,Mike - Schroder,Dennis - Scott,Mike - Sefolosha,Thabo",2.0,2.8
1224,203145 - 203501 - 201143 - 203488 - 203471,"Bazemore,Kent - Hardaway Jr.,Tim - Horford,Al - Muscala,Mike - Schroder,Dennis",3.0,3.5
1225,203145 - 203200 - 201143 - 203471 - 201168,"Bazemore,Kent - Holiday,Justin - Horford,Al - Schroder,Dennis - Splitter,Tiago",1.0,3.0
1226,203501 - 2594 - 200794 - 203118 - 201952,"Hardaway Jr.,Tim - Korver,Kyle - Millsap,Paul - Scott,Mike - Teague,Jeff",1.5,2.8
1227,201143 - 2594 - 203488 - 203934 - 201952,"Horford,Al - Korver,Kyle - Muscala,Mike - Patterson,Lamar - Teague,Jeff",1.0,3.0
1228,201143 - 2594 - 203471 - 200757 - 201168,"Horford,Al - Korver,Kyle - Schroder,Dennis - Sefolosha,Thabo - Splitter,Tiago",2.6,2.4
1229,201143 - 203934 - 203471 - 200757 - 201168,"Horford,Al - Patterson,Lamar - Schroder,Dennis - Sefolosha,Thabo - Splitter,Tiago",0.0,3.0
1230,200794 - 203471 - 203118 - 200757 - 201952,"Millsap,Paul - Schroder,Dennis - Scott,Mike - Sefolosha,Thabo - Teague,Jeff",4.0,2.0
1231,203145 - 203200 - 201143 - 200794 - 201952,"Bazemore,Kent - Holiday,Justin - Horford,Al - Millsap,Paul - Teague,Jeff",3.7,3.0
1232,203145 - 201143 - 2743 - 2594 - 203471,"Bazemore,Kent - Horford,Al - Humphries,Kris - Korver,Kyle - Schroder,Dennis",1.0,4.0
1233,203145 - 201143 - 200794 - 203934 - 201952,"Bazemore,Kent - Horford,Al - Millsap,Paul - Patterson,Lamar - Teague,Jeff",2.6,1.3
1234,203145 - 201143 - 203488 - 203471 - 200757,"Bazemore,Kent - Horford,Al - Muscala,Mike - Schroder,Dennis - Sefolosha,Thabo",2.0,1.5
1235,203145 - 2594 - 200794 - 200757 - 201952,"Bazemore,Kent - Korver,Kyle - Millsap,Paul - Sefolosha,Thabo - Teague,Jeff",2.7,2.7
1236,203145 - 203488 - 203118 - 200757 - 201952,"Bazemore,Kent - Muscala,Mike - Scott,Mike - Sefolosha,Thabo - Teague,Jeff",3.4,1.7
1237,203501 - 2594 - 203471 - 203118 - 201168,"Hardaway Jr.,Tim - Korver,Kyle - Schroder,Dennis - Scott,Mike - Splitter,Tiago",2.0,3.0
1238,203200 - 201143 - 200794 - 200757 - 201952,"Holiday,Justin - Horford,Al - Millsap,Paul - Sefolosha,Thabo - Teague,Jeff",4.3,2.3
1239,201143 - 2594 - 203471 - 203118 - 201952,"Horford,Al - Korver,Kyle - Schroder,Dennis - Scott,Mike - Teague,Jeff",2.3,3.3
1240,203145 - 203501 - 200794 - 203118 - 201952,"Bazemore,Kent - Hardaway Jr.,Tim - Millsap,Paul - Scott,Mike - Teague,Jeff",0.7,3.0
1241,203145 - 203200 - 200794 - 201168 - 201952,"Bazemore,Kent - Holiday,Justin - Millsap,Paul - Splitter,Tiago - Teague,Jeff",4.5,1.5
1242,201143 - 2594 - 200794 - 203471 - 201952,"Horford,Al - Korver,Kyle - Millsap,Paul - Schroder,Dennis - Teague,Jeff",2.0,2.5
1243,203145 - 2594 - 200794 - 203471 - 203118,"Bazemore,Kent - Korver,Kyle - Millsap,Paul - Schroder,Dennis - Scott,Mike",0.7,0.7
1244,203145 - 2594 - 203118 - 200757 - 201952,"Bazemore,Kent - Korver,Kyle - Scott,Mike - Sefolosha,Thabo - Teague,Jeff",1.3,1.0
1245,201143 - 203488 - 203934 - 203471 - 200757,"Horford,Al - Muscala,Mike - Patterson,Lamar - Schroder,Dennis - Sefolosha,Thabo",2.0,1.0
1246,203145 - 203501 - 201143 - 203471 - 200757,"Bazemore,Kent - Hardaway Jr.,Tim - Horford,Al - Schroder,Dennis - Sefolosha,Thabo",1.6,1.2
1247,203145 - 201143 - 200794 - 203934 - 203471,"Bazemore,Kent - Horford,Al - Millsap,Paul - Patterson,Lamar - Schroder,Dennis",1.3,1.3
1248,203145 - 201143 - 2743 - 200757 - 201952,"Bazemore,Kent - Horford,Al - Humphries,Kris - Sefolosha,Thabo - Teague,Jeff",1.5,0.5
1249,203145 - 201143 - 2594 - 200794 - 200757,"Bazemore,Kent - Horford,Al - Korver,Kyle - Millsap,Paul - Sefolosha,Thabo",1.6,0.6
1250,202340 - 203109 - 101161 - 203096 - 202738,"Bradley,Avery - Crowder,Jae - Johnson,Amir - Sullinger,Jared - Thomas,Isaiah",25.7,26.0
1251,202340 - 101135 - 203935 - 203096 - 202323,"Bradley,Avery - Lee,David - Smart,Marcus - Sullinger,Jared - Turner,Evan",17.0,11.0
1252,202340 - 201973 - 1626179 - 202323 - 203092,"Bradley,Avery - Jerebko,Jonas - Rozier,Terry - Turner,Evan - Zeller,Tyler",16.0,11.0
1253,203109 - 101161 - 203482 - 202738 - 202323,"Crowder,Jae - Johnson,Amir - Olynyk,Kelly - Thomas,Isaiah - Turner,Evan",16.0,15.6
1254,202340 - 203109 - 101135 - 203935 - 203092,"Bradley,Avery - Crowder,Jae - Lee,David - Smart,Marcus - Zeller,Tyler",14.3,10.3
1255,202340 - 101161 - 203096 - 202738 - 202323,"Bradley,Avery - Johnson,Amir - Sullinger,Jared - Thomas,Isaiah - Turner,Evan",13.6,15.3
1256,203109 - 203482 - 203096 - 202323 - 203923,"Crowder,Jae - Olynyk,Kelly - Sullinger,Jared - Turner,Evan - Young,James",12.0,18.0
1257,202340 - 201973 - 203482 - 203935 - 202323,"Bradley,Avery - Jerebko,Jonas - Olynyk,Kelly - Smart,Marcus - Turner,Evan",12.2,15.2
1258,202340 - 203109 - 101135 - 202738 - 202323,"Bradley,Avery - Crowder,Jae - Lee,David - Thomas,Isaiah - Turner,Evan",16.0,17.0
1259,1626154 - 201973 - 203935 - 203096 - 202323,"Hunter,RJ - Jerebko,Jonas - Smart,Marcus - Sullinger,Jared - Turner,Evan",11.0,9.0
1260,203109 - 101161 - 203935 - 203096 - 202738,"Crowder,Jae - Johnson,Amir - Smart,Marcus - Sullinger,Jared - Thomas,Isaiah",11.0,12.1
1261,202340 - 203109 - 101135 - 203935 - 203096,"Bradley,Avery - Crowder,Jae - Lee,David - Smart,Marcus - Sullinger,Jared",11.0,8.5
1262,201973 - 203482 - 1626179 - 203935 - 202323,"Jerebko,Jonas - Olynyk,Kelly - Rozier,Terry - Smart,Marcus - Turner,Evan",9.5,8.5
1263,203109 - 1626154 - 203482 - 202323 - 203092,"Crowder,Jae - Hunter,RJ - Olynyk,Kelly - Turner,Evan - Zeller,Tyler",7.0,8.0
1264,203109 - 203482 - 202738 - 202323 - 203923,"Crowder,Jae - Olynyk,Kelly - Thomas,Isaiah - Turner,Evan - Young,James",10.0,12.0
1265,202340 - 201973 - 203935 - 202323 - 203092,"Bradley,Avery - Jerebko,Jonas - Smart,Marcus - Turner,Evan - Zeller,Tyler",11.3,11.5
1266,202340 - 203109 - 101135 - 203482 - 202738,"Bradley,Avery - Crowder,Jae - Lee,David - Olynyk,Kelly - Thomas,Isaiah",8.8,12.8
1267,201973 - 203482 - 203935 - 202323 - 203092,"Jerebko,Jonas - Olynyk,Kelly - Smart,Marcus - Turner,Evan - Zeller,Tyler",8.7,10.0
1268,202340 - 1626175 - 203482 - 203935 - 202738,"Bradley,Avery - Mickey,Jordan - Olynyk,Kelly - Smart,Marcus - Thomas,Isaiah",7.0,6.0
1269,203109 - 101135 - 203482 - 1626179 - 202323,"Crowder,Jae - Lee,David - Olynyk,Kelly - Rozier,Terry - Turner,Evan",7.0,5.0
1270,1626154 - 201973 - 101135 - 202738 - 202323,"Hunter,RJ - Jerebko,Jonas - Lee,David - Thomas,Isaiah - Turner,Evan",9.5,9.5
1271,202340 - 101161 - 203935 - 203096 - 202738,"Bradley,Avery - Johnson,Amir - Smart,Marcus - Sullinger,Jared - Thomas,Isaiah",10.0,10.1
1272,202340 - 101135 - 203482 - 1626179 - 202323,"Bradley,Avery - Lee,David - Olynyk,Kelly - Rozier,Terry - Turner,Evan",10.0,8.0
1273,203109 - 201973 - 1626179 - 203935 - 203092,"Crowder,Jae - Jerebko,Jonas - Rozier,Terry - Smart,Marcus - Zeller,Tyler",8.5,9.0
1274,1626154 - 201973 - 203482 - 1626179 - 203092,"Hunter,RJ - Jerebko,Jonas - Olynyk,Kelly - Rozier,Terry - Zeller,Tyler",13.0,7.0
1275,201973 - 101135 - 203482 - 202738 - 202323,"Jerebko,Jonas - Lee,David - Olynyk,Kelly - Thomas,Isaiah - Turner,Evan",9.2,9.7
1276,201973 - 101161 - 203935 - 202323 - 203923,"Jerebko,Jonas - Johnson,Amir - Smart,Marcus - Turner,Evan - Young,James",5.0,14.0
1277,202340 - 101135 - 203482 - 202323 - 203923,"Bradley,Avery - Lee,David - Olynyk,Kelly - Turner,Evan - Young,James",8.0,9.8
1278,203109 - 101161 - 1626179 - 203935 - 203092,"Crowder,Jae - Johnson,Amir - Rozier,Terry - Smart,Marcus - Zeller,Tyler",5.0,9.0
1279,101135 - 203482 - 202738 - 202323 - 203923,"Lee,David - Olynyk,Kelly - Thomas,Isaiah - Turner,Evan - Young,James",10.0,8.0
1280,202340 - 203109 - 203482 - 203096 - 202738,"Bradley,Avery - Crowder,Jae - Olynyk,Kelly - Sullinger,Jared - Thomas,Isaiah",8.6,10.7
1281,201973 - 101135 - 203482 - 1626179 - 202323,"Jerebko,Jonas - Lee,David - Olynyk,Kelly - Rozier,Terry - Turner,Evan",4.0,8.7
1282,202340 - 203482 - 203935 - 202323 - 203092,"Bradley,Avery - Olynyk,Kelly - Smart,Marcus - Turner,Evan - Zeller,Tyler",8.7,9.5
1283,1626154 - 203935 - 203096 - 202738 - 203092,"Hunter,RJ - Smart,Marcus - Sullinger,Jared - Thomas,Isaiah - Zeller,Tyler",5.0,11.0
1284,203109 - 1626154 - 101135 - 202323 - 203092,"Crowder,Jae - Hunter,RJ - Lee,David - Turner,Evan - Zeller,Tyler",6.0,9.0
1285,1626154 - 101161 - 1626179 - 203935 - 203092,"Hunter,RJ - Johnson,Amir - Rozier,Terry - Smart,Marcus - Zeller,Tyler",9.0,9.0
1286,201973 - 101135 - 203482 - 203935 - 202323,"Jerebko,Jonas - Lee,David - Olynyk,Kelly - Smart,Marcus - Turner,Evan",11.0,6.0
1287,202340 - 203109 - 101161 - 203482 - 202738,"Bradley,Avery - Crowder,Jae - Johnson,Amir - Olynyk,Kelly - Thomas,Isaiah",8.2,9.1
1288,202340 - 201973 - 1626179 - 203935 - 203092,"Bradley,Avery - Jerebko,Jonas - Rozier,Terry - Smart,Marcus - Zeller,Tyler",6.0,5.0
1289,202340 - 101161 - 101135 - 202323 - 203923,"Bradley,Avery - Johnson,Amir - Lee,David - Turner,Evan - Young,James",13.0,5.0
1290,203109 - 1626154 - 101161 - 1626179 - 203096,"Crowder,Jae - Hunter,RJ - Johnson,Amir - Rozier,Terry - Sullinger,Jared",8.0,9.0
1291,203935 - 203096 - 202323 - 203923 - 203092,"Smart,Marcus - Sullinger,Jared - Turner,Evan - Young,James - Zeller,Tyler",2.0,7.0
1292,202340 - 101161 - 101135 - 203935 - 202738,"Bradley,Avery - Johnson,Amir - Lee,David - Smart,Marcus - Thomas,Isaiah",12.0,9.0
1293,202340 - 101161 - 1626179 - 203935 - 203096,"Bradley,Avery - Johnson,Amir - Rozier,Terry - Smart,Marcus - Sullinger,Jared",7.0,16.0
1294,202340 - 203935 - 203096 - 202738 - 202323,"Bradley,Avery - Smart,Marcus - Sullinger,Jared - Thomas,Isaiah - Turner,Evan",9.3,10.8
1295,203109 - 101161 - 101135 - 202738 - 202323,"Crowder,Jae - Johnson,Amir - Lee,David - Thomas,Isaiah - Turner,Evan",7.0,8.0
1296,202340 - 203482 - 1626179 - 202323 - 203092,"Bradley,Avery - Olynyk,Kelly - Rozier,Terry - Turner,Evan - Zeller,Tyler",7.5,5.5
1297,1626154 - 201973 - 101135 - 203482 - 202323,"Hunter,RJ - Jerebko,Jonas - Lee,David - Olynyk,Kelly - Turner,Evan",5.2,6.0
1298,1626154 - 201973 - 202738 - 202323 - 203092,"Hunter,RJ - Jerebko,Jonas - Thomas,Isaiah - Turner,Evan - Zeller,Tyler",6.5,4.0
1299,1626154 - 203482 - 203935 - 202323 - 203092,"Hunter,RJ - Olynyk,Kelly - Smart,Marcus - Turner,Evan - Zeller,Tyler",2.0,3.0
1300,203109 - 203482 - 203935 - 202323 - 203092,"Crowder,Jae - Olynyk,Kelly - Smart,Marcus - Turner,Evan - Zeller,Tyler",5.2,8.4
1301,201973 - 203935 - 202738 - 202323 - 203092,"Jerebko,Jonas - Smart,Marcus - Thomas,Isaiah - Turner,Evan - Zeller,Tyler",8.2,8.3
1302,1626154 - 201973 - 101135 - 203482 - 202738,"Hunter,RJ - Jerebko,Jonas - Lee,David - Olynyk,Kelly - Thomas,Isaiah",10.0,6.0
1303,203109 - 101161 - 203096 - 202738 - 202323,"Crowder,Jae - Johnson,Amir - Sullinger,Jared - Thomas,Isaiah - Turner,Evan",6.9,6.8
1304,1626154 - 1626175 - 1626179 - 203923 - 203092,"Hunter,RJ - Mickey,Jordan - Rozier,Terry - Young,James - Zeller,Tyler",6.0,7.5
1305,201973 - 101161 - 203482 - 203935 - 202738,"Jerebko,Jonas - Johnson,Amir - Olynyk,Kelly - Smart,Marcus - Thomas,Isaiah",4.0,6.0
1306,202340 - 1626154 - 101135 - 203482 - 202323,"Bradley,Avery - Hunter,RJ - Lee,David - Olynyk,Kelly - Turner,Evan",8.0,7.0
1307,203109 - 101135 - 203482 - 202323 - 203923,"Crowder,Jae - Lee,David - Olynyk,Kelly - Turner,Evan - Young,James",9.3,7.3
1308,1626154 - 201973 - 203935 - 203923 - 203092,"Hunter,RJ - Jerebko,Jonas - Smart,Marcus - Young,James - Zeller,Tyler",5.0,2.0
1309,201973 - 101135 - 203482 - 202323 - 203923,"Jerebko,Jonas - Lee,David - Olynyk,Kelly - Turner,Evan - Young,James",5.0,2.0
1310,101161 - 101135 - 203935 - 202738 - 202323,"Johnson,Amir - Lee,David - Smart,Marcus - Thomas,Isaiah - Turner,Evan",8.0,4.0
1311,203482 - 203935 - 202323 - 203923 - 203092,"Olynyk,Kelly - Smart,Marcus - Turner,Evan - Young,James - Zeller,Tyler",7.5,6.0
1312,203935 - 203096 - 202738 - 203923 - 203092,"Smart,Marcus - Sullinger,Jared - Thomas,Isaiah - Young,James - Zeller,Tyler",6.0,4.0
1313,202340 - 203109 - 101161 - 203935 - 202738,"Bradley,Avery - Crowder,Jae - Johnson,Amir - Smart,Marcus - Thomas,Isaiah",7.4,7.2
1314,202340 - 203482 - 203096 - 202738 - 202323,"Bradley,Avery - Olynyk,Kelly - Sullinger,Jared - Thomas,Isaiah - Turner,Evan",7.3,5.9
1315,202340 - 203482 - 203096 - 202738 - 203923,"Bradley,Avery - Olynyk,Kelly - Sullinger,Jared - Thomas,Isaiah - Young,James",8.0,9.0
1316,203109 - 101161 - 203482 - 202738 - 203923,"Crowder,Jae - Johnson,Amir - Olynyk,Kelly - Thomas,Isaiah - Young,James",6.0,5.0
1317,203109 - 101135 - 1626179 - 203096 - 202738,"Crowder,Jae - Lee,David - Rozier,Terry - Sullinger,Jared - Thomas,Isaiah",2.0,4.0
1318,203109 - 101135 - 202738 - 202323 - 203923,"Crowder,Jae - Lee,David - Thomas,Isaiah - Turner,Evan - Young,James",6.0,4.0
1319,203109 - 1626179 - 203096 - 202738 - 202323,"Crowder,Jae - Rozier,Terry - Sullinger,Jared - Thomas,Isaiah - Turner,Evan",6.0,10.0
1320,1626154 - 201973 - 203482 - 203935 - 202323,"Hunter,RJ - Jerebko,Jonas - Olynyk,Kelly - Smart,Marcus - Turner,Evan",4.0,5.8
1321,1626154 - 201973 - 202323 - 203923 - 203092,"Hunter,RJ - Jerebko,Jonas - Turner,Evan - Young,James - Zeller,Tyler",4.0,10.0
1322,201973 - 101161 - 203096 - 202738 - 202323,"Jerebko,Jonas - Johnson,Amir - Sullinger,Jared - Thomas,Isaiah - Turner,Evan",10.5,3.5
1323,201973 - 203935 - 203096 - 202323 - 203092,"Jerebko,Jonas - Smart,Marcus - Sullinger,Jared - Turner,Evan - Zeller,Tyler",4.5,5.0
1324,202340 - 1626175 - 203935 - 202323 - 203092,"Bradley,Avery - Mickey,Jordan - Smart,Marcus - Turner,Evan - Zeller,Tyler",2.0,7.0
1325,203109 - 201973 - 203482 - 203935 - 202323,"Crowder,Jae - Jerebko,Jonas - Olynyk,Kelly - Smart,Marcus - Turner,Evan",6.0,7.5
1326,203109 - 201973 - 203482 - 202323 - 203092,"Crowder,Jae - Jerebko,Jonas - Olynyk,Kelly - Turner,Evan - Zeller,Tyler",5.0,4.0
1327,203109 - 201973 - 203935 - 202323 - 203092,"Crowder,Jae - Jerebko,Jonas - Smart,Marcus - Turner,Evan - Zeller,Tyler",6.5,6.4
1328,203109 - 101161 - 203482 - 203935 - 202738,"Crowder,Jae - Johnson,Amir - Olynyk,Kelly - Smart,Marcus - Thomas,Isaiah",3.8,9.8
1329,203109 - 203935 - 203096 - 202738 - 203092,"Crowder,Jae - Smart,Marcus - Sullinger,Jared - Thomas,Isaiah - Zeller,Tyler",4.0,4.0
1330,1626154 - 201973 - 1626175 - 1626179 - 203092,"Hunter,RJ - Jerebko,Jonas - Mickey,Jordan - Rozier,Terry - Zeller,Tyler",8.0,5.3
1331,1626154 - 201973 - 203482 - 202323 - 203092,"Hunter,RJ - Jerebko,Jonas - Olynyk,Kelly - Turner,Evan - Zeller,Tyler",6.6,5.3
1332,1626154 - 1626175 - 203482 - 1626179 - 203923,"Hunter,RJ - Mickey,Jordan - Olynyk,Kelly - Rozier,Terry - Young,James",6.0,2.0
1333,101135 - 203482 - 203935 - 202738 - 202323,"Lee,David - Olynyk,Kelly - Smart,Marcus - Thomas,Isaiah - Turner,Evan",6.6,8.3
1334,202340 - 203109 - 203935 - 203096 - 202738,"Bradley,Avery - Crowder,Jae - Smart,Marcus - Sullinger,Jared - Thomas,Isaiah",7.1,7.4
1335,202340 - 203109 - 202738 - 202323 - 203092,"Bradley,Avery - Crowder,Jae - Thomas,Isaiah - Turner,Evan - Zeller,Tyler",7.8,5.6
1336,202340 - 1626154 - 201973 - 101135 - 202323,"Bradley,Avery - Hunter,RJ - Jerebko,Jonas - Lee,David - Turner,Evan",4.0,5.5
1337,202340 - 201973 - 101161 - 203482 - 202738,"Bradley,Avery - Jerebko,Jonas - Johnson,Amir - Olynyk,Kelly - Thomas,Isaiah",6.0,6.0
1338,202340 - 201973 - 1626179 - 203935 - 203096,"Bradley,Avery - Jerebko,Jonas - Rozier,Terry - Smart,Marcus - Sullinger,Jared",8.0,3.0
1339,202340 - 101135 - 203096 - 202738 - 202323,"Bradley,Avery - Lee,David - Sullinger,Jared - Thomas,Isaiah - Turner,Evan",3.8,6.5
1340,202340 - 1626179 - 203935 - 203096 - 202738,"Bradley,Avery - Rozier,Terry - Smart,Marcus - Sullinger,Jared - Thomas,Isaiah",5.0,5.0
1341,203109 - 1626154 - 101135 - 203096 - 202738,"Crowder,Jae - Hunter,RJ - Lee,David - Sullinger,Jared - Thomas,Isaiah",9.0,8.0
1342,201973 - 101135 - 203482 - 1626179 - 202738,"Jerebko,Jonas - Lee,David - Olynyk,Kelly - Rozier,Terry - Thomas,Isaiah",8.0,6.0
1343,201973 - 203482 - 1626179 - 202323 - 203092,"Jerebko,Jonas - Olynyk,Kelly - Rozier,Terry - Turner,Evan - Zeller,Tyler",7.0,8.0
1344,201973 - 1626179 - 203935 - 202323 - 203092,"Jerebko,Jonas - Rozier,Terry - Smart,Marcus - Turner,Evan - Zeller,Tyler",6.4,4.2
1345,202340 - 203109 - 101161 - 203096 - 202323,"Bradley,Avery - Crowder,Jae - Johnson,Amir - Sullinger,Jared - Turner,Evan",4.6,5.5
1346,202340 - 201973 - 101135 - 203482 - 202738,"Bradley,Avery - Jerebko,Jonas - Lee,David - Olynyk,Kelly - Thomas,Isaiah",9.0,6.0
1347,203109 - 201973 - 101135 - 203482 - 203935,"Crowder,Jae - Jerebko,Jonas - Lee,David - Olynyk,Kelly - Smart,Marcus",4.0,5.0
1348,203109 - 101161 - 203482 - 202323 - 203923,"Crowder,Jae - Johnson,Amir - Olynyk,Kelly - Turner,Evan - Young,James",5.0,9.0
1349,201973 - 1626179 - 203935 - 203923 - 203092,"Jerebko,Jonas - Rozier,Terry - Smart,Marcus - Young,James - Zeller,Tyler",9.0,9.0
1350,202340 - 203109 - 203096 - 202738 - 203092,"Bradley,Avery - Crowder,Jae - Sullinger,Jared - Thomas,Isaiah - Zeller,Tyler",7.6,6.3
1351,202340 - 201973 - 101161 - 203482 - 202323,"Bradley,Avery - Jerebko,Jonas - Johnson,Amir - Olynyk,Kelly - Turner,Evan",3.0,3.0
1352,202340 - 201973 - 101135 - 203482 - 202323,"Bradley,Avery - Jerebko,Jonas - Lee,David - Olynyk,Kelly - Turner,Evan",4.4,6.4
1353,202340 - 101135 - 203482 - 203935 - 202738,"Bradley,Avery - Lee,David - Olynyk,Kelly - Smart,Marcus - Thomas,Isaiah",4.0,9.0
1354,1626154 - 101135 - 202738 - 202323 - 203092,"Hunter,RJ - Lee,David - Thomas,Isaiah - Turner,Evan - Zeller,Tyler",8.0,6.0
1355,201973 - 203482 - 203935 - 203096 - 202738,"Jerebko,Jonas - Olynyk,Kelly - Smart,Marcus - Sullinger,Jared - Thomas,Isaiah",4.0,9.0
1356,1626179 - 202738 - 202323 - 203923 - 203092,"Rozier,Terry - Thomas,Isaiah - Turner,Evan - Young,James - Zeller,Tyler",10.0,8.0
1357,202340 - 203109 - 201973 - 203482 - 202738,"Bradley,Avery - Crowder,Jae - Jerebko,Jonas - Olynyk,Kelly - Thomas,Isaiah",6.5,4.5
