,player_id,display_name,cluster
489,203498,Shabazz Muhammad,10
490,203499,Shane Larkin,5
491,203500,Steven Adams,2
492,203501,Tim Hardaway Jr.,7
494,203503,Tony Snell,7
495,203504,Trey Burke,8
497,203506,Victor Oladipo,1
498,203507,Giannis Antetokounmpo,0
499,203508,Sergey Karasev,7
503,203515,Phil Pressey,5
504,203516,James Ennis,3
508,203521,Matthew Dellavedova,8
509,203524,Solomon Hill,3
510,203526,Raul Neto,8
511,203527,Ryan Kelly,3
512,203530,Joffrey Lauvergne,0
516,203544,Pero Antic,0
518,203546,Ian Clark,3
520,203552,Seth Curry,8
521,203561,Brandon Davies,10
526,203584,Troy Daniels,7
528,203613,Jonathon Simmons,10
530,203798,PJ Hairston,7
535,203894,Shabazz Napier,8
537,203897,Zach LaVine,8
538,203898,Tyler Ennis,5
539,203900,Markel Brown,7
540,203901,Elfrid Payton,9
542,203903,Jordan Clarkson,5
544,203909,KJ McDaniels,10
547,203913,Jabari Brown,10
548,203914,Gary Harris,7
549,203915,Spencer Dinwiddie,5
550,203917,Nik Stauskas,7
551,203918,Rodney Hood,8
553,203921,Cleanthony Early,7
554,203922,Glenn Robinson,10
555,203923,James Young,7
556,203924,Jerami Grant,10
557,203925,Joe Harris,7
558,203926,Doug McDermott,7
559,203928,Cory Jefferson,0
560,203930,Sean Kilpatrick,10
561,203932,Aaron Gordon,10
562,203933,TJ Warren,10
564,203935,Marcus Smart,8
565,203937,Kyle Anderson,1
566,203939,Dwight Powell,0
567,203940,Adreian Payne,0
568,203943,Noah Vonleh,0
569,203944,Julius Randle,10
572,203948,Johnny O'Bryant III,10
576,203952,Andrew Wiggins,10
577,203953,Jabari Parker,10
580,203956,Mitch McGary,4
581,203957,Dante Exum,7
583,203960,JaKarr Sampson,10
589,203991,Clint Capela,2
590,203994,Jusuf Nurkic,2
593,203999,Nikola Jokic,0
594,204001,Kristaps Porzingis,0
596,204014,Damjan Rudez,7
597,204020,Tyler Johnson,1
600,204025,Tim Frazier,5
601,204028,Tarik Black,2
603,204037,Travis Wear,1
604,204038,Langston Galloway,8
606,204060,Joe Ingles,7
612,204456,TJ McConnell,5
613,1626143,Jahlil Okafor,4
614,1626144,Emmanuel Mudiay,5
615,1626145,Tyus Jones,8
617,1626147,Justin Anderson,10
618,1626148,Anthony Brown,3
625,1626156,D'Angelo Russell,8
626,1626157,Karl-Anthony Towns,4
627,1626158,Richaun Holmes,0
628,1626159,Justise Winslow,7
629,1626161,Willie Cauley-Stein,10
630,1626162,Kelly Oubre,10
631,1626163,Frank Kaminsky,10
632,1626164,Devin Booker,8
633,1626166,Cameron Payne,8
634,1626167,Myles Turner,4
635,1626168,Trey Lyles,7
636,1626169,Stanley Johnson,8
637,1626170,Jerian Grant,5
638,1626171,Bobby Portis,0
640,1626173,Rashad Vaughn,7
644,1626178,Rondae Hollis-Jefferson,10
645,1626179,Terry Rozier,8
646,1626181,Norman Powell,7
648,1626185,Jarell Martin,10
652,1626196,Josh Richardson,7
656,1626204,Larry Nance Jr.,10
657,1626209,Mario Hezonja,7
662,1626246,Boban Marjanovic,4
666,1626257,Salah Mejri,6
669,1626273,Marcelo Huertas,5
