,player_id,display_name,cluster
461,203462,Archie Goodwin,3
462,203463,Ben McLemore,2
464,203468,CJ McCollum,3
465,203469,Cody Zeller,1
466,203471,Dennis Schroder,3
467,203473,Dewayne Dedmon,1
469,203475,Erick Green,3
470,203476,Gorgui Dieng,1
471,203477,Isaiah Canaan,3
474,203481,Jeff Withey,1
475,203482,Kelly Olynyk,1
476,203484,Kentavious Caldwell-Pope,2
477,203485,Lorenzo Brown,3
478,203486,Mason Plumlee,1
479,203487,Michael Carter-Williams,3
480,203488,Mike Muscala,1
481,203489,Nate Wolters,3
482,203490,Otto Porter,3
483,203491,Peyton Siva,3
484,203492,Ray McCallum,3
485,203493,Reggie Bullock,2
486,203495,Ricky Ledo,3
487,203496,Robert Covington,3
488,203497,Rudy Gobert,1
489,203498,Shabazz Muhammad,2
490,203499,Shane Larkin,3
491,203500,Steven Adams,1
492,203501,Tim Hardaway Jr.,2
494,203503,Tony Snell,2
495,203504,Trey Burke,3
497,203506,Victor Oladipo,3
498,203507,Giannis Antetokounmpo,3
499,203508,Sergey Karasev,2
501,203512,Lucas Nogueira,1
503,203515,Phil Pressey,3
504,203516,James Ennis,2
508,203521,Matthew Dellavedova,3
509,203524,Solomon Hill,3
510,203526,Raul Neto,3
511,203527,Ryan Kelly,2
512,203530,Joffrey Lauvergne,1
513,203539,Gal Mekel,3
514,203540,Gigi Datome,2
515,203543,Vitor Faverani,1
516,203544,Pero Antic,2
517,203545,Miroslav Raduljica,1
518,203546,Ian Clark,2
520,203552,Seth Curry,3
521,203561,Brandon Davies,2
525,203580,Larry Drew,3
526,203584,Troy Daniels,2
527,203585,Rodney McGruder,2
528,203613,Jonathon Simmons,2
530,203798,PJ Hairston,2
535,203894,Shabazz Napier,3
536,203895,Jordan McRae,3
537,203897,Zach LaVine,3
538,203898,Tyler Ennis,3
539,203900,Markel Brown,2
540,203901,Elfrid Payton,3
541,203902,Semaj Christon,3
542,203903,Jordan Clarkson,3
543,203906,Devyn Marble,2
544,203909,KJ McDaniels,2
545,203910,Nick Johnson,2
546,203912,CJ Wilcox,2
547,203913,Jabari Brown,2
548,203914,Gary Harris,2
549,203915,Spencer Dinwiddie,3
550,203917,Nik Stauskas,2
551,203918,Rodney Hood,3
