player_id,age,display_name,dleague_flag,first_name,height,last_name,position,roster_status,season_exp,team_id,team_name,weight,attempt_RA,attempt_corner_3,attempt_mid,attempt_non_corner_3,attempt_paint,made_RA,made_corner_3,made_mid,made_non_corner_3,made_paint,ast,blk,blk_a,dreb,fta,ftm,gp,min_game,oreb,pf,pfd,reb,stl,tov,d_fga_mid,d_fga_overall,d_fga_paint,d_fga_perim,d_fga_threes,d_fgm_mid,d_fgm_overall,d_fgm_paint,d_fgm_perim,d_fgm_threes,d_freq_mid,d_freq_paint,d_freq_perim,d_freq_threes,dreb_pos,oreb_pos,pos
2588,13380,Matt Bonner,N,Matt,82,Bonner,Center-Forward,Active,12,1610612759,Spurs,235,15,20,33,106,56,9,7,11,39,28,0.7,0.2,0.1,1.2,0.5,0.4,72.0,13.0,0.4,0.9,0.3,1.6,0.1,0.2,1.17,5.91,2.22,2.52,1.0,0.45,2.47,1.08,0.94,0.36,0.198,0.376,0.426,0.169,0.046,0.016,1593.728
2590,12392,Mo Williams,N,Mo,73,Williams,Guard,Active,13,1610612739,Cavaliers,198,62,29,382,319,68,30,10,163,109,29,6.2,0.2,0.3,2.2,2.8,2.4,68.0,29.1,0.3,2.4,2.1,2.6,0.7,2.5,1.93,10.13,1.93,6.27,3.66,0.91,4.57,1.36,2.3,1.19,0.191,0.19,0.619,0.361,0.038,0.005,3626.108
2592,13198,James Jones,N,James,80,Jones,Guard-Forward,Active,13,1610612739,Cavaliers,218,4,61,18,114,4,2,19,9,44,0,0.4,0.1,0.1,0.9,0.8,0.7,57.0,11.7,0.2,1.2,0.7,1.1,0.2,0.2,0.93,4.12,1.37,1.82,1.37,0.44,2.22,0.94,0.84,0.61,0.227,0.332,0.441,0.332,0.04,0.007,1170.604
2594,13034,Kyle Korver,N,Kyle,79,Korver,Guard,Active,13,1610612737,Hawks,212,30,114,108,335,13,19,61,50,160,2,2.6,0.6,0.2,3.9,1.6,1.4,75.0,32.2,0.2,1.9,1.6,4.1,0.7,1.4,1.92,11.57,3.5,6.15,4.12,0.71,4.89,2.09,2.09,1.32,0.165,0.303,0.532,0.356,0.059,0.003,4804.788
2617,13315,Udonis Haslem,N,Udonis,80,Haslem,Forward,Active,13,1610612748,Heat,235,116,10,90,0,23,66,2,31,0,8,0.7,0.2,0.4,3.0,1.0,0.7,62.0,16.0,1.1,1.8,1.2,4.2,0.3,0.7,1.63,6.3,2.3,2.37,0.93,0.79,3.35,1.58,0.98,0.35,0.259,0.365,0.376,0.148,0.097,0.037,1619.188
2730,11307,Dwight Howard,N,Dwight,83,Howard,Center,Active,12,1610612737,Hawks,265,290,0,8,2,123,198,0,2,1,50,1.2,1.3,0.9,7.8,6.6,3.5,41.0,29.8,2.7,3.3,5.6,10.5,0.7,2.8,2.85,10.85,5.1,2.9,0.69,0.98,5.18,2.82,1.38,0.26,0.263,0.47,0.267,0.064,0.128,0.044,2403.392
2732,12286,Ben Gordon,N,Ben,75,Gordon,Guard,Active,11,1610612753,Magic,205,34,19,117,78,47,19,11,52,24,23,0.9,0.0,0.3,1.0,1.2,1.0,56.0,14.1,0.1,1.1,1.2,1.1,0.3,1.0,0.57,3.45,0.61,2.27,1.61,0.24,1.47,0.45,0.78,0.55,0.165,0.176,0.659,0.466,0.036,0.004,1242.076
2733,11395,Shaun Livingston,Y,Shaun,79,Livingston,Guard,Active,11,1610612744,Warriors,192,117,0,148,2,129,78,0,72,0,48,3.3,0.3,0.2,1.8,1.2,0.8,78.0,18.8,0.6,1.4,1.2,2.3,0.6,1.3,1.26,6.6,1.47,3.87,2.58,0.4,2.57,0.96,1.21,0.78,0.191,0.222,0.587,0.392,0.047,0.014,2880.752
2734,12322,Devin Harris,N,Devin,75,Harris,Guard,Active,12,1610612742,Mavericks,185,139,48,73,218,46,83,29,27,66,14,3.1,0.2,0.3,1.6,2.1,1.7,76.0,22.2,0.2,1.9,2.5,1.8,1.0,1.1,1.19,6.71,1.47,4.05,2.66,0.36,2.67,1.01,1.3,0.8,0.176,0.22,0.604,0.396,0.036,0.004,3101.644
2736,11543,Luol Deng,N,Luol,81,Deng,Forward,Active,12,1610612747,Lakers,220,257,115,221,104,90,162,50,89,28,40,1.9,0.3,0.6,3.8,3.5,2.7,72.0,33.6,1.4,1.5,2.7,5.2,0.9,1.5,2.3,12.48,3.15,7.03,4.39,1.02,5.44,2.01,2.41,1.51,0.184,0.253,0.563,0.352,0.058,0.022,4238.54
2738,11987,Andre Iguodala,N,Andre,78,Iguodala,Guard-Forward,Active,12,1610612744,Warriors,215,149,82,90,130,45,111,26,35,48,11,3.0,0.3,0.1,2.8,1.5,0.9,77.0,26.9,0.6,1.3,1.7,3.3,1.2,1.1,1.24,7.31,1.55,4.52,2.62,0.45,3.04,1.1,1.49,0.87,0.171,0.211,0.618,0.359,0.05,0.01,4175.592
2742,11489,Sebastian Telfair,N,Sebastian,0,Telfair,,Inactive,9,0,,0,32,12,20,48,13,15,4,8,14,5,2.8,0.0,0.6,1.8,2.1,1.5,16.0,20.4,0.1,1.8,2.3,1.9,0.6,1.1,0.93,5.5,1.13,3.44,2.31,0.31,2.25,0.88,1.06,0.63,0.17,0.205,0.625,0.42,0.044,0.003,573.976
2743,11612,Kris Humphries,N,Kris,81,Humphries,Forward,Active,12,1610612737,Hawks,235,156,5,232,2,51,91,0,104,0,16,0.9,0.4,0.4,4.7,1.8,1.4,64.0,21.0,1.8,2.0,2.0,6.5,0.5,0.7,1.77,8.4,3.08,3.55,1.61,0.75,3.77,1.55,1.47,0.68,0.211,0.367,0.422,0.192,0.113,0.045,2563.816
2744,11645,Al Jefferson,N,Al,82,Jefferson,Center,Active,12,1610612754,Pacers,289,320,1,362,4,323,196,1,142,1,146,1.7,1.3,0.8,6.9,2.5,1.7,65.0,30.6,1.5,2.1,2.1,8.4,0.7,1.0,4.16,12.58,4.82,3.6,0.55,1.61,6.38,2.92,1.85,0.22,0.331,0.383,0.286,0.044,0.113,0.025,3851.672
2746,11310,Josh Smith,N,Josh,81,Smith,Forward,Active,12,1610612745,Rockets,225,331,53,183,174,245,199,23,58,49,85,3.3,1.4,0.6,4.6,3.1,1.5,83.0,27.7,1.8,2.7,2.3,6.4,1.0,2.5,2.35,12.54,5.12,5.07,2.77,0.74,5.24,2.58,1.92,0.98,0.188,0.408,0.404,0.221,0.079,0.032,4646.66
2747,11397,JR Smith,N,JR,78,Smith,Guard,Active,12,1610612739,Cavaliers,225,90,84,199,342,40,48,34,89,129,15,2.8,0.3,0.2,2.7,1.0,0.8,70.0,29.7,0.4,2.3,1.1,3.1,1.2,1.4,1.14,7.94,1.57,5.23,3.5,0.52,3.34,1.03,1.79,1.17,0.144,0.198,0.658,0.441,0.045,0.007,3608.66
2748,11313,Dorell Wright,Y,Dorell,81,Wright,Forward-Guard,Active,11,1610612748,Heat,205,37,37,28,71,17,21,14,5,27,5,0.9,0.2,0.1,2.0,0.9,0.7,48.0,12.3,0.3,1.1,0.8,2.3,0.4,0.4,1.14,4.91,1.43,2.34,1.18,0.46,2.3,0.89,0.95,0.55,0.231,0.292,0.477,0.241,0.081,0.012,987.508
2749,12705,Jameer Nelson,N,Jameer,72,Nelson,Guard,Active,12,1610612743,Nuggets,190,90,26,115,232,41,55,12,44,77,17,4.0,0.1,0.3,1.8,0.6,0.4,63.0,22.3,0.5,2.2,1.1,2.3,0.7,1.7,1.58,7.25,0.97,4.7,2.79,0.67,3.24,0.73,1.84,1.08,0.219,0.133,0.648,0.385,0.04,0.012,2410.344
2754,12734,Tony Allen,N,Tony,76,Allen,Guard-Forward,Active,12,1610612763,Grizzlies,213,336,20,37,9,53,185,6,12,4,18,1.4,0.5,0.8,2.8,2.0,1.3,63.0,26.2,1.6,2.6,1.5,4.4,2.0,1.4,1.25,7.32,1.6,4.47,2.63,0.35,2.71,0.94,1.42,0.81,0.172,0.218,0.61,0.359,0.055,0.032,3114.376
2755,12348,Kevin Martin,N,Kevin,79,Martin,Guard,Active,12,1610612759,Spurs,199,71,39,288,152,75,43,22,121,53,28,2.3,0.0,0.6,3.2,4.9,4.4,39.0,33.4,0.5,1.9,3.2,3.6,0.8,1.9,1.24,8.84,1.76,5.84,3.34,0.6,3.97,1.26,2.11,1.18,0.14,0.199,0.661,0.378,0.046,0.007,2386.584
2756,11947,Sasha Vujacic,N,Sasha,79,Vujacic,Guard,Active,9,1610612752,Knicks,195,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2757,12559,Beno Udrih,N,Beno,75,Udrih,Guard,Active,12,1610612765,Pistons,205,112,22,222,75,74,73,8,114,18,33,2.8,0.1,0.3,1.6,1.3,1.1,79.0,18.9,0.3,1.1,1.2,1.8,0.6,1.1,1.79,7.25,1.23,4.23,2.58,0.78,3.34,0.9,1.66,0.92,0.246,0.17,0.584,0.357,0.042,0.007,2709.604
2760,12474,Anderson Varejao,N,Anderson,83,Varejao,Center,Active,12,1610612744,Warriors,273,100,1,52,1,46,65,0,26,0,20,1.3,0.6,0.6,4.3,1.7,1.3,26.0,24.4,2.2,2.2,1.8,6.5,0.7,1.3,3.08,12.38,5.15,4.15,1.5,1.57,6.42,3.31,1.54,0.5,0.249,0.416,0.335,0.121,0.09,0.046,1200.792
2772,11468,Trevor Ariza,N,Trevor,80,Ariza,Forward,Active,12,1610612745,Rockets,215,224,214,98,341,33,132,88,31,106,9,2.5,0.2,0.4,4.7,1.7,1.5,82.0,35.7,0.9,2.3,1.5,5.6,1.9,1.7,1.5,9.01,2.25,5.26,3.31,0.63,4.37,1.64,2.1,1.2,0.167,0.249,0.584,0.367,0.064,0.013,5813.64
2853,12884,Earl Barron,Y,Earl,84,Barron,Forward-Center,Active,8,1610612756,Suns,250,12,1,19,3,4,1,1,7,1,2,0.3,0.1,0.1,0.9,0.8,0.4,16.0,8.9,0.9,1.6,0.7,1.8,0.3,0.3,0.72,4.27,1.73,1.82,1.09,0.36,2.36,1.09,0.91,0.27,0.17,0.404,0.426,0.255,0.049,0.049,227.528
101106,11682,Andrew Bogut,N,Andrew,84,Bogut,Center,Active,11,1610612742,Mavericks,260,214,0,19,0,122,138,0,4,0,58,2.7,1.7,0.3,6.0,0.6,0.3,67.0,23.6,2.1,2.8,1.1,8.1,0.6,1.6,2.73,10.7,5.17,2.8,0.68,1.06,4.48,2.3,1.12,0.21,0.255,0.483,0.262,0.064,0.123,0.043,3248.368
101107,11114,Marvin Williams,N,Marvin,81,Williams,Forward,Active,11,1610612766,Hornets,237,86,69,107,196,37,55,33,46,62,14,1.3,0.5,0.2,4.2,1.1,0.8,78.0,26.1,0.7,1.9,1.0,4.9,0.9,0.8,1.74,8.47,2.79,3.94,2.12,0.68,3.65,1.62,1.35,0.64,0.206,0.33,0.464,0.25,0.081,0.014,3904.032
101108,11523,Chris Paul,N,Chris,72,Paul,Guard,Active,11,1610612746,Clippers,175,130,48,507,301,184,80,17,251,122,98,10.2,0.2,0.3,4.0,3.9,3.5,82.0,34.8,0.6,2.5,3.6,4.6,1.9,2.3,1.62,9.29,1.74,5.93,3.81,0.62,3.94,1.13,2.19,1.41,0.175,0.187,0.638,0.41,0.056,0.009,5745.908
101109,11837,Raymond Felton,N,Raymond,73,Felton,Guard,Active,11,1610612746,Clippers,205,28,4,34,30,10,15,0,13,10,5,1.4,0.1,0.2,0.8,0.5,0.4,29.0,9.7,0.1,0.6,0.6,0.9,0.4,0.6,0.52,3.6,1.0,2.08,1.4,0.08,1.48,0.44,0.96,0.48,0.144,0.278,0.578,0.389,0.042,0.003,430.984
101110,10946,Martell Webster,Y,Martell,79,Webster,Forward-Guard,Active,10,1610612764,Wizards,230,18,9,28,34,2,7,1,7,9,0,0.5,0.0,0.1,1.1,2.0,1.5,32.0,11.0,0.3,0.8,1.2,1.4,0.2,0.7,0.49,3.67,0.48,2.7,1.89,0.18,1.78,0.41,1.19,0.85,0.132,0.131,0.737,0.515,0.05,0.014,648.924
101111,11778,Charlie Villanueva,N,Charlie,83,Villanueva,Forward,Active,11,1610612742,Mavericks,232,65,55,43,166,33,32,19,21,64,14,0.3,0.3,0.2,1.9,0.5,0.3,64.0,10.6,0.5,1.0,0.4,2.3,0.2,0.4,0.76,4.57,1.79,2.02,1.14,0.3,2.16,1.12,0.74,0.47,0.166,0.392,0.442,0.249,0.084,0.021,1212.364
101112,12243,Channing Frye,N,Channing,83,Frye,Forward,Active,10,1610612739,Cavaliers,255,26,34,86,312,29,11,11,34,125,10,1.3,0.5,0.1,3.5,0.5,0.4,75.0,24.9,0.4,2.5,1.1,3.9,0.6,1.0,2.34,11.89,4.63,4.92,2.28,1.07,6.05,2.89,2.09,0.85,0.197,0.389,0.414,0.192,0.071,0.007,3419.752
101114,11837,Deron Williams,N,Deron,75,Williams,Guard,Active,11,1610612742,Mavericks,200,185,38,212,199,137,80,17,77,70,54,6.6,0.3,0.5,3.1,3.5,3.0,68.0,31.1,0.4,2.3,3.1,3.5,0.9,2.3,1.65,9.13,1.94,5.54,3.56,0.61,4.18,1.35,2.22,1.34,0.18,0.213,0.607,0.39,0.05,0.007,4035.168
101122,12270,Danny Granger,N,Danny,81,Granger,Forward-Guard,Active,10,1610612756,Suns,222,26,25,41,59,11,15,10,16,20,4,0.6,0.2,0.3,2.0,1.2,0.9,30.0,20.4,0.7,2.2,1.0,2.7,0.4,0.8,1.1,6.21,1.43,3.68,2.21,0.61,2.89,0.71,1.57,0.93,0.178,0.23,0.592,0.356,0.052,0.017,926.564
101123,11258,Gerald Green,Y,Gerald,79,Green,Forward,Active,9,1610612738,Celtics,205,115,110,221,277,55,71,38,89,99,27,1.2,0.2,0.2,2.1,1.6,1.3,74.0,19.5,0.4,2.0,1.5,2.5,0.6,1.4,1.19,6.26,1.29,3.78,2.43,0.55,2.86,0.88,1.43,0.93,0.191,0.206,0.603,0.388,0.051,0.011,2690.384
101126,11863,Nate Robinson,N,Nate,0,Robinson,,Inactive,10,0,,0,47,20,69,92,27,24,6,24,25,9,2.3,0.1,0.2,0.8,1.1,0.7,42.0,14.1,0.4,1.8,1.0,1.2,0.5,0.7,1.03,4.18,0.55,2.6,1.78,0.32,1.4,0.33,0.75,0.58,0.245,0.132,0.623,0.425,0.028,0.014,892.608
101127,12079,Jarrett Jack,N,Jarrett,75,Jack,Guard,Active,11,1610612751,Nets,200,124,43,314,103,233,73,20,137,19,110,4.7,0.2,0.4,2.8,2.8,2.5,80.0,28.0,0.2,1.8,2.4,3.1,0.9,2.4,2.07,10.1,1.87,6.16,4.01,0.86,4.32,1.19,2.27,1.48,0.205,0.185,0.61,0.397,0.051,0.004,4250.812
101128,12745,Francisco Garcia,N,Francisco,0,Garcia,,Inactive,9,0,,0,9,18,6,27,3,6,5,1,5,0,1.1,0.4,0.1,1.0,0.3,0.1,14.0,14.3,0.2,1.4,0.7,1.2,0.6,0.7,1.3,5.15,1.62,2.23,1.46,0.46,2.08,1.08,0.54,0.31,0.254,0.313,0.433,0.284,0.035,0.008,335.704
101131,12331,Jason Maxiell,N,Jason,79,Maxiell,Forward,Active,9,1610612766,Hornets,260,70,0,57,0,65,38,0,16,0,27,0.3,0.7,0.3,1.9,1.2,0.7,61.0,14.4,1.4,1.6,1.4,3.3,0.3,0.5,1.23,5.31,2.16,1.92,0.74,0.46,2.25,1.13,0.66,0.26,0.232,0.407,0.361,0.139,0.067,0.049,1590.472
101133,10975,Ian Mahinmi,Y,Ian,83,Mahinmi,Center,Active,8,1610612764,Wizards,262,144,0,21,0,47,92,0,5,0,20,0.5,0.8,0.3,4.1,1.7,0.5,61.0,18.8,1.7,2.8,1.8,5.8,0.5,1.0,2.32,8.49,3.97,2.2,0.84,0.89,3.8,2.07,0.84,0.25,0.274,0.467,0.259,0.098,0.111,0.046,2195.964
101135,12261,David Lee,N,David,81,Lee,Forward-Center,Active,11,1610612759,Spurs,245,168,0,60,2,83,107,0,24,0,29,1.7,0.5,0.4,3.6,2.1,1.4,49.0,18.5,1.7,1.7,1.4,5.2,0.6,1.0,2.04,7.88,3.06,2.78,1.39,0.86,3.69,1.73,1.1,0.51,0.259,0.389,0.352,0.176,0.094,0.043,1816.208
101138,11529,Brandon Bass,Y,Brandon,80,Bass,Forward,Active,11,1610612746,Clippers,250,272,28,282,4,97,178,9,123,0,34,1.3,0.4,0.7,3.2,2.6,2.1,82.0,23.5,1.7,1.7,1.9,4.9,0.5,1.0,2.18,8.56,2.57,3.81,1.86,0.98,3.95,1.59,1.38,0.69,0.254,0.3,0.446,0.218,0.067,0.036,3432.316
101139,10842,CJ Miles,Y,CJ,78,Miles,Forward-Guard,Active,11,1610612754,Pacers,225,127,113,191,333,63,80,42,72,112,23,1.1,0.4,0.4,2.8,2.3,1.9,70.0,26.3,0.3,1.9,1.8,3.1,0.9,1.0,1.17,7.56,1.35,5.04,3.06,0.5,3.0,0.82,1.68,0.96,0.154,0.179,0.667,0.405,0.052,0.005,3577.116
101141,10784,Ersan Ilyasova,Y,Ersan,82,Ilyasova,Forward,Active,8,1610612755,76ers,235,197,25,135,165,35,117,12,65,62,7,1.0,0.3,0.5,3.4,1.8,1.2,58.0,22.7,1.4,2.6,2.7,4.8,0.6,0.8,1.89,8.12,3.18,3.05,1.86,0.72,3.84,1.79,1.33,0.86,0.233,0.391,0.376,0.229,0.074,0.03,2371.616
101142,12367,Ronny Turiaf,N,Ronny,0,Turiaf,,Inactive,9,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.5,0.0,0.0,2.0,9.7,0.0,0.0,0.0,0.5,0.0,0.0,3.0,5.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,0.6,0.2,0.2,0.2,0.025,0.0,
101145,11350,Monta Ellis,N,Monta,75,Ellis,Guard,Active,11,1610612754,Pacers,185,382,58,508,226,180,227,21,219,60,75,4.1,0.3,0.5,2.0,3.8,2.9,80.0,33.7,0.4,2.5,3.6,2.4,1.9,2.5,1.77,10.49,1.92,6.8,4.9,0.7,4.41,1.23,2.48,1.73,0.169,0.183,0.648,0.467,0.028,0.006,5245.208
101150,10984,Lou Williams,Y,Lou,73,Williams,Guard,Active,11,1610612747,Lakers,175,121,104,250,343,110,62,50,109,102,52,2.1,0.1,0.6,1.6,4.9,4.3,80.0,25.2,0.3,1.3,3.2,1.9,1.1,1.3,1.03,6.85,1.43,4.39,2.83,0.5,2.98,1.04,1.44,0.8,0.151,0.208,0.641,0.412,0.031,0.006,4071.64
101161,10798,Amir Johnson,Y,Amir,81,Johnson,Forward,Active,11,1610612738,Celtics,240,303,10,35,36,135,199,3,14,16,66,1.6,0.8,0.7,4.0,1.7,1.1,75.0,26.4,2.1,3.0,1.7,6.1,0.6,1.5,2.33,10.95,4.99,3.63,1.73,0.85,5.15,2.81,1.49,0.67,0.213,0.456,0.331,0.158,0.076,0.041,3929.148
101162,11967,Marcin Gortat,Y,Marcin,83,Gortat,Center,Active,9,1610612764,Wizards,240,388,0,198,3,186,284,0,81,0,74,1.2,1.3,0.6,6.5,2.1,1.5,82.0,29.9,2.2,2.3,2.0,8.7,0.6,1.2,3.85,13.26,5.78,3.63,1.33,1.4,5.82,3.01,1.41,0.52,0.29,0.436,0.274,0.1,0.109,0.036,4858.232
101179,12208,Ronnie Price,N,Ronnie,74,Price,Guard,Active,11,1610612756,Suns,190,47,19,48,90,19,27,7,14,24,5,3.8,0.1,0.2,1.2,1.0,0.8,43.0,22.8,0.4,2.7,1.2,1.6,1.6,1.2,1.12,6.4,1.05,4.23,2.42,0.46,3.02,0.72,1.84,1.07,0.174,0.164,0.662,0.378,0.025,0.01,1909.96
101181,12839,Jose Calderon,N,Jose,75,Calderon,Guard,Active,11,1610612747,Lakers,200,38,29,166,113,8,22,14,63,45,3,4.7,0.0,0.3,2.5,0.8,0.7,42.0,30.2,0.5,1.8,0.9,3.0,0.7,1.8,1.61,8.37,1.76,5.0,3.02,0.9,4.54,1.32,2.32,1.49,0.192,0.21,0.598,0.362,0.042,0.008,1867.504
101183,12052,Shavlik Randolph,N,Shavlik,0,Randolph,,Inactive,7,0,,0,15,0,4,5,11,6,0,3,0,0,0.2,0.1,0.1,1.0,0.6,0.3,21.0,6.0,0.8,0.8,0.6,1.8,0.2,0.1,0.66,3.0,1.06,1.28,0.44,0.33,1.44,0.67,0.44,0.06,0.222,0.352,0.426,0.148,0.084,0.061,156.856
101187,12456,Alan Anderson,Y,Alan,78,Anderson,Forward-Guard,Active,7,1610612746,Clippers,220,109,78,80,132,41,73,33,30,40,19,1.1,0.1,0.4,2.3,1.4,1.1,74.0,23.6,0.4,2.0,1.7,2.8,0.8,0.8,1.47,7.4,1.75,4.18,2.53,0.6,3.19,1.19,1.4,0.78,0.199,0.236,0.565,0.341,0.05,0.009,3291.728
101198,12376,Will Bynum,Y,Will,72,Bynum,Guard,Active,8,1610612764,Wizards,185,6,0,12,9,4,3,0,3,0,4,2.6,0.1,0.3,0.6,0.6,0.3,7.0,9.5,0.3,1.3,0.7,0.9,0.1,1.1,0.6,4.8,0.2,4.0,2.8,0.4,3.0,0.0,2.6,1.8,0.125,0.042,0.833,0.583,0.031,0.015,122.0
101236,12218,Charles Hayes,Y,Charles,0,Hayes,,Inactive,10,0,,0,29,0,0,0,17,13,0,0,0,9,0.7,0.1,0.2,1.1,0.4,0.2,29.0,8.8,0.6,1.3,0.4,1.8,0.3,0.3,1.04,3.6,1.48,1.08,0.48,0.36,1.64,0.88,0.4,0.28,0.289,0.411,0.3,0.133,0.065,0.035,510.44
101249,12420,John Lucas III,Y,John,71,Lucas III,Guard,Active,7,1610612750,Timberwolves,166,8,4,49,25,18,4,2,24,7,5,2.9,0.0,0.1,0.6,0.2,0.2,21.0,12.9,0.2,0.9,0.4,0.8,0.4,0.8,0.64,3.76,0.47,2.65,1.82,0.18,1.65,0.35,1.12,0.65,0.172,0.125,0.703,0.484,0.023,0.008,488.096
200745,11350,Andrea Bargnani,N,Andrea,0,Bargnani,,Inactive,9,0,,0,66,0,174,41,80,37,0,73,15,39,1.6,0.9,0.2,3.3,3.7,3.0,29.0,27.1,1.1,1.8,3.5,4.4,0.1,1.4,2.65,10.41,3.86,3.9,2.14,1.28,5.52,2.34,1.9,0.97,0.255,0.371,0.374,0.205,0.061,0.021,1164.268
200746,11449,LaMarcus Aldridge,N,LaMarcus,83,Aldridge,Forward,Active,10,1610612759,Spurs,260,313,32,788,73,209,205,11,327,26,90,1.7,1.0,0.5,7.7,5.1,4.3,71.0,35.4,2.5,1.8,4.1,10.2,0.7,1.7,2.73,13.7,4.84,6.13,2.29,1.11,6.04,2.63,2.3,0.89,0.2,0.353,0.447,0.167,0.108,0.035,4893.212
200748,11055,Tyrus Thomas,Y,Tyrus,0,Thomas,,Inactive,7,0,,0,0,0,1,0,0,0,0,1,0,0,0.5,0.0,0.0,0.0,1.0,1.0,2.0,3.3,0.0,0.0,0.5,0.0,0.0,0.0,,2.0,,2.0,2.0,,0.0,,0.0,0.0,,,1.0,1.0,0.0,0.0,11.76
200751,12113,Randy Foye,N,Randy,76,Foye,Guard,Active,10,1610612751,Nets,218,52,54,63,209,24,30,21,18,73,6,2.4,0.2,0.3,1.5,1.1,0.9,50.0,21.7,0.2,1.9,1.0,1.7,0.7,1.2,1.26,6.16,1.24,3.66,2.06,0.62,3.0,0.88,1.5,0.84,0.205,0.201,0.594,0.334,0.034,0.004,1738.692
200752,11055,Rudy Gay,N,Rudy,80,Gay,Forward,Active,10,1610612758,Kings,230,268,50,356,170,272,159,17,152,62,118,3.7,0.6,0.9,4.4,5.8,5.0,68.0,35.4,1.4,2.3,3.9,5.9,1.0,2.7,2.07,11.6,2.9,6.63,4.59,0.94,5.04,1.79,2.31,1.57,0.178,0.25,0.572,0.395,0.061,0.02,4662.008
200755,11839,JJ Redick,N,JJ,76,Redick,Guard,Active,10,1610612746,Clippers,190,98,134,325,324,57,57,60,167,140,23,1.8,0.1,0.3,1.9,2.6,2.3,78.0,30.9,0.3,1.7,2.1,2.1,0.5,1.2,2.04,9.75,2.01,5.7,3.17,0.87,4.17,1.16,2.14,1.18,0.21,0.206,0.584,0.325,0.029,0.004,4875.8
200757,11892,Thabo Sefolosha,N,Thabo,79,Sefolosha,Forward,Active,10,1610612737,Hawks,220,110,43,33,35,28,61,14,7,11,11,1.4,0.4,0.3,3.3,1.1,0.9,52.0,18.8,1.0,1.3,0.9,4.3,1.0,0.7,0.77,5.81,1.02,4.02,2.63,0.25,2.17,0.44,1.48,0.96,0.133,0.175,0.692,0.454,0.089,0.028,1820.34
200761,11237,Shawne Williams,Y,Shawne,82,Williams,Forward,Active,7,1610612765,Pistons,230,51,88,63,90,8,26,32,28,32,3,0.7,0.3,0.2,2.1,0.6,0.6,63.0,17.2,0.6,2.1,0.6,2.6,0.4,0.5,1.47,6.57,2.5,2.6,1.37,0.59,3.23,1.42,1.22,0.65,0.223,0.381,0.396,0.208,0.062,0.017,1846.924
200765,11231,Rajon Rondo,N,Rajon,73,Rondo,Guard,Active,10,1610612741,Bulls,186,219,30,235,56,105,133,11,78,16,37,7.9,0.1,0.5,4.4,1.1,0.5,68.0,29.7,1.1,2.3,1.6,5.5,1.3,3.1,1.4,8.06,1.78,4.88,2.94,0.66,3.63,1.3,1.67,0.88,0.174,0.22,0.606,0.365,0.072,0.018,3818.54
200768,11200,Kyle Lowry,N,Kyle,72,Lowry,Guard,Active,10,1610612761,Raptors,205,242,63,276,328,134,146,21,101,111,51,6.8,0.2,0.8,3.9,4.5,3.6,70.0,34.5,0.8,3.0,4.2,4.7,1.6,2.5,1.93,10.64,2.5,6.21,3.89,0.87,4.63,1.6,2.16,1.14,0.181,0.235,0.584,0.365,0.056,0.011,4895.524
200769,11316,Shannon Brown,Y,Shannon,0,Brown,,Inactive,8,0,,0,8,2,3,5,1,4,2,0,1,0,0.6,0.0,0.0,0.2,0.8,0.6,5.0,17.8,0.0,1.6,0.8,0.2,0.8,0.8,0.0,5.25,1.0,4.25,3.0,0.0,2.5,0.5,2.0,1.25,-5.55111512313e-17,0.19,0.81,0.571,0.006,0.0,118.376
200770,10950,Jordan Farmar,Y,Jordan,0,Farmar,,Inactive,9,0,,0,19,22,37,75,5,10,7,15,28,1,1.9,0.1,0.1,0.9,0.3,0.3,36.0,14.7,0.2,1.4,0.7,1.2,0.6,0.9,0.77,5.34,1.43,3.14,2.06,0.23,2.23,0.89,1.11,0.69,0.145,0.267,0.588,0.385,0.032,0.008,1036.9
200771,11121,Sergio Rodriguez,N,Sergio,75,Rodriguez,Guard,Active,4,1610612755,76ers,176,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
200777,10881,Joel Freeland,Y,Joel,82,Freeland,Center-Forward,Active,2,1610612757,Trail Blazers,225,54,0,66,0,31,33,0,27,0,14,0.3,0.5,0.1,2.7,0.5,0.4,48.0,12.8,1.3,1.9,0.8,4.0,0.2,0.5,1.84,6.37,2.95,1.58,0.72,0.71,2.67,1.49,0.47,0.21,0.288,0.464,0.248,0.113,0.105,0.051,1016.168
200779,12216,Steve Novak,Y,Steve,82,Novak,Forward,Active,10,1610612749,Bucks,225,0,13,8,35,0,0,5,3,14,0,0.3,0.1,0.1,0.6,0.1,0.0,35.0,5.6,0.1,0.7,0.1,0.6,0.0,0.1,0.88,3.46,1.08,1.5,1.04,0.42,1.83,0.58,0.83,0.5,0.253,0.313,0.434,0.301,0.048,0.005,300.18
