,FGA_l,FTA_l,MIN_TOT,OREB_l,TOV_l,lineup_ids,lineup_names,points_allowed,points_scored
2337,3.0,0.0,2.2,0.0,1.0,201971 - 101181 - 201961 - 101145 - 201148,"Blair,DeJuan - Calderon,Jose - Ellington,Wayne - Ellis,Monta - Wright,Brandan",4.0,6.0
2338,67.2,17.6,35.2,6.4,8.0,201971 - 1713 - 203109 - 101145 - 1890,"Blair,DeJuan - Carter,Vince - Crowder,Jae - Ellis,Monta - Marion,Shawn",67.2,80.0
2339,13.0,2.0,4.4,4.0,0.0,201971 - 1713 - 201961 - 203499 - 1717,"Blair,DeJuan - Carter,Vince - Ellington,Wayne - Larkin,Shane - Nowitzki,Dirk",10.0,10.0
2340,91.2,36.0,52.8,14.4,9.6,201971 - 1713 - 101145 - 2734 - 1890,"Blair,DeJuan - Carter,Vince - Ellis,Monta - Harris,Devin - Marion,Shawn",129.6,112.8
2341,5.0,0.0,2.2,1.0,0.0,201971 - 203109 - 101145 - 2734 - 201148,"Blair,DeJuan - Crowder,Jae - Ellis,Monta - Harris,Devin - Wright,Brandan",6.0,4.0
2342,28.0,10.4,17.6,4.8,4.8,201971 - 203109 - 101145 - 203539 - 1717,"Blair,DeJuan - Crowder,Jae - Ellis,Monta - Mekel,Gal - Nowitzki,Dirk",32.8,39.2
2343,28.8,15.0,13.2,7.2,3.0,1713 - 2223 - 101145 - 2734 - 1717,"Carter,Vince - Dalembert,Samuel - Ellis,Monta - Harris,Devin - Nowitzki,Dirk",23.4,37.2
2344,13.2,5.2,8.8,2.0,3.2,1713 - 2223 - 101145 - 1890 - 203539,"Carter,Vince - Dalembert,Samuel - Ellis,Monta - Marion,Shawn - Mekel,Gal",28.0,18.0
2345,6.0,2.0,4.4,1.0,1.0,1713 - 201961 - 101145 - 203108 - 1890,"Carter,Vince - Ellington,Wayne - Ellis,Monta - James,Bernard - Marion,Shawn",10.0,4.0
2346,4.0,0.0,2.2,0.0,0.0,203109 - 201961 - 2734 - 203499 - 201148,"Crowder,Jae - Ellington,Wayne - Harris,Devin - Larkin,Shane - Wright,Brandan",0.0,7.0
2347,4.0,0.0,2.1,1.0,0.0,201971 - 101181 - 203109 - 101145 - 203108,"Blair,DeJuan - Calderon,Jose - Crowder,Jae - Ellis,Monta - James,Bernard",4.0,5.0
2348,6.0,3.0,4.2,0.0,2.0,201971 - 203109 - 201961 - 2734 - 1717,"Blair,DeJuan - Crowder,Jae - Ellington,Wayne - Harris,Devin - Nowitzki,Dirk",14.0,14.0
2349,19.2,6.0,12.6,3.0,7.8,201971 - 203109 - 201961 - 203108 - 203499,"Blair,DeJuan - Crowder,Jae - Ellington,Wayne - James,Bernard - Larkin,Shane",28.8,25.8
2350,118.9,37.7,60.9,14.5,11.6,101181 - 1713 - 101145 - 1717 - 201148,"Calderon,Jose - Carter,Vince - Ellis,Monta - Nowitzki,Dirk - Wright,Brandan",142.1,156.6
2351,16.0,5.0,10.5,2.0,4.0,1713 - 203109 - 2223 - 203499 - 1717,"Carter,Vince - Crowder,Jae - Dalembert,Samuel - Larkin,Shane - Nowitzki,Dirk",9.0,22.0
2352,2.0,4.0,2.1,0.0,0.0,1713 - 203499 - 203495 - 1717 - 201148,"Carter,Vince - Larkin,Shane - Ledo,Ricky - Nowitzki,Dirk - Wright,Brandan",5.0,5.0
2353,12.0,5.1,6.3,2.1,2.1,203109 - 2223 - 201961 - 203499 - 1717,"Crowder,Jae - Dalembert,Samuel - Ellington,Wayne - Larkin,Shane - Nowitzki,Dirk",12.9,15.9
2354,11.1,2.1,6.0,2.1,0.9,201971 - 101181 - 1713 - 203109 - 201148,"Blair,DeJuan - Calderon,Jose - Carter,Vince - Crowder,Jae - Wright,Brandan",14.1,15.0
2355,21.0,6.3,14.0,0.0,4.2,201971 - 1713 - 101145 - 203499 - 1890,"Blair,DeJuan - Carter,Vince - Ellis,Monta - Larkin,Shane - Marion,Shawn",31.5,28.7
2356,5.0,6.0,4.0,0.0,0.0,101181 - 1713 - 2223 - 2734 - 1890,"Calderon,Jose - Carter,Vince - Dalembert,Samuel - Harris,Devin - Marion,Shawn",8.0,9.0
2357,39.6,18.7,22.0,7.7,2.2,101181 - 1713 - 2734 - 1717 - 201148,"Calderon,Jose - Carter,Vince - Harris,Devin - Nowitzki,Dirk - Wright,Brandan",51.7,48.4
2358,4.0,0.0,2.0,0.0,0.0,101181 - 1713 - 1890 - 1717 - 201148,"Calderon,Jose - Carter,Vince - Marion,Shawn - Nowitzki,Dirk - Wright,Brandan",5.0,8.0
2359,4.0,0.0,2.0,0.0,0.0,101181 - 203109 - 201961 - 101145 - 201148,"Calderon,Jose - Crowder,Jae - Ellington,Wayne - Ellis,Monta - Wright,Brandan",2.0,2.0
2360,3.0,2.0,2.0,0.0,0.0,203109 - 101145 - 203108 - 1890 - 203539,"Crowder,Jae - Ellis,Monta - James,Bernard - Marion,Shawn - Mekel,Gal",6.0,6.0
2361,8.1,12.9,5.7,0.0,0.0,201971 - 101181 - 1713 - 2734 - 1717,"Blair,DeJuan - Calderon,Jose - Carter,Vince - Harris,Devin - Nowitzki,Dirk",15.0,24.0
2362,7.0,0.0,3.8,0.0,1.0,201971 - 203109 - 101145 - 1890 - 203539,"Blair,DeJuan - Crowder,Jae - Ellis,Monta - Marion,Shawn - Mekel,Gal",6.0,8.0
2363,6.0,2.0,1.9,3.0,0.0,101181 - 1713 - 203109 - 2223 - 201148,"Calderon,Jose - Carter,Vince - Crowder,Jae - Dalembert,Samuel - Wright,Brandan",2.0,1.0
2364,122.1,46.2,62.7,16.5,16.5,101181 - 1713 - 2223 - 101145 - 1717,"Calderon,Jose - Carter,Vince - Dalembert,Samuel - Ellis,Monta - Nowitzki,Dirk",125.4,148.5
2365,19.2,13.8,11.4,3.0,1.8,101181 - 203109 - 2734 - 1717 - 201148,"Calderon,Jose - Crowder,Jae - Harris,Devin - Nowitzki,Dirk - Wright,Brandan",16.8,39.0
2366,1.0,2.0,1.9,0.0,1.0,1713 - 203109 - 203108 - 203499 - 203539,"Carter,Vince - Crowder,Jae - James,Bernard - Larkin,Shane - Mekel,Gal",4.0,3.0
2367,5.0,0.0,1.9,0.0,0.0,1713 - 203109 - 203108 - 1890 - 203539,"Carter,Vince - Crowder,Jae - James,Bernard - Marion,Shawn - Mekel,Gal",5.0,2.0
2368,6.9,3.0,5.7,0.9,3.0,1713 - 101145 - 203499 - 1890 - 201148,"Carter,Vince - Ellis,Monta - Larkin,Shane - Marion,Shawn - Wright,Brandan",8.1,9.0
2369,6.0,2.0,3.8,0.0,1.0,203109 - 101145 - 203539 - 1717 - 201148,"Crowder,Jae - Ellis,Monta - Mekel,Gal - Nowitzki,Dirk - Wright,Brandan",10.0,11.0
2370,3.0,0.0,1.8,0.0,0.0,201971 - 101181 - 201961 - 1890 - 1717,"Blair,DeJuan - Calderon,Jose - Ellington,Wayne - Marion,Shawn - Nowitzki,Dirk",4.0,5.0
2371,18.0,4.2,10.8,0.0,1.2,101181 - 1713 - 203109 - 2223 - 101145,"Calderon,Jose - Carter,Vince - Crowder,Jae - Dalembert,Samuel - Ellis,Monta",16.2,28.2
2372,7.2,4.0,7.2,0.0,3.2,101181 - 1713 - 203109 - 1890 - 201148,"Calderon,Jose - Carter,Vince - Crowder,Jae - Marion,Shawn - Wright,Brandan",12.0,15.2
2373,6.0,4.0,3.6,1.0,1.0,101181 - 203109 - 203499 - 1717 - 201148,"Calderon,Jose - Crowder,Jae - Larkin,Shane - Nowitzki,Dirk - Wright,Brandan",7.0,10.0
2374,4.0,0.0,1.8,0.0,0.0,1713 - 201961 - 203499 - 1717 - 201148,"Carter,Vince - Ellington,Wayne - Larkin,Shane - Nowitzki,Dirk - Wright,Brandan",2.0,4.0
2375,49.6,11.2,28.8,6.4,12.8,1713 - 101145 - 2734 - 1717 - 201148,"Carter,Vince - Ellis,Monta - Harris,Devin - Nowitzki,Dirk - Wright,Brandan",46.4,76.8
2376,15.0,5.0,9.0,2.0,3.0,203109 - 2223 - 101145 - 203539 - 1717,"Crowder,Jae - Dalembert,Samuel - Ellis,Monta - Mekel,Gal - Nowitzki,Dirk",11.0,18.0
2377,4.0,0.0,1.7,2.0,0.0,201971 - 101181 - 201961 - 101145 - 1890,"Blair,DeJuan - Calderon,Jose - Ellington,Wayne - Ellis,Monta - Marion,Shawn",5.0,4.0
2378,13.2,2.0,6.8,2.0,2.0,201971 - 1713 - 203109 - 101145 - 201148,"Blair,DeJuan - Carter,Vince - Crowder,Jae - Ellis,Monta - Wright,Brandan",13.2,12.0
2379,4.0,0.0,1.7,1.0,1.0,201971 - 1713 - 203499 - 203495 - 1717,"Blair,DeJuan - Carter,Vince - Larkin,Shane - Ledo,Ricky - Nowitzki,Dirk",2.0,4.0
2380,2.0,0.0,1.7,0.0,0.0,201971 - 203108 - 203499 - 203495 - 203539,"Blair,DeJuan - James,Bernard - Larkin,Shane - Ledo,Ricky - Mekel,Gal",0.0,2.0
2381,3.0,3.0,1.7,0.0,1.0,101181 - 1713 - 203109 - 2734 - 1890,"Calderon,Jose - Carter,Vince - Crowder,Jae - Harris,Devin - Marion,Shawn",3.0,9.0
2382,13.8,3.0,10.2,0.0,3.0,101181 - 1713 - 203109 - 1717 - 201148,"Calderon,Jose - Carter,Vince - Crowder,Jae - Nowitzki,Dirk - Wright,Brandan",15.0,22.2
2383,13.2,0.0,6.8,1.2,2.0,101181 - 201961 - 101145 - 1717 - 201148,"Calderon,Jose - Ellington,Wayne - Ellis,Monta - Nowitzki,Dirk - Wright,Brandan",10.0,10.0
2384,28.0,4.0,17.0,3.0,5.0,1713 - 203109 - 2223 - 101145 - 1890,"Carter,Vince - Crowder,Jae - Dalembert,Samuel - Ellis,Monta - Marion,Shawn",32.0,31.0
2385,54.0,16.0,34.0,8.0,14.0,1713 - 101145 - 2734 - 1890 - 201148,"Carter,Vince - Ellis,Monta - Harris,Devin - Marion,Shawn - Wright,Brandan",78.0,76.0
2386,2.0,2.0,1.7,0.0,0.0,1713 - 101145 - 203108 - 203499 - 1890,"Carter,Vince - Ellis,Monta - James,Bernard - Larkin,Shane - Marion,Shawn",4.0,2.0
2387,2.0,2.0,1.7,0.0,0.0,201961 - 203108 - 203499 - 203495 - 203539,"Ellington,Wayne - James,Bernard - Larkin,Shane - Ledo,Ricky - Mekel,Gal",2.0,1.0
2388,20.8,3.2,12.8,0.8,4.0,201971 - 101181 - 1713 - 2734 - 1890,"Blair,DeJuan - Calderon,Jose - Carter,Vince - Harris,Devin - Marion,Shawn",36.8,24.8
2389,1.0,2.0,1.6,0.0,1.0,201971 - 101181 - 203109 - 203539 - 1717,"Blair,DeJuan - Calderon,Jose - Crowder,Jae - Mekel,Gal - Nowitzki,Dirk",4.0,2.0
2390,2.0,2.0,1.6,0.0,0.0,201971 - 1713 - 201961 - 101145 - 1890,"Blair,DeJuan - Carter,Vince - Ellington,Wayne - Ellis,Monta - Marion,Shawn",0.0,5.0
2391,7.0,0.0,3.2,1.0,0.0,201971 - 1713 - 201961 - 203499 - 1890,"Blair,DeJuan - Carter,Vince - Ellington,Wayne - Larkin,Shane - Marion,Shawn",11.0,7.0
2392,9.0,2.0,3.2,2.0,1.0,201971 - 1713 - 201961 - 1890 - 203539,"Blair,DeJuan - Carter,Vince - Ellington,Wayne - Marion,Shawn - Mekel,Gal",7.0,5.0
2393,11.2,2.0,6.4,3.2,2.0,201971 - 203109 - 101145 - 2734 - 1717,"Blair,DeJuan - Crowder,Jae - Ellis,Monta - Harris,Devin - Nowitzki,Dirk",16.0,8.0
2394,22.4,4.0,12.8,0.0,4.0,101181 - 1713 - 203109 - 2223 - 1890,"Calderon,Jose - Carter,Vince - Crowder,Jae - Dalembert,Samuel - Marion,Shawn",27.2,26.4
2395,2.0,2.0,1.6,0.0,0.0,101181 - 1713 - 203109 - 2734 - 201148,"Calderon,Jose - Carter,Vince - Crowder,Jae - Harris,Devin - Wright,Brandan",4.0,7.0
2396,10.0,4.0,6.4,1.2,1.2,101181 - 1713 - 2223 - 1890 - 1717,"Calderon,Jose - Carter,Vince - Dalembert,Samuel - Marion,Shawn - Nowitzki,Dirk",16.0,17.2
2397,38.4,36.0,19.2,3.6,3.6,101181 - 1713 - 101145 - 1890 - 1717,"Calderon,Jose - Carter,Vince - Ellis,Monta - Marion,Shawn - Nowitzki,Dirk",44.4,76.8
2398,22.4,6.4,12.8,2.4,3.2,101181 - 1713 - 2734 - 1890 - 201148,"Calderon,Jose - Carter,Vince - Harris,Devin - Marion,Shawn - Wright,Brandan",21.6,28.8
2399,43.2,4.8,25.6,8.0,12.8,101181 - 203109 - 2223 - 101145 - 1890,"Calderon,Jose - Crowder,Jae - Dalembert,Samuel - Ellis,Monta - Marion,Shawn",59.2,33.6
2400,7.0,2.0,3.2,1.0,1.0,101181 - 101145 - 2734 - 1717 - 201148,"Calderon,Jose - Ellis,Monta - Harris,Devin - Nowitzki,Dirk - Wright,Brandan",6.0,4.0
2401,12.0,13.2,6.4,2.0,0.0,1713 - 203109 - 101145 - 1890 - 201148,"Carter,Vince - Crowder,Jae - Ellis,Monta - Marion,Shawn - Wright,Brandan",17.2,19.2
2402,8.0,1.0,3.2,3.0,2.0,1713 - 2223 - 201961 - 101145 - 1890,"Carter,Vince - Dalembert,Samuel - Ellington,Wayne - Ellis,Monta - Marion,Shawn",5.0,11.0
2403,3.0,1.0,1.6,0.0,0.0,1713 - 201961 - 203499 - 1890 - 201148,"Carter,Vince - Ellington,Wayne - Larkin,Shane - Marion,Shawn - Wright,Brandan",5.0,7.0
2404,23.2,3.2,12.8,0.0,4.0,203109 - 2223 - 101145 - 2734 - 1717,"Crowder,Jae - Dalembert,Samuel - Ellis,Monta - Harris,Devin - Nowitzki,Dirk",32.0,42.4
2405,20.0,1.0,8.0,3.0,2.0,203109 - 201961 - 203108 - 203499 - 203539,"Crowder,Jae - Ellington,Wayne - James,Bernard - Larkin,Shane - Mekel,Gal",29.0,15.0
2406,23.0,17.0,16.0,1.0,6.0,201961 - 101145 - 2734 - 1717 - 201148,"Ellington,Wayne - Ellis,Monta - Harris,Devin - Nowitzki,Dirk - Wright,Brandan",49.0,49.0
2407,2.0,2.0,1.5,0.0,0.0,201971 - 101181 - 1713 - 2734 - 201148,"Blair,DeJuan - Calderon,Jose - Carter,Vince - Harris,Devin - Wright,Brandan",6.0,7.0
2408,20.8,4.8,12.0,2.4,7.2,201971 - 1713 - 203109 - 101145 - 1717,"Blair,DeJuan - Carter,Vince - Crowder,Jae - Ellis,Monta - Nowitzki,Dirk",25.6,19.2
2409,14.0,2.0,7.5,2.0,1.0,201971 - 1713 - 203109 - 203499 - 1890,"Blair,DeJuan - Carter,Vince - Crowder,Jae - Larkin,Shane - Marion,Shawn",10.0,18.0
2410,8.1,0.9,4.5,0.0,3.0,201971 - 1713 - 201961 - 2734 - 201148,"Blair,DeJuan - Carter,Vince - Ellington,Wayne - Harris,Devin - Wright,Brandan",10.8,6.9
2411,1.0,0.0,1.5,0.0,1.0,201971 - 101145 - 203499 - 1890 - 1717,"Blair,DeJuan - Ellis,Monta - Larkin,Shane - Marion,Shawn - Nowitzki,Dirk",4.0,2.0
2412,4.0,0.0,1.5,1.0,0.0,101181 - 1713 - 203109 - 2223 - 1717,"Calderon,Jose - Carter,Vince - Crowder,Jae - Dalembert,Samuel - Nowitzki,Dirk",0.0,2.0
2413,2.0,0.0,1.5,0.0,0.0,203109 - 2223 - 1890 - 203539 - 1717,"Crowder,Jae - Dalembert,Samuel - Marion,Shawn - Mekel,Gal - Nowitzki,Dirk",0.0,2.0
2414,8.0,1.0,3.0,2.0,0.0,203109 - 101145 - 203108 - 203499 - 1717,"Crowder,Jae - Ellis,Monta - James,Bernard - Larkin,Shane - Nowitzki,Dirk",3.0,10.0
2415,6.0,2.1,4.5,0.9,0.9,101145 - 203499 - 1890 - 1717 - 201148,"Ellis,Monta - Larkin,Shane - Marion,Shawn - Nowitzki,Dirk - Wright,Brandan",9.0,9.0
2416,75.4,31.9,40.6,8.7,8.7,201971 - 101181 - 1713 - 101145 - 1717,"Blair,DeJuan - Calderon,Jose - Carter,Vince - Ellis,Monta - Nowitzki,Dirk",75.4,104.4
2417,4.0,2.0,2.8,1.0,0.0,201971 - 101181 - 203109 - 201961 - 101145,"Blair,DeJuan - Calderon,Jose - Crowder,Jae - Ellington,Wayne - Ellis,Monta",10.0,2.0
2418,28.8,6.0,16.8,3.6,2.4,201971 - 101181 - 203109 - 101145 - 1717,"Blair,DeJuan - Calderon,Jose - Crowder,Jae - Ellis,Monta - Nowitzki,Dirk",22.8,36.0
2419,18.0,6.0,8.4,3.0,1.2,201971 - 1713 - 101145 - 203499 - 1717,"Blair,DeJuan - Carter,Vince - Ellis,Monta - Larkin,Shane - Nowitzki,Dirk",19.2,15.0
2420,3.0,0.0,1.4,0.0,0.0,201971 - 203109 - 101145 - 203499 - 1890,"Blair,DeJuan - Crowder,Jae - Ellis,Monta - Larkin,Shane - Marion,Shawn",2.0,0.0
2421,2.0,0.0,1.4,1.0,1.0,201971 - 201961 - 101145 - 203499 - 1717,"Blair,DeJuan - Ellington,Wayne - Ellis,Monta - Larkin,Shane - Nowitzki,Dirk",6.0,0.0
2422,6.0,5.1,4.2,0.9,0.9,101181 - 203109 - 2223 - 201961 - 101145,"Calderon,Jose - Crowder,Jae - Dalembert,Samuel - Ellington,Wayne - Ellis,Monta",9.9,12.0
2423,6.0,0.0,1.4,0.0,1.0,1713 - 203109 - 101145 - 203108 - 203499,"Carter,Vince - Crowder,Jae - Ellis,Monta - James,Bernard - Larkin,Shane",3.0,13.0
2424,3.0,0.0,1.4,0.0,0.0,1713 - 203109 - 2734 - 1890 - 1717,"Carter,Vince - Crowder,Jae - Harris,Devin - Marion,Shawn - Nowitzki,Dirk",4.0,0.0
2425,13.2,3.0,8.4,1.2,4.2,1713 - 203109 - 2734 - 1890 - 201148,"Carter,Vince - Crowder,Jae - Harris,Devin - Marion,Shawn - Wright,Brandan",13.2,13.2
2426,13.2,4.8,8.4,0.0,0.0,1713 - 101145 - 203499 - 1717 - 201148,"Carter,Vince - Ellis,Monta - Larkin,Shane - Nowitzki,Dirk - Wright,Brandan",16.2,25.2
2427,2.0,0.0,1.4,0.0,0.0,2223 - 201961 - 101145 - 2734 - 1890,"Dalembert,Samuel - Ellington,Wayne - Ellis,Monta - Harris,Devin - Marion,Shawn",6.0,0.0
2428,3.0,0.0,1.4,0.0,0.0,201961 - 203108 - 203499 - 203539 - 201148,"Ellington,Wayne - James,Bernard - Larkin,Shane - Mekel,Gal - Wright,Brandan",2.0,3.0
2429,16.8,6.4,10.4,0.8,3.2,201971 - 101181 - 1713 - 203109 - 101145,"Blair,DeJuan - Calderon,Jose - Carter,Vince - Crowder,Jae - Ellis,Monta",28.0,23.2
2430,3.0,0.0,1.3,1.0,0.0,201971 - 101181 - 1713 - 203109 - 203495,"Blair,DeJuan - Calderon,Jose - Carter,Vince - Crowder,Jae - Ledo,Ricky",7.0,3.0
2431,9.0,2.1,3.9,3.0,0.9,201971 - 101181 - 203109 - 1890 - 1717,"Blair,DeJuan - Calderon,Jose - Crowder,Jae - Marion,Shawn - Nowitzki,Dirk",9.0,6.9
2432,5.1,2.1,3.9,0.0,0.9,201971 - 1713 - 2734 - 203499 - 1890,"Blair,DeJuan - Carter,Vince - Harris,Devin - Larkin,Shane - Marion,Shawn",13.8,3.9
2433,4.0,1.0,2.6,0.0,1.0,101181 - 203109 - 2223 - 101145 - 203539,"Calderon,Jose - Crowder,Jae - Dalembert,Samuel - Ellis,Monta - Mekel,Gal",6.0,8.0
2434,1.0,0.0,1.3,0.0,1.0,101181 - 203109 - 203108 - 203495 - 203539,"Calderon,Jose - Crowder,Jae - James,Bernard - Ledo,Ricky - Mekel,Gal",3.0,0.0
2435,15.0,1.8,7.8,1.8,1.2,1713 - 203109 - 101145 - 1717 - 201148,"Carter,Vince - Crowder,Jae - Ellis,Monta - Nowitzki,Dirk - Wright,Brandan",16.2,16.2
2436,6.0,0.0,2.6,0.0,0.0,1713 - 201961 - 2734 - 1890 - 201148,"Carter,Vince - Ellington,Wayne - Harris,Devin - Marion,Shawn - Wright,Brandan",5.0,5.0
2437,5.1,2.1,3.9,0.0,2.1,203109 - 2223 - 101145 - 203499 - 1890,"Crowder,Jae - Dalembert,Samuel - Ellis,Monta - Larkin,Shane - Marion,Shawn",6.0,9.0
2438,11.2,2.8,9.1,0.0,4.2,203109 - 2223 - 101145 - 203499 - 1717,"Crowder,Jae - Dalembert,Samuel - Ellis,Monta - Larkin,Shane - Nowitzki,Dirk",23.1,14.0
2439,12.0,2.0,6.5,4.0,1.0,203109 - 201961 - 2734 - 1717 - 201148,"Crowder,Jae - Ellington,Wayne - Harris,Devin - Nowitzki,Dirk - Wright,Brandan",14.0,10.0
2440,2.0,0.0,1.3,1.0,1.0,201961 - 2734 - 203499 - 1717 - 201148,"Ellington,Wayne - Harris,Devin - Larkin,Shane - Nowitzki,Dirk - Wright,Brandan",8.0,2.0
2441,0.0,2.0,1.3,0.0,2.0,101145 - 2734 - 203499 - 1717 - 201148,"Ellis,Monta - Harris,Devin - Larkin,Shane - Nowitzki,Dirk - Wright,Brandan",4.0,2.0
2442,4.0,0.0,1.2,2.0,0.0,201971 - 1713 - 203109 - 201961 - 203539,"Blair,DeJuan - Carter,Vince - Crowder,Jae - Ellington,Wayne - Mekel,Gal",3.0,3.0
2443,3.0,0.0,1.2,0.0,0.0,201971 - 1713 - 201961 - 2734 - 1890,"Blair,DeJuan - Carter,Vince - Ellington,Wayne - Harris,Devin - Marion,Shawn",4.0,3.0
2444,3.0,0.0,1.2,0.0,0.0,101181 - 203109 - 2223 - 2734 - 1890,"Calderon,Jose - Crowder,Jae - Dalembert,Samuel - Harris,Devin - Marion,Shawn",5.0,0.0
2445,2.0,0.0,1.2,0.0,1.0,101181 - 203109 - 201961 - 203108 - 203499,"Calderon,Jose - Crowder,Jae - Ellington,Wayne - James,Bernard - Larkin,Shane",7.0,2.0
2446,6.9,3.9,3.6,3.9,0.9,1713 - 203109 - 2223 - 101145 - 2734,"Carter,Vince - Crowder,Jae - Dalembert,Samuel - Ellis,Monta - Harris,Devin",4.2,11.1
2447,3.0,0.0,1.2,0.0,1.0,1713 - 2223 - 201961 - 2734 - 1890,"Carter,Vince - Dalembert,Samuel - Ellington,Wayne - Harris,Devin - Marion,Shawn",2.0,5.0
2448,11.2,7.7,8.4,0.7,4.2,1713 - 2223 - 101145 - 203499 - 1890,"Carter,Vince - Dalembert,Samuel - Ellis,Monta - Larkin,Shane - Marion,Shawn",14.0,13.3
2449,5.0,0.0,2.2,1.0,1.0,201971 - 101181 - 1713 - 201961 - 1717,"Blair,DeJuan - Calderon,Jose - Carter,Vince - Ellington,Wayne - Nowitzki,Dirk",8.0,4.0
2450,3.9,3.0,3.3,0.0,0.9,201971 - 1713 - 203109 - 2734 - 201148,"Blair,DeJuan - Carter,Vince - Crowder,Jae - Harris,Devin - Wright,Brandan",7.8,3.9
2451,9.0,3.0,5.5,2.0,2.0,201971 - 1713 - 101145 - 2734 - 1717,"Blair,DeJuan - Carter,Vince - Ellis,Monta - Harris,Devin - Nowitzki,Dirk",10.0,10.0
2452,10.0,3.0,5.5,1.0,0.0,201971 - 1713 - 101145 - 2734 - 201148,"Blair,DeJuan - Carter,Vince - Ellis,Monta - Harris,Devin - Wright,Brandan",11.0,13.0
2453,1.0,0.0,1.1,0.0,0.0,201971 - 203109 - 203108 - 203499 - 203539,"Blair,DeJuan - Crowder,Jae - James,Bernard - Larkin,Shane - Mekel,Gal",2.0,3.0
2454,3.0,2.1,3.3,0.0,0.9,201971 - 201961 - 101145 - 2734 - 1717,"Blair,DeJuan - Ellington,Wayne - Ellis,Monta - Harris,Devin - Nowitzki,Dirk",10.2,5.1
2455,6.0,6.0,3.3,0.9,0.0,201971 - 101145 - 2734 - 1890 - 1717,"Blair,DeJuan - Ellis,Monta - Harris,Devin - Marion,Shawn - Nowitzki,Dirk",6.0,9.0
2456,6.0,0.0,4.4,1.2,2.0,101181 - 203109 - 2223 - 1890 - 1717,"Calderon,Jose - Crowder,Jae - Dalembert,Samuel - Marion,Shawn - Nowitzki,Dirk",8.4,7.2
2457,14.4,8.1,9.9,0.9,3.6,101181 - 203109 - 101145 - 1890 - 201148,"Calderon,Jose - Crowder,Jae - Ellis,Monta - Marion,Shawn - Wright,Brandan",27.0,25.2
2458,1.0,0.0,1.1,0.0,1.0,101181 - 2223 - 2734 - 1890 - 1717,"Calderon,Jose - Dalembert,Samuel - Harris,Devin - Marion,Shawn - Nowitzki,Dirk",4.0,2.0
2459,1.0,0.0,1.1,0.0,1.0,101181 - 101145 - 2734 - 1890 - 201148,"Calderon,Jose - Ellis,Monta - Harris,Devin - Marion,Shawn - Wright,Brandan",2.0,2.0
2460,3.0,4.0,2.2,0.0,0.0,1713 - 203109 - 101145 - 2734 - 1890,"Carter,Vince - Crowder,Jae - Ellis,Monta - Harris,Devin - Marion,Shawn",3.0,11.0
2461,9.0,0.0,5.5,0.0,2.0,1713 - 203109 - 101145 - 2734 - 201148,"Carter,Vince - Crowder,Jae - Ellis,Monta - Harris,Devin - Wright,Brandan",12.0,13.0
2462,1.0,0.0,1.1,0.0,1.0,1713 - 201961 - 203108 - 203499 - 1717,"Carter,Vince - Ellington,Wayne - James,Bernard - Larkin,Shane - Nowitzki,Dirk",3.0,2.0
2463,7.0,6.0,5.0,1.0,2.0,201971 - 101181 - 1713 - 203109 - 1717,"Blair,DeJuan - Calderon,Jose - Carter,Vince - Crowder,Jae - Nowitzki,Dirk",16.0,13.0
2464,2.0,0.0,2.0,0.0,2.0,201971 - 101181 - 1713 - 201961 - 1890,"Blair,DeJuan - Calderon,Jose - Carter,Vince - Ellington,Wayne - Marion,Shawn",4.0,3.0
2465,1.0,0.0,1.0,0.0,1.0,101181 - 203109 - 201961 - 203499 - 201148,"Calderon,Jose - Crowder,Jae - Ellington,Wayne - Larkin,Shane - Wright,Brandan",3.0,2.0
2466,2.0,0.0,2.0,1.0,2.0,1713 - 203109 - 2223 - 101145 - 201148,"Carter,Vince - Crowder,Jae - Dalembert,Samuel - Ellis,Monta - Wright,Brandan",5.0,2.0
2467,2.0,0.0,1.0,1.0,0.0,1713 - 2223 - 201961 - 203499 - 1890,"Carter,Vince - Dalembert,Samuel - Ellington,Wayne - Larkin,Shane - Marion,Shawn",2.0,2.0
2468,8.0,2.0,4.0,1.2,0.0,1713 - 2223 - 101145 - 203499 - 1717,"Carter,Vince - Dalembert,Samuel - Ellis,Monta - Larkin,Shane - Nowitzki,Dirk",9.2,7.2
2469,6.0,2.1,3.0,0.9,2.1,1713 - 2223 - 101145 - 203539 - 1717,"Carter,Vince - Dalembert,Samuel - Ellis,Monta - Mekel,Gal - Nowitzki,Dirk",5.1,6.0
2470,3.0,0.0,2.0,0.0,0.0,203109 - 101145 - 203108 - 203539 - 1717,"Crowder,Jae - Ellis,Monta - James,Bernard - Mekel,Gal - Nowitzki,Dirk",7.0,4.0
2471,0.0,3.0,0.9,0.0,0.0,201971 - 101181 - 1713 - 203109 - 201961,"Blair,DeJuan - Calderon,Jose - Carter,Vince - Crowder,Jae - Ellington,Wayne",0.0,3.0
2472,2.0,0.0,0.9,1.0,0.0,201971 - 101181 - 203109 - 2734 - 1890,"Blair,DeJuan - Calderon,Jose - Crowder,Jae - Harris,Devin - Marion,Shawn",4.0,0.0
2473,1.0,0.0,0.9,0.0,0.0,201971 - 203109 - 203499 - 203495 - 1717,"Blair,DeJuan - Crowder,Jae - Larkin,Shane - Ledo,Ricky - Nowitzki,Dirk",2.0,2.0
