,age,display_name,dleague_flag,first_name,height,last_name,position,roster_status,season_exp,team_id,team_name,weight,attempt_RA,attempt_corner_3,attempt_mid,attempt_non_corner_3,attempt_paint,made_RA,made_corner_3,made_mid,made_non_corner_3,made_paint,ast,blk,blk_a,dreb,fta,ftm,gp,min_game,oreb,pf,pfd,reb,stl,tov,d_fga_mid,d_fga_overall,d_fga_paint,d_fga_perim,d_fga_threes,d_fgm_mid,d_fgm_overall,d_fgm_paint,d_fgm_perim,d_fgm_threes,d_freq_mid,d_freq_paint,d_freq_perim,d_freq_threes,blk_pos,dreb_pos,oreb_pos,stl_pos,ast_shot_made,pos,player_id
192,11621,Marc Gasol,N,Marc,85,Gasol,Center,Active,8,1610612763,Grizzlies,255,132,1,327,2,245,73,0,142,2,111,3.8,1.3,0.5,5.8,4.7,3.9,52.0,34.4,1.1,2.7,4.4,7.0,1.0,2.3,2.87,11.98,5.69,3.42,1.38,0.96,5.33,3.08,1.29,0.46,0.239,0.475,0.286,0.116,0.02,0.086,0.016,0.014,227,3403.076,201188
193,11184,Ramon Sessions,Y,Ramon,75,Sessions,Guard,Active,9,1610612766,Hornets,190,283,28,81,82,117,158,12,41,24,45,2.9,0.1,0.5,2.2,3.5,2.6,82.0,20.3,0.3,1.2,2.6,2.5,0.6,1.4,1.09,5.56,1.17,3.3,2.17,0.62,2.63,0.81,1.2,0.7,0.196,0.211,0.593,0.391,0.001,0.051,0.007,0.013,136,3126.568,201196
194,12525,Joel Anthony,Y,Joel,81,Anthony,Center,Active,9,1610612765,Pistons,245,5,0,3,0,2,4,0,2,0,0,0.1,0.6,0.1,0.7,0.4,0.3,19.0,5.0,0.4,0.8,0.3,1.1,0.1,0.1,0.88,2.88,1.24,0.76,0.41,0.41,1.53,0.71,0.41,0.24,0.306,0.429,0.265,0.143,0.065,0.071,0.044,0.011,4,184.044,201202
195,11908,CJ Watson,Y,CJ,74,Watson,Guard,Active,9,1610612753,Magic,175,28,14,46,34,15,14,9,15,5,4,2.7,0.2,0.1,1.7,1.2,1.0,33.0,19.9,0.3,1.5,1.2,2.0,0.6,0.8,1.18,6.34,1.38,3.78,2.69,0.53,3.0,0.91,1.56,1.03,0.187,0.217,0.596,0.424,0.004,0.041,0.007,0.014,27,1179.4,201228
196,11498,Anthony Tolliver,Y,Anthony,80,Tolliver,Forward,Active,8,1610612758,Kings,240,33,91,21,180,6,22,35,7,63,1,0.7,0.2,0.2,2.6,0.7,0.4,72.0,18.6,0.5,1.2,0.8,3.2,0.4,0.4,1.47,6.7,2.04,3.19,1.52,0.57,2.78,1.2,1.01,0.41,0.219,0.305,0.476,0.227,0.006,0.07,0.014,0.01,120,2707.736,201229
197,10180,Michael Beasley,N,Michael,82,Beasley,Forward,Active,8,1610612749,Bucks,235,84,6,72,3,40,52,2,33,1,19,0.8,0.5,0.7,3.5,2.5,1.9,20.0,18.1,1.5,2.0,1.6,4.9,0.6,1.2,1.05,7.2,3.0,3.15,2.65,0.4,3.2,1.4,1.4,1.15,0.145,0.417,0.438,0.368,0.012,0.091,0.038,0.014,62,697.312,201563
198,10611,O.J. Mayo,N,O.J.,77,Mayo,Guard,Active,8,1610612749,Bucks,210,54,46,80,111,25,25,12,35,40,7,2.9,0.2,0.4,2.2,1.0,0.8,41.0,26.6,0.3,3.1,1.1,2.6,1.2,1.8,1.34,7.39,1.83,4.22,2.95,0.46,3.02,1.29,1.27,0.78,0.181,0.248,0.571,0.399,0.004,0.042,0.006,0.022,85,2092.932,201564
199,10277,Derrick Rose,N,Derrick,75,Rose,Guard,Active,7,1610612752,Knicks,190,361,23,353,127,184,175,7,148,37,80,4.7,0.2,1.2,2.7,2.7,2.2,66.0,31.8,0.7,1.3,2.3,3.4,0.7,2.7,2.73,9.98,2.23,5.02,2.7,1.06,4.47,1.55,1.86,0.91,0.275,0.223,0.502,0.27,0.003,0.041,0.011,0.01,130,4100.488,201565
200,10238,Russell Westbrook,N,Russell,75,Westbrook,Guard,Active,8,1610612760,Thunder,200,577,37,336,304,190,334,11,144,90,77,10.4,0.3,1.1,6.0,7.2,5.8,80.0,34.4,1.8,2.5,5.4,7.8,2.0,4.3,1.19,7.48,2.14,4.15,2.74,0.45,3.48,1.4,1.63,1.04,0.159,0.286,0.555,0.366,0.003,0.084,0.025,0.028,141,5615.676,201566
201,10304,Kevin Love,N,Kevin,82,Love,Forward,Active,8,1610612739,Cavaliers,251,190,138,181,300,167,99,55,77,102,75,2.4,0.5,0.7,8.0,4.1,3.4,77.0,31.5,1.9,2.1,3.6,9.9,0.8,1.8,3.6,13.41,4.97,4.84,2.44,1.64,6.72,3.09,1.99,0.95,0.268,0.371,0.361,0.182,0.009,0.128,0.031,0.012,307,4706.788,201567
202,10334,Danilo Gallinari,N,Danilo,82,Gallinari,Forward,Active,7,1610612743,Nuggets,225,232,30,197,209,32,117,11,74,76,9,2.5,0.4,0.9,4.3,8.2,7.1,53.0,34.7,1.0,1.6,6.3,5.3,0.8,1.5,1.36,9.68,2.51,5.81,4.02,0.57,4.51,1.62,2.32,1.53,0.141,0.259,0.6,0.415,0.005,0.06,0.014,0.011,169,3611.816,201568
203,10195,Eric Gordon,N,Eric,76,Gordon,Guard,Active,8,1610612745,Rockets,215,139,48,77,245,42,71,13,30,100,17,2.7,0.3,0.7,2.0,2.8,2.5,45.0,32.9,0.2,2.2,2.5,2.2,1.0,1.6,1.71,7.64,1.69,4.24,2.67,0.82,3.42,1.09,1.51,0.91,0.224,0.221,0.555,0.349,0.005,0.029,0.003,0.014,148,2779.404,201569
204,10606,D.J. Augustin,N,D.J.,72,Augustin,Guard,Active,8,1610612753,Magic,183,98,39,49,128,35,50,20,18,47,12,3.2,0.1,0.5,1.4,2.1,1.7,62.0,19.0,0.1,1.4,2.2,1.5,0.6,1.4,1.08,5.42,1.29,3.05,2.18,0.49,2.61,1.02,1.1,0.76,0.199,0.238,0.563,0.402,0.002,0.036,0.003,0.016,58,2208.236,201571
205,10463,Brook Lopez,N,Brook,84,Lopez,Center,Active,8,1610612751,Nets,268,419,3,339,11,385,253,0,144,2,192,2.0,1.7,0.8,5.1,5.5,4.3,73.0,33.7,2.8,2.9,4.6,7.8,0.8,2.4,3.53,15.05,7.71,3.81,1.37,1.27,6.86,4.04,1.55,0.53,0.235,0.512,0.253,0.091,0.025,0.074,0.041,0.012,350,4831.036,201572
206,10322,Jerryd Bayless,N,Jerryd,75,Bayless,Guard,Active,8,1610612755,76ers,200,70,72,86,154,50,34,33,34,66,16,3.1,0.2,0.4,2.3,1.7,1.3,52.0,28.9,0.4,2.1,1.7,2.7,0.9,1.4,1.74,8.35,1.73,4.88,3.27,0.73,3.62,1.12,1.77,1.1,0.208,0.207,0.585,0.392,0.004,0.04,0.007,0.016,124,2783.212,201573
207,11083,Jason Thompson,N,Jason,83,Thompson,Forward-Center,Active,8,1610612761,Raptors,250,45,2,16,13,32,28,0,7,5,12,0.6,0.4,0.2,2.2,1.1,0.8,47.0,10.0,0.7,1.7,0.8,2.9,0.3,0.3,0.85,4.4,1.98,1.57,0.76,0.38,2.31,1.17,0.76,0.33,0.194,0.449,0.357,0.173,0.021,0.108,0.034,0.013,36,905.46,201574
208,11462,Brandon Rush,N,Brandon,78,Rush,Guard-Forward,Active,8,1610612750,Timberwolves,225,56,68,35,88,12,29,24,12,40,5,0.8,0.3,0.1,2.2,0.4,0.3,72.0,14.6,0.3,0.8,0.3,2.5,0.3,0.5,1.34,5.47,1.81,2.32,1.43,0.52,2.51,1.09,0.9,0.5,0.244,0.331,0.425,0.261,0.01,0.073,0.01,0.009,103,2107.572,201575
209,10463,Robin Lopez,N,Robin,84,Lopez,Center,Active,8,1610612741,Bulls,255,344,1,92,0,225,214,0,32,0,111,1.4,1.6,0.3,4.1,2.0,1.6,82.0,27.1,3.3,2.2,1.7,7.3,0.2,1.6,3.11,12.86,6.0,3.75,1.16,1.34,6.07,2.98,1.75,0.43,0.242,0.466,0.292,0.09,0.03,0.076,0.061,0.004,187,4313.088,201577
210,10704,Marreese Speights,N,Marreese,82,Speights,Forward-Center,Active,8,1610612746,Clippers,255,132,6,207,56,55,65,2,90,22,18,0.8,0.5,0.4,2.3,1.6,1.3,72.0,11.6,1.1,1.6,1.6,3.3,0.3,0.9,1.35,6.28,2.69,2.24,0.99,0.55,2.85,1.48,0.82,0.32,0.215,0.428,0.357,0.157,0.02,0.095,0.045,0.011,162,1641.448,201578
211,10940,Roy Hibbert,N,Roy,86,Hibbert,Center,Active,8,1610612766,Hornets,270,140,0,159,2,110,80,0,63,0,39,1.2,1.4,0.4,3.3,1.8,1.4,81.0,23.2,1.6,3.1,1.9,4.9,0.4,0.9,2.91,10.95,4.99,3.05,1.19,1.22,5.49,3.01,1.26,0.46,0.267,0.455,0.278,0.108,0.029,0.069,0.034,0.008,111,3759.592,201579
212,10536,JaVale McGee,N,JaVale,84,McGee,Center,Active,8,1610612744,Warriors,270,96,0,18,1,19,65,0,7,0,5,0.1,0.8,0.3,2.4,1.1,0.5,34.0,10.9,1.6,1.4,1.1,3.9,0.1,0.6,0.77,4.59,2.63,1.19,0.41,0.53,2.5,1.5,0.47,0.25,0.17,0.571,0.259,0.088,0.036,0.109,0.072,0.007,54,622.152,201580
213,10307,JJ Hickson,N,JJ,81,Hickson,Center-Forward,Active,8,1610612764,Wizards,242,91,0,26,1,37,61,0,5,0,14,0.7,0.4,0.4,2.7,2.9,1.3,35.0,12.5,1.1,1.3,1.8,3.8,0.4,0.7,1.32,5.72,2.34,2.06,0.69,0.47,2.22,1.06,0.69,0.22,0.229,0.41,0.361,0.12,0.015,0.101,0.043,0.016,57,825.132,201581
214,10428,Alexis Ajinca,Y,Alexis,86,Ajinca,Center,Active,6,1610612740,Pelicans,248,102,0,139,1,73,64,0,62,0,24,0.5,0.6,0.2,3.3,1.1,0.9,59.0,14.6,1.3,2.3,1.2,4.6,0.3,0.9,1.52,6.38,2.71,2.15,0.76,0.58,3.09,1.58,0.93,0.36,0.239,0.425,0.336,0.12,0.021,0.111,0.043,0.011,115,1392.264,201582
215,10428,Ryan Anderson,N,Ryan,82,Anderson,Forward,Active,8,1610612745,Rockets,240,229,60,274,298,68,114,19,123,112,29,1.1,0.4,0.6,4.0,3.5,3.0,66.0,30.4,2.0,1.7,2.9,6.0,0.6,1.4,2.62,11.26,3.82,4.82,2.82,1.1,5.08,2.29,1.69,1.02,0.233,0.339,0.428,0.25,0.006,0.063,0.031,0.009,240,3702.824,201583
216,11374,Courtney Lee,N,Courtney,77,Lee,Guard,Active,8,1610612752,Knicks,200,135,82,224,135,63,82,26,98,56,28,1.7,0.4,0.3,2.2,1.5,1.3,79.0,29.6,0.4,1.7,0.9,2.6,1.1,0.9,1.57,8.76,1.75,5.44,3.47,0.61,3.66,1.2,1.85,1.23,0.18,0.199,0.621,0.396,0.006,0.038,0.006,0.018,208,4488.136,201584
217,10134,Kosta Koufos,Y,Kosta,84,Koufos,Center,Active,8,1610612758,Kings,265,201,0,25,0,218,134,0,8,0,94,0.4,0.9,0.4,3.3,1.3,0.7,78.0,19.0,2.2,2.4,1.2,5.4,0.5,0.6,2.54,9.38,4.01,2.83,1.36,0.99,4.49,2.21,1.29,0.55,0.27,0.428,0.302,0.145,0.022,0.082,0.054,0.013,176,2948.32,201585
218,9928,Serge Ibaka,N,Serge,82,Ibaka,Forward,Active,7,1610612753,Magic,235,188,97,365,87,132,123,34,166,26,67,0.8,1.9,0.3,5.0,1.6,1.2,78.0,32.1,1.8,2.7,1.3,6.8,0.5,1.4,2.36,15.12,6.44,6.32,3.35,0.99,6.81,3.51,2.31,1.21,0.156,0.426,0.418,0.221,0.028,0.075,0.027,0.007,357,5111.56,201586
219,10206,Nicolas Batum,N,Nicolas,80,Batum,Guard-Forward,Active,8,1610612766,Hornets,200,138,43,268,356,68,92,16,108,123,33,5.8,0.6,0.4,5.3,2.7,2.3,70.0,35.0,0.8,1.6,2.2,6.1,0.9,2.9,1.37,9.87,2.46,6.04,4.27,0.51,4.2,1.5,2.19,1.44,0.139,0.249,0.612,0.433,0.009,0.075,0.011,0.013,209,4947.788,201587
220,11161,George Hill,N,George,75,Hill,Guard,Active,8,1610612762,Jazz,188,174,126,163,185,88,103,55,61,72,34,3.5,0.2,0.4,3.2,2.0,1.5,74.0,34.1,0.8,2.0,2.6,4.0,1.1,1.4,2.12,10.93,2.05,6.76,4.0,0.67,4.69,1.45,2.57,1.57,0.194,0.188,0.618,0.366,0.003,0.047,0.011,0.016,172,4982.504,201588
221,10470,Darrell Arthur,N,Darrell,81,Arthur,Forward,Active,7,1610612743,Nuggets,235,109,33,225,84,38,61,12,100,33,15,1.4,0.7,0.3,3.0,0.8,0.6,70.0,21.7,1.2,2.6,0.7,4.2,0.8,0.9,1.89,9.11,3.56,3.66,1.94,0.66,3.96,1.99,1.31,0.71,0.209,0.39,0.401,0.213,0.015,0.067,0.028,0.017,183,2976.408,201589
222,11282,Nikola Pekovic,N,Nikola,83,Pekovic,Center,Active,6,1610612750,Timberwolves,307,24,0,6,0,20,11,0,1,0,7,0.9,0.0,0.2,1.2,1.7,1.3,12.0,13.0,0.6,1.8,1.5,1.8,0.1,0.8,1.0,5.0,2.58,1.42,0.5,0.33,2.33,1.67,0.33,0.0,0.2,0.517,0.283,0.1,0.0,0.047,0.024,0.003,16,278.516,201593
223,11146,Mario Chalmers,N,Mario,0,Chalmers,0,Inactive,7,0,0,0,158,39,63,110,74,78,10,25,36,33,3.8,0.2,0.4,2.2,4.3,3.6,61.0,22.5,0.4,3.0,3.9,2.6,1.4,1.8,1.32,6.33,1.21,3.8,2.67,0.56,2.61,0.84,1.21,0.74,0.207,0.192,0.601,0.422,0.005,0.048,0.009,0.032,63,2418.648,201596
224,10352,DeAndre Jordan,N,DeAndre,83,Jordan,Center,Active,8,1610612746,Clippers,265,462,0,3,1,42,345,0,1,0,11,1.2,2.3,0.3,10.3,8.0,3.5,77.0,33.7,3.5,2.7,6.0,13.8,0.7,1.4,3.5,14.49,5.96,5.03,1.88,1.34,6.29,3.11,1.84,0.63,0.242,0.411,0.347,0.13,0.034,0.15,0.051,0.01,279,5219.264,201599
225,11100,Omer Asik,N,Omer,84,Asik,Center,Active,6,1610612740,Pelicans,255,179,0,3,0,13,102,0,0,0,2,0.4,0.3,0.6,4.3,1.6,0.9,68.0,17.3,1.8,1.8,1.5,6.1,0.3,0.9,1.66,7.76,3.62,2.48,0.59,0.8,3.86,2.11,0.95,0.15,0.213,0.467,0.32,0.076,0.01,0.123,0.05,0.009,74,2139.256,201600
226,11033,Luc Mbah a Moute,N,Luc,80,Mbah a Moute,Forward,Active,8,1610612746,Clippers,230,124,36,31,1,12,69,12,10,0,2,0.4,0.3,0.4,1.5,0.8,0.4,75.0,17.0,0.8,1.3,0.6,2.3,0.6,0.5,2.03,7.67,1.58,4.06,2.31,0.68,2.73,0.93,1.12,0.75,0.265,0.206,0.529,0.302,0.008,0.044,0.024,0.018,86,2453.064,201601
227,11096,Sonny Weems,Y,Sonny,0,Weems,0,Inactive,3,0,0,0,30,16,29,24,10,14,6,11,9,2,1.1,0.0,0.2,1.1,0.3,0.2,43.0,11.6,0.2,1.1,0.4,1.2,0.2,1.0,0.6,3.2,0.69,1.91,1.4,0.34,1.6,0.6,0.66,0.51,0.188,0.214,0.598,0.438,0.001,0.043,0.007,0.009,32,663.168,201603
228,11159,Goran Dragic,N,Goran,75,Dragic,Guard,Active,8,1610612748,Heat,190,311,50,215,155,144,203,13,94,51,56,5.8,0.2,0.6,3.1,2.3,1.7,72.0,32.8,0.8,2.6,2.6,3.8,1.0,2.6,2.31,9.93,2.19,5.43,2.82,0.89,4.0,1.33,1.78,0.92,0.232,0.221,0.547,0.284,0.004,0.047,0.011,0.015,137,4647.692,201609
229,11522,Sasha Kaun,Y,Sasha,83,Kaun,Center,Active,1,1610612739,Cavaliers,260,13,0,1,0,3,9,0,0,0,0,0.1,0.2,0.2,0.6,0.4,0.2,25.0,3.8,0.5,0.4,0.2,1.0,0.2,0.3,0.31,1.94,0.94,0.69,0.19,0.19,0.88,0.5,0.19,0.06,0.161,0.484,0.355,0.097,0.026,0.072,0.061,0.02,6,173.476,201619
230,11380,Anthony Morrow,N,Anthony,77,Morrow,Guard,Active,8,1610612760,Thunder,210,21,87,65,118,42,10,33,30,46,17,0.4,0.1,0.1,0.8,0.6,0.4,68.0,13.6,0.1,0.9,0.4,0.9,0.3,0.3,0.65,4.5,1.22,2.63,2.02,0.28,2.05,0.77,1.0,0.68,0.145,0.27,0.585,0.448,0.003,0.027,0.005,0.011,102,1808.812,201627
231,11748,Bobby Brown,N,Bobby,74,Brown,Guard,Active,2,1610612745,Rockets,175,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,201628
232,10114,Blake Griffin,N,Blake,82,Griffin,Forward,Active,6,1610612746,Clippers,251,205,3,315,15,65,145,0,120,6,30,4.9,0.5,0.3,6.9,5.5,4.0,35.0,33.4,1.5,2.7,5.3,8.4,0.8,2.4,2.66,12.86,4.14,6.06,3.0,1.23,6.14,2.57,2.34,1.14,0.207,0.322,0.471,0.233,0.007,0.101,0.021,0.012,193,2365.42,201933
233,9951,James Harden,N,James,77,Harden,Guard,Active,7,1610612745,Rockets,220,456,64,316,593,188,277,18,128,218,69,7.5,0.6,1.2,5.3,10.2,8.8,82.0,38.1,0.8,2.8,6.8,6.1,1.7,4.6,2.04,13.44,3.91,7.49,5.59,0.84,6.29,2.61,2.84,2.1,0.152,0.291,0.557,0.416,0.008,0.067,0.01,0.021,209,6264.584,201935
234,9927,Tyreke Evans,N,Tyreke,78,Evans,Guard-Forward,Active,7,1610612740,Pelicans,220,172,5,42,80,15,84,0,16,33,3,6.6,0.3,0.9,4.4,3.7,3.0,25.0,30.6,0.8,2.6,3.0,5.2,1.3,2.9,1.52,9.92,2.52,5.88,4.04,0.6,5.08,1.76,2.72,1.76,0.153,0.254,0.593,0.407,0.005,0.072,0.013,0.021,39,1308.848,201936
235,9530,Ricky Rubio,N,Ricky,76,Rubio,Guard,Active,5,1610612750,Timberwolves,190,126,37,240,152,30,64,15,85,46,8,8.7,0.1,0.4,3.8,4.1,3.5,76.0,30.6,0.5,2.6,3.4,4.3,2.1,2.5,1.79,9.92,2.42,5.71,3.74,0.73,4.68,1.83,2.12,1.32,0.18,0.244,0.576,0.377,0.002,0.061,0.008,0.034,98,4687.8,201937
236,10481,Stephen Curry,N,Stephen,75,Curry,Guard,Active,7,1610612744,Warriors,190,399,118,200,768,113,263,58,85,344,55,6.7,0.2,0.7,4.6,5.1,4.6,79.0,34.2,0.9,2.0,4.5,5.4,2.1,3.3,2.36,10.82,1.9,6.56,4.1,0.98,4.34,1.27,2.09,1.28,0.219,0.175,0.606,0.379,0.003,0.062,0.012,0.029,375,5705.408,201939
237,10712,Jordan Hill,N,Jordan,82,Hill,Forward-Center,Active,7,1610612750,Timberwolves,240,212,1,191,0,145,134,0,74,0,70,1.2,0.5,0.4,4.0,1.7,1.2,73.0,20.7,2.1,2.1,1.2,6.2,0.5,1.3,2.65,10.23,4.51,3.07,1.48,1.19,5.0,2.59,1.22,0.49,0.26,0.44,0.3,0.145,0.012,0.097,0.051,0.012,156,2920.604,201941
238,9970,DeMar DeRozan,N,DeMar,79,DeRozan,Guard,Active,7,1610612761,Raptors,220,376,60,555,78,307,229,26,211,21,127,4.0,0.3,1.2,3.7,8.4,7.1,78.0,35.9,0.8,2.1,5.5,4.5,1.0,2.2,1.62,8.26,1.78,4.86,3.1,0.68,3.91,1.26,1.97,1.26,0.197,0.215,0.588,0.376,0.004,0.051,0.011,0.014,182,5585.236,201942
239,9923,Brandon Jennings,Y,Brandon,73,Jennings,Guard,Active,7,1610612752,Knicks,170,52,28,65,127,32,28,9,23,42,10,3.5,0.1,0.2,1.7,1.6,1.2,48.0,18.1,0.3,1.2,1.4,2.0,0.6,1.2,1.72,5.79,1.19,2.88,1.69,0.64,2.33,0.77,0.92,0.6,0.299,0.205,0.496,0.291,0.004,0.044,0.009,0.016,46,1689.584,201943
240,10577,Gerald Henderson,N,Gerald,77,Henderson,Guard,Active,7,1610612755,76ers,215,91,71,256,65,46,64,32,102,16,18,1.0,0.3,0.3,2.5,2.0,1.6,72.0,19.9,0.4,1.2,1.8,2.9,0.5,0.9,1.03,5.71,1.14,3.54,2.19,0.36,2.59,0.58,1.65,1.01,0.18,0.201,0.619,0.383,0.007,0.062,0.01,0.013,138,2905.8,201945
241,11343,Tyler Hansbrough,N,Tyler,81,Hansbrough,Forward,Active,7,1610612766,Hornets,250,51,0,2,3,15,25,0,0,2,5,0.2,0.2,0.3,1.1,1.5,0.9,44.0,7.8,0.9,1.3,1.2,2.0,0.3,0.3,0.73,2.81,1.33,0.75,0.39,0.39,1.39,0.67,0.33,0.17,0.258,0.475,0.267,0.139,0.01,0.072,0.059,0.018,19,654.868,201946
242,10869,James Johnson,Y,James,81,Johnson,Forward,Active,7,1610612748,Heat,250,134,37,22,29,18,80,10,7,10,7,1.2,0.6,0.2,1.7,1.2,0.7,57.0,16.2,0.5,1.5,0.9,2.2,0.5,0.9,1.52,5.88,1.29,3.07,1.89,0.5,2.48,0.71,1.27,0.77,0.258,0.219,0.523,0.322,0.018,0.053,0.015,0.016,52,1817.572,201949
243,9661,Jrue Holiday,N,Jrue,76,Holiday,Guard,Active,7,1610612740,Pelicans,205,297,33,212,225,167,167,7,85,80,71,6.0,0.3,0.8,2.6,3.3,2.8,65.0,28.2,0.4,2.3,2.8,3.0,1.4,2.6,1.81,10.75,2.26,6.68,4.65,0.94,5.03,1.57,2.52,1.69,0.169,0.21,0.621,0.432,0.006,0.044,0.007,0.023,112,3356.316,201950
244,10613,Ty Lawson,N,Ty,71,Lawson,Guard,Active,7,1610612758,Kings,195,95,22,114,86,37,52,8,35,28,16,3.6,0.1,0.4,1.4,1.3,0.9,66.0,21.4,0.4,1.3,1.3,1.8,0.8,1.4,1.17,6.48,1.68,3.63,2.33,0.44,2.86,1.29,1.13,0.63,0.179,0.26,0.561,0.36,0.002,0.031,0.009,0.018,51,2723.732,201951
245,10393,Jeff Teague,N,Jeff,74,Teague,Guard,Active,7,1610612754,Pacers,186,403,30,151,243,160,214,13,49,97,61,5.9,0.3,1.1,2.3,3.9,3.3,79.0,28.5,0.4,2.1,3.2,2.7,1.2,2.8,1.46,8.51,1.38,5.67,3.59,0.51,3.4,0.9,1.99,1.21,0.171,0.163,0.666,0.422,0.005,0.038,0.007,0.021,124,4603.312,201952
246,10685,Darren Collison,N,Darren,72,Collison,Guard,Active,7,1610612758,Kings,175,248,66,225,151,86,152,30,105,57,33,4.3,0.1,0.8,1.9,3.1,2.6,74.0,30.0,0.4,1.9,2.3,2.3,1.0,1.8,1.55,8.71,1.45,5.71,3.68,0.71,4.05,1.08,2.26,1.42,0.177,0.167,0.656,0.423,0.001,0.03,0.006,0.016,167,4474.192,201954
247,10381,Omri Casspi,N,Omri,81,Casspi,Forward,Active,7,1610612758,Kings,225,212,46,16,228,120,141,20,3,92,43,1.4,0.2,0.4,5.1,2.3,1.5,69.0,27.3,0.8,2.2,2.0,5.9,0.8,1.4,1.52,9.21,3.22,4.47,3.12,0.54,4.44,2.25,1.65,1.01,0.164,0.35,0.486,0.339,0.004,0.088,0.014,0.014,219,3801.852,201956
248,11475,Taj Gibson,N,Taj,81,Gibson,Forward,Active,7,1610612741,Bulls,236,279,0,126,3,92,174,0,49,0,40,1.5,1.1,0.7,4.1,2.0,1.4,73.0,26.5,2.8,2.5,2.2,6.9,0.6,1.1,1.84,10.63,3.84,4.95,2.63,0.79,4.73,2.05,1.89,0.92,0.174,0.361,0.465,0.247,0.02,0.077,0.053,0.012,169,3642.216,201959
249,11077,DeMarre Carroll,Y,DeMarre,80,Carroll,Forward,Active,7,1610612761,Raptors,212,69,28,36,90,47,36,10,7,36,16,1.0,0.2,0.7,3.5,1.9,1.2,26.0,30.2,1.2,2.4,1.7,4.7,1.7,1.1,1.85,10.81,2.58,6.38,3.81,0.92,4.92,1.69,2.31,1.35,0.171,0.238,0.591,0.352,0.004,0.057,0.02,0.028,76,1582.452,201960
250,10587,Wayne Ellington,N,Wayne,76,Ellington,Guard,Active,7,1610612748,Heat,200,77,89,192,179,24,45,35,68,61,9,1.1,0.1,0.3,2.0,0.8,0.7,76.0,21.3,0.3,1.1,0.6,2.3,0.6,0.6,1.1,6.26,1.5,3.66,2.59,0.5,2.95,1.14,1.31,0.95,0.175,0.24,0.585,0.415,0.002,0.047,0.006,0.015,153,3062.176,201961
251,11210,Toney Douglas,N,Toney,74,Douglas,Guard,Active,7,1610612740,Pelicans,195,92,39,97,162,53,54,21,34,59,14,2.6,0.1,0.5,1.9,1.6,1.4,61.0,20.7,0.4,2.1,1.6,2.3,1.1,1.0,1.35,6.0,1.18,3.47,2.35,0.55,2.83,0.93,1.35,0.93,0.225,0.197,0.578,0.392,0.002,0.045,0.01,0.027,95,2155.812,201962
252,10801,Jeff Ayres,Y,Jeff,81,Ayres,Forward-Center,Active,6,1610612746,Clippers,250,13,0,7,0,2,7,0,5,0,0,0.3,0.2,0.2,1.1,0.4,0.4,17.0,6.3,0.2,1.1,0.4,1.3,0.0,0.4,0.8,3.0,1.53,0.67,0.4,0.33,1.53,1.13,0.07,0.07,0.267,0.511,0.222,0.133,0.014,0.086,0.019,0.0,9,189.58,201965
253,10808,Dante Cunningham,N,Dante,80,Cunningham,Forward,Active,7,1610612740,Pelicans,230,131,110,78,64,29,89,37,34,18,8,1.0,0.4,0.3,2.2,1.0,0.7,80.0,24.6,0.7,2.2,0.8,3.0,0.5,0.5,1.63,8.04,2.31,4.1,2.81,0.66,3.78,1.59,1.53,0.95,0.203,0.287,0.51,0.349,0.008,0.044,0.014,0.01,167,3415.512,201967
254,10077,DeJuan Blair,N,DeJuan,0,Blair,0,Inactive,6,0,0,0,31,0,21,1,15,15,0,7,0,6,0.4,0.1,0.1,1.3,0.4,0.2,29.0,7.5,0.7,1.8,0.7,2.0,0.3,0.5,1.18,3.7,1.43,1.09,0.35,0.35,1.83,0.91,0.57,0.26,0.318,0.388,0.294,0.094,0.004,0.079,0.043,0.017,23,347.476,201971
255,10859,Jonas Jerebko,N,Jonas,82,Jerebko,Forward,Active,6,1610612738,Celtics,231,104,37,42,71,32,58,15,12,28,5,0.8,0.3,0.3,2.7,1.0,0.8,78.0,15.1,1.0,1.8,0.9,3.7,0.3,0.7,1.46,5.54,1.72,2.36,1.32,0.41,2.32,1.07,0.84,0.41,0.263,0.31,0.427,0.239,0.01,0.086,0.031,0.008,95,2302.828,201973
256,10687,Jodie Meeks,N,Jodie,76,Meeks,Guard,Active,7,1610612753,Magic,210,4,2,3,7,4,1,0,1,4,1,1.0,0.0,0.7,1.3,1.3,1.3,3.0,14.5,0.3,0.7,0.7,1.7,0.0,0.3,1.66,6.0,0.67,3.67,1.0,0.67,1.67,0.33,0.67,0.33,0.278,0.111,0.611,0.167,0.0,0.047,0.012,0.0,5,84.68,201975
257,10361,Patrick Beverley,Y,Patrick,73,Beverley,Guard,Active,4,1610612745,Rockets,185,136,131,56,179,92,76,53,26,71,32,3.4,0.4,0.5,2.5,1.2,0.8,71.0,28.7,1.0,3.3,1.4,3.5,1.3,1.3,1.91,9.2,2.25,5.04,3.45,0.71,4.03,1.52,1.8,1.18,0.207,0.245,0.548,0.375,0.006,0.042,0.017,0.022,151,4036.3,201976
