,player_id,display_name,cluster
144,201156,Nick Young,8
145,201158,Marco Belinelli,8
146,201160,Jason Smith,4
147,201162,Jared Dudley,7
148,201163,Wilson Chandler,7
149,201166,Aaron Brooks,6
150,201167,Arron Afflalo,8
151,201168,Tiago Splitter,1
152,201171,Carl Landry,4
153,201175,Glen Davis,2
154,201177,Josh McRoberts,7
155,201188,Marc Gasol,2
156,201196,Ramon Sessions,6
157,201202,Joel Anthony,1
158,201228,CJ Watson,5
159,201229,Anthony Tolliver,7
160,201563,Michael Beasley,4
161,201564,O.J. Mayo,9
162,201565,Derrick Rose,6
163,201566,Russell Westbrook,6
164,201567,Kevin Love,7
165,201568,Danilo Gallinari,8
166,201569,Eric Gordon,9
167,201571,D.J. Augustin,5
168,201572,Brook Lopez,1
169,201573,Jerryd Bayless,5
170,201574,Jason Thompson,2
171,201575,Brandon Rush,7
172,201577,Robin Lopez,1
173,201578,Marreese Speights,4
174,201579,Roy Hibbert,2
175,201580,JaVale McGee,1
176,201581,JJ Hickson,1
177,201582,Alexis Ajinca,2
178,201583,Ryan Anderson,7
179,201584,Courtney Lee,9
180,201585,Kosta Koufos,1
181,201586,Serge Ibaka,4
182,201587,Nicolas Batum,9
183,201588,George Hill,5
184,201589,Darrell Arthur,4
185,201593,Nikola Pekovic,1
186,201595,Joey Dorsey,1
187,201596,Mario Chalmers,5
188,201599,DeAndre Jordan,1
189,201600,Omer Asik,1
190,201601,Luc Mbah a Moute,7
193,201609,Goran Dragic,5
194,201611,Henry Walker,7
196,201627,Anthony Morrow,9
200,201933,Blake Griffin,4
201,201935,James Harden,6
202,201936,Tyreke Evans,6
203,201937,Ricky Rubio,6
204,201939,Stephen Curry,5
205,201941,Jordan Hill,2
206,201942,DeMar DeRozan,6
207,201943,Brandon Jennings,6
208,201945,Gerald Henderson,8
209,201946,Tyler Hansbrough,1
212,201949,James Johnson,3
213,201950,Jrue Holiday,6
214,201951,Ty Lawson,6
215,201952,Jeff Teague,6
216,201954,Darren Collison,6
217,201956,Omri Casspi,7
218,201959,Taj Gibson,3
219,201960,DeMarre Carroll,9
220,201961,Wayne Ellington,8
221,201962,Toney Douglas,5
224,201967,Dante Cunningham,7
226,201973,Jonas Jerebko,7
227,201975,Jodie Meeks,8
228,201976,Patrick Beverley,9
229,201977,Marcus Thornton,9
230,201978,Chase Budinger,9
231,201979,Nick Calathes,6
232,201980,Danny Green,7
234,201988,Patty Mills,5
236,202066,Garrett Temple,9
238,202083,Wesley Matthews,9
239,202087,Alonzo Gee,9
241,202322,John Wall,6
242,202323,Evan Turner,6
243,202324,Derrick Favors,2
244,202325,Wesley Johnson,7
245,202326,DeMarcus Cousins,1
247,202328,Greg Monroe,1
248,202329,Al-Farouq Aminu,9
