,FGA_l,FTA_l,OREB_l,TOV_l,lineup_ids,lineup_names,points_allowed,points_scored
132,12.9,2.1,2.1,0.9,201142 - 203110 - 2738 - 2733 - 202691,"Durant,Kevin - Green,Draymond - Iguodala,Andre - Livingston,Shaun - Thompson,Klay",5.7,6.0
133,9.0,6.0,0.0,0.0,201142 - 203110 - 2738 - 1627775 - 202691,"Durant,Kevin - Green,Draymond - Iguodala,Andre - McCaw,Patrick - Thompson,Klay",4.0,6.5
134,14.0,6.0,1.2,4.0,203546 - 201939 - 203110 - 2733 - 2585,"Clark,Ian - Curry,Stephen - Green,Draymond - Livingston,Shaun - Pachulia,Zaza",5.3,5.8
135,11.1,2.1,0.0,3.0,203546 - 201142 - 2738 - 202691 - 2561,"Clark,Ian - Durant,Kevin - Iguodala,Andre - Thompson,Klay - West,David",6.7,5.0
136,3.0,0.0,0.0,1.0,201142 - 2738 - 2733 - 203949 - 202691,"Durant,Kevin - Iguodala,Andre - Livingston,Shaun - McAdoo,James Michael - Thompson,Klay",6.0,5.0
137,12.9,5.1,2.1,2.1,203546 - 201939 - 201142 - 2738 - 1626172,"Clark,Ian - Curry,Stephen - Durant,Kevin - Iguodala,Andre - Looney,Kevon",5.6,6.3
138,4.0,2.0,1.0,1.0,203546 - 201142 - 203110 - 2733 - 2561,"Clark,Ian - Durant,Kevin - Green,Draymond - Livingston,Shaun - West,David",3.0,8.0
139,18.0,11.0,1.0,6.0,201939 - 201142 - 203110 - 2738 - 1627775,"Curry,Stephen - Durant,Kevin - Green,Draymond - Iguodala,Andre - McCaw,Patrick",5.8,5.2
140,12.9,2.1,0.9,0.9,201939 - 203110 - 2733 - 1627775 - 2561,"Curry,Stephen - Green,Draymond - Livingston,Shaun - McCaw,Patrick - West,David",2.0,3.7
141,12.0,8.1,0.9,0.9,201142 - 2738 - 2733 - 2585 - 202691,"Durant,Kevin - Iguodala,Andre - Livingston,Shaun - Pachulia,Zaza - Thompson,Klay",3.6,4.3
142,16.0,0.0,2.0,4.0,201142 - 2733 - 1627775 - 202691 - 2561,"Durant,Kevin - Livingston,Shaun - McCaw,Patrick - Thompson,Klay - West,David",5.5,6.0
143,3.0,2.0,0.0,0.0,203546 - 2738 - 1626172 - 203949 - 202691,"Clark,Ian - Iguodala,Andre - Looney,Kevon - McAdoo,James Michael - Thompson,Klay",6.0,5.0
144,7.0,2.0,0.0,0.0,201142 - 2738 - 2733 - 1626172 - 202691,"Durant,Kevin - Iguodala,Andre - Livingston,Shaun - Looney,Kevon - Thompson,Klay",3.0,5.0
145,25.8,4.2,4.8,6.0,203546 - 201939 - 201142 - 203110 - 2738,"Clark,Ian - Curry,Stephen - Durant,Kevin - Green,Draymond - Iguodala,Andre",3.7,4.7
146,4.0,0.0,0.0,1.0,203546 - 201939 - 201142 - 203110 - 2585,"Clark,Ian - Curry,Stephen - Durant,Kevin - Green,Draymond - Pachulia,Zaza",6.0,3.0
147,3.0,0.0,1.0,2.0,203546 - 201939 - 203110 - 1626172 - 1627775,"Clark,Ian - Curry,Stephen - Green,Draymond - Looney,Kevon - McCaw,Patrick",6.0,2.0
148,4.0,2.0,1.0,0.0,203546 - 2733 - 1626172 - 1627775 - 2760,"Clark,Ian - Livingston,Shaun - Looney,Kevon - McCaw,Patrick - Varejao,Anderson",5.0,6.0
149,1.0,4.0,0.0,1.0,201939 - 203110 - 2733 - 1626172 - 1627775,"Curry,Stephen - Green,Draymond - Livingston,Shaun - Looney,Kevon - McCaw,Patrick",5.0,4.0
150,3.0,0.0,0.0,1.0,203546 - 2733 - 203949 - 202691 - 2760,"Clark,Ian - Livingston,Shaun - McAdoo,James Michael - Thompson,Klay - Varejao,Anderson",4.0,4.0
151,3.0,0.0,0.0,1.0,203546 - 1626172 - 203949 - 201580 - 202691,"Clark,Ian - Looney,Kevon - McAdoo,James Michael - McGee,JaVale - Thompson,Klay",9.0,4.0
152,14.0,3.2,0.0,2.0,201939 - 201142 - 2738 - 1627775 - 2561,"Curry,Stephen - Durant,Kevin - Iguodala,Andre - McCaw,Patrick - West,David",3.8,5.8
153,8.0,0.0,1.0,1.0,201939 - 203110 - 2738 - 1626172 - 1627775,"Curry,Stephen - Green,Draymond - Iguodala,Andre - Looney,Kevon - McCaw,Patrick",6.5,4.0
154,2.0,3.0,0.0,1.0,201939 - 203110 - 1626172 - 1627775 - 202691,"Curry,Stephen - Green,Draymond - Looney,Kevon - McCaw,Patrick - Thompson,Klay",2.0,8.0
155,3.0,0.0,0.0,1.0,201939 - 2738 - 2733 - 202691 - 2561,"Curry,Stephen - Iguodala,Andre - Livingston,Shaun - Thompson,Klay - West,David",2.0,2.0
156,12.0,9.2,0.0,2.0,203546 - 201939 - 203110 - 2738 - 1626172,"Clark,Ian - Curry,Stephen - Green,Draymond - Iguodala,Andre - Looney,Kevon",3.2,5.0
157,1.0,0.0,0.0,3.0,203546 - 201142 - 203110 - 2738 - 2585,"Clark,Ian - Durant,Kevin - Green,Draymond - Iguodala,Andre - Pachulia,Zaza",2.0,0.0
158,7.0,0.0,0.0,2.0,203546 - 201142 - 2738 - 2733 - 2561,"Clark,Ian - Durant,Kevin - Iguodala,Andre - Livingston,Shaun - West,David",7.0,2.0
159,11.1,3.9,0.0,0.0,201939 - 201142 - 203110 - 201580 - 202691,"Curry,Stephen - Durant,Kevin - Green,Draymond - McGee,JaVale - Thompson,Klay",1.3,7.3
160,9.0,0.0,1.0,1.0,201939 - 201142 - 2738 - 1626172 - 1627775,"Curry,Stephen - Durant,Kevin - Iguodala,Andre - Looney,Kevon - McCaw,Patrick",6.0,5.5
161,12.0,0.0,2.1,0.0,203546 - 201939 - 203110 - 2733 - 202691,"Clark,Ian - Curry,Stephen - Green,Draymond - Livingston,Shaun - Thompson,Klay",5.7,2.7
162,2.0,0.0,0.0,0.0,203546 - 201142 - 203110 - 2733 - 1627775,"Clark,Ian - Durant,Kevin - Green,Draymond - Livingston,Shaun - McCaw,Patrick",0.0,2.0
163,5.0,0.0,0.0,2.0,201939 - 203110 - 2733 - 202691 - 2561,"Curry,Stephen - Green,Draymond - Livingston,Shaun - Thompson,Klay - West,David",2.0,5.5
164,3.0,0.0,1.0,0.0,203546 - 201142 - 203110 - 1627775 - 2561,"Clark,Ian - Durant,Kevin - Green,Draymond - McCaw,Patrick - West,David",5.0,5.0
165,16.0,4.0,2.0,1.0,201939 - 203110 - 2738 - 1626172 - 202691,"Curry,Stephen - Green,Draymond - Iguodala,Andre - Looney,Kevon - Thompson,Klay",4.0,3.6
166,27.0,0.9,5.4,5.4,201939 - 203110 - 2738 - 2585 - 202691,"Curry,Stephen - Green,Draymond - Iguodala,Andre - Pachulia,Zaza - Thompson,Klay",2.6,4.2
167,2.0,2.0,0.0,0.0,201142 - 203110 - 2738 - 2733 - 1627775,"Durant,Kevin - Green,Draymond - Iguodala,Andre - Livingston,Shaun - McCaw,Patrick",2.0,4.0
168,2.0,2.0,0.0,0.0,203546 - 201142 - 2733 - 2585 - 202691,"Clark,Ian - Durant,Kevin - Livingston,Shaun - Pachulia,Zaza - Thompson,Klay",3.0,1.0
169,4.0,2.0,0.0,2.0,203546 - 201142 - 2733 - 202691 - 2561,"Clark,Ian - Durant,Kevin - Livingston,Shaun - Thompson,Klay - West,David",2.5,2.5
170,4.0,0.0,0.0,2.0,201939 - 201142 - 203110 - 2733 - 1627775,"Curry,Stephen - Durant,Kevin - Green,Draymond - Livingston,Shaun - McCaw,Patrick",5.5,1.5
171,4.0,0.0,1.0,0.0,201939 - 203110 - 2738 - 1627775 - 2561,"Curry,Stephen - Green,Draymond - Iguodala,Andre - McCaw,Patrick - West,David",5.0,5.0
172,1.0,0.0,0.0,1.0,201142 - 203110 - 2733 - 1627775 - 202691,"Durant,Kevin - Green,Draymond - Livingston,Shaun - McCaw,Patrick - Thompson,Klay",4.0,0.0
173,3.0,3.0,0.0,0.0,203546 - 201939 - 201142 - 1626172 - 1627775,"Clark,Ian - Curry,Stephen - Durant,Kevin - Looney,Kevon - McCaw,Patrick",1.0,6.0
174,3.0,0.0,1.0,2.0,203546 - 2733 - 1626172 - 201580 - 202691,"Clark,Ian - Livingston,Shaun - Looney,Kevon - McGee,JaVale - Thompson,Klay",2.0,2.0
175,3.0,1.0,0.0,0.0,201939 - 203110 - 2738 - 2733 - 2585,"Curry,Stephen - Green,Draymond - Iguodala,Andre - Livingston,Shaun - Pachulia,Zaza",2.0,7.0
176,2.0,0.0,0.0,0.0,201142 - 2738 - 2733 - 1627775 - 2561,"Durant,Kevin - Iguodala,Andre - Livingston,Shaun - McCaw,Patrick - West,David",2.0,4.0
177,2.0,0.0,0.0,0.0,201142 - 2738 - 203949 - 1627775 - 202691,"Durant,Kevin - Iguodala,Andre - McAdoo,James Michael - McCaw,Patrick - Thompson,Klay",4.0,4.0
178,6.0,5.2,0.0,4.0,203546 - 201939 - 201142 - 2738 - 2561,"Clark,Ian - Curry,Stephen - Durant,Kevin - Iguodala,Andre - West,David",1.3,4.8
179,2.0,0.0,0.0,0.0,203546 - 201939 - 203110 - 2733 - 1627775,"Clark,Ian - Curry,Stephen - Green,Draymond - Livingston,Shaun - McCaw,Patrick",5.0,5.0
180,5.0,2.0,0.0,1.0,201939 - 203110 - 2733 - 2585 - 202691,"Curry,Stephen - Green,Draymond - Livingston,Shaun - Pachulia,Zaza - Thompson,Klay",4.0,4.0
181,3.0,0.0,0.0,0.0,203546 - 201142 - 2738 - 2733 - 1626172,"Clark,Ian - Durant,Kevin - Iguodala,Andre - Livingston,Shaun - Looney,Kevon",0.0,4.0
182,1.0,0.0,0.0,0.0,203546 - 203110 - 2733 - 1626172 - 202691,"Clark,Ian - Green,Draymond - Livingston,Shaun - Looney,Kevon - Thompson,Klay",2.0,3.0
183,6.0,2.0,2.0,0.0,201939 - 201142 - 203110 - 2738 - 2585,"Curry,Stephen - Durant,Kevin - Green,Draymond - Iguodala,Andre - Pachulia,Zaza",1.0,3.5
184,3.0,0.0,2.0,1.0,201939 - 203110 - 2738 - 202691 - 2561,"Curry,Stephen - Green,Draymond - Iguodala,Andre - Thompson,Klay - West,David",2.0,0.0
185,6.0,2.0,1.0,0.0,203546 - 201939 - 201142 - 203110 - 1627775,"Clark,Ian - Curry,Stephen - Durant,Kevin - Green,Draymond - McCaw,Patrick",2.0,3.0
186,9.0,1.0,3.0,3.0,203546 - 201939 - 203110 - 2738 - 2585,"Clark,Ian - Curry,Stephen - Green,Draymond - Iguodala,Andre - Pachulia,Zaza",3.0,0.6
187,1.0,2.0,0.0,0.0,201939 - 201142 - 203110 - 1626172 - 202691,"Curry,Stephen - Durant,Kevin - Green,Draymond - Looney,Kevon - Thompson,Klay",2.0,1.0
188,3.0,0.0,1.0,0.0,201142 - 2738 - 1626172 - 1627775 - 202691,"Durant,Kevin - Iguodala,Andre - Looney,Kevon - McCaw,Patrick - Thompson,Klay",6.0,0.0
189,3.0,1.0,0.0,0.0,201142 - 2738 - 1627775 - 202691 - 2561,"Durant,Kevin - Iguodala,Andre - McCaw,Patrick - Thompson,Klay - West,David",2.5,1.5
190,2.0,2.0,0.0,0.0,201142 - 2733 - 1627775 - 2585 - 202691,"Durant,Kevin - Livingston,Shaun - McCaw,Patrick - Pachulia,Zaza - Thompson,Klay",2.5,1.5
191,1.0,0.0,0.0,1.0,201939 - 203110 - 2738 - 203949 - 202691,"Curry,Stephen - Green,Draymond - Iguodala,Andre - McAdoo,James Michael - Thompson,Klay",0.0,2.0
192,0.0,2.0,0.0,0.0,203546 - 201939 - 201142 - 2585 - 202691,"Clark,Ian - Curry,Stephen - Durant,Kevin - Pachulia,Zaza - Thompson,Klay",1.0,2.0
193,2.0,2.0,1.0,0.0,203546 - 201142 - 203110 - 2738 - 1626172,"Clark,Ian - Durant,Kevin - Green,Draymond - Iguodala,Andre - Looney,Kevon",0.0,1.0
194,4.0,0.0,0.0,1.0,203546 - 201142 - 203110 - 2738 - 202691,"Clark,Ian - Durant,Kevin - Green,Draymond - Iguodala,Andre - Thompson,Klay",1.5,3.5
195,2.0,0.0,1.0,0.0,203546 - 201142 - 2738 - 1626172 - 2585,"Clark,Ian - Durant,Kevin - Iguodala,Andre - Looney,Kevon - Pachulia,Zaza",0.0,2.0
196,3.0,0.0,0.0,0.0,203546 - 203110 - 2733 - 2585 - 202691,"Clark,Ian - Green,Draymond - Livingston,Shaun - Pachulia,Zaza - Thompson,Klay",2.5,1.0
197,2.0,0.0,0.0,0.0,201939 - 201142 - 2733 - 1627775 - 2561,"Curry,Stephen - Durant,Kevin - Livingston,Shaun - McCaw,Patrick - West,David",0.0,5.0
198,1.0,0.0,0.0,0.0,203546 - 201939 - 201142 - 2733 - 2585,"Clark,Ian - Curry,Stephen - Durant,Kevin - Livingston,Shaun - Pachulia,Zaza",1.0,2.0
199,1.0,0.0,0.0,0.0,203546 - 203110 - 1626172 - 1627775 - 202691,"Clark,Ian - Green,Draymond - Looney,Kevon - McCaw,Patrick - Thompson,Klay",1.0,2.0
200,3.0,2.1,0.0,2.1,201939 - 201142 - 203110 - 2738 - 2733,"Curry,Stephen - Durant,Kevin - Green,Draymond - Iguodala,Andre - Livingston,Shaun",2.0,2.3
201,1.0,0.0,0.0,0.0,201939 - 201142 - 203110 - 2733 - 2585,"Curry,Stephen - Durant,Kevin - Green,Draymond - Livingston,Shaun - Pachulia,Zaza",2.0,0.0
202,4.0,0.0,1.0,0.0,201939 - 201142 - 2733 - 202691 - 2561,"Curry,Stephen - Durant,Kevin - Livingston,Shaun - Thompson,Klay - West,David",4.0,1.0
203,2.0,0.0,0.0,0.0,201939 - 201142 - 2738 - 1627775 - 201580,"Curry,Stephen - Durant,Kevin - Iguodala,Andre - McCaw,Patrick - McGee,JaVale",3.0,2.0
204,1.0,2.0,0.0,0.0,203110 - 2738 - 2733 - 1626172 - 202691,"Green,Draymond - Iguodala,Andre - Livingston,Shaun - Looney,Kevon - Thompson,Klay",0.0,0.0
205,0.0,0.0,0.0,0.0,203546 - 2733 - 1626172 - 1627775 - 2561,"Clark,Ian - Livingston,Shaun - Looney,Kevon - McCaw,Patrick - West,David",2.0,0.0
206,0.0,1.0,0.0,0.0,203546 - 2733 - 2585 - 202691 - 2561,"Clark,Ian - Livingston,Shaun - Pachulia,Zaza - Thompson,Klay - West,David",0.0,1.0
207,1.0,0.0,0.0,0.0,203546 - 201939 - 201142 - 2738 - 202691,"Clark,Ian - Curry,Stephen - Durant,Kevin - Iguodala,Andre - Thompson,Klay",0.0,0.0
208,0.0,2.0,0.0,0.0,203546 - 201939 - 203110 - 2738 - 203949,"Clark,Ian - Curry,Stephen - Green,Draymond - Iguodala,Andre - McAdoo,James Michael",0.0,2.0
209,2.0,0.0,0.0,0.0,203546 - 201939 - 201142 - 203110 - 202691,"Clark,Ian - Curry,Stephen - Durant,Kevin - Green,Draymond - Thompson,Klay",0.0,0.0
210,0.0,0.0,0.0,0.0,203546 - 201142 - 203110 - 2738 - 2561,"Clark,Ian - Durant,Kevin - Green,Draymond - Iguodala,Andre - West,David",1.0,0.0
211,0.0,0.0,0.0,0.0,203546 - 203110 - 2738 - 2733 - 202691,"Clark,Ian - Green,Draymond - Iguodala,Andre - Livingston,Shaun - Thompson,Klay",2.0,0.0
212,0.0,0.0,0.0,0.0,203546 - 201142 - 203110 - 2738 - 1627775,"Clark,Ian - Durant,Kevin - Green,Draymond - Iguodala,Andre - McCaw,Patrick",2.0,0.0
213,1.0,0.0,0.0,0.0,201939 - 201142 - 2738 - 1627775 - 202691,"Curry,Stephen - Durant,Kevin - Iguodala,Andre - McCaw,Patrick - Thompson,Klay",0.0,3.0
214,0.0,0.0,0.0,0.0,203110 - 2738 - 1627775 - 201580 - 202691,"Green,Draymond - Iguodala,Andre - McCaw,Patrick - McGee,JaVale - Thompson,Klay",0.0,0.0
215,0.0,0.0,0.0,0.0,201142 - 203110 - 2738 - 2585 - 202691,"Durant,Kevin - Green,Draymond - Iguodala,Andre - Pachulia,Zaza - Thompson,Klay",0.0,0.0
216,0.0,0.0,0.0,0.0,2738 - 2733 - 1626172 - 202691 - 2561,"Iguodala,Andre - Livingston,Shaun - Looney,Kevon - Thompson,Klay - West,David",2.0,0.0
217,213.0,54.0,33.0,39.0,203476 - 203897 - 201937 - 1626157 - 203952,"Dieng,Gorgui - LaVine,Zach - Rubio,Ricky - Towns,Karl-Anthony - Wiggins,Andrew",42.5,42.8
218,48.0,21.0,5.0,6.0,202357 - 203476 - 201937 - 1626157 - 203952,"Bjelica,Nemanja - Dieng,Gorgui - Rubio,Ricky - Towns,Karl-Anthony - Wiggins,Andrew",35.0,33.0
219,198.0,50.0,33.0,31.0,203476 - 1627739 - 203897 - 1626157 - 203952,"Dieng,Gorgui - Dunn,Kris - LaVine,Zach - Towns,Karl-Anthony - Wiggins,Andrew",24.7,23.8
220,30.9,8.1,6.0,8.1,202332 - 202357 - 1626145 - 203498 - 201575,"Aldrich,Cole - Bjelica,Nemanja - Jones,Tyus - Muhammad,Shabazz - Rush,Brandon",12.3,10.3
221,23.0,6.0,4.0,4.0,202357 - 1626145 - 203897 - 1626157 - 203952,"Bjelica,Nemanja - Jones,Tyus - LaVine,Zach - Towns,Karl-Anthony - Wiggins,Andrew",9.5,13.5
222,10.0,4.0,2.0,4.0,1626145 - 203897 - 203498 - 1626157 - 203952,"Jones,Tyus - LaVine,Zach - Muhammad,Shabazz - Towns,Karl-Anthony - Wiggins,Andrew",15.0,8.0
223,16.0,6.0,3.0,2.0,202332 - 202357 - 1627739 - 203897 - 203498,"Aldrich,Cole - Bjelica,Nemanja - Dunn,Kris - LaVine,Zach - Muhammad,Shabazz",9.0,13.0
224,33.2,17.2,3.2,2.0,203476 - 1626145 - 203897 - 1626157 - 203952,"Dieng,Gorgui - Jones,Tyus - LaVine,Zach - Towns,Karl-Anthony - Wiggins,Andrew",12.7,15.0
225,7.0,6.0,0.0,0.0,202332 - 202357 - 1627739 - 1626145 - 1626157,"Aldrich,Cole - Bjelica,Nemanja - Dunn,Kris - Jones,Tyus - Towns,Karl-Anthony",15.0,6.0
226,8.0,2.0,0.0,0.0,202332 - 201937 - 201575 - 1626157 - 203952,"Aldrich,Cole - Rubio,Ricky - Rush,Brandon - Towns,Karl-Anthony - Wiggins,Andrew",7.0,9.0
227,6.0,2.0,0.0,3.0,203476 - 1626145 - 201575 - 1626157 - 203952,"Dieng,Gorgui - Jones,Tyus - Rush,Brandon - Towns,Karl-Anthony - Wiggins,Andrew",2.0,12.0
228,8.0,4.0,3.0,2.0,202357 - 1627739 - 201941 - 203498 - 201575,"Bjelica,Nemanja - Dunn,Kris - Hill,Jordan - Muhammad,Shabazz - Rush,Brandon",6.0,8.0
229,4.0,4.0,0.0,1.0,1627739 - 203897 - 203498 - 203940 - 1626157,"Dunn,Kris - LaVine,Zach - Muhammad,Shabazz - Payne,Adreian - Towns,Karl-Anthony",11.0,5.0
230,9.0,0.0,1.0,1.0,202332 - 1626145 - 203897 - 1626157 - 203952,"Aldrich,Cole - Jones,Tyus - LaVine,Zach - Towns,Karl-Anthony - Wiggins,Andrew",9.0,14.0
231,13.0,2.0,2.0,6.0,202357 - 203476 - 203897 - 201937 - 203952,"Bjelica,Nemanja - Dieng,Gorgui - LaVine,Zach - Rubio,Ricky - Wiggins,Andrew",8.0,4.5
232,7.0,4.0,1.0,1.0,201941 - 101249 - 203498 - 203940 - 201575,"Hill,Jordan - Lucas III,John - Muhammad,Shabazz - Payne,Adreian - Rush,Brandon",4.0,8.0
233,12.0,5.0,0.0,4.0,202332 - 202357 - 1626145 - 203498 - 203952,"Aldrich,Cole - Bjelica,Nemanja - Jones,Tyus - Muhammad,Shabazz - Wiggins,Andrew",7.5,9.0
234,14.1,3.9,2.1,8.1,202332 - 203897 - 201937 - 1626157 - 203952,"Aldrich,Cole - LaVine,Zach - Rubio,Ricky - Towns,Karl-Anthony - Wiggins,Andrew",9.4,5.7
235,7.0,4.0,1.0,0.0,203476 - 1626145 - 203897 - 203498 - 203952,"Dieng,Gorgui - Jones,Tyus - LaVine,Zach - Muhammad,Shabazz - Wiggins,Andrew",6.0,11.0
236,21.0,3.0,2.1,3.9,202332 - 202357 - 1626145 - 203897 - 203498,"Aldrich,Cole - Bjelica,Nemanja - Jones,Tyus - LaVine,Zach - Muhammad,Shabazz",8.7,8.0
237,16.0,5.0,5.0,2.0,202332 - 1626145 - 203498 - 1626157 - 203952,"Aldrich,Cole - Jones,Tyus - Muhammad,Shabazz - Towns,Karl-Anthony - Wiggins,Andrew",4.5,6.5
238,14.1,3.9,0.0,2.1,203476 - 203897 - 203498 - 201937 - 1626157,"Dieng,Gorgui - LaVine,Zach - Muhammad,Shabazz - Rubio,Ricky - Towns,Karl-Anthony",9.7,7.0
239,11.0,3.0,2.0,1.0,202332 - 202357 - 1627739 - 203940 - 203952,"Aldrich,Cole - Bjelica,Nemanja - Dunn,Kris - Payne,Adreian - Wiggins,Andrew",8.0,8.5
240,6.0,2.0,0.0,0.0,202357 - 1627739 - 203897 - 203940 - 1626157,"Bjelica,Nemanja - Dunn,Kris - LaVine,Zach - Payne,Adreian - Towns,Karl-Anthony",6.0,8.0
241,5.0,2.0,0.0,1.0,203476 - 203897 - 203940 - 201937 - 203952,"Dieng,Gorgui - LaVine,Zach - Payne,Adreian - Rubio,Ricky - Wiggins,Andrew",8.0,8.0
242,14.0,3.0,4.0,1.0,202332 - 202357 - 1627739 - 203897 - 203940,"Aldrich,Cole - Bjelica,Nemanja - Dunn,Kris - LaVine,Zach - Payne,Adreian",6.5,9.0
243,3.0,4.0,0.0,2.0,202332 - 1627739 - 1626145 - 203940 - 203952,"Aldrich,Cole - Dunn,Kris - Jones,Tyus - Payne,Adreian - Wiggins,Andrew",13.0,6.0
244,5.0,2.0,0.0,0.0,202332 - 202357 - 1627739 - 1626145 - 203498,"Aldrich,Cole - Bjelica,Nemanja - Dunn,Kris - Jones,Tyus - Muhammad,Shabazz",5.0,7.0
245,6.0,5.0,1.0,4.0,202332 - 202357 - 1627739 - 203498 - 201575,"Aldrich,Cole - Bjelica,Nemanja - Dunn,Kris - Muhammad,Shabazz - Rush,Brandon",5.0,7.5
246,15.0,6.9,0.9,0.0,202332 - 202357 - 1627739 - 1626157 - 203952,"Aldrich,Cole - Bjelica,Nemanja - Dunn,Kris - Towns,Karl-Anthony - Wiggins,Andrew",2.4,9.7
247,12.0,2.0,1.0,1.0,202332 - 202357 - 201937 - 1626157 - 203952,"Aldrich,Cole - Bjelica,Nemanja - Rubio,Ricky - Towns,Karl-Anthony - Wiggins,Andrew",7.0,9.5
248,3.0,2.0,0.0,1.0,202357 - 1626145 - 203897 - 203498 - 1626157,"Bjelica,Nemanja - Jones,Tyus - LaVine,Zach - Muhammad,Shabazz - Towns,Karl-Anthony",5.0,5.0
249,3.0,6.0,1.0,0.0,202357 - 1626145 - 201937 - 1626157 - 203952,"Bjelica,Nemanja - Jones,Tyus - Rubio,Ricky - Towns,Karl-Anthony - Wiggins,Andrew",1.0,10.0
250,15.9,2.1,3.0,2.1,202332 - 1627739 - 203897 - 1626157 - 203952,"Aldrich,Cole - Dunn,Kris - LaVine,Zach - Towns,Karl-Anthony - Wiggins,Andrew",5.0,4.7
251,3.0,0.0,0.0,1.0,202332 - 1627739 - 203897 - 201937 - 1626157,"Aldrich,Cole - Dunn,Kris - LaVine,Zach - Rubio,Ricky - Towns,Karl-Anthony",4.0,5.0
252,11.1,3.9,2.1,0.9,202357 - 203476 - 1627739 - 201575 - 203952,"Bjelica,Nemanja - Dieng,Gorgui - Dunn,Kris - Rush,Brandon - Wiggins,Andrew",3.6,5.3
253,3.0,2.0,0.0,1.0,202357 - 1627739 - 203897 - 1626157 - 203952,"Bjelica,Nemanja - Dunn,Kris - LaVine,Zach - Towns,Karl-Anthony - Wiggins,Andrew",10.0,2.0
254,5.0,1.0,0.0,0.0,202357 - 1627739 - 203498 - 201575 - 1626157,"Bjelica,Nemanja - Dunn,Kris - Muhammad,Shabazz - Rush,Brandon - Towns,Karl-Anthony",10.0,9.0
255,4.0,2.0,1.0,0.0,201941 - 1626145 - 101249 - 203498 - 203940,"Hill,Jordan - Jones,Tyus - Lucas III,John - Muhammad,Shabazz - Payne,Adreian",6.0,6.0
256,3.0,2.0,0.0,0.0,202357 - 203476 - 1627739 - 201937 - 203952,"Bjelica,Nemanja - Dieng,Gorgui - Dunn,Kris - Rubio,Ricky - Wiggins,Andrew",2.0,2.0
257,7.0,2.0,2.0,2.0,202357 - 203476 - 1626145 - 203498 - 201575,"Bjelica,Nemanja - Dieng,Gorgui - Jones,Tyus - Muhammad,Shabazz - Rush,Brandon",4.0,0.5
258,5.0,2.0,0.0,1.0,203476 - 1627739 - 203498 - 1626157 - 203952,"Dieng,Gorgui - Dunn,Kris - Muhammad,Shabazz - Towns,Karl-Anthony - Wiggins,Andrew",4.0,2.5
259,11.1,2.1,0.0,0.9,203476 - 1626145 - 203897 - 203498 - 1626157,"Dieng,Gorgui - Jones,Tyus - LaVine,Zach - Muhammad,Shabazz - Towns,Karl-Anthony",6.0,6.0
260,9.0,2.0,3.0,1.0,202357 - 203476 - 1627739 - 203897 - 203498,"Bjelica,Nemanja - Dieng,Gorgui - Dunn,Kris - LaVine,Zach - Muhammad,Shabazz",2.5,3.0
261,3.0,0.0,0.0,1.0,202357 - 203476 - 1627739 - 203498 - 203952,"Bjelica,Nemanja - Dieng,Gorgui - Dunn,Kris - Muhammad,Shabazz - Wiggins,Andrew",5.0,0.0
262,6.0,1.0,0.0,1.0,203476 - 1626145 - 203498 - 1626157 - 203952,"Dieng,Gorgui - Jones,Tyus - Muhammad,Shabazz - Towns,Karl-Anthony - Wiggins,Andrew",3.0,7.0
263,8.0,3.0,2.0,1.0,202332 - 1626145 - 203498 - 201575 - 1626157,"Aldrich,Cole - Jones,Tyus - Muhammad,Shabazz - Rush,Brandon - Towns,Karl-Anthony",7.0,7.5
264,3.0,4.0,0.0,0.0,202332 - 202357 - 1627739 - 203897 - 203952,"Aldrich,Cole - Bjelica,Nemanja - Dunn,Kris - LaVine,Zach - Wiggins,Andrew",4.0,3.0
265,9.0,3.0,3.0,1.0,203476 - 1627739 - 1626145 - 203940 - 203952,"Dieng,Gorgui - Dunn,Kris - Jones,Tyus - Payne,Adreian - Wiggins,Andrew",4.5,4.5
266,1.0,2.0,0.0,1.0,202332 - 1627739 - 203897 - 203498 - 1626157,"Aldrich,Cole - Dunn,Kris - LaVine,Zach - Muhammad,Shabazz - Towns,Karl-Anthony",2.0,4.0
267,5.0,0.0,2.0,0.0,202332 - 1627739 - 203498 - 1626157 - 203952,"Aldrich,Cole - Dunn,Kris - Muhammad,Shabazz - Towns,Karl-Anthony - Wiggins,Andrew",5.0,4.0
268,1.0,0.0,0.0,2.0,202357 - 203476 - 203940 - 201937 - 203952,"Bjelica,Nemanja - Dieng,Gorgui - Payne,Adreian - Rubio,Ricky - Wiggins,Andrew",1.0,0.0
269,3.0,0.0,0.0,1.0,202332 - 202357 - 1627739 - 1626145 - 203940,"Aldrich,Cole - Bjelica,Nemanja - Dunn,Kris - Jones,Tyus - Payne,Adreian",5.0,2.0
270,4.0,2.0,0.0,2.0,202332 - 202357 - 1627739 - 201575 - 203952,"Aldrich,Cole - Bjelica,Nemanja - Dunn,Kris - Rush,Brandon - Wiggins,Andrew",6.5,4.0
271,4.0,0.0,2.0,0.0,202332 - 1626145 - 203897 - 203498 - 1626157,"Aldrich,Cole - Jones,Tyus - LaVine,Zach - Muhammad,Shabazz - Towns,Karl-Anthony",4.0,4.0
272,3.0,1.0,0.0,0.0,202332 - 202357 - 203897 - 203498 - 201937,"Aldrich,Cole - Bjelica,Nemanja - LaVine,Zach - Muhammad,Shabazz - Rubio,Ricky",2.0,5.0
