,FGA_l,FTA_l,MIN_TOT,OREB_l,TOV_l,lineup_ids,lineup_names,points_allowed,points_scored
19,16.0,2.0,6.5,4.0,1.0,202970 - 2605 - 2399 - 101145 - 203089,"Ayon,Gustavo - Daniels,Marquis - Dunleavy,Mike - Ellis,Monta - Henson,John",8.0,20.0
20,10.0,2.0,6.5,1.0,2.0,2399 - 101145 - 2400 - 101141 - 2757,"Dunleavy,Mike - Ellis,Monta - Gooden,Drew - Ilyasova,Ersan - Udrih,Beno",14.0,15.0
21,27.0,4.0,12.6,9.0,2.0,2399 - 201943 - 201601 - 202336 - 202327,"Dunleavy,Mike - Jennings,Brandon - Mbah a Moute,Luc - Sanders,Larry - Udoh,Ekpe",7.0,13.0
22,13.0,3.0,6.2,5.0,2.0,2223 - 2605 - 202699 - 203089 - 2757,"Dalembert,Samuel - Daniels,Marquis - Harris,Tobias - Henson,John - Udrih,Beno",11.0,10.0
23,14.0,0.0,6.2,4.0,2.0,2400 - 202699 - 203089 - 203117 - 2038,"Gooden,Drew - Harris,Tobias - Henson,John - Lamb,Doron - Przybilla,Joel",16.0,10.0
24,33.0,3.9,18.3,3.0,5.1,101145 - 203089 - 101141 - 201601 - 200755,"Ellis,Monta - Henson,John - Ilyasova,Ersan - Mbah a Moute,Luc - Redick,JJ",11.6,12.3
25,126.5,27.5,67.1,25.3,20.9,101145 - 101141 - 201943 - 200755 - 202336,"Ellis,Monta - Ilyasova,Ersan - Jennings,Brandon - Redick,JJ - Sanders,Larry",15.0,14.0
26,29.1,9.0,18.0,2.1,3.0,2223 - 101145 - 201943 - 201601 - 202327,"Dalembert,Samuel - Ellis,Monta - Jennings,Brandon - Mbah a Moute,Luc - Udoh,Ekpe",14.4,10.7
27,51.0,7.0,30.0,9.0,16.0,2605 - 2399 - 202336 - 202327 - 2757,"Daniels,Marquis - Dunleavy,Mike - Sanders,Larry - Udoh,Ekpe - Udrih,Beno",9.2,9.4
28,9.0,0.0,5.9,0.0,2.0,2399 - 101145 - 2400 - 201601 - 200755,"Dunleavy,Mike - Ellis,Monta - Gooden,Drew - Mbah a Moute,Luc - Redick,JJ",14.0,7.0
29,7.0,4.0,5.9,1.0,3.0,2399 - 203089 - 201943 - 201601 - 200755,"Dunleavy,Mike - Henson,John - Jennings,Brandon - Mbah a Moute,Luc - Redick,JJ",17.0,13.0
30,13.0,1.0,5.9,2.0,0.0,2399 - 203089 - 203117 - 202327 - 2757,"Dunleavy,Mike - Henson,John - Lamb,Doron - Udoh,Ekpe - Udrih,Beno",8.0,17.0
31,11.0,0.0,5.8,0.0,1.0,2223 - 2399 - 101145 - 201601 - 200755,"Dalembert,Samuel - Dunleavy,Mike - Ellis,Monta - Mbah a Moute,Luc - Redick,JJ",17.0,14.0
32,17.0,6.0,11.4,4.0,4.0,202970 - 2399 - 101145 - 201601 - 200755,"Ayon,Gustavo - Dunleavy,Mike - Ellis,Monta - Mbah a Moute,Luc - Redick,JJ",11.5,13.0
33,54.0,16.0,28.5,9.0,11.0,2223 - 2399 - 101145 - 201943 - 201601,"Dalembert,Samuel - Dunleavy,Mike - Ellis,Monta - Jennings,Brandon - Mbah a Moute,Luc",11.6,12.0
34,54.0,5.0,28.5,6.0,8.0,2223 - 2399 - 201943 - 200755 - 202327,"Dalembert,Samuel - Dunleavy,Mike - Jennings,Brandon - Redick,JJ - Udoh,Ekpe",12.6,9.0
35,13.0,2.0,5.7,2.0,1.0,101145 - 201943 - 203117 - 202336 - 202327,"Ellis,Monta - Jennings,Brandon - Lamb,Doron - Sanders,Larry - Udoh,Ekpe",18.0,16.0
36,23.0,7.0,11.0,3.0,1.0,2399 - 101145 - 203089 - 101141 - 201943,"Dunleavy,Mike - Ellis,Monta - Henson,John - Ilyasova,Ersan - Jennings,Brandon",11.5,15.0
37,10.0,0.0,5.4,1.0,2.0,2605 - 202699 - 101141 - 201943 - 202336,"Daniels,Marquis - Harris,Tobias - Ilyasova,Ersan - Jennings,Brandon - Sanders,Larry",8.0,7.0
38,37.2,6.0,21.6,1.2,6.0,2399 - 101141 - 201943 - 203117 - 202327,"Dunleavy,Mike - Ilyasova,Ersan - Jennings,Brandon - Lamb,Doron - Udoh,Ekpe",10.6,8.3
39,8.0,0.0,5.3,0.0,3.0,2399 - 101145 - 202699 - 202327 - 2757,"Dunleavy,Mike - Ellis,Monta - Harris,Tobias - Udoh,Ekpe - Udrih,Beno",8.0,9.0
40,48.0,10.0,26.5,7.0,8.0,101145 - 201943 - 201601 - 202336 - 202327,"Ellis,Monta - Jennings,Brandon - Mbah a Moute,Luc - Sanders,Larry - Udoh,Ekpe",10.6,8.4
41,6.0,4.0,5.2,0.0,1.0,2223 - 2399 - 101141 - 201943 - 200755,"Dalembert,Samuel - Dunleavy,Mike - Ilyasova,Ersan - Jennings,Brandon - Redick,JJ",10.0,12.0
42,27.9,12.9,15.3,6.0,3.9,2223 - 2399 - 101145 - 203089 - 200755,"Dalembert,Samuel - Dunleavy,Mike - Ellis,Monta - Henson,John - Redick,JJ",10.3,12.0
43,16.0,8.0,10.2,2.0,4.0,2223 - 101141 - 201943 - 203117 - 201601,"Dalembert,Samuel - Ilyasova,Ersan - Jennings,Brandon - Lamb,Doron - Mbah a Moute,Luc",9.0,8.0
44,6.0,2.0,5.1,1.0,1.0,2399 - 101145 - 203117 - 202336 - 202327,"Dunleavy,Mike - Ellis,Monta - Lamb,Doron - Sanders,Larry - Udoh,Ekpe",8.0,4.0
45,10.0,4.0,5.1,2.0,0.0,101145 - 203089 - 203117 - 201601 - 202336,"Ellis,Monta - Henson,John - Lamb,Doron - Mbah a Moute,Luc - Sanders,Larry",4.0,14.0
46,11.0,3.0,5.0,1.0,0.0,2223 - 2399 - 2400 - 201943 - 2757,"Dalembert,Samuel - Dunleavy,Mike - Gooden,Drew - Jennings,Brandon - Udrih,Beno",9.0,15.0
47,9.0,6.0,5.0,4.0,1.0,2605 - 201943 - 201601 - 202336 - 2757,"Daniels,Marquis - Jennings,Brandon - Mbah a Moute,Luc - Sanders,Larry - Udrih,Beno",13.0,10.0
48,8.0,3.0,4.9,0.0,1.0,2223 - 2605 - 101141 - 201943 - 201601,"Dalembert,Samuel - Daniels,Marquis - Ilyasova,Ersan - Jennings,Brandon - Mbah a Moute,Luc",11.0,14.0
49,15.0,7.0,9.8,1.0,2.0,2605 - 2400 - 203089 - 203117 - 2038,"Daniels,Marquis - Gooden,Drew - Henson,John - Lamb,Doron - Przybilla,Joel",12.5,10.5
50,351.0,101.4,191.1,39.0,58.5,2399 - 101145 - 101141 - 201943 - 202336,"Dunleavy,Mike - Ellis,Monta - Ilyasova,Ersan - Jennings,Brandon - Sanders,Larry",10.6,11.4
51,24.0,8.1,14.4,2.1,3.9,2223 - 2605 - 101145 - 101141 - 201943,"Dalembert,Samuel - Daniels,Marquis - Ellis,Monta - Ilyasova,Ersan - Jennings,Brandon",8.0,9.7
52,10.0,2.0,4.8,2.0,1.0,2223 - 101145 - 101141 - 201943 - 2757,"Dalembert,Samuel - Ellis,Monta - Ilyasova,Ersan - Jennings,Brandon - Udrih,Beno",12.0,7.0
53,11.0,2.0,4.7,2.0,0.0,2399 - 101145 - 203089 - 201943 - 201601,"Dunleavy,Mike - Ellis,Monta - Henson,John - Jennings,Brandon - Mbah a Moute,Luc",12.0,15.0
54,37.2,2.0,18.8,7.2,5.2,2399 - 101145 - 200755 - 202336 - 202327,"Dunleavy,Mike - Ellis,Monta - Redick,JJ - Sanders,Larry - Udoh,Ekpe",9.8,10.8
55,10.0,12.0,9.4,1.0,1.0,101141 - 201943 - 201601 - 200755 - 202336,"Ilyasova,Ersan - Jennings,Brandon - Mbah a Moute,Luc - Redick,JJ - Sanders,Larry",13.5,10.0
56,9.0,2.0,4.6,3.0,0.0,202970 - 2605 - 2399 - 203089 - 202397,"Ayon,Gustavo - Daniels,Marquis - Dunleavy,Mike - Henson,John - Smith,Ish",7.0,15.0
57,8.0,2.0,4.6,1.0,1.0,2223 - 2399 - 201601 - 200755 - 202397,"Dalembert,Samuel - Dunleavy,Mike - Mbah a Moute,Luc - Redick,JJ - Smith,Ish",14.0,10.0
58,10.0,0.0,4.6,0.0,0.0,2605 - 2399 - 201943 - 202336 - 2757,"Daniels,Marquis - Dunleavy,Mike - Jennings,Brandon - Sanders,Larry - Udrih,Beno",7.0,9.0
59,9.0,2.0,4.6,1.0,1.0,2399 - 101145 - 101141 - 201943 - 2038,"Dunleavy,Mike - Ellis,Monta - Ilyasova,Ersan - Jennings,Brandon - Przybilla,Joel",13.0,11.0
60,21.9,6.9,13.8,3.9,8.1,2399 - 203089 - 101141 - 201943 - 2757,"Dunleavy,Mike - Henson,John - Ilyasova,Ersan - Jennings,Brandon - Udrih,Beno",10.0,14.0
61,29.2,5.2,18.0,3.2,6.0,2605 - 101145 - 203089 - 201943 - 202327,"Daniels,Marquis - Ellis,Monta - Henson,John - Jennings,Brandon - Udoh,Ekpe",11.5,6.5
62,11.0,0.0,4.5,2.0,2.0,2605 - 203089 - 203117 - 2038 - 2757,"Daniels,Marquis - Henson,John - Lamb,Doron - Przybilla,Joel - Udrih,Beno",15.0,6.0
63,16.0,2.0,9.0,1.0,1.0,2399 - 101145 - 201601 - 202397 - 202327,"Dunleavy,Mike - Ellis,Monta - Mbah a Moute,Luc - Smith,Ish - Udoh,Ekpe",13.0,9.0
64,11.0,2.0,4.5,4.0,0.0,101145 - 2400 - 101141 - 201943 - 203117,"Ellis,Monta - Gooden,Drew - Ilyasova,Ersan - Jennings,Brandon - Lamb,Doron",10.0,12.0
65,8.0,0.0,4.4,0.0,0.0,2223 - 2399 - 201943 - 200755 - 202336,"Dalembert,Samuel - Dunleavy,Mike - Jennings,Brandon - Redick,JJ - Sanders,Larry",13.0,7.0
66,18.0,6.0,8.8,5.0,1.0,2605 - 202699 - 203089 - 203117 - 2038,"Daniels,Marquis - Harris,Tobias - Henson,John - Lamb,Doron - Przybilla,Joel",10.0,9.0
67,9.0,0.0,4.4,0.0,0.0,2399 - 101145 - 202699 - 201943 - 202336,"Dunleavy,Mike - Ellis,Monta - Harris,Tobias - Jennings,Brandon - Sanders,Larry",10.0,11.0
68,7.0,0.0,4.3,0.0,1.0,202970 - 2605 - 2399 - 101145 - 200755,"Ayon,Gustavo - Daniels,Marquis - Dunleavy,Mike - Ellis,Monta - Redick,JJ",7.0,9.0
69,6.0,0.0,4.3,0.0,1.0,202699 - 203089 - 201943 - 202327 - 2757,"Harris,Tobias - Henson,John - Jennings,Brandon - Udoh,Ekpe - Udrih,Beno",5.0,2.0
70,8.0,0.0,4.2,1.0,1.0,2223 - 2605 - 2399 - 202336 - 2757,"Dalembert,Samuel - Daniels,Marquis - Dunleavy,Mike - Sanders,Larry - Udrih,Beno",10.0,10.0
71,51.8,7.7,29.4,6.3,7.7,2605 - 2399 - 203089 - 202327 - 2757,"Daniels,Marquis - Dunleavy,Mike - Henson,John - Udoh,Ekpe - Udrih,Beno",6.6,8.0
72,7.0,5.0,4.2,1.0,1.0,2605 - 2400 - 203089 - 203117 - 201601,"Daniels,Marquis - Gooden,Drew - Henson,John - Lamb,Doron - Mbah a Moute,Luc",6.0,10.0
73,154.0,28.0,84.0,30.0,24.0,2399 - 101145 - 203089 - 202327 - 2757,"Dunleavy,Mike - Ellis,Monta - Henson,John - Udoh,Ekpe - Udrih,Beno",8.5,8.9
74,8.0,3.0,4.2,1.0,1.0,2399 - 101145 - 101141 - 201943 - 2757,"Dunleavy,Mike - Ellis,Monta - Ilyasova,Ersan - Jennings,Brandon - Udrih,Beno",8.0,14.0
75,24.9,3.9,12.3,3.0,3.9,202970 - 2399 - 101145 - 200755 - 202327,"Ayon,Gustavo - Dunleavy,Mike - Ellis,Monta - Redick,JJ - Udoh,Ekpe",5.6,13.3
76,7.0,4.0,4.1,2.0,4.0,2223 - 2605 - 2400 - 202699 - 2757,"Dalembert,Samuel - Daniels,Marquis - Gooden,Drew - Harris,Tobias - Udrih,Beno",7.0,9.0
77,7.0,0.0,4.1,1.0,1.0,2605 - 101145 - 201943 - 203117 - 202336,"Daniels,Marquis - Ellis,Monta - Jennings,Brandon - Lamb,Doron - Sanders,Larry",11.0,6.0
78,15.0,2.0,8.2,2.0,4.0,2399 - 2400 - 203089 - 201943 - 2757,"Dunleavy,Mike - Gooden,Drew - Henson,John - Jennings,Brandon - Udrih,Beno",8.5,7.5
79,8.0,2.0,4.1,1.0,0.0,2399 - 203089 - 200755 - 202336 - 202397,"Dunleavy,Mike - Henson,John - Redick,JJ - Sanders,Larry - Smith,Ish",8.0,7.0
80,27.0,3.9,12.3,9.0,6.9,101145 - 203089 - 201943 - 201601 - 202327,"Ellis,Monta - Henson,John - Jennings,Brandon - Mbah a Moute,Luc - Udoh,Ekpe",11.3,5.0
81,18.0,6.0,12.3,3.0,3.9,101141 - 201943 - 203117 - 201601 - 202327,"Ilyasova,Ersan - Jennings,Brandon - Lamb,Doron - Mbah a Moute,Luc - Udoh,Ekpe",8.3,8.3
82,14.0,5.0,8.0,1.0,3.0,202970 - 2399 - 101145 - 203089 - 200755,"Ayon,Gustavo - Dunleavy,Mike - Ellis,Monta - Henson,John - Redick,JJ",4.5,11.0
83,9.0,2.0,4.0,1.0,0.0,2223 - 101145 - 202699 - 203089 - 2757,"Dalembert,Samuel - Ellis,Monta - Harris,Tobias - Henson,John - Udrih,Beno",10.0,6.0
84,13.0,8.0,8.0,3.0,3.0,2605 - 101145 - 101141 - 203117 - 202327,"Daniels,Marquis - Ellis,Monta - Ilyasova,Ersan - Lamb,Doron - Udoh,Ekpe",7.5,8.5
85,75.9,16.5,44.0,7.7,15.4,2399 - 203089 - 201943 - 202327 - 2757,"Dunleavy,Mike - Henson,John - Jennings,Brandon - Udoh,Ekpe - Udrih,Beno",7.3,6.7
86,13.0,4.0,8.0,2.0,4.0,101145 - 101141 - 201943 - 202336 - 2757,"Ellis,Monta - Ilyasova,Ersan - Jennings,Brandon - Sanders,Larry - Udrih,Beno",8.5,6.5
87,6.0,2.0,3.9,1.0,1.0,202970 - 2605 - 203089 - 201943 - 200755,"Ayon,Gustavo - Daniels,Marquis - Henson,John - Jennings,Brandon - Redick,JJ",4.0,4.0
88,6.0,2.0,3.9,2.0,1.0,202970 - 2399 - 203089 - 201943 - 200755,"Ayon,Gustavo - Dunleavy,Mike - Henson,John - Jennings,Brandon - Redick,JJ",5.0,3.0
89,8.0,2.0,3.9,1.0,1.0,2605 - 101145 - 101141 - 201943 - 203117,"Daniels,Marquis - Ellis,Monta - Ilyasova,Ersan - Jennings,Brandon - Lamb,Doron",6.0,12.0
90,6.0,2.0,3.9,0.0,1.0,2399 - 101145 - 201943 - 2038 - 202327,"Dunleavy,Mike - Ellis,Monta - Jennings,Brandon - Przybilla,Joel - Udoh,Ekpe",11.0,11.0
91,8.0,0.0,3.9,0.0,0.0,2399 - 201943 - 200755 - 202397 - 202327,"Dunleavy,Mike - Jennings,Brandon - Redick,JJ - Smith,Ish - Udoh,Ekpe",12.0,7.0
92,11.0,2.0,3.9,3.0,1.0,101145 - 101141 - 201943 - 2038 - 2757,"Ellis,Monta - Ilyasova,Ersan - Jennings,Brandon - Przybilla,Joel - Udrih,Beno",13.0,5.0
93,13.0,5.0,7.6,2.0,1.0,202970 - 2399 - 200755 - 202397 - 202327,"Ayon,Gustavo - Dunleavy,Mike - Redick,JJ - Smith,Ish - Udoh,Ekpe",8.0,8.5
94,37.8,13.2,22.8,3.0,6.0,2399 - 101145 - 201943 - 200755 - 202336,"Dunleavy,Mike - Ellis,Monta - Jennings,Brandon - Redick,JJ - Sanders,Larry",9.4,9.2
95,56.8,16.0,30.4,12.0,12.8,2399 - 203089 - 201943 - 200755 - 202327,"Dunleavy,Mike - Henson,John - Jennings,Brandon - Redick,JJ - Udoh,Ekpe",6.1,6.4
96,8.0,0.0,3.8,1.0,0.0,101145 - 203089 - 101141 - 201601 - 202397,"Ellis,Monta - Henson,John - Ilyasova,Ersan - Mbah a Moute,Luc - Smith,Ish",6.0,17.0
97,6.0,0.0,3.7,1.0,1.0,202970 - 2223 - 2399 - 101145 - 200755,"Ayon,Gustavo - Dalembert,Samuel - Dunleavy,Mike - Ellis,Monta - Redick,JJ",6.0,4.0
98,5.0,0.0,3.7,0.0,2.0,2223 - 101145 - 202699 - 201943 - 203117,"Dalembert,Samuel - Ellis,Monta - Harris,Tobias - Jennings,Brandon - Lamb,Doron",16.0,9.0
99,5.0,3.0,3.7,0.0,2.0,2223 - 201943 - 201601 - 200755 - 202327,"Dalembert,Samuel - Jennings,Brandon - Mbah a Moute,Luc - Redick,JJ - Udoh,Ekpe",4.0,10.0
100,5.0,2.0,3.7,0.0,1.0,2605 - 101141 - 201943 - 200755 - 202327,"Daniels,Marquis - Ilyasova,Ersan - Jennings,Brandon - Redick,JJ - Udoh,Ekpe",15.0,11.0
101,56.0,10.4,29.6,8.8,4.8,2399 - 101145 - 203089 - 200755 - 202327,"Dunleavy,Mike - Ellis,Monta - Henson,John - Redick,JJ - Udoh,Ekpe",7.5,7.6
102,21.9,5.1,10.8,5.1,0.9,2605 - 101145 - 101141 - 200755 - 202336,"Daniels,Marquis - Ellis,Monta - Ilyasova,Ersan - Redick,JJ - Sanders,Larry",6.0,9.7
103,98.0,25.2,50.4,16.8,11.2,2399 - 101145 - 101141 - 200755 - 202336,"Dunleavy,Mike - Ellis,Monta - Ilyasova,Ersan - Redick,JJ - Sanders,Larry",5.2,8.6
104,39.9,18.9,25.2,7.0,6.3,2399 - 101141 - 201943 - 202327 - 2757,"Dunleavy,Mike - Ilyasova,Ersan - Jennings,Brandon - Udoh,Ekpe - Udrih,Beno",8.6,7.0
105,6.0,2.0,3.6,0.0,0.0,101145 - 2400 - 202699 - 203089 - 201943,"Ellis,Monta - Gooden,Drew - Harris,Tobias - Henson,John - Jennings,Brandon",6.0,8.0
106,14.0,2.0,7.0,1.0,2.0,202970 - 2399 - 201943 - 201601 - 200755,"Ayon,Gustavo - Dunleavy,Mike - Jennings,Brandon - Mbah a Moute,Luc - Redick,JJ",9.5,8.0
107,8.0,4.0,7.0,0.0,4.0,2605 - 101145 - 203089 - 201943 - 202336,"Daniels,Marquis - Ellis,Monta - Henson,John - Jennings,Brandon - Sanders,Larry",9.0,4.0
108,10.0,0.0,3.5,4.0,0.0,101145 - 2400 - 202699 - 101141 - 201943,"Ellis,Monta - Gooden,Drew - Harris,Tobias - Ilyasova,Ersan - Jennings,Brandon",6.0,6.0
109,33.0,9.0,17.0,9.0,5.0,202970 - 2399 - 203089 - 200755 - 202397,"Ayon,Gustavo - Dunleavy,Mike - Henson,John - Redick,JJ - Smith,Ish",5.2,6.0
110,18.0,3.0,10.2,3.0,3.9,2223 - 2605 - 2399 - 202327 - 2757,"Dalembert,Samuel - Daniels,Marquis - Dunleavy,Mike - Udoh,Ekpe - Udrih,Beno",8.3,7.3
111,125.4,36.1,64.6,11.4,17.1,2223 - 2399 - 101145 - 101141 - 201943,"Dalembert,Samuel - Dunleavy,Mike - Ellis,Monta - Ilyasova,Ersan - Jennings,Brandon",8.2,8.4
112,6.0,0.0,3.4,0.0,1.0,2605 - 2399 - 201601 - 202336 - 2757,"Daniels,Marquis - Dunleavy,Mike - Mbah a Moute,Luc - Sanders,Larry - Udrih,Beno",6.0,7.0
113,6.0,0.0,3.4,0.0,0.0,2605 - 101145 - 201601 - 200755 - 202327,"Daniels,Marquis - Ellis,Monta - Mbah a Moute,Luc - Redick,JJ - Udoh,Ekpe",6.0,7.0
114,6.0,0.0,3.4,1.0,3.0,2399 - 2400 - 203089 - 201943 - 200755,"Dunleavy,Mike - Gooden,Drew - Henson,John - Jennings,Brandon - Redick,JJ",6.0,4.0
115,8.0,2.0,3.3,0.0,0.0,2223 - 2605 - 101145 - 202699 - 201943,"Dalembert,Samuel - Daniels,Marquis - Ellis,Monta - Harris,Tobias - Jennings,Brandon",2.0,11.0
116,5.0,2.0,3.3,0.0,1.0,2399 - 101145 - 201601 - 200755 - 202336,"Dunleavy,Mike - Ellis,Monta - Mbah a Moute,Luc - Redick,JJ - Sanders,Larry",4.0,9.0
117,2.0,0.0,3.3,1.0,5.0,2399 - 101145 - 201601 - 202336 - 202327,"Dunleavy,Mike - Ellis,Monta - Mbah a Moute,Luc - Sanders,Larry - Udoh,Ekpe",9.0,2.0
118,81.2,25.2,46.2,8.4,15.4,2399 - 101145 - 202336 - 202327 - 2757,"Dunleavy,Mike - Ellis,Monta - Sanders,Larry - Udoh,Ekpe - Udrih,Beno",5.6,5.9
119,17.1,3.0,9.9,2.1,0.9,2399 - 201943 - 201601 - 200755 - 202336,"Dunleavy,Mike - Jennings,Brandon - Mbah a Moute,Luc - Redick,JJ - Sanders,Larry",6.3,7.3
120,14.1,6.0,9.6,2.1,5.1,2223 - 2605 - 2399 - 203089 - 2757,"Dalembert,Samuel - Daniels,Marquis - Dunleavy,Mike - Henson,John - Udrih,Beno",8.7,6.0
121,15.0,5.1,9.6,0.9,2.1,2605 - 101145 - 2400 - 201943 - 201601,"Daniels,Marquis - Ellis,Monta - Gooden,Drew - Jennings,Brandon - Mbah a Moute,Luc",5.3,6.3
122,8.0,2.0,3.2,3.0,1.0,2605 - 202699 - 203089 - 202327 - 2757,"Daniels,Marquis - Harris,Tobias - Henson,John - Udoh,Ekpe - Udrih,Beno",2.0,6.0
123,115.2,25.2,57.6,25.2,18.0,2399 - 101145 - 201943 - 201601 - 202336,"Dunleavy,Mike - Ellis,Monta - Jennings,Brandon - Mbah a Moute,Luc - Sanders,Larry",6.5,6.6
124,5.0,0.0,3.1,1.0,1.0,2223 - 2399 - 203089 - 201943 - 200755,"Dalembert,Samuel - Dunleavy,Mike - Henson,John - Jennings,Brandon - Redick,JJ",8.0,7.0
125,12.0,0.0,3.1,4.0,0.0,2605 - 2399 - 101145 - 203089 - 201943,"Daniels,Marquis - Dunleavy,Mike - Ellis,Monta - Henson,John - Jennings,Brandon",9.0,8.0
126,6.0,4.0,3.1,0.0,1.0,2605 - 2399 - 101145 - 203089 - 202397,"Daniels,Marquis - Dunleavy,Mike - Ellis,Monta - Henson,John - Smith,Ish",7.0,6.0
127,5.0,0.0,3.1,0.0,1.0,2605 - 2399 - 101145 - 101141 - 201943,"Daniels,Marquis - Dunleavy,Mike - Ellis,Monta - Ilyasova,Ersan - Jennings,Brandon",7.0,4.0
128,3.0,6.0,3.1,0.0,1.0,2605 - 2399 - 2400 - 201943 - 202327,"Daniels,Marquis - Dunleavy,Mike - Gooden,Drew - Jennings,Brandon - Udoh,Ekpe",11.0,6.0
129,7.0,0.0,3.1,2.0,0.0,2605 - 202699 - 203089 - 202336 - 2757,"Daniels,Marquis - Harris,Tobias - Henson,John - Sanders,Larry - Udrih,Beno",2.0,5.0
130,83.3,23.8,52.7,5.1,15.3,2399 - 101145 - 201943 - 202336 - 202327,"Dunleavy,Mike - Ellis,Monta - Jennings,Brandon - Sanders,Larry - Udoh,Ekpe",6.0,5.9
131,7.0,0.0,3.1,3.0,1.0,2399 - 203089 - 201943 - 201601 - 2757,"Dunleavy,Mike - Henson,John - Jennings,Brandon - Mbah a Moute,Luc - Udrih,Beno",9.0,2.0
132,30.0,12.0,15.5,7.0,3.0,101145 - 203089 - 101141 - 201943 - 201601,"Ellis,Monta - Henson,John - Ilyasova,Ersan - Jennings,Brandon - Mbah a Moute,Luc",8.2,5.0
133,24.0,4.0,15.0,1.0,5.0,2605 - 2399 - 101145 - 201943 - 202336,"Daniels,Marquis - Dunleavy,Mike - Ellis,Monta - Jennings,Brandon - Sanders,Larry",4.0,5.8
134,13.0,0.0,6.0,1.0,2.0,2399 - 101145 - 101141 - 202397 - 202327,"Dunleavy,Mike - Ellis,Monta - Ilyasova,Ersan - Smith,Ish - Udoh,Ekpe",7.5,5.0
