,FGA_l,FTA_l,MIN_TOT,OREB_l,TOV_l,lineup_ids,lineup_names,points_allowed,points_scored
614,12.9,9.0,9.0,0.9,2.1,200826 - 201978 - 201967 - 1905 - 201593,"Barea,Jose Juan - Budinger,Chase - Cunningham,Dante - Kirilenko,Andrei - Pekovic,Nikola",5.3,7.0
615,34.8,16.8,18.0,7.2,4.8,200826 - 201967 - 2557 - 201937 - 202682,"Barea,Jose Juan - Cunningham,Dante - Ridnour,Luke - Rubio,Ricky - Williams,Derrick",6.0,6.2
616,21.0,5.1,9.0,3.0,0.0,200826 - 201967 - 2557 - 201880 - 202682,"Barea,Jose Juan - Cunningham,Dante - Ridnour,Luke - Stiemsma,Greg - Williams,Derrick",4.6,9.3
617,9.0,6.0,6.0,2.0,1.0,201967 - 1905 - 201593 - 201937 - 202682,"Cunningham,Dante - Kirilenko,Andrei - Pekovic,Nikola - Rubio,Ricky - Williams,Derrick",7.0,2.5
618,7.0,0.0,2.9,2.0,0.0,200811 - 202351 - 201937 - 201880 - 202682,"Amundson,Lou - Hayward,Lazar - Rubio,Ricky - Stiemsma,Greg - Williams,Derrick",2.0,2.0
619,3.0,0.0,2.9,0.0,3.0,200811 - 202351 - 203144 - 201880 - 202682,"Amundson,Lou - Hayward,Lazar - Shved,Alexey - Stiemsma,Greg - Williams,Derrick",8.0,4.0
620,12.0,12.0,8.7,2.1,0.9,200826 - 201967 - 1905 - 201593 - 200750,"Barea,Jose Juan - Cunningham,Dante - Kirilenko,Andrei - Pekovic,Nikola - Roy,Brandon",3.7,8.0
621,7.0,6.0,5.8,2.0,4.0,200826 - 201967 - 1905 - 201937 - 201880,"Barea,Jose Juan - Cunningham,Dante - Kirilenko,Andrei - Rubio,Ricky - Stiemsma,Greg",4.5,6.5
622,31.8,7.8,17.4,4.2,4.2,200826 - 201967 - 201593 - 2557 - 203144,"Barea,Jose Juan - Cunningham,Dante - Pekovic,Nikola - Ridnour,Luke - Shved,Alexey",6.8,5.5
623,24.0,12.0,11.6,6.0,3.2,200826 - 2572 - 201567 - 201593 - 203144,"Barea,Jose Juan - Howard,Josh - Love,Kevin - Pekovic,Nikola - Shved,Alexey",5.8,5.3
624,24.0,11.2,11.6,3.2,0.0,200826 - 201593 - 2557 - 201937 - 202682,"Barea,Jose Juan - Pekovic,Nikola - Ridnour,Luke - Rubio,Ricky - Williams,Derrick",6.0,6.8
625,5.0,0.0,2.9,2.0,3.0,202351 - 201937 - 203144 - 201880 - 202682,"Hayward,Lazar - Rubio,Ricky - Shved,Alexey - Stiemsma,Greg - Williams,Derrick",8.0,2.0
626,30.8,16.8,20.3,6.3,4.9,1905 - 201593 - 2557 - 203144 - 202682,"Kirilenko,Andrei - Pekovic,Nikola - Ridnour,Luke - Shved,Alexey - Williams,Derrick",6.0,7.0
627,3.0,0.0,2.8,0.0,2.0,200811 - 202351 - 2557 - 203144 - 202682,"Amundson,Lou - Hayward,Lazar - Ridnour,Luke - Shved,Alexey - Williams,Derrick",9.0,4.0
628,41.4,9.9,25.2,8.1,11.7,200826 - 201967 - 101153 - 201593 - 203144,"Barea,Jose Juan - Cunningham,Dante - Gelabale,Mickael - Pekovic,Nikola - Shved,Alexey",6.7,4.9
629,3.0,2.0,2.8,0.0,1.0,101215 - 201967 - 202723 - 203144 - 201880,"Conroy,Will - Cunningham,Dante - Lee,Malcolm - Shved,Alexey - Stiemsma,Greg",5.0,1.0
630,21.0,3.9,8.4,5.1,2.1,201967 - 101153 - 201593 - 2557 - 201937,"Cunningham,Dante - Gelabale,Mickael - Pekovic,Nikola - Ridnour,Luke - Rubio,Ricky",4.7,9.0
631,6.0,0.0,2.8,0.0,0.0,202419 - 201593 - 2557 - 201937 - 202682,"Johnson,Chris - Pekovic,Nikola - Ridnour,Luke - Rubio,Ricky - Williams,Derrick",5.0,8.0
632,5.0,1.0,2.8,2.0,3.0,1905 - 201567 - 201593 - 2557 - 202682,"Kirilenko,Andrei - Love,Kevin - Pekovic,Nikola - Ridnour,Luke - Williams,Derrick",9.0,5.0
633,17.2,5.2,11.2,2.0,6.0,2557 - 201937 - 203144 - 201880 - 202682,"Ridnour,Luke - Rubio,Ricky - Shved,Alexey - Stiemsma,Greg - Williams,Derrick",6.8,5.5
634,3.0,0.0,2.7,0.0,2.0,200811 - 200826 - 101153 - 201937 - 202682,"Amundson,Lou - Barea,Jose Juan - Gelabale,Mickael - Rubio,Ricky - Williams,Derrick",7.0,2.0
635,49.0,9.0,27.0,8.0,4.0,200826 - 201967 - 1905 - 201593 - 201937,"Barea,Jose Juan - Cunningham,Dante - Kirilenko,Andrei - Pekovic,Nikola - Rubio,Ricky",5.3,5.1
636,33.0,6.0,16.2,7.8,6.0,200826 - 201967 - 201593 - 203144 - 202682,"Barea,Jose Juan - Cunningham,Dante - Pekovic,Nikola - Shved,Alexey - Williams,Derrick",5.7,5.2
637,9.9,6.0,8.1,0.9,3.9,200826 - 201967 - 2557 - 201937 - 201880,"Barea,Jose Juan - Cunningham,Dante - Ridnour,Luke - Rubio,Ricky - Stiemsma,Greg",6.7,4.0
638,9.0,0.0,5.4,1.0,2.0,200826 - 201593 - 201937 - 203144 - 202682,"Barea,Jose Juan - Pekovic,Nikola - Rubio,Ricky - Shved,Alexey - Williams,Derrick",8.5,4.5
639,4.0,2.0,2.7,1.0,2.0,201967 - 101153 - 202419 - 2557 - 203144,"Cunningham,Dante - Gelabale,Mickael - Johnson,Chris - Ridnour,Luke - Shved,Alexey",9.0,8.0
640,6.0,0.0,2.7,2.0,0.0,101153 - 202419 - 2557 - 203144 - 201880,"Gelabale,Mickael - Johnson,Chris - Ridnour,Luke - Shved,Alexey - Stiemsma,Greg",6.0,6.0
641,7.0,2.0,2.7,3.0,1.0,1905 - 201567 - 2557 - 203144 - 201880,"Kirilenko,Andrei - Love,Kevin - Ridnour,Luke - Shved,Alexey - Stiemsma,Greg",5.0,4.0
642,15.0,0.0,8.1,3.9,2.1,1905 - 2557 - 203144 - 201880 - 202682,"Kirilenko,Andrei - Ridnour,Luke - Shved,Alexey - Stiemsma,Greg - Williams,Derrick",6.7,4.7
643,6.0,7.0,5.2,1.0,3.0,200826 - 201967 - 101153 - 1905 - 201880,"Barea,Jose Juan - Cunningham,Dante - Gelabale,Mickael - Kirilenko,Andrei - Stiemsma,Greg",6.0,5.5
644,10.0,2.0,5.2,1.0,1.0,200826 - 101153 - 201937 - 201880 - 202682,"Barea,Jose Juan - Gelabale,Mickael - Rubio,Ricky - Stiemsma,Greg - Williams,Derrick",6.5,3.5
645,40.8,8.0,20.8,8.8,6.4,200826 - 1905 - 201567 - 201593 - 203144,"Barea,Jose Juan - Kirilenko,Andrei - Love,Kevin - Pekovic,Nikola - Shved,Alexey",5.5,5.8
646,12.9,8.1,7.8,2.1,3.0,200826 - 1905 - 201593 - 201937 - 202682,"Barea,Jose Juan - Kirilenko,Andrei - Pekovic,Nikola - Rubio,Ricky - Williams,Derrick",5.3,6.3
647,4.0,0.0,2.6,0.0,1.0,201978 - 201967 - 201593 - 201937 - 202682,"Budinger,Chase - Cunningham,Dante - Pekovic,Nikola - Rubio,Ricky - Williams,Derrick",8.0,4.0
648,3.0,2.0,2.5,1.0,0.0,200826 - 201967 - 101153 - 201880 - 202682,"Barea,Jose Juan - Cunningham,Dante - Gelabale,Mickael - Stiemsma,Greg - Williams,Derrick",9.0,4.0
649,5.0,0.0,2.5,0.0,0.0,200826 - 201967 - 1905 - 202723 - 201593,"Barea,Jose Juan - Cunningham,Dante - Kirilenko,Andrei - Lee,Malcolm - Pekovic,Nikola",5.0,5.0
650,30.8,6.3,17.5,4.2,4.2,200826 - 201967 - 2557 - 203144 - 201880,"Barea,Jose Juan - Cunningham,Dante - Ridnour,Luke - Shved,Alexey - Stiemsma,Greg",4.0,3.6
651,15.0,6.0,7.5,2.1,0.0,200826 - 1905 - 201567 - 203144 - 201880,"Barea,Jose Juan - Kirilenko,Andrei - Love,Kevin - Shved,Alexey - Stiemsma,Greg",6.7,4.7
652,4.0,0.0,2.5,0.0,0.0,200826 - 1905 - 200750 - 201880 - 202682,"Barea,Jose Juan - Kirilenko,Andrei - Roy,Brandon - Stiemsma,Greg - Williams,Derrick",7.0,6.0
653,7.0,6.0,5.0,1.0,1.0,201978 - 1905 - 2557 - 201880 - 202682,"Budinger,Chase - Kirilenko,Andrei - Ridnour,Luke - Stiemsma,Greg - Williams,Derrick",3.5,5.0
654,12.0,3.0,7.5,0.0,3.0,1905 - 2557 - 200750 - 201880 - 202682,"Kirilenko,Andrei - Ridnour,Luke - Roy,Brandon - Stiemsma,Greg - Williams,Derrick",4.0,5.7
655,22.0,7.0,12.0,3.0,4.0,200826 - 201978 - 201967 - 1905 - 201880,"Barea,Jose Juan - Budinger,Chase - Cunningham,Dante - Kirilenko,Andrei - Stiemsma,Greg",6.6,4.2
656,4.0,0.0,2.4,1.0,1.0,200826 - 201967 - 2572 - 1905 - 202682,"Barea,Jose Juan - Cunningham,Dante - Howard,Josh - Kirilenko,Andrei - Williams,Derrick",5.0,6.0
657,35.1,3.6,21.6,2.7,11.7,200826 - 201967 - 201593 - 201937 - 203144,"Barea,Jose Juan - Cunningham,Dante - Pekovic,Nikola - Rubio,Ricky - Shved,Alexey",4.8,4.1
658,36.0,8.8,19.2,6.4,4.8,200826 - 1905 - 201593 - 2557 - 202682,"Barea,Jose Juan - Kirilenko,Andrei - Pekovic,Nikola - Ridnour,Luke - Williams,Derrick",6.3,5.8
659,4.0,2.0,2.4,1.0,2.0,201978 - 101215 - 201967 - 203144 - 201880,"Budinger,Chase - Conroy,Will - Cunningham,Dante - Shved,Alexey - Stiemsma,Greg",5.0,1.0
660,28.2,9.0,14.4,1.8,1.2,201978 - 201593 - 2557 - 201937 - 202682,"Budinger,Chase - Pekovic,Nikola - Ridnour,Luke - Rubio,Ricky - Williams,Derrick",6.3,4.0
661,6.0,0.0,4.8,1.0,2.0,201967 - 101153 - 201593 - 2557 - 203144,"Cunningham,Dante - Gelabale,Mickael - Pekovic,Nikola - Ridnour,Luke - Shved,Alexey",6.0,3.0
662,10.0,1.0,4.8,2.0,0.0,1905 - 201567 - 201593 - 2557 - 201937,"Kirilenko,Andrei - Love,Kevin - Pekovic,Nikola - Ridnour,Luke - Rubio,Ricky",6.0,8.0
663,12.0,0.0,4.8,4.0,1.0,1905 - 201567 - 201593 - 201937 - 203144,"Kirilenko,Andrei - Love,Kevin - Pekovic,Nikola - Rubio,Ricky - Shved,Alexey",5.5,4.0
664,8.0,3.0,4.6,3.0,2.0,200811 - 201937 - 203144 - 201880 - 202682,"Amundson,Lou - Rubio,Ricky - Shved,Alexey - Stiemsma,Greg - Williams,Derrick",6.0,5.5
665,28.2,6.0,13.8,4.2,1.8,200826 - 201978 - 203144 - 201880 - 202682,"Barea,Jose Juan - Budinger,Chase - Shved,Alexey - Stiemsma,Greg - Williams,Derrick",5.0,5.0
666,28.2,13.8,13.8,4.2,4.2,200826 - 201967 - 1905 - 201567 - 2557,"Barea,Jose Juan - Cunningham,Dante - Kirilenko,Andrei - Love,Kevin - Ridnour,Luke",4.1,6.3
667,21.0,6.0,11.5,1.0,3.0,200826 - 201967 - 201567 - 203144 - 202682,"Barea,Jose Juan - Cunningham,Dante - Love,Kevin - Shved,Alexey - Williams,Derrick",3.4,4.4
668,25.2,9.8,16.1,2.8,6.3,201967 - 1905 - 201567 - 2557 - 203144,"Cunningham,Dante - Kirilenko,Andrei - Love,Kevin - Ridnour,Luke - Shved,Alexey",4.3,4.3
669,12.0,2.0,4.6,4.0,2.0,1905 - 201593 - 201937 - 203144 - 202682,"Kirilenko,Andrei - Pekovic,Nikola - Rubio,Ricky - Shved,Alexey - Williams,Derrick",2.5,5.0
670,4.0,0.0,2.2,1.0,2.0,200811 - 201967 - 1905 - 202723 - 2557,"Amundson,Lou - Cunningham,Dante - Kirilenko,Andrei - Lee,Malcolm - Ridnour,Luke",1.0,2.0
671,14.0,2.0,8.8,2.0,4.0,200826 - 201978 - 201937 - 201880 - 202682,"Barea,Jose Juan - Budinger,Chase - Rubio,Ricky - Stiemsma,Greg - Williams,Derrick",5.3,3.0
672,3.0,0.0,2.2,0.0,1.0,200826 - 201967 - 101153 - 1905 - 201937,"Barea,Jose Juan - Cunningham,Dante - Gelabale,Mickael - Kirilenko,Andrei - Rubio,Ricky",8.0,7.0
673,4.0,2.0,2.2,0.0,0.0,200826 - 201967 - 202419 - 2557 - 201937,"Barea,Jose Juan - Cunningham,Dante - Johnson,Chris - Ridnour,Luke - Rubio,Ricky",5.0,7.0
674,46.2,12.1,24.2,7.7,5.5,200826 - 201967 - 1905 - 203144 - 201880,"Barea,Jose Juan - Cunningham,Dante - Kirilenko,Andrei - Shved,Alexey - Stiemsma,Greg",5.0,4.8
675,18.0,5.2,8.8,3.2,2.0,200826 - 1905 - 201593 - 203144 - 202682,"Barea,Jose Juan - Kirilenko,Andrei - Pekovic,Nikola - Shved,Alexey - Williams,Derrick",5.8,3.8
676,4.0,0.0,2.2,0.0,0.0,201967 - 202419 - 1905 - 2557 - 201937,"Cunningham,Dante - Johnson,Chris - Kirilenko,Andrei - Ridnour,Luke - Rubio,Ricky",8.0,4.0
677,23.1,11.9,15.4,2.1,9.1,201967 - 1905 - 2557 - 201937 - 201880,"Cunningham,Dante - Kirilenko,Andrei - Ridnour,Luke - Rubio,Ricky - Stiemsma,Greg",4.8,4.7
678,15.0,13.0,10.5,6.0,6.0,200826 - 201967 - 2572 - 201567 - 203144,"Barea,Jose Juan - Cunningham,Dante - Howard,Josh - Love,Kevin - Shved,Alexey",5.0,4.0
679,27.9,11.7,18.9,6.3,8.1,201967 - 101153 - 2557 - 201937 - 202682,"Cunningham,Dante - Gelabale,Mickael - Ridnour,Luke - Rubio,Ricky - Williams,Derrick",4.2,3.3
680,9.9,0.9,6.3,0.0,2.1,201967 - 1905 - 201593 - 2557 - 200750,"Cunningham,Dante - Kirilenko,Andrei - Pekovic,Nikola - Ridnour,Luke - Roy,Brandon",4.3,4.3
681,14.0,0.0,10.5,0.0,3.0,201967 - 1905 - 2557 - 203144 - 201880,"Cunningham,Dante - Kirilenko,Andrei - Ridnour,Luke - Shved,Alexey - Stiemsma,Greg",6.6,2.2
682,12.0,3.9,6.0,3.9,2.1,200811 - 101215 - 201967 - 202723 - 203144,"Amundson,Lou - Conroy,Will - Cunningham,Dante - Lee,Malcolm - Shved,Alexey",8.0,2.0
683,4.0,1.0,2.0,1.0,0.0,200811 - 201967 - 2572 - 2557 - 203144,"Amundson,Lou - Cunningham,Dante - Howard,Josh - Ridnour,Luke - Shved,Alexey",4.0,5.0
684,9.9,0.9,6.0,0.0,0.9,200826 - 201967 - 101153 - 2557 - 202682,"Barea,Jose Juan - Cunningham,Dante - Gelabale,Mickael - Ridnour,Luke - Williams,Derrick",2.6,4.3
685,6.0,2.0,4.0,2.0,2.0,200826 - 201967 - 2572 - 1905 - 201593,"Barea,Jose Juan - Cunningham,Dante - Howard,Josh - Kirilenko,Andrei - Pekovic,Nikola",4.5,4.0
686,2.0,0.0,2.0,0.0,1.0,200826 - 101153 - 202419 - 201937 - 202682,"Barea,Jose Juan - Gelabale,Mickael - Johnson,Chris - Rubio,Ricky - Williams,Derrick",5.0,0.0
687,4.0,1.0,2.0,0.0,1.0,201967 - 101153 - 202419 - 1905 - 201937,"Cunningham,Dante - Gelabale,Mickael - Johnson,Chris - Kirilenko,Andrei - Rubio,Ricky",9.0,7.0
688,4.0,0.0,2.0,1.0,2.0,201967 - 101153 - 1905 - 2557 - 201937,"Cunningham,Dante - Gelabale,Mickael - Kirilenko,Andrei - Ridnour,Luke - Rubio,Ricky",3.0,2.0
689,5.0,0.0,2.0,0.0,0.0,201967 - 2572 - 201593 - 2557 - 203144,"Cunningham,Dante - Howard,Josh - Pekovic,Nikola - Ridnour,Luke - Shved,Alexey",5.0,6.0
690,4.0,0.0,2.0,1.0,0.0,201967 - 1905 - 202723 - 2557 - 201880,"Cunningham,Dante - Kirilenko,Andrei - Lee,Malcolm - Ridnour,Luke - Stiemsma,Greg",2.0,4.0
691,3.0,0.0,2.0,1.0,1.0,201967 - 201567 - 2557 - 203144 - 201880,"Cunningham,Dante - Love,Kevin - Ridnour,Luke - Shved,Alexey - Stiemsma,Greg",2.0,2.0
692,2.0,2.0,3.8,0.0,3.0,200811 - 201967 - 2557 - 203144 - 202682,"Amundson,Lou - Cunningham,Dante - Ridnour,Luke - Shved,Alexey - Williams,Derrick",5.5,3.0
693,2.0,2.0,1.9,1.0,2.0,200826 - 201978 - 201967 - 201593 - 200750,"Barea,Jose Juan - Budinger,Chase - Cunningham,Dante - Pekovic,Nikola - Roy,Brandon",4.0,3.0
694,48.0,16.0,30.4,4.8,9.6,200826 - 201967 - 1905 - 201593 - 203144,"Barea,Jose Juan - Cunningham,Dante - Kirilenko,Andrei - Pekovic,Nikola - Shved,Alexey",3.9,4.0
695,19.0,10.0,9.5,6.0,3.0,200826 - 201967 - 201567 - 201593 - 203144,"Barea,Jose Juan - Cunningham,Dante - Love,Kevin - Pekovic,Nikola - Shved,Alexey",4.6,4.0
696,22.2,6.0,11.4,3.0,3.0,200826 - 201967 - 201593 - 2557 - 202682,"Barea,Jose Juan - Cunningham,Dante - Pekovic,Nikola - Ridnour,Luke - Williams,Derrick",4.5,3.7
697,34.3,4.2,13.3,7.7,0.0,201978 - 201967 - 201593 - 2557 - 201937,"Budinger,Chase - Cunningham,Dante - Pekovic,Nikola - Ridnour,Luke - Rubio,Ricky",3.8,5.9
698,6.0,4.0,3.8,0.0,1.0,201967 - 2572 - 201567 - 2557 - 203144,"Cunningham,Dante - Howard,Josh - Love,Kevin - Ridnour,Luke - Shved,Alexey",3.5,6.5
699,4.0,1.0,1.9,0.0,0.0,2572 - 201567 - 2557 - 203144 - 201880,"Howard,Josh - Love,Kevin - Ridnour,Luke - Shved,Alexey - Stiemsma,Greg",5.0,6.0
700,12.0,8.1,5.7,5.1,0.9,1905 - 201593 - 2557 - 201937 - 203144,"Kirilenko,Andrei - Pekovic,Nikola - Ridnour,Luke - Rubio,Ricky - Shved,Alexey",3.7,3.0
701,8.0,0.0,3.6,0.0,0.0,200826 - 201967 - 101153 - 202419 - 2557,"Barea,Jose Juan - Cunningham,Dante - Gelabale,Mickael - Johnson,Chris - Ridnour,Luke",5.0,2.0
702,16.2,6.0,10.8,1.2,4.2,200826 - 201967 - 1905 - 203144 - 202682,"Barea,Jose Juan - Cunningham,Dante - Kirilenko,Andrei - Shved,Alexey - Williams,Derrick",3.5,2.8
703,9.0,6.0,5.4,0.9,0.9,201978 - 2557 - 201937 - 201880 - 202682,"Budinger,Chase - Ridnour,Luke - Rubio,Ricky - Stiemsma,Greg - Williams,Derrick",4.0,3.3
704,9.9,2.1,5.4,0.9,2.1,201967 - 202419 - 2557 - 201937 - 203144,"Cunningham,Dante - Johnson,Chris - Ridnour,Luke - Rubio,Ricky - Shved,Alexey",2.6,4.3
705,12.0,7.2,7.2,3.2,1.2,201967 - 1905 - 201593 - 201937 - 203144,"Cunningham,Dante - Kirilenko,Andrei - Pekovic,Nikola - Rubio,Ricky - Shved,Alexey",4.6,3.3
706,6.0,8.1,5.4,3.0,3.9,201967 - 201593 - 201937 - 203144 - 202682,"Cunningham,Dante - Pekovic,Nikola - Rubio,Ricky - Shved,Alexey - Williams,Derrick",5.0,2.3
707,10.0,4.0,6.8,3.2,3.2,200826 - 201978 - 201967 - 2557 - 201880,"Barea,Jose Juan - Budinger,Chase - Cunningham,Dante - Ridnour,Luke - Stiemsma,Greg",1.2,3.0
708,23.2,0.8,13.6,0.0,3.2,200826 - 201967 - 101153 - 203144 - 202682,"Barea,Jose Juan - Cunningham,Dante - Gelabale,Mickael - Shved,Alexey - Williams,Derrick",2.9,1.9
709,18.9,2.1,11.9,0.7,6.3,200826 - 201967 - 2572 - 201593 - 203144,"Barea,Jose Juan - Cunningham,Dante - Howard,Josh - Pekovic,Nikola - Shved,Alexey",3.8,3.4
710,14.0,6.0,6.8,2.0,2.0,201978 - 1905 - 201593 - 201937 - 202682,"Budinger,Chase - Kirilenko,Andrei - Pekovic,Nikola - Rubio,Ricky - Williams,Derrick",1.8,4.8
711,6.0,0.0,3.2,0.0,1.0,200826 - 201978 - 201967 - 1905 - 201937,"Barea,Jose Juan - Budinger,Chase - Cunningham,Dante - Kirilenko,Andrei - Rubio,Ricky",4.0,3.0
712,5.1,0.0,4.8,0.9,3.0,200826 - 201967 - 1905 - 201567 - 201937,"Barea,Jose Juan - Cunningham,Dante - Kirilenko,Andrei - Love,Kevin - Rubio,Ricky",3.0,0.0
713,12.0,7.2,6.4,1.2,0.0,200826 - 201967 - 1905 - 2557 - 201880,"Barea,Jose Juan - Cunningham,Dante - Kirilenko,Andrei - Ridnour,Luke - Stiemsma,Greg",2.5,6.0
714,5.0,0.0,3.2,0.0,1.0,200826 - 201967 - 201567 - 2557 - 202682,"Barea,Jose Juan - Cunningham,Dante - Love,Kevin - Ridnour,Luke - Williams,Derrick",2.0,1.5
715,11.2,11.2,6.4,2.0,2.0,200826 - 201567 - 201593 - 2557 - 203144,"Barea,Jose Juan - Love,Kevin - Pekovic,Nikola - Ridnour,Luke - Shved,Alexey",4.8,6.3
716,7.0,5.0,3.0,2.0,1.0,200826 - 201978 - 1905 - 201880 - 202682,"Barea,Jose Juan - Budinger,Chase - Kirilenko,Andrei - Stiemsma,Greg - Williams,Derrick",3.0,7.0
717,28.8,15.6,18.0,6.0,3.6,200826 - 201967 - 1905 - 201593 - 2557,"Barea,Jose Juan - Cunningham,Dante - Kirilenko,Andrei - Pekovic,Nikola - Ridnour,Luke",3.9,3.8
718,3.9,2.1,4.5,0.0,3.9,200826 - 101153 - 201593 - 2557 - 202682,"Barea,Jose Juan - Gelabale,Mickael - Pekovic,Nikola - Ridnour,Luke - Williams,Derrick",3.6,2.3
719,15.0,1.8,9.0,1.2,3.0,200826 - 1905 - 201937 - 201880 - 202682,"Barea,Jose Juan - Kirilenko,Andrei - Rubio,Ricky - Stiemsma,Greg - Williams,Derrick",2.6,3.3
720,2.0,10.0,3.0,1.0,1.0,201978 - 1905 - 201593 - 2557 - 201937,"Budinger,Chase - Kirilenko,Andrei - Pekovic,Nikola - Ridnour,Luke - Rubio,Ricky",3.0,4.5
721,11.1,2.1,4.5,3.0,0.0,201967 - 201567 - 201593 - 2557 - 203144,"Cunningham,Dante - Love,Kevin - Pekovic,Nikola - Ridnour,Luke - Shved,Alexey",1.3,3.0
722,7.2,6.0,6.0,0.0,2.0,201967 - 2557 - 201937 - 203144 - 201880,"Cunningham,Dante - Ridnour,Luke - Rubio,Ricky - Shved,Alexey - Stiemsma,Greg",2.5,4.0
723,5.1,3.0,4.2,0.0,2.1,200826 - 201978 - 201593 - 203144 - 202682,"Barea,Jose Juan - Budinger,Chase - Pekovic,Nikola - Shved,Alexey - Williams,Derrick",2.0,3.0
724,8.1,2.1,4.2,0.9,0.9,200826 - 201967 - 201567 - 201937 - 203144,"Barea,Jose Juan - Cunningham,Dante - Love,Kevin - Rubio,Ricky - Shved,Alexey",4.0,3.3
725,6.0,0.0,2.8,1.0,1.0,200826 - 101153 - 201593 - 203144 - 202682,"Barea,Jose Juan - Gelabale,Mickael - Pekovic,Nikola - Shved,Alexey - Williams,Derrick",1.0,4.0
726,13.0,5.0,7.0,0.0,0.0,200826 - 101153 - 203144 - 201880 - 202682,"Barea,Jose Juan - Gelabale,Mickael - Shved,Alexey - Stiemsma,Greg - Williams,Derrick",1.6,4.0
727,2.0,7.0,2.8,0.0,1.0,200826 - 202419 - 201937 - 203144 - 202682,"Barea,Jose Juan - Johnson,Chris - Rubio,Ricky - Shved,Alexey - Williams,Derrick",2.0,3.5
728,6.0,2.0,2.8,1.0,1.0,200826 - 1905 - 203144 - 201880 - 202682,"Barea,Jose Juan - Kirilenko,Andrei - Shved,Alexey - Stiemsma,Greg - Williams,Derrick",2.5,2.0
729,3.0,2.0,2.8,0.0,1.0,201978 - 1905 - 2557 - 200750 - 201880,"Budinger,Chase - Kirilenko,Andrei - Ridnour,Luke - Roy,Brandon - Stiemsma,Greg",4.5,3.5
730,6.0,0.0,2.6,0.0,1.0,200826 - 201978 - 1905 - 200750 - 201880,"Barea,Jose Juan - Budinger,Chase - Kirilenko,Andrei - Roy,Brandon - Stiemsma,Greg",1.0,3.0
731,6.9,3.9,3.9,0.9,0.0,200826 - 201978 - 201593 - 2557 - 202682,"Barea,Jose Juan - Budinger,Chase - Pekovic,Nikola - Ridnour,Luke - Williams,Derrick",3.7,4.0
732,10.0,4.0,5.2,2.0,1.2,200826 - 201967 - 101153 - 201937 - 202682,"Barea,Jose Juan - Cunningham,Dante - Gelabale,Mickael - Rubio,Ricky - Williams,Derrick",3.8,3.0
733,7.0,2.0,2.4,3.0,0.0,200826 - 201978 - 201967 - 1905 - 203144,"Barea,Jose Juan - Budinger,Chase - Cunningham,Dante - Kirilenko,Andrei - Shved,Alexey",1.0,4.0
734,3.0,6.9,3.6,0.9,0.0,200826 - 2572 - 201567 - 203144 - 201880,"Barea,Jose Juan - Howard,Josh - Love,Kevin - Shved,Alexey - Stiemsma,Greg",0.6,2.3
735,6.0,2.1,3.6,3.0,2.1,201978 - 201967 - 2557 - 203144 - 201880,"Budinger,Chase - Cunningham,Dante - Ridnour,Luke - Shved,Alexey - Stiemsma,Greg",0.7,2.7
736,6.0,0.0,2.4,2.0,0.0,201967 - 201593 - 2557 - 203144 - 202682,"Cunningham,Dante - Pekovic,Nikola - Ridnour,Luke - Shved,Alexey - Williams,Derrick",3.0,3.5
737,4.0,2.0,2.2,0.0,0.0,200826 - 201978 - 201967 - 201593 - 2557,"Barea,Jose Juan - Budinger,Chase - Cunningham,Dante - Pekovic,Nikola - Ridnour,Luke",1.0,2.0
738,5.1,3.0,3.3,0.0,0.9,200826 - 201967 - 1905 - 201937 - 202682,"Barea,Jose Juan - Cunningham,Dante - Kirilenko,Andrei - Rubio,Ricky - Williams,Derrick",1.7,1.7
739,3.0,2.0,2.2,0.0,2.0,200826 - 1905 - 201567 - 201593 - 201937,"Barea,Jose Juan - Kirilenko,Andrei - Love,Kevin - Pekovic,Nikola - Rubio,Ricky",3.5,2.5
740,3.0,0.0,2.2,0.0,0.0,201978 - 201967 - 1905 - 201593 - 2557,"Budinger,Chase - Cunningham,Dante - Kirilenko,Andrei - Pekovic,Nikola - Ridnour,Luke",4.0,2.0
741,4.0,2.0,2.2,0.0,1.0,201967 - 1905 - 202723 - 201567 - 2557,"Cunningham,Dante - Kirilenko,Andrei - Lee,Malcolm - Love,Kevin - Ridnour,Luke",2.0,3.0
742,5.0,0.0,2.2,1.0,1.0,201967 - 1905 - 201593 - 2557 - 202682,"Cunningham,Dante - Kirilenko,Andrei - Pekovic,Nikola - Ridnour,Luke - Williams,Derrick",2.5,2.0
743,4.0,5.0,2.2,2.0,0.0,101153 - 201593 - 201937 - 203144 - 202682,"Gelabale,Mickael - Pekovic,Nikola - Rubio,Ricky - Shved,Alexey - Williams,Derrick",2.5,4.0
744,3.9,2.1,3.0,0.0,3.0,200826 - 201967 - 101153 - 2557 - 201880,"Barea,Jose Juan - Cunningham,Dante - Gelabale,Mickael - Ridnour,Luke - Stiemsma,Greg",2.6,1.3
745,7.2,5.2,4.0,2.0,2.0,200826 - 101153 - 2557 - 201880 - 202682,"Barea,Jose Juan - Gelabale,Mickael - Ridnour,Luke - Stiemsma,Greg - Williams,Derrick",2.1,0.8
746,3.9,0.0,3.0,0.9,2.1,201967 - 1905 - 201567 - 201937 - 203144,"Cunningham,Dante - Kirilenko,Andrei - Love,Kevin - Rubio,Ricky - Shved,Alexey",2.0,1.0
