player_id,age,display_name,dleague_flag,first_name,height,last_name,position,roster_status,season_exp,team_id,team_name,weight,attempt_RA,attempt_corner_3,attempt_mid,attempt_non_corner_3,attempt_paint,made_RA,made_corner_3,made_mid,made_non_corner_3,made_paint,ast,blk,blk_a,dreb,fta,ftm,gp,min_game,oreb,pf,pfd,reb,stl,tov,d_fga_mid,d_fga_overall,d_fga_paint,d_fga_perim,d_fga_threes,d_fgm_mid,d_fgm_overall,d_fgm_paint,d_fgm_perim,d_fgm_threes,d_freq_mid,d_freq_paint,d_freq_perim,d_freq_threes,dreb_pos,oreb_pos,pos
2548,12728,Dwyane Wade,N,Dwyane,76,Wade,Guard,Active,13,1610612741,Bulls,220,53,4,74,41,26,27,1,31,16,10,2.9,0.7,0.7,2.9,4.2,3.7,13.0,30.3,1.4,2.0,3.1,4.3,1.5,2.1,1.23,7.15,1.54,4.38,3.15,0.39,2.85,1.08,1.38,1.08,0.172,0.215,0.613,0.441,0.047,0.022,809.464
2555,13176,Nick Collison,N,Nick,82,Collison,Forward,Active,12,1610612760,Thunder,255,1,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.4,0.0,0.0,5.0,4.4,0.0,0.6,0.4,0.4,0.0,0.2,0.2,2.2,0.6,1.4,0.6,5.55111512313e-17,0.8,0.2,0.6,0.2,0.091,0.273,0.636,0.273,0.04,0.0,49.888
2561,13234,David West,N,David,81,West,Forward,Active,13,1610612744,Warriors,250,22,0,22,1,6,16,0,9,0,2,1.2,0.5,0.3,1.6,0.9,0.6,14.0,10.8,0.9,1.4,0.9,2.6,0.6,1.3,1.43,5.64,2.21,2.0,0.79,0.72,2.79,1.21,0.86,0.29,0.254,0.392,0.354,0.139,0.074,0.042,312.576
2564,12639,Boris Diaw,N,Boris,80,Diaw,Center-Forward,Active,13,1610612762,Jazz,250,7,1,3,7,3,3,1,0,0,1,0.7,0.0,0.0,1.2,0.3,0.3,6.0,19.9,0.7,2.2,1.0,1.8,0.2,1.3,1.84,9.67,4.5,3.33,1.67,1.0,5.0,2.33,1.67,0.67,0.189,0.466,0.345,0.172,0.031,0.018,223.744
2571,12413,Leandro Barbosa,N,Leandro,75,Barbosa,Guard,Active,13,1610612756,Suns,194,21,8,23,8,7,11,5,15,2,1,1.4,0.0,0.3,0.9,0.4,0.4,14.0,12.6,0.2,0.8,0.6,1.1,0.4,0.2,0.71,3.0,0.93,1.36,0.79,0.29,1.79,0.57,0.93,0.57,0.238,0.31,0.452,0.262,0.036,0.008,356.56
2585,11974,Zaza Pachulia,N,Zaza,83,Pachulia,Center,Active,13,1610612744,Warriors,275,37,0,8,0,2,21,0,3,0,1,2.3,0.2,0.1,4.1,1.1,1.0,14.0,17.0,2.2,1.8,1.9,6.3,0.6,1.3,1.57,8.14,3.86,2.71,0.5,0.71,4.79,2.79,1.29,0.29,0.193,0.474,0.333,0.061,0.114,0.062,501.552
2590,12392,Mo Williams,N,Mo,73,Williams,Guard,Active,13,1610612739,Cavaliers,198,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2592,13198,James Jones,N,James,80,Jones,Guard-Forward,Active,13,1610612739,Cavaliers,218,0,1,2,3,0,0,1,1,1,0,0.0,0.0,0.0,0.2,0.4,0.4,5.0,2.1,0.0,0.2,0.2,0.2,0.0,0.2,0.25,1.5,0.75,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.167,0.5,0.333,0.333,0.048,0.0,20.76
2594,13034,Kyle Korver,N,Kyle,79,Korver,Guard,Active,13,1610612737,Hawks,212,7,18,26,38,2,5,8,13,15,2,2.1,0.5,0.2,2.5,0.5,0.5,12.0,27.7,0.0,1.7,1.1,2.5,1.0,1.9,1.49,9.08,2.92,4.67,2.83,0.59,4.25,2.08,1.58,0.75,0.165,0.321,0.514,0.312,0.042,0.0,706.856
2617,13315,Udonis Haslem,N,Udonis,80,Haslem,Forward,Active,13,1610612748,Heat,235,2,0,1,0,0,0,0,0,0,0,0.3,0.0,0.3,1.7,0.0,0.0,3.0,6.8,0.3,2.3,0.7,2.0,0.3,0.0,1.33,3.0,1.0,0.67,0.67,0.33,1.33,1.0,0.0,0.0,0.445,0.333,0.222,0.222,0.122,0.024,41.08
2730,11307,Dwight Howard,N,Dwight,83,Howard,Center,Active,12,1610612737,Hawks,265,86,0,5,0,19,57,0,1,0,8,1.3,1.8,0.5,8.6,7.6,3.7,12.0,28.5,4.8,3.5,5.3,13.3,1.4,2.3,2.75,9.17,3.92,2.5,1.08,1.17,3.75,1.75,0.83,0.42,0.3,0.427,0.273,0.118,0.143,0.079,718.04
2733,11395,Shaun Livingston,Y,Shaun,79,Livingston,Guard,Active,11,1610612744,Warriors,192,10,0,25,1,10,10,0,10,0,7,1.9,0.1,0.1,1.3,1.2,0.6,14.0,17.2,0.7,1.7,1.1,2.0,0.4,0.8,0.93,4.86,1.36,2.57,1.79,0.14,2.07,0.93,1.0,0.79,0.192,0.279,0.529,0.368,0.037,0.02,489.336
2734,12322,Devin Harris,N,Devin,75,Harris,Guard,Active,12,1610612742,Mavericks,185,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2736,11543,Luol Deng,N,Luol,81,Deng,Forward,Active,12,1610612747,Lakers,220,25,15,23,23,12,13,6,4,7,2,1.4,0.2,0.3,4.2,1.4,1.1,14.0,24.6,1.4,1.3,1.1,5.6,0.6,0.8,1.35,8.5,2.79,4.36,2.86,0.43,4.36,2.14,1.79,0.86,0.159,0.328,0.513,0.336,0.081,0.026,728.676
2738,11987,Andre Iguodala,N,Andre,78,Iguodala,Guard-Forward,Active,12,1610612744,Warriors,215,27,16,9,19,0,16,5,4,6,0,3.5,0.3,0.0,2.6,0.7,0.4,14.0,24.1,0.4,1.4,0.9,3.0,1.1,0.6,1.85,8.71,2.29,4.57,3.43,0.72,3.93,1.57,1.64,1.21,0.213,0.262,0.525,0.393,0.049,0.008,739.172
2743,11612,Kris Humphries,N,Kris,81,Humphries,Forward,Active,12,1610612737,Hawks,235,10,0,8,10,5,6,0,3,4,0,0.8,0.7,0.0,2.3,1.2,1.1,12.0,10.5,0.9,1.0,0.8,3.2,0.3,0.8,1.6,6.1,3.3,1.2,0.8,0.9,2.9,1.6,0.4,0.2,0.262,0.541,0.197,0.131,0.101,0.041,267.304
2744,11645,Al Jefferson,N,Al,82,Jefferson,Center,Active,12,1610612754,Pacers,289,36,0,26,1,32,23,0,3,0,17,1.0,0.4,0.5,3.3,0.6,0.4,15.0,14.7,1.1,2.0,0.8,4.5,0.2,0.7,2.16,6.46,2.38,1.92,0.85,0.77,3.31,1.46,1.08,0.46,0.333,0.369,0.298,0.131,0.11,0.037,454.42
2747,11397,JR Smith,N,JR,78,Smith,Guard,Active,12,1610612739,Cavaliers,225,6,16,7,56,2,3,8,0,19,0,1.4,0.6,0.3,1.9,0.7,0.7,9.0,31.2,0.4,2.2,1.2,2.3,1.8,0.4,0.88,9.44,2.67,5.89,3.33,0.1,4.33,1.56,2.67,1.67,0.094,0.282,0.624,0.353,0.028,0.007,598.128
2749,12705,Jameer Nelson,N,Jameer,72,Nelson,Guard,Active,12,1610612743,Nuggets,190,20,0,24,39,9,13,0,8,15,6,3.5,0.0,0.2,2.2,0.5,0.5,13.0,25.7,0.3,3.4,1.0,2.5,0.6,2.1,2.39,8.69,1.38,4.92,2.62,1.3,4.38,0.77,2.31,1.08,0.275,0.159,0.566,0.301,0.04,0.006,702.232
2754,12734,Tony Allen,N,Tony,76,Allen,Guard-Forward,Active,12,1610612763,Grizzlies,213,26,4,7,1,12,13,2,2,0,3,0.4,0.6,1.0,1.9,1.7,1.1,7.0,22.4,1.7,3.0,1.4,3.6,2.0,1.0,0.72,6.29,1.71,3.86,3.0,0.28,3.0,1.29,1.43,1.0,0.113,0.273,0.614,0.477,0.042,0.039,306.48
2756,11947,Sasha Vujacic,N,Sasha,79,Vujacic,Guard,Active,9,1610612752,Knicks,195,0,1,8,8,0,0,0,3,1,0,0.6,0.0,0.1,1.6,0.5,0.4,8.0,6.8,0.0,0.6,0.4,1.6,0.1,0.6,0.5,2.5,0.75,1.25,1.0,0.25,1.0,0.5,0.25,0.25,0.2,0.3,0.5,0.4,0.104,0.0,125.08
2757,12559,Beno Udrih,N,Beno,75,Udrih,Guard,Active,12,1610612765,Pistons,205,21,2,42,15,19,9,1,18,5,10,3.6,0.0,0.6,1.6,1.1,1.1,15.0,17.3,0.1,1.0,1.3,1.7,0.3,0.9,1.06,5.53,1.07,3.4,1.67,0.54,2.27,0.73,1.0,0.6,0.193,0.193,0.614,0.301,0.045,0.004,528.164
2760,12474,Anderson Varejao,N,Anderson,83,Varejao,Center,Active,12,1610612744,Warriors,273,1,0,0,0,1,0,0,0,0,0,0.7,0.0,0.0,1.0,1.3,1.0,3.0,4.3,0.7,1.0,1.0,1.7,0.3,0.3,0.34,2.67,1.0,1.33,0.67,-1.11022302463e-16,1.67,0.67,1.0,0.33,0.125,0.375,0.5,0.25,0.122,0.081,24.64
2772,11468,Trevor Ariza,N,Trevor,80,Ariza,Forward,Active,12,1610612745,Rockets,215,31,38,2,64,6,20,16,0,23,0,2.1,0.2,0.3,4.4,1.1,0.9,14.0,33.8,0.6,1.4,1.4,5.1,2.1,0.9,1.56,10.21,2.29,6.36,3.43,0.65,4.79,1.71,2.43,1.14,0.154,0.224,0.622,0.336,0.063,0.009,982.636
101106,11682,Andrew Bogut,N,Andrew,84,Bogut,Center,Active,11,1610612742,Mavericks,260,25,0,2,1,18,13,0,1,0,5,1.8,1.1,0.1,7.6,0.4,0.0,10.0,25.6,2.3,3.3,1.5,9.9,0.4,1.9,2.8,9.3,4.7,1.8,0.5,0.9,4.0,2.6,0.5,0.2,0.301,0.505,0.194,0.054,0.154,0.047,493.244
101107,11114,Marvin Williams,N,Marvin,81,Williams,Forward,Active,11,1610612766,Hornets,237,25,17,19,63,17,8,6,7,20,3,1.4,0.4,0.4,5.5,1.5,1.2,13.0,28.3,1.0,1.8,1.3,6.5,0.3,0.6,2.0,10.69,2.77,5.92,3.0,0.85,4.92,1.69,2.38,1.08,0.187,0.259,0.554,0.281,0.092,0.017,775.964
101108,11523,Chris Paul,N,Chris,72,Paul,Guard,Active,11,1610612746,Clippers,175,23,7,62,71,22,12,3,28,31,12,8.8,0.2,0.2,4.6,5.3,4.7,15.0,30.9,0.6,2.3,4.3,5.2,2.9,2.1,1.53,8.13,1.67,4.93,3.33,0.8,3.6,1.2,1.6,1.2,0.188,0.205,0.607,0.41,0.071,0.009,966.648
101109,11837,Raymond Felton,N,Raymond,73,Felton,Guard,Active,11,1610612746,Clippers,205,17,3,15,18,8,11,3,4,9,2,1.3,0.4,0.1,1.3,0.4,0.3,15.0,16.6,0.2,1.2,0.7,1.5,0.7,0.9,1.0,4.8,0.8,3.0,2.0,0.33,2.13,0.47,1.33,1.0,0.208,0.167,0.625,0.417,0.04,0.006,504.164
101112,12243,Channing Frye,N,Channing,83,Frye,Forward,Active,10,1610612739,Cavaliers,255,14,9,13,51,5,4,4,6,24,1,0.7,0.9,0.2,2.5,0.4,0.4,10.0,18.4,0.6,1.9,1.2,3.1,0.4,0.8,1.7,9.0,3.1,4.2,1.6,0.6,5.0,2.0,2.4,0.9,0.189,0.344,0.467,0.178,0.066,0.016,378.032
101114,11837,Deron Williams,N,Deron,75,Williams,Guard,Active,11,1610612742,Mavericks,200,12,3,18,28,7,4,2,9,10,2,4.8,0.3,1.0,1.7,2.0,1.5,6.0,31.0,0.2,2.2,2.0,1.8,0.5,2.3,1.67,8.17,1.83,4.67,3.83,0.83,4.33,1.33,2.17,1.83,0.205,0.224,0.571,0.469,0.026,0.003,378.592
101123,11258,Gerald Green,Y,Gerald,79,Green,Forward,Active,9,1610612738,Celtics,205,6,6,10,18,7,3,1,2,6,3,1.5,0.1,0.4,1.6,0.4,0.4,10.0,10.9,0.4,1.1,0.2,2.0,0.1,0.6,0.7,4.3,1.3,2.3,1.9,0.2,2.2,1.2,0.8,0.6,0.163,0.302,0.535,0.442,0.074,0.018,216.88
101133,10975,Ian Mahinmi,Y,Ian,83,Mahinmi,Center,Active,8,1610612764,Wizards,262,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101135,12261,David Lee,N,David,81,Lee,Forward-Center,Active,11,1610612759,Spurs,245,40,0,11,0,11,29,0,5,0,3,1.4,0.4,0.4,2.9,1.6,1.2,14.0,16.8,1.6,1.7,1.4,4.5,0.6,0.5,1.43,7.29,1.93,3.93,2.79,0.43,2.86,1.07,1.36,0.86,0.196,0.265,0.539,0.382,0.087,0.047,470.68
101138,11529,Brandon Bass,Y,Brandon,80,Bass,Forward,Active,11,1610612746,Clippers,250,10,0,8,1,4,8,0,3,1,0,0.4,0.3,0.1,1.1,0.8,0.8,8.0,9.9,0.6,0.8,0.8,1.8,0.1,0.3,1.14,4.14,1.14,1.86,1.0,0.28,2.0,0.86,0.86,0.43,0.276,0.276,0.448,0.241,0.057,0.031,159.0
101139,10842,CJ Miles,Y,CJ,78,Miles,Forward-Guard,Active,11,1610612754,Pacers,225,23,15,21,46,16,18,9,6,20,6,0.8,0.7,0.5,2.4,1.6,1.5,13.0,22.8,0.4,1.8,1.4,2.8,1.0,0.5,1.0,6.69,1.54,4.15,3.08,0.46,3.0,1.08,1.46,0.92,0.149,0.23,0.621,0.46,0.049,0.008,627.796
101141,10784,Ersan Ilyasova,Y,Ersan,82,Ilyasova,Forward,Active,8,1610612755,76ers,235,38,14,22,50,2,25,8,6,16,0,1.3,0.1,0.7,4.3,1.3,1.1,14.0,23.8,0.7,2.1,2.5,5.0,0.5,1.1,2.14,9.36,3.43,3.79,2.5,0.72,4.0,2.21,1.07,0.71,0.229,0.366,0.405,0.267,0.083,0.014,720.46
101145,11350,Monta Ellis,N,Monta,75,Ellis,Guard,Active,11,1610612754,Pacers,185,40,10,50,22,13,26,2,18,6,7,4.5,0.7,0.7,3.5,1.9,1.6,15.0,33.7,0.2,2.5,2.3,3.7,1.4,2.9,2.47,11.27,1.47,7.33,5.0,1.0,4.8,0.8,3.0,1.73,0.219,0.13,0.651,0.444,0.049,0.003,1055.872
101150,10984,Lou Williams,Y,Lou,73,Williams,Guard,Active,11,1610612747,Lakers,175,30,15,36,51,33,21,10,14,19,15,3.4,0.1,0.4,1.9,4.2,3.5,14.0,23.4,0.2,1.1,3.2,2.1,1.6,2.1,1.0,5.5,1.29,3.21,2.07,0.5,2.86,1.0,1.36,0.79,0.182,0.234,0.584,0.377,0.038,0.004,703.816
101161,10798,Amir Johnson,Y,Amir,81,Johnson,Forward,Active,11,1610612738,Celtics,240,37,6,5,7,17,28,2,0,4,5,2.3,0.6,0.4,2.5,1.3,1.1,14.0,22.2,1.6,2.7,1.6,4.1,0.6,1.1,2.23,10.46,5.46,2.77,1.38,0.85,4.85,3.0,1.0,0.54,0.213,0.522,0.265,0.132,0.055,0.035,636.716
101162,11967,Marcin Gortat,Y,Marcin,83,Gortat,Center,Active,9,1610612764,Wizards,240,55,0,22,0,28,38,0,8,0,15,1.6,1.2,0.6,9.2,3.2,2.0,13.0,35.0,3.3,3.4,3.4,12.5,0.4,1.6,4.39,15.85,7.31,4.15,2.08,2.08,8.15,4.15,1.92,1.15,0.277,0.461,0.262,0.131,0.126,0.045,950.036
101181,12839,Jose Calderon,N,Jose,75,Calderon,Guard,Active,11,1610612747,Lakers,200,1,1,5,6,0,0,0,3,3,0,1.0,0.0,0.0,1.0,0.3,0.3,6.0,8.9,0.3,0.5,0.2,1.3,0.2,1.2,0.8,3.6,0.6,2.2,1.4,0.4,2.2,0.6,1.2,0.6,0.222,0.167,0.611,0.389,0.056,0.019,108.04
101187,12456,Alan Anderson,Y,Alan,78,Anderson,Forward-Guard,Active,7,1610612746,Clippers,220,1,1,0,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.2,1.0,1.0,0.0,1.0,0.0,1.0,1.0,7.0,1.0,5.0,4.0,1.0,3.0,1.0,1.0,1.0,0.143,0.143,0.714,0.571,0.0,0.06,16.76
101249,12420,John Lucas III,Y,John,71,Lucas III,Guard,Active,7,1610612750,Timberwolves,166,1,0,2,1,0,1,0,0,0,0,0.2,0.0,0.0,0.0,0.0,0.0,5.0,2.1,0.0,0.0,0.0,0.0,0.4,0.0,,1.0,,,,,0.0,,,,,,,,0.0,0.0,22.16
200746,11449,LaMarcus Aldridge,N,LaMarcus,83,Aldridge,Forward,Active,10,1610612759,Spurs,260,33,6,103,6,26,19,4,43,3,14,1.3,1.1,0.4,5.3,4.3,3.8,12.0,32.5,1.6,2.3,3.1,6.9,0.8,1.7,2.0,12.08,3.75,6.33,3.58,0.67,5.25,1.83,2.75,1.5,0.166,0.31,0.524,0.297,0.084,0.025,758.996
200751,12113,Randy Foye,N,Randy,76,Foye,Guard,Active,10,1610612751,Nets,218,5,3,3,22,4,1,2,1,5,2,3.0,0.0,0.1,2.0,1.0,0.9,7.0,17.4,0.0,1.3,1.0,2.0,0.1,1.4,1.0,4.5,1.0,2.5,1.83,0.33,2.33,0.67,1.33,1.17,0.222,0.222,0.556,0.407,0.053,0.0,263.4
200752,11055,Rudy Gay,N,Rudy,80,Gay,Forward,Active,10,1610612758,Kings,230,65,8,57,28,38,46,4,17,11,16,2.7,0.9,0.7,5.5,5.9,4.8,13.0,34.5,0.7,2.6,4.5,6.2,1.3,2.2,2.69,11.38,3.54,5.15,3.54,1.62,4.62,1.38,1.62,1.0,0.236,0.311,0.453,0.311,0.079,0.01,914.932
200755,11839,JJ Redick,N,JJ,76,Redick,Guard,Active,10,1610612746,Clippers,190,16,18,58,55,8,12,9,24,26,4,1.1,0.2,0.2,1.7,2.9,2.7,15.0,26.3,0.1,1.3,2.7,1.9,1.1,1.5,1.53,7.33,1.4,4.4,2.67,0.74,3.27,1.13,1.4,0.8,0.209,0.191,0.6,0.364,0.031,0.002,826.804
