player_id,age,display_name,dleague_flag,first_name,height,last_name,position,roster_status,season_exp,team_id,team_name,weight,attempt_RA,attempt_corner_3,attempt_mid,attempt_non_corner_3,attempt_paint,made_RA,made_corner_3,made_mid,made_non_corner_3,made_paint,ast,blk,blk_a,dreb,fta,ftm,gp,min_game,oreb,pf,pfd,reb,stl,tov,d_fga_mid,d_fga_overall,d_fga_paint,d_fga_perim,d_fga_threes,d_fgm_mid,d_fgm_overall,d_fgm_paint,d_fgm_perim,d_fgm_threes,d_freq_mid,d_freq_paint,d_freq_perim,d_freq_threes,dreb_pos,oreb_pos,pos
200757,11892,Thabo Sefolosha,N,Thabo,79,Sefolosha,Forward,Active,10,1610612737,Hawks,220,25,9,11,10,4,19,1,7,5,1,1.9,0.2,0.6,3.1,1.2,0.8,10.0,24.0,1.1,1.1,1.1,4.2,2.6,1.2,1.6,8.0,1.5,4.9,3.5,0.3,2.6,0.9,1.4,0.9,0.199,0.188,0.613,0.438,0.061,0.022,512.316
200765,11231,Rajon Rondo,N,Rajon,73,Rondo,Guard,Active,10,1610612741,Bulls,186,40,10,36,10,11,17,4,7,1,8,7.1,0.3,0.8,5.0,1.3,0.8,12.0,30.4,1.2,2.0,1.3,6.2,1.3,2.6,2.33,8.58,1.67,4.58,3.17,0.5,3.5,1.33,1.67,1.17,0.272,0.194,0.534,0.369,0.08,0.019,749.476
200768,11200,Kyle Lowry,N,Kyle,72,Lowry,Guard,Active,10,1610612761,Raptors,205,63,7,36,91,37,38,1,11,32,10,7.2,0.4,1.1,4.2,5.1,4.4,14.0,38.7,1.3,3.3,4.6,5.5,1.7,3.2,2.22,11.14,3.21,5.71,4.21,0.65,4.86,2.21,2.0,1.36,0.199,0.288,0.513,0.378,0.054,0.016,1096.72
200770,10950,Jordan Farmar,Y,Jordan,0,Farmar,,Inactive,9,0,,0,2,2,0,7,1,0,0,0,4,0,4.5,0.0,0.5,1.0,0.0,0.0,2.0,17.7,0.5,0.5,0.5,1.5,1.0,1.5,1.0,5.5,1.0,3.5,2.5,1.0,3.5,1.0,1.5,1.0,0.182,0.182,0.636,0.455,0.028,0.014,72.48
200771,11121,Sergio Rodriguez,N,Sergio,75,Rodriguez,Guard,Active,4,1610612755,76ers,176,15,8,34,47,18,8,3,15,12,7,7.1,0.2,0.2,3.0,0.4,0.3,14.0,28.3,0.4,1.1,0.4,3.4,0.9,2.7,1.36,6.21,1.21,3.64,1.79,0.72,3.43,1.07,1.64,0.64,0.219,0.195,0.586,0.287,0.051,0.006,830.972
200779,12216,Steve Novak,Y,Steve,82,Novak,Forward,Active,10,1610612749,Bucks,225,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,,,,1.0,1.0,,,,1.0,,,0.0,0.0,7.88
200782,11524,PJ Tucker,Y,PJ,78,Tucker,Forward,Active,5,1610612756,Suns,245,24,16,3,6,9,11,2,1,0,4,1.0,0.3,0.5,4.1,1.9,1.4,15.0,21.7,1.6,2.1,1.6,5.7,1.2,0.8,1.07,7.27,1.73,4.47,2.8,0.4,3.07,1.0,1.67,1.13,0.146,0.239,0.615,0.385,0.089,0.034,700.112
200794,11608,Paul Millsap,N,Paul,80,Millsap,Forward,Active,10,1610612737,Hawks,246,53,2,48,36,50,34,2,17,11,22,3.8,0.7,0.8,6.5,4.5,3.2,13.0,33.2,1.4,2.8,4.3,7.9,1.6,2.5,2.46,14.08,4.77,6.85,3.69,1.0,7.0,2.85,3.15,1.62,0.175,0.339,0.486,0.262,0.092,0.02,920.68
200826,11837,Jose Juan Barea,Y,Jose Juan,72,Barea,Guard,Active,10,1610612742,Mavericks,185,31,2,24,45,21,14,0,9,18,10,5.4,0.1,0.7,3.0,3.1,3.0,9.0,33.1,0.4,0.9,3.8,3.4,0.7,2.0,1.67,9.89,1.78,6.44,4.33,1.0,3.89,1.33,1.56,0.78,0.168,0.18,0.652,0.438,0.047,0.007,575.32
201142,10281,Kevin Durant,N,Kevin,81,Durant,Forward,Active,9,1610612744,Warriors,240,68,10,67,59,34,54,6,34,23,17,4.5,1.3,0.5,7.6,6.8,5.7,14.0,34.4,0.6,2.1,5.2,8.2,1.8,2.2,2.28,11.5,3.79,5.43,3.57,0.64,4.5,1.93,1.93,0.93,0.199,0.329,0.472,0.311,0.101,0.009,1045.952
201143,11130,Al Horford,N,Al,82,Horford,Center,Active,9,1610612738,Celtics,245,18,4,16,13,8,14,1,8,5,3,4.8,2.6,0.2,5.2,1.6,1.2,5.0,31.6,1.4,2.6,1.6,6.6,0.6,1.0,4.2,16.2,5.2,6.8,4.0,1.4,6.4,2.8,2.2,1.4,0.259,0.321,0.42,0.247,0.081,0.022,322.544
201144,10635,Mike Conley,N,Mike,73,Conley,Guard,Active,9,1610612763,Grizzlies,175,42,7,39,62,25,21,5,17,29,7,5.6,0.7,0.8,3.0,5.0,4.5,13.0,32.6,0.4,1.8,4.2,3.4,1.5,2.4,1.99,11.38,2.62,6.77,4.92,1.0,4.62,1.62,2.0,1.46,0.175,0.23,0.595,0.432,0.046,0.006,849.392
201145,11044,Jeff Green,N,Jeff,81,Green,Forward,Active,8,1610612753,Magic,235,27,14,19,35,11,14,5,5,8,5,1.4,0.4,0.4,2.6,2.1,1.8,14.0,22.3,0.6,1.3,1.4,3.3,0.3,0.9,1.53,9.15,2.62,5.0,2.77,0.3,3.77,1.62,1.85,0.85,0.168,0.286,0.546,0.303,0.059,0.014,630.004
201147,11220,Corey Brewer,N,Corey,81,Brewer,Forward,Active,9,1610612745,Rockets,186,25,15,4,8,3,18,2,1,2,1,1.0,0.1,0.2,1.5,1.2,0.9,14.0,15.3,0.6,1.8,0.8,2.1,0.4,0.6,0.36,3.93,1.21,2.36,1.64,0.14,2.0,0.86,1.0,0.71,0.091,0.309,0.6,0.418,0.047,0.02,450.768
201148,10641,Brandan Wright,N,Brandan,82,Wright,Forward,Active,8,1610612763,Grizzlies,210,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
201149,11593,Joakim Noah,N,Joakim,83,Noah,Center,Active,9,1610612752,Knicks,230,44,0,4,1,2,22,0,1,0,0,3.5,0.8,0.3,5.6,1.6,0.5,12.0,23.4,3.3,2.3,2.0,8.9,0.8,1.4,3.5,11.25,4.67,3.08,2.0,1.67,5.67,3.0,1.0,0.83,0.311,0.415,0.274,0.178,0.119,0.071,562.74
201150,10435,Spencer Hawes,N,Spencer,85,Hawes,Forward-Center,Active,9,1610612766,Hornets,245,32,2,21,13,18,20,1,7,3,11,1.9,0.9,0.4,3.9,0.8,0.6,12.0,18.7,1.4,1.3,1.0,5.3,0.5,1.6,2.0,7.92,2.75,3.17,1.83,0.58,3.33,1.58,1.17,0.83,0.253,0.347,0.4,0.232,0.102,0.037,463.48
201152,10381,Thaddeus Young,N,Thaddeus,80,Young,Forward,Active,9,1610612754,Pacers,221,68,16,25,14,21,46,7,6,6,10,1.7,0.4,0.3,4.5,1.3,0.5,15.0,30.2,1.7,1.5,1.4,6.2,1.4,1.0,1.66,10.13,2.87,5.6,3.87,0.8,4.33,2.13,1.4,0.73,0.164,0.283,0.553,0.382,0.071,0.027,948.832
201155,11173,Rodney Stuckey,N,Rodney,77,Stuckey,Guard,Active,9,1610612754,Pacers,205,8,3,14,4,3,3,2,9,0,0,1.0,0.0,0.4,1.6,3.0,1.8,5.0,15.9,0.2,1.2,2.0,1.8,0.2,1.4,0.75,7.5,1.0,5.75,3.25,0.25,3.0,0.5,2.25,1.0,0.1,0.133,0.767,0.433,0.049,0.006,161.484
201156,11497,Nick Young,N,Nick,79,Young,Guard-Forward,Active,9,1610612747,Lakers,210,15,30,27,64,8,11,11,16,25,3,1.3,0.4,0.1,2.4,2.2,2.1,14.0,26.9,0.4,3.1,1.9,2.8,0.3,0.6,2.07,8.86,2.36,4.43,2.79,0.92,4.64,1.93,1.79,1.0,0.234,0.266,0.5,0.315,0.042,0.006,814.888
201158,11200,Marco Belinelli,N,Marco,77,Belinelli,Guard-Forward,Active,9,1610612766,Hornets,210,15,14,36,36,4,7,7,11,17,1,2.0,0.2,0.2,2.8,1.8,1.6,13.0,26.1,0.1,1.4,2.0,2.9,1.0,0.9,0.92,7.0,1.23,4.85,3.46,0.23,3.0,1.0,1.77,1.23,0.132,0.176,0.692,0.495,0.052,0.001,707.856
201160,11223,Jason Smith,N,Jason,84,Smith,Forward-Center,Active,8,1610612764,Wizards,240,4,0,20,0,3,2,0,8,0,1,0.3,0.4,0.0,1.7,0.2,0.2,12.0,10.6,0.7,2.3,0.4,2.3,0.2,1.3,0.34,4.67,2.25,2.08,1.17,0.08,2.33,1.17,1.08,0.67,0.072,0.482,0.446,0.25,0.08,0.032,251.488
201162,11458,Jared Dudley,N,Jared,79,Dudley,Forward,Active,9,1610612756,Suns,225,23,12,17,40,4,14,3,9,20,1,2.3,0.3,0.2,2.9,1.7,1.0,15.0,25.2,0.7,2.8,1.6,3.6,0.8,1.1,2.0,9.6,3.47,4.13,2.8,0.8,4.13,1.93,1.4,0.93,0.208,0.361,0.431,0.292,0.053,0.013,815.428
201163,10789,Wilson Chandler,N,Wilson,80,Chandler,Forward,Active,8,1610612743,Nuggets,225,54,4,31,37,25,34,1,15,12,12,1.5,0.2,0.6,5.8,3.5,2.5,11.0,29.8,1.4,2.4,2.6,7.2,0.5,1.6,2.9,10.36,2.55,4.91,2.91,1.27,4.09,1.0,1.82,1.18,0.28,0.246,0.474,0.281,0.091,0.021,704.068
201166,11635,Aaron Brooks,Y,Aaron,72,Brooks,Guard,Active,8,1610612754,Pacers,161,18,2,17,30,7,7,1,8,11,4,2.8,0.3,0.5,0.6,0.8,0.7,12.0,15.9,0.2,2.3,1.0,0.8,0.5,1.3,0.91,5.09,1.27,2.91,1.73,0.37,2.55,1.0,1.18,0.45,0.179,0.25,0.571,0.339,0.018,0.005,398.468
201167,11361,Arron Afflalo,N,Arron,77,Afflalo,Guard,Active,9,1610612758,Kings,210,19,18,39,15,18,7,8,18,4,10,0.8,0.1,0.5,2.4,2.2,2.1,14.0,28.1,0.3,2.0,1.7,2.6,0.3,0.3,1.07,7.14,1.86,4.21,2.86,0.43,3.36,1.43,1.5,0.79,0.15,0.26,0.59,0.4,0.042,0.005,796.084
201168,11648,Tiago Splitter,N,Tiago,83,Splitter,Center-Forward,Active,6,1610612737,Hawks,245,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
201177,10860,Josh McRoberts,Y,Josh,82,McRoberts,Forward,Active,9,1610612748,Heat,240,6,0,2,3,6,2,0,0,0,1,1.3,0.3,0.8,2.0,0.0,0.0,4.0,11.9,1.0,1.5,0.0,3.0,0.5,0.5,1.34,5.67,2.33,2.0,0.33,0.67,2.67,1.33,0.67,0.0,0.235,0.412,0.353,0.059,0.089,0.044,89.82
201188,11620,Marc Gasol,N,Marc,85,Gasol,Center,Active,8,1610612763,Grizzlies,255,33,2,71,43,50,20,2,19,17,23,3.9,1.5,0.4,5.3,4.2,3.2,13.0,32.6,0.8,2.0,4.4,6.1,0.7,2.3,1.77,10.54,5.46,3.31,1.31,0.92,5.54,3.0,1.62,0.46,0.168,0.518,0.314,0.124,0.083,0.012,833.876
201196,11183,Ramon Sessions,Y,Ramon,75,Sessions,Guard,Active,9,1610612766,Hornets,190,22,1,13,15,14,11,0,2,3,4,3.5,0.2,0.3,1.2,2.2,1.4,13.0,17.1,0.2,0.9,2.2,1.4,0.6,1.0,0.53,5.69,1.08,4.08,3.08,0.3,2.15,0.54,1.31,1.08,0.095,0.189,0.716,0.541,0.033,0.007,451.688
201228,11907,CJ Watson,Y,CJ,74,Watson,Guard,Active,9,1610612753,Magic,175,3,2,8,6,3,0,1,1,4,0,1.0,0.0,0.2,1.3,0.7,0.6,12.0,11.4,0.2,0.8,0.8,1.4,0.6,0.1,0.5,3.2,0.6,2.1,0.9,0.2,1.1,0.3,0.6,0.2,0.156,0.188,0.656,0.281,0.054,0.007,276.668
201229,11497,Anthony Tolliver,Y,Anthony,80,Tolliver,Forward,Active,8,1610612758,Kings,240,2,5,0,9,3,2,1,0,2,2,0.6,0.0,0.0,1.3,0.6,0.6,8.0,12.1,0.8,1.1,0.9,2.0,0.1,0.5,0.37,4.75,2.25,2.13,1.0,0.25,3.0,1.75,1.0,0.5,0.079,0.474,0.447,0.211,0.05,0.03,200.68
201563,10179,Michael Beasley,N,Michael,82,Beasley,Forward,Active,8,1610612749,Bucks,235,38,5,30,5,13,24,2,12,2,6,0.6,0.1,0.3,2.1,1.7,1.1,13.0,14.5,0.8,1.5,1.6,2.8,0.5,0.8,0.9,5.27,1.82,2.55,1.55,0.46,2.73,1.18,1.09,0.82,0.172,0.345,0.483,0.293,0.07,0.026,389.028
201565,10276,Derrick Rose,N,Derrick,75,Rose,Guard,Active,7,1610612752,Knicks,190,79,3,46,18,42,45,2,14,4,17,4.8,0.4,1.1,3.0,2.9,2.5,13.0,31.9,1.0,1.6,2.7,4.0,0.5,3.1,2.46,10.08,1.62,6.0,4.0,1.0,4.23,0.92,2.31,1.46,0.245,0.16,0.595,0.397,0.046,0.015,855.116
201566,10237,Russell Westbrook,N,Russell,75,Westbrook,Guard,Active,8,1610612760,Thunder,200,111,6,103,69,44,67,3,44,22,13,10.4,0.4,1.1,7.5,10.6,8.6,14.0,34.8,2.1,2.6,6.9,9.6,1.2,5.3,1.0,7.43,2.43,4.0,3.29,0.43,3.93,1.86,1.64,1.21,0.135,0.327,0.538,0.442,0.098,0.028,1067.384
201567,10303,Kevin Love,N,Kevin,82,Love,Forward,Active,8,1610612739,Cavaliers,251,51,24,45,33,29,29,8,19,10,12,1.3,0.6,1.3,8.0,6.9,5.8,12.0,32.3,3.0,2.2,5.6,11.0,0.9,2.2,3.33,13.08,4.5,5.25,3.0,1.24,5.83,2.67,1.92,1.0,0.255,0.344,0.401,0.229,0.116,0.044,825.512
201568,10333,Danilo Gallinari,N,Danilo,82,Gallinari,Forward,Active,7,1610612743,Nuggets,225,37,18,45,50,7,18,9,17,15,2,2.2,0.4,0.5,3.9,6.5,5.7,13.0,36.2,0.6,1.0,5.0,4.5,0.6,1.5,2.07,11.38,2.69,6.62,3.46,0.92,4.46,1.77,1.77,0.92,0.183,0.236,0.581,0.304,0.051,0.008,1005.452
201569,10194,Eric Gordon,N,Eric,76,Gordon,Guard,Active,8,1610612745,Rockets,215,45,17,13,87,20,25,6,4,34,5,2.5,0.6,0.7,2.9,2.3,1.9,14.0,31.8,0.4,2.4,2.5,3.3,0.7,1.9,2.22,8.86,2.07,4.57,3.14,0.72,3.79,1.43,1.64,1.21,0.25,0.234,0.516,0.355,0.044,0.007,917.676
201571,10605,D.J. Augustin,N,D.J.,72,Augustin,Guard,Active,8,1610612753,Magic,183,26,12,18,43,10,15,4,5,14,5,2.6,0.0,0.4,0.8,2.1,1.9,14.0,18.4,0.1,1.0,2.0,0.9,0.3,1.3,1.31,5.62,0.85,3.46,2.46,0.53,2.38,0.77,1.08,0.85,0.233,0.151,0.616,0.438,0.021,0.002,519.796
201572,10462,Brook Lopez,N,Brook,84,Lopez,Center,Active,8,1610612751,Nets,268,55,10,14,50,39,34,4,5,18,21,1.5,1.7,0.5,3.5,4.5,3.8,11.0,26.7,1.7,2.0,3.2,5.3,0.5,2.5,3.1,10.3,4.6,2.6,1.2,1.4,5.1,2.7,1.0,0.5,0.301,0.447,0.252,0.117,0.061,0.03,642.016
201573,10321,Jerryd Bayless,N,Jerryd,75,Bayless,Guard,Active,8,1610612755,76ers,200,2,0,1,2,2,1,0,0,0,0,5.0,0.0,2.0,1.0,2.0,2.0,1.0,15.5,1.0,0.0,1.0,2.0,0.0,2.0,2.0,7.0,3.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,0.285,0.429,0.286,0.143,0.033,0.033,30.2
201575,11461,Brandon Rush,N,Brandon,78,Rush,Guard-Forward,Active,8,1610612750,Timberwolves,225,3,6,6,5,0,1,2,1,1,0,0.7,0.3,0.2,1.5,0.3,0.2,6.0,13.0,0.0,0.3,0.7,1.5,0.2,0.7,0.4,3.2,0.6,2.2,1.8,-5.55111512313e-17,0.6,0.2,0.4,0.4,0.124,0.188,0.688,0.563,0.06,0.0,150.7
201577,10462,Robin Lopez,N,Robin,84,Lopez,Center,Active,8,1610612741,Bulls,255,60,1,36,0,38,30,0,16,0,16,0.8,1.4,0.5,4.1,1.1,0.7,14.0,27.6,3.9,2.0,1.2,7.9,0.1,0.6,3.57,14.79,7.43,3.79,1.36,1.72,7.43,3.64,2.07,0.93,0.242,0.502,0.256,0.092,0.072,0.069,787.988
201578,10703,Marreese Speights,N,Marreese,82,Speights,Forward-Center,Active,8,1610612746,Clippers,255,34,5,12,45,8,20,1,6,15,2,0.7,0.5,0.3,3.1,2.6,2.1,15.0,15.3,1.1,2.6,2.1,4.2,0.3,0.5,1.86,7.4,3.07,2.47,1.13,0.6,3.2,1.87,0.73,0.27,0.253,0.414,0.333,0.153,0.101,0.034,463.912
201579,10939,Roy Hibbert,N,Roy,86,Hibbert,Center,Active,8,1610612766,Hornets,270,17,0,7,0,7,14,0,2,0,3,0.5,0.8,0.4,1.8,1.4,1.1,8.0,14.9,1.5,2.1,1.1,3.3,0.1,0.9,0.5,5.88,3.25,2.13,1.13,0.0,2.5,1.75,0.75,0.5,0.085,0.553,0.362,0.191,0.057,0.049,246.0
201580,10535,JaVale McGee,N,JaVale,84,McGee,Center,Active,8,1610612744,Warriors,270,21,0,0,0,7,17,0,0,0,1,0.2,0.7,0.0,0.9,1.3,0.6,10.0,6.4,0.5,1.1,1.0,1.4,0.0,0.7,0.6,3.4,1.7,1.1,0.6,0.2,1.5,0.8,0.5,0.4,0.176,0.5,0.324,0.176,0.066,0.036,137.456
201582,10427,Alexis Ajinca,Y,Alexis,86,Ajinca,Center,Active,6,1610612740,Pelicans,248,7,0,16,0,4,5,0,6,0,1,0.1,0.7,0.1,2.6,0.6,0.4,7.0,13.4,1.1,1.9,1.0,3.7,0.1,0.7,1.28,5.14,2.57,1.29,0.43,0.58,3.0,1.71,0.71,0.29,0.25,0.5,0.25,0.083,0.09,0.04,200.656
201583,10427,Ryan Anderson,N,Ryan,82,Anderson,Forward,Active,8,1610612745,Rockets,240,36,12,26,73,12,18,4,7,30,2,0.6,0.1,0.5,4.1,1.3,1.1,14.0,32.0,2.1,1.6,1.4,6.2,0.3,0.9,2.64,11.57,3.64,5.29,2.21,0.85,5.0,2.36,1.79,0.71,0.228,0.315,0.457,0.191,0.061,0.032,929.264
201584,11373,Courtney Lee,N,Courtney,77,Lee,Guard,Active,8,1610612752,Knicks,200,26,7,36,26,20,12,2,14,12,9,1.6,0.3,0.3,2.5,0.7,0.6,13.0,30.4,0.5,2.0,0.5,3.0,0.9,1.1,2.7,11.08,2.0,6.38,4.15,1.23,4.92,1.31,2.38,1.31,0.243,0.181,0.576,0.375,0.041,0.007,801.608
201585,10133,Kosta Koufos,Y,Kosta,84,Koufos,Center,Active,8,1610612758,Kings,265,35,0,2,1,31,20,0,1,0,12,0.8,0.6,0.4,4.4,1.0,0.4,14.0,19.8,1.6,2.1,1.0,5.9,0.4,1.1,2.14,8.71,3.43,3.14,1.36,1.0,4.29,1.93,1.36,0.57,0.246,0.393,0.361,0.156,0.109,0.039,558.808
201586,9927,Serge Ibaka,N,Serge,82,Ibaka,Forward,Active,7,1610612753,Magic,235,35,1,48,37,46,27,0,17,18,17,0.6,1.4,0.6,4.9,2.1,1.8,14.0,29.9,2.1,2.6,2.2,6.9,0.4,1.6,3.54,13.92,5.92,4.46,2.85,1.54,7.08,3.69,1.85,1.15,0.255,0.425,0.32,0.204,0.081,0.035,835.448
201587,10205,Nicolas Batum,N,Nicolas,80,Batum,Guard-Forward,Active,8,1610612766,Hornets,200,14,6,43,71,13,10,1,13,25,8,5.0,0.5,0.5,5.7,4.0,3.3,13.0,34.0,0.8,1.9,2.2,6.5,1.3,2.2,0.77,8.46,2.38,5.31,3.85,0.31,3.69,1.38,2.0,1.08,0.091,0.282,0.627,0.455,0.079,0.012,934.32
201588,11160,George Hill,N,George,75,Hill,Guard,Active,8,1610612762,Jazz,188,27,9,21,28,13,19,3,10,13,8,4.9,0.3,0.4,2.4,3.4,3.0,7.0,33.8,0.4,2.3,3.7,2.9,1.0,1.1,3.29,12.14,1.14,7.71,4.0,1.14,5.43,1.0,3.29,1.71,0.271,0.094,0.635,0.329,0.038,0.007,449.24
201589,10469,Darrell Arthur,N,Darrell,81,Arthur,Forward,Active,7,1610612743,Nuggets,235,0,1,3,1,1,0,0,0,1,1,0.5,0.0,0.0,2.0,0.0,0.0,2.0,7.6,0.0,1.0,0.0,2.0,0.0,0.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,1.5,0.5,0.5,0.4,0.4,0.2,0.2,0.119,0.0,33.52
201593,11281,Nikola Pekovic,N,Nikola,83,Pekovic,Center,Active,6,1610612750,Timberwolves,307,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
201599,10351,DeAndre Jordan,N,DeAndre,83,Jordan,Center,Active,8,1610612746,Clippers,265,96,0,1,0,8,60,0,0,0,3,0.5,1.6,0.5,9.2,5.0,2.4,15.0,30.8,3.2,3.0,4.1,12.4,0.5,1.7,3.4,13.47,5.07,5.0,2.07,1.27,5.67,2.53,1.87,0.73,0.253,0.376,0.371,0.153,0.145,0.05,956.324
201600,11099,Omer Asik,N,Omer,84,Asik,Center,Active,6,1610612740,Pelicans,255,33,0,0,0,1,15,0,0,0,0,0.6,0.4,0.4,4.7,1.4,0.7,14.0,17.7,1.8,1.6,1.2,6.5,0.1,0.6,2.07,8.07,3.5,2.5,1.0,0.79,3.43,1.57,1.07,0.29,0.256,0.434,0.31,0.124,0.13,0.049,507.64
201601,11032,Luc Mbah a Moute,N,Luc,80,Mbah a Moute,Forward,Active,8,1610612746,Clippers,230,37,21,4,1,2,24,10,2,0,0,0.3,0.5,0.4,1.5,1.6,0.8,15.0,23.7,0.8,1.2,1.1,2.3,1.2,0.7,2.8,9.0,1.87,4.33,2.27,0.93,3.2,1.2,1.07,0.6,0.312,0.207,0.481,0.252,0.032,0.017,727.24
201609,11158,Goran Dragic,N,Goran,75,Dragic,Guard,Active,8,1610612748,Heat,190,42,15,30,25,22,25,8,8,9,8,5.8,0.3,0.8,2.9,3.7,2.9,10.0,32.7,1.0,2.5,3.0,3.9,1.2,3.1,1.6,8.8,2.0,5.2,2.6,0.4,3.9,1.3,2.2,1.3,0.182,0.227,0.591,0.295,0.044,0.015,664.456
201627,11379,Anthony Morrow,N,Anthony,77,Morrow,Guard,Active,8,1610612760,Thunder,210,2,4,9,5,4,1,0,5,0,4,0.3,0.1,0.1,0.3,0.3,0.1,8.0,6.5,0.3,0.5,0.1,0.5,0.3,0.3,0.5,3.33,0.83,2.0,1.33,-1.11022302463e-16,1.0,0.67,0.33,0.33,0.15,0.25,0.6,0.4,0.017,0.017,117.08
201628,11747,Bobby Brown,N,Bobby,74,Brown,Guard,Active,2,1610612745,Rockets,175,3,0,3,4,2,0,0,1,0,0,0.0,0.0,0.2,0.3,0.0,0.0,6.0,3.7,0.0,0.3,0.0,0.3,0.0,0.2,0.33,2.0,1.0,0.67,0.67,0.0,0.33,0.33,0.0,0.0,0.167,0.5,0.333,0.333,0.04,0.0,50.2
201933,10113,Blake Griffin,N,Blake,82,Griffin,Forward,Active,6,1610612746,Clippers,251,116,4,77,11,27,76,0,32,2,6,4.4,0.6,0.5,7.3,7.9,6.3,15.0,33.2,1.9,2.9,6.7,9.3,1.3,1.6,2.26,13.6,4.67,6.67,4.4,0.87,5.87,2.67,2.33,1.67,0.167,0.343,0.49,0.324,0.106,0.028,1040.556
201935,9950,James Harden,N,James,77,Harden,Guard,Active,7,1610612745,Rockets,220,69,8,39,106,42,47,3,15,39,18,12.4,0.3,1.0,6.2,10.1,8.2,14.0,36.7,1.6,2.6,6.5,7.8,1.2,5.4,2.5,12.0,2.29,7.21,5.71,0.86,4.93,1.36,2.71,2.07,0.209,0.19,0.601,0.476,0.081,0.021,1068.524
201936,9926,Tyreke Evans,N,Tyreke,78,Evans,Guard-Forward,Active,7,1610612740,Pelicans,220,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
201937,9529,Ricky Rubio,N,Ricky,76,Rubio,Guard,Active,5,1610612750,Timberwolves,190,9,3,10,17,4,3,1,4,4,1,7.3,0.0,0.8,3.1,3.5,2.4,8.0,31.6,1.8,2.9,2.9,4.9,1.1,2.1,1.24,9.0,2.13,5.63,4.13,0.62,4.13,1.38,2.13,1.63,0.139,0.236,0.625,0.458,0.049,0.028,506.48
201939,10480,Stephen Curry,N,Stephen,75,Curry,Guard,Active,7,1610612744,Warriors,190,59,21,32,115,21,41,7,15,48,8,6.0,0.3,0.6,3.1,5.4,4.9,14.0,33.1,0.7,2.4,4.0,3.8,1.3,2.9,2.72,9.86,1.64,5.5,3.71,0.72,4.14,1.21,2.21,1.57,0.275,0.167,0.558,0.377,0.042,0.01,1029.844
201941,10711,Jordan Hill,N,Jordan,82,Hill,Forward-Center,Active,7,1610612750,Timberwolves,240,2,0,1,0,0,1,0,1,0,0,0.0,0.0,0.0,1.5,1.0,1.0,2.0,5.4,1.5,1.5,1.0,3.0,0.0,1.0,0.5,4.5,3.5,0.5,,0.5,3.0,2.5,0.0,,0.111,0.778,0.111,,0.14,0.14,21.4
201942,9969,DeMar DeRozan,N,DeMar,79,DeRozan,Guard,Active,7,1610612761,Raptors,220,62,7,156,19,80,39,4,74,2,40,3.7,0.0,1.5,4.1,9.6,7.8,14.0,36.9,1.1,2.2,5.7,5.2,1.4,2.7,0.64,7.71,2.07,5.0,3.79,0.43,3.57,1.5,1.64,1.07,0.083,0.269,0.648,0.491,0.054,0.014,1063.208
201943,9922,Brandon Jennings,Y,Brandon,73,Jennings,Guard,Active,7,1610612752,Knicks,170,24,8,9,32,7,10,4,4,9,3,4.8,0.0,0.2,2.5,1.8,1.3,13.0,21.5,0.6,1.8,1.8,3.2,0.8,1.5,1.0,5.0,1.08,2.92,1.5,0.5,2.42,0.75,1.17,0.75,0.2,0.217,0.583,0.3,0.057,0.014,578.064
201945,10576,Gerald Henderson,N,Gerald,77,Henderson,Guard,Active,7,1610612755,76ers,215,32,12,49,14,13,24,4,20,7,5,1.4,0.2,0.5,2.1,1.6,1.3,14.0,25.1,0.6,2.1,2.3,2.7,0.9,0.9,1.42,9.57,2.29,5.86,4.14,0.56,4.21,1.36,2.29,1.36,0.149,0.239,0.612,0.433,0.041,0.011,727.608
