player_id,age,display_name,dleague_flag,first_name,height,last_name,position,roster_status,season_exp,team_id,team_name,weight,attempt_RA,attempt_corner_3,attempt_mid,attempt_non_corner_3,attempt_paint,made_RA,made_corner_3,made_mid,made_non_corner_3,made_paint,ast,blk,blk_a,dreb,fta,ftm,gp,min_game,oreb,pf,pfd,reb,stl,tov,d_fga_mid,d_fga_overall,d_fga_paint,d_fga_perim,d_fga_threes,d_fgm_mid,d_fgm_overall,d_fgm_paint,d_fgm_perim,d_fgm_threes,d_freq_mid,d_freq_paint,d_freq_perim,d_freq_threes,blk_pos,dreb_pos,oreb_pos,stl_pos,ast_shot_made,pos
101135,12262,David Lee,N,David,81,Lee,Forward-Center,Active,11,1610612759,Spurs,245,522,0,163,1,295,325,0,61,0,127,2.1,0.4,1.4,6.7,4.3,3.3,69.0,33.2,2.6,3.0,3.1,9.3,0.7,2.2,3.65,13.16,4.22,5.29,2.28,1.38,5.75,2.44,1.93,0.79,0.277,0.321,0.402,0.173,0.006,0.098,0.039,0.01,349,4627.932
101138,11530,Brandon Bass,Y,Brandon,80,Bass,Forward,Active,11,1610612746,Clippers,250,280,2,318,4,121,160,0,146,2,44,1.1,0.9,0.6,3.8,2.9,2.5,82.0,27.6,2.0,2.3,2.3,5.7,0.4,1.2,2.74,11.02,4.12,4.16,1.96,1.14,4.96,2.43,1.39,0.62,0.249,0.374,0.377,0.178,0.016,0.069,0.036,0.008,212,4269.912
101139,10843,CJ Miles,Y,CJ,78,Miles,Forward-Guard,Active,11,1610612754,Pacers,225,75,54,77,156,46,42,26,33,57,20,1.0,0.3,0.3,1.7,1.5,1.3,51.0,19.3,0.4,2.0,1.3,2.0,0.9,0.9,1.06,6.0,1.12,3.82,2.3,0.44,2.76,0.86,1.46,0.76,0.176,0.187,0.637,0.383,0.008,0.043,0.009,0.023,142,1862.62
101141,10785,Ersan Ilyasova,Y,Ersan,82,Ilyasova,Forward,Active,8,1610612755,76ers,235,184,15,215,116,49,99,3,85,34,16,1.3,0.1,0.5,4.3,2.4,1.9,55.0,26.9,1.9,2.5,2.8,6.2,0.8,1.1,2.01,10.2,4.76,3.43,1.72,0.96,5.43,3.04,1.43,0.7,0.198,0.466,0.336,0.169,0.003,0.08,0.037,0.016,192,2614.508
101142,12368,Ronny Turiaf,N,Ronny,0,Turiaf,,Inactive,9,0,,0,87,0,3,0,17,57,0,1,0,6,0.8,1.6,0.4,3.8,1.6,0.7,31.0,19.5,1.8,2.1,1.7,5.6,0.3,0.8,2.18,8.35,4.52,1.65,0.61,0.71,3.45,2.13,0.61,0.29,0.262,0.541,0.197,0.073,0.041,0.097,0.045,0.007,43,1181.576
101145,11351,Monta Ellis,N,Monta,75,Ellis,Guard,Active,11,1610612754,Pacers,185,448,48,406,161,215,270,26,157,43,80,5.7,0.3,0.5,3.1,5.2,4.1,82.0,36.9,0.5,2.4,4.6,3.6,1.7,3.2,1.65,10.18,2.26,6.27,3.88,0.87,5.04,1.52,2.65,1.52,0.162,0.222,0.616,0.381,0.004,0.043,0.006,0.023,194,5995.696
101150,10985,Lou Williams,Y,Lou,73,Williams,Guard,Active,11,1610612747,Lakers,175,79,70,119,161,64,49,24,39,55,30,3.5,0.1,0.3,1.9,3.0,2.5,60.0,24.1,0.2,1.1,2.4,2.1,0.8,1.5,1.26,6.74,1.31,4.17,2.48,0.5,3.12,0.86,1.76,1.02,0.187,0.194,0.619,0.368,0.001,0.039,0.003,0.015,94,2714.984
101154,11051,Andray Blatche,Y,Andray,83,Blatche,Center-Forward,Active,8,1610612751,Nets,260,293,15,234,39,93,187,5,82,10,37,1.5,0.5,0.6,3.7,3.0,2.2,73.0,22.2,1.6,2.3,2.6,5.3,1.0,1.5,1.69,8.51,4.07,2.75,1.03,0.67,4.21,2.46,1.08,0.32,0.199,0.478,0.323,0.121,0.012,0.085,0.038,0.024,179,2847.556
101155,12502,Ryan Gomes,Y,Ryan,0,Gomes,,Inactive,7,0,,0,0,2,5,0,1,0,0,2,0,1,0.2,0.0,0.2,0.8,0.0,0.0,5.0,6.9,0.0,1.0,0.0,0.8,0.0,0.2,0.5,2.0,0.75,0.75,0.5,0.5,1.25,0.75,0.0,0.0,0.25,0.375,0.375,0.25,0.0,0.057,0.0,0.0,3,70.7
101161,10799,Amir Johnson,Y,Amir,81,Johnson,Forward,Active,11,1610612738,Celtics,240,313,16,93,50,140,215,3,41,17,68,1.5,1.1,0.5,4.3,1.9,1.2,77.0,28.8,2.2,3.5,2.0,6.6,0.7,1.6,2.91,12.17,5.71,3.55,1.75,1.0,5.54,3.11,1.43,0.63,0.239,0.469,0.292,0.144,0.02,0.077,0.04,0.013,249,4219.128
101162,11968,Marcin Gortat,Y,Marcin,83,Gortat,Center,Active,9,1610612764,Wizards,240,377,0,242,1,220,268,0,94,1,92,1.7,1.5,0.6,7.0,2.8,1.9,81.0,32.8,2.5,2.5,2.6,9.5,0.5,1.6,3.71,15.33,7.61,4.01,1.25,1.44,7.2,4.08,1.68,0.44,0.241,0.497,0.262,0.082,0.023,0.106,0.038,0.008,311,5252.196
101179,12209,Ronnie Price,N,Ronnie,74,Price,Guard,Active,11,1610612756,Suns,190,19,7,23,36,7,7,0,7,9,5,2.1,0.1,0.1,1.1,0.4,0.3,31.0,12.2,0.3,1.6,0.8,1.4,0.8,0.8,0.85,3.58,0.31,2.42,1.38,0.46,1.42,0.15,0.81,0.46,0.237,0.086,0.677,0.387,0.003,0.047,0.011,0.034,12,642.04
101181,12840,Jose Calderon,N,Jose,75,Calderon,Guard,Active,11,1610612747,Lakers,200,71,77,230,348,22,46,40,98,151,6,4.7,0.1,0.2,2.0,0.8,0.6,81.0,30.5,0.4,1.7,1.2,2.4,0.9,1.3,2.11,10.38,2.21,6.06,3.95,0.83,4.95,1.66,2.46,1.55,0.203,0.213,0.584,0.381,0.002,0.033,0.006,0.014,207,4898.796
101183,12053,Shavlik Randolph,N,Shavlik,0,Randolph,,Inactive,7,0,,0,12,0,0,0,2,7,0,0,0,0,0.1,0.1,0.2,1.3,0.8,0.4,14.0,6.8,0.5,1.1,0.9,1.8,0.2,0.4,0.75,3.83,2.08,1.0,0.58,0.25,1.58,1.08,0.25,0.08,0.196,0.543,0.261,0.152,0.005,0.096,0.037,0.016,4,176.88
101187,12457,Alan Anderson,Y,Alan,78,Anderson,Forward-Guard,Active,7,1610612746,Clippers,220,96,92,100,156,41,60,27,38,57,12,1.0,0.1,0.3,1.7,1.5,1.2,78.0,22.7,0.5,1.9,1.7,2.2,0.6,0.8,1.3,5.83,1.45,3.08,2.05,0.55,2.66,1.0,1.11,0.7,0.224,0.248,0.528,0.352,0.003,0.039,0.012,0.014,123,2982.072
101198,12377,Will Bynum,Y,Will,72,Bynum,Guard,Active,8,1610612764,Wizards,185,166,4,120,58,82,95,0,42,20,27,3.9,0.1,0.6,1.3,2.2,1.7,56.0,18.8,0.4,2.2,1.7,1.8,0.7,1.8,0.83,5.37,1.13,3.41,2.19,0.18,2.24,0.76,1.3,0.85,0.156,0.21,0.634,0.407,0.003,0.035,0.011,0.018,34,2108.44
101236,12219,Charles Hayes,Y,Charles,0,Hayes,,Inactive,10,0,,0,68,0,5,1,56,38,0,2,0,16,0.6,0.2,0.3,2.3,0.4,0.3,61.0,12.4,1.1,1.6,0.5,3.4,0.6,0.5,1.7,5.2,2.07,1.43,0.5,0.61,2.57,1.32,0.64,0.21,0.326,0.399,0.275,0.096,0.008,0.096,0.047,0.023,33,1383.764
101249,12421,John Lucas III,Y,John,71,Lucas III,Guard,Active,7,1610612750,Timberwolves,166,22,30,56,54,28,12,10,20,15,5,1.0,0.0,0.1,0.6,0.4,0.2,42.0,14.1,0.3,1.0,0.7,0.9,0.3,0.5,0.89,3.84,1.14,1.81,0.92,0.33,1.81,0.86,0.62,0.32,0.232,0.296,0.472,0.239,0.0,0.023,0.01,0.012,39,1146.996
200745,11351,Andrea Bargnani,N,Andrea,0,Bargnani,,Inactive,9,0,,0,118,2,187,106,89,68,1,85,29,39,1.1,1.2,0.5,3.6,2.4,2.0,42.0,29.9,1.6,2.4,2.5,5.3,0.3,1.4,2.82,11.62,4.4,4.4,1.93,1.07,5.69,2.55,2.07,0.83,0.242,0.379,0.379,0.166,0.021,0.063,0.028,0.006,175,2315.98
200746,11450,LaMarcus Aldridge,N,LaMarcus,83,Aldridge,Forward,Active,10,1610612759,Spurs,260,305,1,899,14,204,196,0,379,3,74,2.6,1.0,0.6,8.7,5.2,4.3,69.0,36.2,2.4,2.1,4.3,11.1,0.9,1.8,3.36,14.97,5.67,5.94,2.22,1.38,6.96,3.06,2.52,0.84,0.224,0.379,0.397,0.148,0.013,0.118,0.033,0.012,391,5049.14
200748,11056,Tyrus Thomas,Y,Tyrus,0,Thomas,,Inactive,7,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
200751,12114,Randy Foye,N,Randy,76,Foye,Guard,Active,10,1610612751,Nets,218,156,89,161,409,60,87,40,67,149,18,3.5,0.5,0.5,2.4,2.3,1.9,81.0,30.7,0.4,2.5,1.6,2.9,0.8,1.8,2.0,9.26,2.73,4.53,2.7,0.83,4.2,1.85,1.52,0.9,0.216,0.295,0.489,0.292,0.007,0.037,0.007,0.013,190,4845.276
200752,11056,Rudy Gay,N,Rudy,80,Gay,Forward,Active,10,1610612758,Kings,230,352,44,395,153,235,215,13,154,52,103,2.9,0.8,1.1,4.4,5.3,4.4,73.0,34.7,1.5,2.3,3.7,6.0,1.3,3.1,1.59,9.99,2.86,5.54,3.79,0.48,4.46,1.74,2.24,1.54,0.158,0.287,0.555,0.38,0.011,0.064,0.022,0.019,183,4851.672
200755,11840,JJ Redick,N,JJ,76,Redick,Guard,Active,10,1610612746,Clippers,190,47,53,138,132,28,32,26,68,47,8,2.2,0.1,0.2,1.9,3.0,2.8,35.0,28.2,0.3,1.9,2.2,2.1,0.8,1.2,2.08,8.71,1.77,4.86,2.69,1.12,4.06,1.11,1.83,1.0,0.24,0.203,0.557,0.308,0.001,0.032,0.004,0.014,157,1974.896
200756,11688,Hilton Armstrong,Y,Hilton,83,Armstrong,Forward-Center,Active,5,1610612744,Warriors,235,10,0,7,0,2,7,0,2,0,0,0.3,0.3,0.1,1.9,1.1,0.5,15.0,6.4,1.3,0.7,1.0,3.1,0.3,0.4,1.25,5.13,2.5,1.38,0.63,0.75,2.75,1.25,0.75,0.25,0.244,0.488,0.268,0.122,0.021,0.145,0.098,0.021,4,186.12
200757,11893,Thabo Sefolosha,N,Thabo,79,Sefolosha,Forward,Active,10,1610612737,Hawks,220,113,85,54,67,21,68,29,20,19,5,1.5,0.3,0.3,2.8,1.1,0.9,61.0,26.0,0.8,1.5,0.9,3.6,1.3,0.9,1.28,8.58,2.23,5.07,3.52,0.45,3.77,1.47,1.85,1.33,0.15,0.26,0.59,0.41,0.005,0.053,0.016,0.025,98,3193.056
200758,11571,Ronnie Brewer,Y,Ronnie,79,Brewer,Forward,Active,7,1610612741,Bulls,235,3,6,3,2,1,2,1,0,0,0,0.4,0.0,0.0,0.5,0.1,0.0,24.0,6.7,0.1,0.2,0.1,0.6,0.3,0.1,0.28,2.28,0.39,1.61,1.06,0.11,1.11,0.33,0.67,0.44,0.122,0.171,0.707,0.463,0.003,0.038,0.006,0.019,3,274.848
200761,11238,Shawne Williams,Y,Shawne,82,Williams,Forward,Active,7,1610612765,Pistons,230,31,56,27,71,5,15,20,15,22,1,0.8,0.8,0.2,3.9,0.6,0.4,36.0,20.9,0.7,2.6,0.6,4.6,0.5,0.6,1.5,8.85,4.09,3.26,1.79,0.56,4.35,2.41,1.38,0.65,0.169,0.462,0.369,0.203,0.019,0.092,0.016,0.012,63,1395.988
200765,11232,Rajon Rondo,N,Rajon,73,Rondo,Guard,Active,10,1610612741,Bulls,186,133,10,71,80,56,69,3,31,23,15,9.8,0.1,0.9,4.7,2.2,1.4,30.0,33.3,0.7,2.2,2.7,5.5,1.3,3.3,1.35,7.62,1.93,4.34,2.93,0.87,4.21,1.55,1.79,1.1,0.177,0.253,0.57,0.385,0.001,0.07,0.011,0.02,33,1843.224
200768,11201,Kyle Lowry,N,Kyle,72,Lowry,Guard,Active,10,1610612761,Raptors,205,256,59,183,441,141,152,21,61,169,54,7.4,0.2,0.6,3.6,4.9,4.0,79.0,36.2,1.1,3.4,4.9,4.7,1.5,2.5,2.02,10.68,2.57,6.09,3.64,0.82,4.75,1.58,2.35,1.26,0.188,0.241,0.571,0.341,0.003,0.049,0.015,0.021,196,5581.352
200769,11317,Shannon Brown,Y,Shannon,0,Brown,,Inactive,8,0,,0,28,0,30,2,6,18,0,5,0,1,0.3,0.0,0.1,0.7,0.7,0.5,29.0,8.7,0.2,0.8,0.5,1.0,0.4,0.6,0.65,3.35,0.85,1.85,1.1,0.2,1.55,0.65,0.7,0.5,0.194,0.254,0.552,0.328,0.0,0.042,0.014,0.026,14,394.884
200770,10951,Jordan Farmar,Y,Jordan,0,Farmar,,Inactive,9,0,,0,88,34,93,125,23,39,19,34,50,8,4.9,0.2,0.4,2.0,1.4,1.1,41.0,22.3,0.5,1.6,1.5,2.5,0.9,2.3,1.57,7.15,1.65,3.93,2.18,0.55,3.33,1.2,1.58,0.85,0.22,0.231,0.549,0.304,0.004,0.044,0.01,0.02,66,1643.992
200771,11122,Sergio Rodriguez,N,Sergio,75,Rodriguez,Guard,Active,4,1610612755,76ers,176,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
200777,10882,Joel Freeland,Y,Joel,82,Freeland,Center-Forward,Active,2,1610612757,Trail Blazers,225,75,0,60,2,25,43,0,27,0,7,0.7,0.4,0.2,2.3,0.6,0.4,52.0,14.0,1.7,1.8,0.8,4.0,0.2,0.6,1.81,6.5,3.29,1.4,0.56,0.69,2.96,1.69,0.58,0.23,0.278,0.506,0.216,0.086,0.015,0.081,0.06,0.007,58,1467.956
200779,12217,Steve Novak,Y,Steve,82,Novak,Forward,Active,10,1610612749,Bucks,225,1,38,22,84,1,0,16,8,36,0,0.2,0.1,0.0,0.9,0.1,0.1,54.0,10.0,0.1,0.8,0.2,1.1,0.2,0.1,0.9,4.42,1.33,2.19,1.33,0.37,2.07,0.86,0.84,0.53,0.205,0.3,0.495,0.3,0.004,0.045,0.007,0.011,52,968.372
200780,11818,Solomon Jones,Y,Solomon,0,Jones,,Inactive,7,0,,0,6,0,10,0,1,2,0,4,0,0,0.2,0.2,0.1,0.7,0.4,0.2,11.0,7.7,0.7,1.1,0.5,1.5,0.2,0.2,0.88,4.33,1.56,1.89,0.67,0.44,2.11,0.67,1.0,0.44,0.205,0.359,0.436,0.154,0.012,0.048,0.048,0.012,5,154.16
200782,11525,PJ Tucker,Y,PJ,78,Tucker,Forward,Active,5,1610612756,Suns,245,245,166,87,24,92,125,68,29,6,37,1.7,0.3,0.6,4.5,2.5,1.9,81.0,30.7,2.0,2.5,2.5,6.5,1.4,1.3,1.64,8.52,2.05,4.83,3.05,0.68,3.79,1.27,1.84,0.99,0.192,0.241,0.567,0.358,0.004,0.072,0.031,0.021,165,5049.804
200794,11609,Paul Millsap,N,Paul,80,Millsap,Forward,Active,10,1610612737,Hawks,246,422,42,216,170,197,253,15,69,61,85,3.1,1.1,0.9,6.4,5.3,3.9,74.0,33.5,2.1,2.8,4.8,8.5,1.7,2.5,2.73,14.89,6.38,5.78,3.04,1.2,7.05,3.7,2.15,1.05,0.183,0.429,0.388,0.204,0.015,0.094,0.03,0.026,335,4864.98
200797,11732,Ryan Hollins,Y,Ryan,0,Hollins,,Inactive,9,0,,0,53,0,2,0,17,44,0,1,0,8,0.1,0.5,0.1,1.0,0.9,0.6,61.0,7.9,0.5,1.4,0.9,1.5,0.1,0.5,1.18,4.04,1.59,1.27,0.54,0.36,1.52,0.75,0.41,0.18,0.292,0.394,0.314,0.133,0.032,0.061,0.032,0.009,38,881.388
200811,12405,Lou Amundson,Y,Lou,81,Amundson,Forward,Active,10,1610612752,Knicks,220,27,0,1,0,4,15,0,0,0,1,0.3,0.6,0.3,1.4,1.3,0.3,19.0,9.7,1.5,2.6,1.1,2.9,0.5,0.7,1.16,3.44,1.28,1.0,0.44,0.5,1.61,0.78,0.33,0.17,0.339,0.371,0.29,0.129,0.031,0.076,0.079,0.025,12,256.7
200826,11838,Jose Juan Barea,Y,Jose Juan,72,Barea,Guard,Active,10,1610612742,Mavericks,185,216,22,127,209,82,106,9,47,64,28,3.8,0.0,0.5,1.7,1.3,1.0,79.0,18.6,0.2,1.6,1.6,1.9,0.3,1.6,0.93,5.24,0.91,3.4,1.88,0.46,2.42,0.67,1.29,0.76,0.178,0.174,0.648,0.359,0.0,0.046,0.005,0.009,61,2857.148
200839,12215,Michael Harris,Y,Michael,0,Harris,,Inactive,3,0,,0,17,1,36,1,6,12,0,13,0,4,0.3,0.4,0.2,0.9,1.4,1.3,20.0,11.2,0.8,1.8,1.0,1.7,0.8,0.6,1.27,5.74,1.63,2.84,1.63,0.63,2.47,0.95,0.89,0.58,0.221,0.284,0.495,0.284,0.015,0.04,0.033,0.035,20,416.344
201141,10533,Greg Oden,N,Greg,84,Oden,Center,Active,3,1610612748,Heat,273,35,0,3,0,11,24,0,0,0,3,0.0,0.6,0.2,1.3,1.0,0.6,23.0,9.2,1.0,2.3,1.1,2.3,0.3,0.5,0.91,3.67,1.95,0.81,0.29,0.28,1.43,0.86,0.29,0.05,0.247,0.532,0.221,0.078,0.031,0.074,0.055,0.017,21,401.788
201142,10282,Kevin Durant,N,Kevin,81,Durant,Forward,Active,9,1610612744,Warriors,240,413,27,509,464,275,320,11,226,181,111,5.5,0.7,0.5,6.7,9.9,8.7,81.0,38.5,0.7,2.1,6.4,7.4,1.3,3.5,1.99,11.22,2.38,6.85,4.57,0.7,4.32,1.3,2.32,1.44,0.177,0.212,0.611,0.407,0.009,0.084,0.009,0.016,401,6389.42
201143,11131,Al Horford,N,Al,82,Horford,Center,Active,9,1610612738,Celtics,245,146,11,183,0,80,110,4,88,0,36,2.6,1.5,0.5,6.1,2.9,2.0,29.0,33.0,2.3,1.9,2.3,8.4,0.9,2.2,2.86,12.86,5.66,4.34,1.31,1.21,5.62,2.79,1.62,0.48,0.222,0.44,0.338,0.102,0.023,0.092,0.034,0.014,170,1824.076
201144,10636,Mike Conley,N,Mike,73,Conley,Guard,Active,9,1610612763,Grizzlies,175,303,50,244,241,192,178,15,104,90,76,6.0,0.2,0.7,2.4,3.8,3.1,73.0,33.5,0.6,1.9,3.4,2.9,1.5,2.1,1.97,10.59,2.07,6.55,4.21,0.77,4.56,1.41,2.38,1.36,0.187,0.195,0.618,0.397,0.003,0.036,0.009,0.023,160,4522.4
201145,11045,Jeff Green,N,Jeff,81,Green,Forward,Active,8,1610612753,Magic,235,323,110,301,286,151,202,43,95,92,50,1.7,0.6,0.6,4.0,4.3,3.5,82.0,34.2,0.7,2.2,3.4,4.6,0.7,2.0,1.6,10.29,3.2,5.49,3.35,0.82,4.8,1.93,2.05,1.11,0.157,0.31,0.533,0.326,0.008,0.058,0.01,0.01,276,5356.248
201147,11221,Corey Brewer,N,Corey,81,Brewer,Forward,Active,9,1610612745,Rockets,186,417,129,105,82,74,271,40,30,19,28,1.7,0.4,0.5,1.8,2.8,2.0,81.0,32.2,0.8,2.6,2.4,2.6,1.9,1.3,1.6,10.36,1.78,6.98,3.91,0.71,4.74,1.31,2.72,1.51,0.155,0.172,0.673,0.378,0.005,0.026,0.011,0.027,278,5490.496
201148,10642,Brandan Wright,N,Brandan,82,Wright,Forward,Active,8,1610612763,Grizzlies,210,224,0,26,0,81,177,0,11,0,36,0.5,0.9,0.3,2.4,1.8,1.3,58.0,18.6,1.8,1.6,1.3,4.2,0.6,0.6,1.25,6.81,3.4,2.16,1.07,0.6,3.31,1.97,0.74,0.36,0.185,0.499,0.316,0.157,0.026,0.068,0.049,0.015,196,2076.816
201149,11594,Joakim Noah,N,Joakim,83,Noah,Center,Active,9,1610612752,Knicks,230,461,1,183,1,154,256,0,69,0,55,5.4,1.5,0.9,7.7,4.2,3.1,80.0,35.2,3.5,3.1,3.6,11.3,1.2,2.4,3.93,15.6,5.66,6.01,2.49,1.44,6.79,3.05,2.3,0.91,0.252,0.363,0.385,0.159,0.022,0.114,0.052,0.018,242,5436.52
201150,10436,Spencer Hawes,N,Spencer,85,Hawes,Forward-Center,Active,9,1610612766,Hornets,245,291,23,134,285,150,166,8,53,120,56,3.0,1.2,0.7,6.6,1.9,1.5,80.0,30.9,1.6,3.0,2.1,8.3,0.6,2.2,3.94,15.93,7.08,4.91,2.01,1.4,7.3,4.14,1.76,0.65,0.248,0.444,0.308,0.126,0.018,0.102,0.025,0.009,301,4996.832
201152,10382,Thaddeus Young,N,Thaddeus,80,Young,Forward,Active,9,1610612754,Pacers,221,564,55,220,237,207,340,17,74,73,78,2.3,0.5,1.1,3.9,2.9,2.1,79.0,34.4,2.1,2.7,2.8,6.0,2.1,2.1,2.36,13.35,4.28,6.71,3.68,1.06,6.54,2.73,2.75,1.39,0.178,0.32,0.502,0.276,0.006,0.054,0.029,0.029,358,5541.372
201155,11174,Rodney Stuckey,N,Rodney,77,Stuckey,Guard,Active,9,1610612754,Pacers,205,267,49,319,39,179,161,18,118,6,69,2.1,0.1,0.7,1.8,4.0,3.3,73.0,26.7,0.5,1.8,2.9,2.3,0.7,1.7,1.23,7.74,2.0,4.51,2.92,0.47,3.75,1.47,1.81,1.15,0.16,0.258,0.582,0.377,0.003,0.033,0.01,0.014,165,3886.772
201156,11498,Nick Young,N,Nick,79,Young,Guard-Forward,Active,9,1610612747,Lakers,210,164,100,271,250,104,101,44,112,91,39,1.5,0.2,0.5,2.1,4.5,3.7,64.0,28.3,0.5,2.4,3.3,2.6,0.7,1.5,1.18,7.92,2.11,4.63,2.86,0.47,3.47,1.33,1.67,1.09,0.15,0.266,0.584,0.361,0.003,0.036,0.008,0.012,227,3357.384
201158,11201,Marco Belinelli,N,Marco,77,Belinelli,Guard-Forward,Active,9,1610612766,Hornets,210,137,86,211,207,54,95,39,92,87,24,2.2,0.1,0.4,2.6,1.6,1.4,80.0,25.2,0.2,1.6,1.9,2.8,0.6,1.2,1.38,7.31,1.95,3.98,2.2,0.56,3.35,1.21,1.58,0.81,0.189,0.267,0.544,0.301,0.002,0.051,0.004,0.012,269,3678.644
201160,11224,Jason Smith,N,Jason,84,Smith,Forward-Center,Active,8,1610612764,Wizards,240,51,0,209,0,22,27,0,94,0,10,0.9,0.9,0.7,4.2,1.6,1.3,31.0,26.8,1.6,3.2,1.8,5.8,0.4,0.9,2.55,12.13,5.26,4.32,1.65,1.0,6.13,3.45,1.68,0.61,0.21,0.434,0.356,0.136,0.018,0.08,0.031,0.007,111,1471.068
201162,11459,Jared Dudley,N,Jared,79,Dudley,Forward,Active,9,1610612756,Suns,225,51,88,145,136,26,31,38,72,43,12,1.4,0.1,0.2,1.7,0.8,0.5,74.0,23.4,0.5,2.0,0.8,2.2,0.6,0.8,2.05,8.99,2.73,4.21,2.34,0.84,3.92,1.6,1.48,0.79,0.229,0.303,0.468,0.261,0.003,0.035,0.01,0.012,185,3374.712
201163,10790,Wilson Chandler,N,Wilson,80,Chandler,Forward,Active,8,1610612743,Nuggets,225,186,132,130,219,71,113,55,46,67,26,1.8,0.5,0.5,3.8,2.5,1.8,62.0,31.1,0.9,3.1,1.7,4.7,0.7,1.3,2.73,10.94,3.44,4.77,3.0,0.96,4.65,1.92,1.77,1.03,0.249,0.314,0.437,0.274,0.008,0.058,0.014,0.011,210,3690.188
201166,11636,Aaron Brooks,Y,Aaron,72,Brooks,Guard,Active,8,1610612754,Pacers,161,141,39,83,210,108,69,17,32,79,36,3.2,0.2,0.5,1.3,1.3,1.2,72.0,21.6,0.6,2.0,1.5,1.9,0.7,1.6,1.64,7.62,1.62,4.36,2.78,0.8,3.52,1.13,1.59,0.96,0.215,0.213,0.572,0.365,0.004,0.03,0.013,0.016,86,2988.992
201167,11362,Arron Afflalo,N,Arron,77,Afflalo,Guard,Active,9,1610612758,Kings,210,171,90,446,209,94,97,44,201,84,38,3.4,0.0,0.8,3.2,4.6,3.8,73.0,35.0,0.4,1.9,3.3,3.6,0.5,2.0,1.6,9.6,1.86,6.14,3.18,0.73,4.55,1.3,2.52,1.42,0.167,0.194,0.639,0.331,0.001,0.045,0.006,0.007,291,4984.768
201168,11649,Tiago Splitter,N,Tiago,83,Splitter,Center-Forward,Active,6,1610612737,Hawks,245,237,1,15,2,91,144,0,6,0,31,1.5,0.5,0.7,4.1,2.9,2.1,59.0,21.5,2.1,2.0,2.5,6.2,0.5,1.3,2.42,8.44,3.19,2.83,0.86,0.76,3.49,1.51,1.22,0.39,0.287,0.378,0.335,0.102,0.012,0.093,0.048,0.011,121,2403.012
201171,12119,Carl Landry,N,Carl,81,Landry,Forward,Active,9,1610612755,76ers,248,20,0,30,0,10,14,0,15,0,2,0.3,0.1,0.2,2.3,0.9,0.8,18.0,12.9,0.8,1.9,1.1,3.2,0.2,0.5,1.71,5.59,1.82,2.06,0.65,0.89,3.18,1.35,0.94,0.29,0.306,0.326,0.368,0.116,0.002,0.089,0.032,0.006,23,372.876
201175,11284,Glen Davis,N,Glen,81,Davis,Forward-Center,Active,7,1610612746,Clippers,289,184,1,287,10,111,108,1,118,3,41,1.1,0.4,0.7,3.6,2.0,1.4,68.0,24.4,1.6,2.3,2.0,5.2,0.9,1.1,2.43,10.44,4.22,3.79,1.37,1.06,4.9,2.47,1.37,0.41,0.233,0.404,0.363,0.131,0.009,0.073,0.033,0.018,185,3130.604
201177,10861,Josh McRoberts,Y,Josh,82,McRoberts,Forward,Active,9,1610612748,Heat,240,153,25,78,266,44,93,7,28,98,21,4.3,0.6,0.3,3.7,1.1,0.8,78.0,30.3,1.1,2.4,1.2,4.8,0.7,1.1,2.09,10.17,3.43,4.65,2.4,0.82,4.75,2.01,1.92,0.87,0.206,0.337,0.457,0.236,0.01,0.063,0.019,0.013,200,4563.104
201188,11621,Marc Gasol,N,Marc,85,Gasol,Center,Active,8,1610612763,Grizzlies,255,153,0,313,11,234,110,0,117,2,107,3.6,1.3,0.5,5.8,4.1,3.1,59.0,33.4,1.4,2.5,4.7,7.2,1.0,1.9,2.9,11.12,4.73,3.49,1.24,1.14,5.41,2.88,1.39,0.46,0.261,0.425,0.314,0.111,0.02,0.09,0.022,0.016,233,3631.624
201189,11674,Aaron Gray,N,Aaron,84,Gray,Center,Active,6,1610612758,Kings,270,29,0,7,1,24,14,0,3,0,10,0.6,0.2,0.3,1.9,0.5,0.3,37.0,9.6,1.1,1.7,0.4,3.0,0.3,0.8,1.19,4.31,1.84,1.28,0.16,0.47,2.25,1.31,0.47,0.06,0.275,0.428,0.297,0.036,0.011,0.097,0.059,0.014,18,591.244
201196,11184,Ramon Sessions,Y,Ramon,75,Sessions,Guard,Active,9,1610612766,Hornets,190,383,21,145,103,117,206,6,51,29,38,4.1,0.1,0.7,2.0,4.9,3.9,83.0,26.7,0.5,1.1,3.5,2.4,0.6,1.8,1.42,7.47,1.04,5.01,2.93,0.64,3.31,0.71,1.96,1.17,0.19,0.139,0.671,0.392,0.002,0.038,0.009,0.011,145,4272.544
