player_id,age,display_name,dleague_flag,first_name,height,last_name,position,roster_status,season_exp,team_id,team_name,weight,attempt_RA,attempt_corner_3,attempt_mid,attempt_non_corner_3,attempt_paint,made_RA,made_corner_3,made_mid,made_non_corner_3,made_paint,ast,blk,blk_a,dreb,fta,ftm,gp,min_game,oreb,pf,pfd,reb,stl,tov,d_fga_mid,d_fga_overall,d_fga_paint,d_fga_perim,d_fga_threes,d_fgm_mid,d_fgm_overall,d_fgm_paint,d_fgm_perim,d_fgm_threes,d_freq_mid,d_freq_paint,d_freq_perim,d_freq_threes,blk_pos,dreb_pos,oreb_pos,stl_pos,ast_shot_made,pos
2457,13547,Jannero Pargo,Y,Jannero,0,Pargo,,Inactive,10,0,,0,5,10,51,50,2,0,6,26,18,2,1.8,0.0,0.1,0.7,0.4,0.3,29.0,8.3,0.0,0.6,0.4,0.7,0.5,0.9,0.76,3.95,0.55,2.64,1.86,0.37,1.82,0.27,1.18,0.82,0.195,0.138,0.667,0.471,0.002,0.039,0.002,0.029,28,478.496
2501,13338,Reggie Evans,N,Reggie,80,Evans,Center-Forward,Active,12,1610612758,Kings,245,107,0,7,0,36,60,0,0,0,11,0.4,0.1,0.5,4.1,2.4,1.3,54.0,16.6,2.1,2.2,1.8,6.2,0.7,1.1,1.55,6.3,2.64,2.11,0.74,0.62,3.28,1.74,0.92,0.38,0.246,0.419,0.335,0.117,0.002,0.122,0.064,0.021,43,1557.588
2544,11651,LeBron James,N,LeBron,80,James,Forward,Active,13,1610612739,Cavaliers,250,581,45,327,261,139,455,25,126,91,70,6.3,0.3,0.5,5.9,7.6,5.7,77.0,37.7,1.1,1.6,6.0,6.9,1.6,3.5,1.39,9.52,2.64,5.49,3.77,0.6,4.14,1.62,1.92,1.27,0.146,0.277,0.577,0.396,0.005,0.08,0.014,0.021,319,5586.284
2546,11866,Carmelo Anthony,N,Carmelo,80,Anthony,Forward,Active,13,1610612752,Knicks,240,349,34,766,381,113,190,13,339,154,47,3.1,0.7,0.9,6.2,7.0,6.0,77.0,38.7,1.9,2.9,5.7,8.1,1.2,2.6,1.53,10.7,3.16,6.01,4.05,0.52,4.64,1.9,2.22,1.45,0.143,0.295,0.562,0.379,0.009,0.083,0.025,0.016,287,5631.012
2547,11932,Chris Bosh,N,Chris,83,Bosh,Forward,Active,13,1610612748,Heat,235,292,54,351,164,92,206,19,170,55,42,1.1,1.0,0.4,5.4,3.4,2.8,79.0,32.0,1.2,2.4,2.6,6.6,1.0,1.6,3.29,13.0,5.14,4.57,2.08,1.35,5.99,2.99,1.65,0.67,0.253,0.395,0.352,0.16,0.016,0.086,0.02,0.016,394,4845.264
2548,12729,Dwyane Wade,N,Dwyane,76,Wade,Guard,Active,13,1610612741,Bulls,220,294,9,289,23,146,202,5,124,4,80,4.7,0.5,0.4,3.4,4.8,3.5,54.0,32.9,1.1,2.0,3.8,4.5,1.5,3.0,1.19,8.02,1.94,4.89,3.54,0.46,3.37,1.22,1.69,1.19,0.148,0.242,0.61,0.441,0.008,0.052,0.017,0.023,181,3440.276
2549,12628,Chris Kaman,N,Chris,84,Kaman,Center,Active,13,1610612757,Trail Blazers,265,117,0,135,3,91,79,0,64,0,33,1.5,1.0,0.5,4.5,1.7,1.3,39.0,18.9,1.4,2.4,1.4,5.9,0.3,1.9,2.19,9.62,4.74,2.69,1.08,0.7,3.95,2.33,0.92,0.26,0.227,0.493,0.28,0.112,0.026,0.112,0.035,0.007,116,1312.084
2550,13109,Kirk Hinrich,N,Kirk,76,Hinrich,Guard,Active,13,1610612737,Hawks,190,98,61,220,181,59,48,26,89,59,21,3.9,0.4,0.4,2.2,1.7,1.3,73.0,29.0,0.4,2.8,2.1,2.6,1.1,1.6,1.96,9.4,2.18,5.26,2.63,0.72,4.04,1.29,2.03,1.0,0.208,0.232,0.56,0.28,0.006,0.039,0.008,0.02,132,4083.72
2555,13177,Nick Collison,N,Nick,82,Collison,Forward,Active,12,1610612760,Thunder,255,146,15,56,1,22,93,3,23,1,14,1.3,0.3,0.3,2.2,1.1,0.8,81.0,16.7,1.4,2.3,1.4,3.6,0.4,0.9,1.71,6.09,2.5,1.88,0.89,0.56,2.7,1.31,0.83,0.38,0.281,0.411,0.308,0.146,0.01,0.065,0.043,0.011,95,2693.572
2557,13067,Luke Ridnour,N,Luke,74,Ridnour,Guard,Active,11,1610612753,Magic,175,34,40,154,68,31,16,17,61,20,12,2.9,0.1,0.1,1.2,0.4,0.3,61.0,18.7,0.4,1.5,0.9,1.6,0.5,1.1,0.96,5.33,1.0,3.37,2.15,0.5,2.72,0.77,1.45,0.95,0.181,0.188,0.631,0.403,0.004,0.033,0.01,0.014,49,1906.256
2561,13235,David West,N,David,81,West,Forward,Active,13,1610612744,Warriors,250,239,6,422,9,263,142,0,198,4,114,2.8,0.9,0.6,5.3,3.1,2.5,80.0,30.9,1.5,2.3,2.9,6.8,0.8,1.7,2.14,9.24,3.04,4.06,2.01,0.79,3.8,1.61,1.4,0.65,0.231,0.329,0.44,0.218,0.015,0.086,0.025,0.012,306,4894.94
2563,13115,Dahntay Jones,Y,Dahntay,78,Jones,Guard-Forward,Active,12,1610612739,Cavaliers,225,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
2564,12640,Boris Diaw,N,Boris,80,Diaw,Center-Forward,Active,13,1610612762,Jazz,250,213,21,124,91,131,142,7,52,38,63,2.8,0.4,0.3,3.2,1.2,0.9,79.0,25.0,0.9,1.8,1.4,4.1,0.6,1.5,2.46,9.49,3.3,3.73,1.48,1.08,4.44,2.11,1.25,0.49,0.259,0.348,0.393,0.156,0.008,0.063,0.019,0.011,195,3720.024
2566,11754,Travis Outlaw,N,Travis,81,Outlaw,Forward,Active,10,1610612758,Kings,207,39,31,132,86,38,22,11,51,30,16,0.8,0.3,0.2,2.1,0.8,0.7,63.0,16.9,0.6,1.5,0.7,2.7,0.3,0.4,1.43,6.85,1.86,3.56,2.39,0.56,3.14,1.29,1.29,0.81,0.208,0.272,0.52,0.349,0.009,0.061,0.017,0.009,82,1826.656
2568,12505,Carlos Delfino,N,Carlos,78,Delfino,Guard-Forward,Active,8,1610612749,Bucks,230,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
2570,11701,Kendrick Perkins,N,Kendrick,82,Perkins,Center,Active,13,1610612740,Pelicans,270,96,0,31,1,65,45,0,14,0,28,1.1,0.5,0.4,3.6,1.1,0.6,62.0,19.5,1.3,2.9,1.0,4.9,0.4,1.5,2.38,7.52,2.77,2.37,0.77,0.91,3.27,1.44,0.92,0.31,0.316,0.369,0.315,0.103,0.013,0.091,0.034,0.011,58,2421.148
2571,12414,Leandro Barbosa,N,Leandro,75,Barbosa,Guard,Active,13,1610612756,Suns,194,66,6,28,19,12,38,0,8,7,3,1.6,0.2,0.5,1.6,2.0,1.6,20.0,18.4,0.3,1.5,1.5,1.9,0.4,1.0,1.0,4.21,0.53,2.68,1.58,0.37,1.74,0.32,1.05,0.58,0.237,0.125,0.638,0.375,0.005,0.043,0.007,0.009,23,715.872
2581,13420,Steve Blake,N,Steve,75,Blake,Guard,Active,13,1610612765,Pistons,172,29,62,102,148,12,17,25,34,54,3,5.6,0.1,0.1,2.7,0.8,0.6,55.0,27.2,0.2,1.5,1.4,2.9,1.0,1.9,2.04,9.29,1.76,5.49,3.27,0.93,4.22,1.33,1.96,0.98,0.219,0.19,0.591,0.352,0.003,0.047,0.004,0.018,81,2801.248
2584,12902,Willie Green,N,Willie,75,Green,Guard,Active,11,1610612753,Magic,205,37,55,85,65,28,24,23,27,18,10,0.9,0.2,0.1,1.2,0.6,0.5,55.0,15.8,0.2,1.7,0.6,1.4,0.4,0.6,1.0,4.72,1.19,2.53,1.58,0.38,1.87,0.62,0.87,0.43,0.212,0.252,0.536,0.336,0.006,0.037,0.007,0.012,81,1641.076
2585,11975,Zaza Pachulia,N,Zaza,83,Pachulia,Center,Active,13,1610612744,Warriors,275,196,0,97,1,55,96,0,39,0,14,2.6,0.3,0.7,3.6,2.5,2.1,53.0,25.0,2.7,2.3,2.5,6.3,0.8,1.7,2.17,9.56,4.37,3.02,1.21,1.04,4.94,2.65,1.25,0.37,0.227,0.457,0.316,0.127,0.005,0.073,0.054,0.017,93,2411.076
2586,13344,Keith Bogans,Y,Keith,77,Bogans,Guard-Forward,Active,10,1610612738,Celtics,215,0,4,0,2,0,0,1,0,2,0,0.5,0.0,0.2,0.5,0.5,0.5,6.0,9.2,0.0,0.3,0.3,0.5,0.2,0.2,0.6,3.6,0.4,2.6,1.6,0.4,1.6,0.2,1.0,0.6,0.167,0.111,0.722,0.444,0.0,0.027,0.0,0.009,3,66.92
2588,13381,Matt Bonner,N,Matt,82,Bonner,Center-Forward,Active,12,1610612759,Spurs,235,8,19,25,78,33,5,11,12,31,14,0.5,0.2,0.0,1.9,0.2,0.1,61.0,11.3,0.3,0.8,0.2,2.1,0.2,0.3,1.23,4.71,1.75,1.73,0.67,0.49,2.18,0.98,0.71,0.31,0.262,0.371,0.367,0.143,0.008,0.083,0.012,0.011,65,1098.508
2590,12393,Mo Williams,N,Mo,73,Williams,Guard,Active,13,1610612739,Cavaliers,198,77,50,267,175,103,39,19,113,64,45,4.3,0.1,0.3,1.5,1.2,1.1,74.0,24.8,0.6,2.7,1.5,2.1,0.7,2.0,1.94,7.59,1.5,4.15,2.22,0.81,3.66,1.05,1.8,0.91,0.256,0.198,0.546,0.292,0.003,0.029,0.011,0.015,107,3755.132
2592,13199,James Jones,N,James,80,Jones,Guard-Forward,Active,13,1610612739,Cavaliers,218,4,31,10,23,0,2,20,1,8,0,0.5,0.2,0.1,1.1,0.6,0.4,20.0,11.8,0.1,0.3,0.6,1.2,0.2,0.2,0.71,4.21,1.36,2.14,1.21,0.42,2.07,0.86,0.79,0.57,0.17,0.322,0.508,0.288,0.009,0.048,0.005,0.007,29,415.304
2594,13035,Kyle Korver,N,Kyle,79,Korver,Guard,Active,13,1610612737,Hawks,212,17,131,175,261,25,10,69,83,116,11,2.9,0.3,0.2,3.7,1.3,1.2,71.0,33.9,0.3,2.1,1.2,4.0,1.0,1.4,1.46,9.76,2.86,5.44,3.17,0.68,4.51,1.74,2.09,1.17,0.149,0.293,0.558,0.325,0.005,0.053,0.004,0.014,273,4703.984
2617,13316,Udonis Haslem,N,Udonis,80,Haslem,Forward,Active,13,1610612748,Heat,235,77,0,65,0,4,48,0,25,0,1,0.3,0.3,0.2,2.9,1.0,0.5,46.0,14.2,0.9,1.7,1.3,3.8,0.2,0.5,1.49,4.98,2.07,1.42,0.49,0.7,2.77,1.42,0.65,0.16,0.299,0.416,0.285,0.098,0.012,0.108,0.034,0.009,62,1192.904
2694,12356,Josh Powell,Y,Josh,81,Powell,Forward,Active,7,1610612745,Rockets,240,1,0,5,0,0,0,0,2,0,0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,19.4,0.0,1.0,0.0,5.0,0.0,1.0,2.0,8.0,4.0,2.0,1.0,2.0,5.0,2.0,1.0,0.0,0.25,0.5,0.25,0.125,0.027,0.133,0.0,0.0,2,37.64
2730,11308,Dwight Howard,N,Dwight,83,Howard,Center,Active,12,1610612737,Hawks,265,544,4,35,3,214,372,2,5,0,94,1.8,1.8,1.1,8.9,9.0,4.9,71.0,33.8,3.3,3.4,6.7,12.2,0.8,3.2,3.03,12.8,6.08,3.69,1.01,1.03,5.9,3.41,1.46,0.39,0.237,0.475,0.288,0.079,0.026,0.131,0.048,0.012,242,4779.508
2731,12475,Emeka Okafor,N,Emeka,82,Okafor,Center,Active,9,1610612756,Suns,255,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
2732,12287,Ben Gordon,N,Ben,75,Gordon,Guard,Active,11,1610612753,Magic,205,23,6,46,22,10,12,1,13,7,4,1.1,0.1,0.5,1.3,1.1,0.9,19.0,14.7,0.2,0.9,1.1,1.4,0.5,1.1,0.9,3.84,1.05,1.89,1.21,0.22,1.58,0.68,0.68,0.42,0.233,0.274,0.493,0.315,0.004,0.043,0.005,0.018,27,558.244
2733,11396,Shaun Livingston,Y,Shaun,79,Livingston,Guard,Active,11,1610612744,Warriors,192,200,4,135,2,146,108,1,54,0,72,3.2,0.4,0.4,2.4,2.5,2.1,76.0,26.0,0.9,2.3,2.1,3.2,1.2,1.4,1.05,8.01,1.73,5.23,3.41,0.36,3.24,0.93,1.95,1.17,0.132,0.216,0.652,0.426,0.008,0.047,0.018,0.025,78,3404.332
2734,12323,Devin Harris,N,Devin,75,Harris,Guard,Active,12,1610612742,Mavericks,185,79,9,38,92,36,42,2,14,29,9,4.5,0.1,0.4,1.9,2.9,2.3,40.0,20.4,0.2,1.8,3.0,2.1,0.7,1.5,1.0,5.69,1.1,3.59,2.38,0.36,2.31,0.82,1.13,0.69,0.175,0.194,0.631,0.419,0.001,0.048,0.005,0.017,38,1586.384
2735,12210,Josh Childress,Y,Josh,0,Childress,,Inactive,7,0,,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.8,0.0,0.0,4.0,6.0,0.0,0.3,0.0,0.8,0.3,0.3,,2.5,,2.0,1.25,,0.75,,0.5,0.0,,,0.8,0.5,0.0,0.067,0.0,0.022,0,36.28
2736,11544,Luol Deng,N,Luol,81,Deng,Forward,Active,12,1610612747,Lakers,220,263,61,283,128,125,161,20,110,37,43,2.9,0.1,1.0,4.2,4.3,3.4,63.0,35.1,1.6,1.8,3.8,5.7,1.0,1.8,2.01,11.44,2.6,6.83,3.56,0.89,5.16,1.62,2.65,1.48,0.177,0.227,0.596,0.311,0.002,0.06,0.023,0.014,235,4285.884
2738,11988,Andre Iguodala,N,Andre,78,Iguodala,Guard-Forward,Active,12,1610612744,Warriors,215,147,71,84,104,52,103,27,34,35,21,4.2,0.3,0.3,3.8,2.1,1.4,63.0,32.4,0.8,1.6,2.1,4.7,1.5,1.6,1.94,9.92,2.3,5.68,3.1,0.84,4.46,1.52,2.1,1.16,0.195,0.232,0.573,0.312,0.004,0.058,0.013,0.023,136,4065.416
2740,11193,Andris Biedrins,N,Andris,0,Biedrins,,Inactive,9,0,,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2.5,1.0,0.2,6.0,7.4,0.3,1.0,0.8,2.8,0.0,0.3,1.2,3.8,1.6,1.0,0.2,0.8,2.2,1.0,0.4,0.0,0.316,0.421,0.263,0.053,0.0,0.16,0.021,0.0,1,79.736
2742,11490,Sebastian Telfair,N,Sebastian,0,Telfair,,Inactive,9,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
2743,11613,Kris Humphries,N,Kris,81,Humphries,Forward,Active,12,1610612737,Hawks,235,140,1,256,1,63,86,0,116,0,29,1.0,0.9,0.3,4.1,2.1,1.7,69.0,19.9,1.8,2.0,2.0,5.9,0.4,0.9,1.8,9.44,4.32,3.32,1.16,0.76,4.13,2.24,1.13,0.34,0.19,0.458,0.352,0.123,0.022,0.104,0.047,0.011,168,2542.6
2744,11646,Al Jefferson,N,Al,82,Jefferson,Center,Active,12,1610612754,Pacers,289,447,1,538,14,376,299,0,205,3,193,2.1,1.1,1.0,8.7,3.8,2.6,73.0,35.0,2.1,2.4,2.9,10.8,0.9,1.7,4.57,13.65,5.82,3.26,0.78,1.61,6.36,3.5,1.25,0.31,0.335,0.426,0.239,0.057,0.016,0.127,0.031,0.013,429,5008.82
2746,11311,Josh Smith,N,Josh,81,Smith,Forward,Active,12,1610612745,Rockets,225,349,42,359,223,260,233,11,125,59,89,3.3,1.4,0.5,5.4,3.9,2.1,77.0,35.5,1.3,2.6,3.5,6.8,1.4,2.6,2.17,13.64,5.56,5.91,3.87,0.91,6.22,3.04,2.27,1.39,0.159,0.408,0.433,0.284,0.02,0.075,0.018,0.019,310,5516.492
2747,11398,JR Smith,N,JR,78,Smith,Guard,Active,12,1610612739,Cavaliers,225,125,62,287,418,63,73,27,109,162,25,3.0,0.3,0.2,3.5,1.9,1.2,74.0,32.7,0.5,2.6,2.1,4.0,0.9,1.5,1.18,7.91,2.24,4.49,3.03,0.5,3.8,1.49,1.81,1.2,0.148,0.284,0.568,0.383,0.004,0.056,0.007,0.014,212,4537.216
2748,11314,Dorell Wright,Y,Dorell,81,Wright,Forward-Guard,Active,11,1610612748,Heat,205,36,97,41,106,17,22,36,15,33,5,0.9,0.2,0.1,2.4,1.0,0.8,68.0,14.5,0.4,0.9,0.6,2.8,0.3,0.6,1.36,5.48,1.96,2.16,1.1,0.68,2.66,1.13,0.85,0.42,0.248,0.357,0.395,0.202,0.008,0.08,0.014,0.011,92,1994.264
2749,12706,Jameer Nelson,N,Jameer,72,Nelson,Guard,Active,12,1610612743,Nuggets,190,158,35,125,355,73,91,9,39,126,28,7.0,0.1,0.5,3.0,1.6,1.4,68.0,32.0,0.4,2.1,2.1,3.4,0.8,2.4,1.38,9.0,1.38,6.24,3.32,0.65,4.21,1.1,2.46,1.21,0.153,0.154,0.693,0.369,0.001,0.046,0.007,0.012,114,4241.584
2754,12735,Tony Allen,N,Tony,76,Allen,Guard-Forward,Active,12,1610612763,Grizzlies,213,250,29,79,18,37,158,9,24,2,11,1.7,0.3,0.6,2.3,2.2,1.4,55.0,23.2,1.4,2.2,1.6,3.8,1.6,1.6,1.27,5.98,0.98,3.73,2.29,0.6,2.44,0.55,1.29,0.78,0.213,0.164,0.623,0.383,0.008,0.052,0.032,0.036,123,2356.504
2755,12349,Kevin Martin,N,Kevin,79,Martin,Guard,Active,12,1610612759,Spurs,199,226,70,362,226,138,137,26,130,88,58,1.8,0.1,0.8,2.5,5.0,4.5,68.0,32.0,0.5,1.8,3.3,3.0,1.0,1.6,1.38,7.97,1.35,5.24,3.03,0.64,3.53,0.99,1.9,1.01,0.173,0.17,0.657,0.38,0.001,0.036,0.007,0.014,292,4577.828
2756,11948,Sasha Vujacic,N,Sasha,79,Vujacic,Guard,Active,9,1610612752,Knicks,195,0,1,2,1,1,0,0,1,1,0,0.0,0.0,0.5,1.5,0.0,0.0,2.0,5.2,0.0,0.5,0.5,1.5,0.5,1.5,1.0,3.0,1.0,1.0,,0.5,1.5,0.5,0.5,,0.334,0.333,0.333,,0.0,0.136,0.0,0.045,2,21.0
2757,12560,Beno Udrih,N,Beno,75,Udrih,Guard,Active,12,1610612765,Pistons,205,37,15,77,27,22,21,8,30,11,8,2.8,0.1,0.2,1.2,0.7,0.6,41.0,15.7,0.2,1.2,1.0,1.4,0.6,1.1,1.23,6.23,1.4,3.6,2.18,0.48,3.08,0.95,1.65,0.93,0.197,0.225,0.578,0.349,0.003,0.039,0.008,0.018,40,1192.376
2760,12475,Anderson Varejao,N,Anderson,83,Varejao,Center,Active,12,1610612744,Warriors,273,193,1,159,6,100,106,0,75,0,46,2.2,0.6,0.4,6.8,2.1,1.4,65.0,27.7,2.9,2.5,2.3,9.7,1.1,1.1,2.51,9.71,4.02,3.18,1.25,1.13,4.52,2.31,1.08,0.32,0.258,0.414,0.328,0.128,0.011,0.124,0.053,0.019,155,3436.68
2767,12757,Royal Ivey,N,Royal,0,Ivey,,Inactive,9,0,,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,2.4,0.0,0.5,0.0,0.5,0.0,0.0,,1.0,,1.0,1.0,,0.0,,0.0,0.0,,,1.0,1.0,0.0,0.177,0.0,0.0,0,3.88
2772,11469,Trevor Ariza,N,Trevor,80,Ariza,Forward,Active,12,1610612745,Rockets,215,240,180,134,261,37,150,81,52,99,7,2.5,0.3,0.6,4.9,2.5,1.9,77.0,35.4,1.3,2.3,2.1,6.2,1.6,1.7,1.47,9.01,1.97,5.57,3.47,0.62,4.04,1.42,2.0,1.13,0.163,0.219,0.618,0.385,0.004,0.068,0.018,0.023,296,5378.108
2853,12885,Earl Barron,Y,Earl,84,Barron,Forward-Center,Active,8,1610612756,Suns,250,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
101106,11683,Andrew Bogut,N,Andrew,84,Bogut,Center,Active,11,1610612742,Mavericks,260,274,0,10,0,91,189,0,5,0,41,1.7,1.8,0.2,7.3,1.0,0.3,67.0,26.4,2.7,3.1,1.4,10.0,0.7,1.4,2.85,11.26,5.27,3.14,0.71,1.16,4.86,2.52,1.18,0.21,0.253,0.468,0.279,0.063,0.033,0.135,0.05,0.013,168,3563.916
101107,11115,Marvin Williams,N,Marvin,81,Williams,Forward,Active,11,1610612766,Hornets,237,116,55,114,179,62,83,19,43,65,21,1.2,0.5,0.3,3.8,1.1,0.9,66.0,25.4,1.2,2.3,1.1,5.1,0.8,0.8,2.11,9.52,3.26,4.15,2.52,0.77,4.5,2.05,1.68,0.91,0.222,0.342,0.436,0.264,0.01,0.078,0.025,0.017,172,3197.188
101108,11524,Chris Paul,N,Chris,72,Paul,Guard,Active,11,1610612746,Clippers,175,133,21,344,191,181,86,9,154,69,88,10.7,0.1,0.5,3.7,5.6,4.8,62.0,35.0,0.6,2.5,4.5,4.3,2.5,2.3,1.97,9.52,2.31,5.24,3.27,0.68,4.21,1.69,1.84,1.16,0.207,0.242,0.551,0.344,0.001,0.051,0.008,0.034,88,4341.28
101109,11838,Raymond Felton,N,Raymond,73,Felton,Guard,Active,11,1610612746,Clippers,205,167,36,162,159,84,85,16,64,46,29,5.6,0.4,0.5,2.2,1.9,1.4,65.0,31.0,0.8,2.4,2.0,3.0,1.2,2.0,1.88,9.46,2.29,5.29,3.26,0.72,4.15,1.49,1.94,1.18,0.199,0.242,0.559,0.345,0.007,0.037,0.014,0.02,102,3800.728
101110,10947,Martell Webster,Y,Martell,79,Webster,Forward-Guard,Active,10,1610612764,Wizards,230,88,133,100,238,27,57,58,41,88,10,1.2,0.2,0.1,2.4,1.6,1.3,78.0,27.7,0.5,1.9,1.6,2.8,0.5,0.7,1.13,7.64,1.43,5.08,2.96,0.56,3.4,0.87,1.97,1.04,0.148,0.187,0.665,0.388,0.004,0.043,0.009,0.01,215,4168.188
101111,11779,Charlie Villanueva,N,Charlie,83,Villanueva,Forward,Active,11,1610612742,Mavericks,232,16,4,8,52,12,13,0,4,14,4,0.3,0.3,0.2,1.4,0.7,0.4,20.0,9.0,0.3,0.8,0.5,1.7,0.2,0.4,0.73,4.06,2.0,1.33,1.0,0.44,2.33,1.28,0.61,0.39,0.178,0.493,0.329,0.247,0.014,0.077,0.016,0.011,28,339.068
101112,12244,Channing Frye,N,Channing,83,Frye,Forward,Active,10,1610612739,Cavaliers,255,99,43,179,389,68,62,12,82,148,32,1.2,0.8,0.2,4.2,1.2,1.0,82.0,28.2,0.9,3.0,1.5,5.1,0.7,1.1,2.62,12.62,5.33,4.67,1.91,1.14,6.1,3.12,1.84,0.78,0.208,0.422,0.37,0.152,0.013,0.073,0.016,0.013,241,4671.604
101114,11838,Deron Williams,N,Deron,75,Williams,Guard,Active,11,1610612742,Mavericks,200,146,48,200,220,102,89,20,93,78,42,6.1,0.2,0.5,2.4,3.4,2.7,64.0,32.2,0.2,2.3,3.0,2.6,1.5,2.2,1.75,10.25,2.3,6.2,4.19,0.63,4.41,1.5,2.28,1.58,0.171,0.224,0.605,0.409,0.003,0.038,0.004,0.023,140,3684.792
101115,10620,Andrew Bynum,N,Andrew,84,Bynum,Center,Active,7,1610612754,Pacers,285,76,0,63,0,86,37,0,21,0,36,1.1,1.1,0.5,3.5,1.9,1.4,26.0,19.8,2.0,1.2,1.6,5.6,0.2,1.3,2.15,7.96,3.19,2.62,0.73,0.88,3.19,1.5,0.81,0.19,0.27,0.401,0.329,0.092,0.028,0.088,0.051,0.006,45,1006.38
101122,12271,Danny Granger,N,Danny,81,Granger,Forward-Guard,Active,10,1610612756,Suns,222,71,43,73,85,35,38,17,27,26,8,1.0,0.4,0.4,2.5,1.6,1.5,41.0,20.7,0.8,1.5,1.3,3.2,0.3,1.1,1.02,5.78,1.28,3.48,2.1,0.35,2.13,0.63,1.15,0.7,0.177,0.221,0.602,0.364,0.01,0.059,0.018,0.007,76,1682.908
101123,11259,Gerald Green,Y,Gerald,79,Green,Forward,Active,9,1610612738,Celtics,205,153,141,273,368,70,101,66,106,137,37,1.5,0.5,0.3,2.8,2.8,2.4,82.0,28.4,0.6,2.7,1.9,3.4,0.9,1.8,1.54,8.77,2.24,4.99,2.84,0.61,3.63,1.35,1.67,0.93,0.175,0.256,0.569,0.324,0.009,0.048,0.01,0.015,263,4722.952
101126,11864,Nate Robinson,N,Nate,0,Robinson,,Inactive,10,0,,0,96,37,97,117,36,63,19,34,39,9,2.5,0.1,0.4,1.4,1.9,1.6,44.0,19.7,0.5,2.1,1.9,1.8,0.8,1.3,1.39,5.79,0.69,3.71,2.17,0.52,2.43,0.48,1.43,0.81,0.239,0.119,0.642,0.374,0.002,0.035,0.012,0.021,70,1457.064
101127,12080,Jarrett Jack,N,Jarrett,75,Jack,Guard,Active,11,1610612751,Nets,200,70,58,312,127,131,41,24,123,39,59,4.1,0.3,0.4,2.5,1.9,1.6,80.0,28.2,0.3,1.7,2.0,2.8,0.7,1.7,1.4,8.86,1.6,5.86,3.89,0.55,3.81,1.06,2.2,1.44,0.158,0.181,0.661,0.439,0.005,0.045,0.005,0.013,122,4211.14
101128,12746,Francisco Garcia,N,Francisco,0,Garcia,,Inactive,9,0,,0,57,65,28,127,16,36,27,7,41,6,1.1,0.6,0.2,1.8,0.3,0.2,55.0,19.7,0.4,2.2,0.5,2.2,0.5,0.5,1.0,6.65,2.04,3.61,2.17,0.28,3.02,1.48,1.26,0.85,0.151,0.306,0.543,0.326,0.015,0.045,0.009,0.012,85,2127.464
101131,12332,Jason Maxiell,N,Jason,79,Maxiell,Forward,Active,9,1610612766,Hornets,260,29,0,40,0,36,14,0,14,0,19,0.3,0.6,0.2,1.7,0.9,0.4,34.0,14.4,0.8,1.4,1.1,2.5,0.2,0.4,1.13,5.74,2.32,2.29,0.97,0.26,2.61,1.45,0.9,0.42,0.197,0.404,0.399,0.169,0.02,0.059,0.028,0.008,33,934.216
101133,10976,Ian Mahinmi,Y,Ian,83,Mahinmi,Center,Active,8,1610612764,Wizards,262,137,0,33,1,18,74,0,10,0,7,0.3,0.9,0.3,1.9,1.9,1.2,77.0,16.2,1.4,2.7,1.7,3.3,0.5,0.8,2.02,7.36,3.65,1.69,0.51,0.76,3.14,1.7,0.68,0.23,0.275,0.496,0.229,0.069,0.029,0.061,0.043,0.017,60,2473.82
