,FGA_l,FTA_l,MIN_TOT,OREB_l,TOV_l,lineup_ids,lineup_names,points_allowed,points_scored
0,28.0,6.0,17.5,2.0,4.0,101141 - 202688 - 203088 - 203953 - 202336,"Ilyasova,Ersan - Knight,Brandon - Marshall,Kendall - Parker,Jabari - Sanders,Larry",38.0,35.0
1,30.0,5.0,15.9,5.0,4.0,203898 - 203268 - 201564 - 203948 - 203101,"Ennis,Tyler - Gutierrez,Jorge - Mayo,O.J. - O'Bryant,Johnny - Plumlee,Miles",41.0,34.0
2,24.0,2.0,15.0,0.0,2.0,203507 - 201162 - 203268 - 203089 - 203114,"Antetokounmpo,Giannis - Dudley,Jared - Gutierrez,Jorge - Henson,John - Middleton,Khris",20.0,33.0
3,600.0,156.0,343.2,88.8,112.8,203507 - 203487 - 101141 - 203114 - 2585,"Antetokounmpo,Giannis - Carter-Williams,Michael - Ilyasova,Ersan - Middleton,Khris - Pachulia,Zaza",28.5,31.0
4,18.0,8.0,12.0,1.0,1.0,201162 - 203089 - 101141 - 203088 - 203489,"Dudley,Jared - Henson,John - Ilyasova,Ersan - Marshall,Kendall - Wolters,Nate",23.0,25.0
5,39.0,10.0,22.8,8.0,10.0,203507 - 202688 - 203088 - 203948 - 2585,"Antetokounmpo,Giannis - Knight,Brandon - Marshall,Kendall - O'Bryant,Johnny - Pachulia,Zaza",26.0,20.0
6,89.0,18.0,50.5,12.0,17.0,201162 - 202688 - 203114 - 203953 - 202336,"Dudley,Jared - Knight,Brandon - Middleton,Khris - Parker,Jabari - Sanders,Larry",20.6,19.2
7,174.0,35.0,99.0,28.0,34.0,203507 - 202688 - 203114 - 203948 - 2585,"Antetokounmpo,Giannis - Knight,Brandon - Middleton,Khris - O'Bryant,Johnny - Pachulia,Zaza",17.8,18.5
8,88.0,4.0,49.0,13.0,17.0,201162 - 101141 - 202688 - 203953 - 202336,"Dudley,Jared - Ilyasova,Ersan - Knight,Brandon - Parker,Jabari - Sanders,Larry",17.4,18.8
9,37.0,7.0,18.8,6.0,4.0,203507 - 201573 - 203089 - 201564 - 203489,"Antetokounmpo,Giannis - Bayless,Jerryd - Henson,John - Mayo,O.J. - Wolters,Nate",18.0,21.5
10,17.0,0.0,9.3,4.0,5.0,201573 - 201162 - 203089 - 201564 - 203948,"Bayless,Jerryd - Dudley,Jared - Henson,John - Mayo,O.J. - O'Bryant,Johnny",24.0,16.0
11,237.0,64.5,136.5,34.5,48.0,203507 - 202688 - 201564 - 203953 - 202336,"Antetokounmpo,Giannis - Knight,Brandon - Mayo,O.J. - Parker,Jabari - Sanders,Larry",20.5,18.4
12,45.0,3.0,27.3,3.0,6.9,201573 - 201162 - 101141 - 203088 - 203114,"Bayless,Jerryd - Dudley,Jared - Ilyasova,Ersan - Marshall,Kendall - Middleton,Khris",14.7,19.7
13,25.0,8.0,18.0,2.0,8.0,203507 - 101141 - 202688 - 201564 - 203953,"Antetokounmpo,Giannis - Ilyasova,Ersan - Knight,Brandon - Mayo,O.J. - Parker,Jabari",22.0,21.0
14,45.9,11.1,25.8,11.1,6.9,201573 - 201162 - 101141 - 203114 - 2585,"Bayless,Jerryd - Dudley,Jared - Ilyasova,Ersan - Middleton,Khris - Pachulia,Zaza",12.7,18.7
15,13.0,0.0,8.1,2.0,4.0,202688 - 203114 - 203948 - 2585 - 203489,"Knight,Brandon - Middleton,Khris - O'Bryant,Johnny - Pachulia,Zaza - Wolters,Nate",12.0,19.0
16,100.0,19.2,56.8,14.4,20.8,203507 - 101141 - 202688 - 203114 - 2585,"Antetokounmpo,Giannis - Ilyasova,Ersan - Knight,Brandon - Middleton,Khris - Pachulia,Zaza",13.8,14.4
17,28.0,7.0,14.2,4.0,2.0,201573 - 201162 - 203898 - 203089 - 201564,"Bayless,Jerryd - Dudley,Jared - Ennis,Tyler - Henson,John - Mayo,O.J.",16.0,17.0
18,219.6,43.2,124.2,32.4,36.0,203507 - 201162 - 203089 - 202688 - 203114,"Antetokounmpo,Giannis - Dudley,Jared - Henson,John - Knight,Brandon - Middleton,Khris",13.6,14.9
19,19.0,2.0,13.4,2.0,8.0,201162 - 203898 - 203089 - 203187 - 203114,"Dudley,Jared - Ennis,Tyler - Henson,John - Johnson,Christapher - Middleton,Khris",13.0,12.0
20,15.0,0.0,6.6,3.0,0.0,201573 - 201162 - 201564 - 203948 - 2585,"Bayless,Jerryd - Dudley,Jared - Mayo,O.J. - O'Bryant,Johnny - Pachulia,Zaza",11.0,17.0
21,20.0,8.0,13.0,4.0,3.0,201573 - 201162 - 203089 - 203187 - 203114,"Bayless,Jerryd - Dudley,Jared - Henson,John - Johnson,Christapher - Middleton,Khris",15.5,7.5
22,67.9,16.1,44.8,4.2,14.0,201573 - 201162 - 203089 - 203088 - 201564,"Bayless,Jerryd - Dudley,Jared - Henson,John - Marshall,Kendall - Mayo,O.J.",12.5,13.9
23,8.0,3.0,6.3,1.0,3.0,203507 - 201573 - 203088 - 2585 - 203953,"Antetokounmpo,Giannis - Bayless,Jerryd - Marshall,Kendall - Pachulia,Zaza - Parker,Jabari",16.0,16.0
24,12.0,2.0,6.3,1.0,1.0,201162 - 203088 - 201564 - 2585 - 203489,"Dudley,Jared - Marshall,Kendall - Mayo,O.J. - Pachulia,Zaza - Wolters,Nate",14.0,7.0
25,12.0,4.0,6.2,3.0,1.0,203507 - 201573 - 101141 - 203088 - 203114,"Antetokounmpo,Giannis - Bayless,Jerryd - Ilyasova,Ersan - Marshall,Kendall - Middleton,Khris",20.0,18.0
26,10.0,0.0,6.2,0.0,2.0,201573 - 201162 - 2030 - 201564 - 203114,"Bayless,Jerryd - Dudley,Jared - Martin,Kenyon - Mayo,O.J. - Middleton,Khris",9.0,15.0
27,11.0,0.0,6.2,0.0,0.0,201162 - 203089 - 203088 - 201564 - 203489,"Dudley,Jared - Henson,John - Marshall,Kendall - Mayo,O.J. - Wolters,Nate",14.0,15.0
28,56.0,10.0,30.5,5.0,6.0,203507 - 201573 - 201564 - 203114 - 2585,"Antetokounmpo,Giannis - Bayless,Jerryd - Mayo,O.J. - Middleton,Khris - Pachulia,Zaza",11.6,15.2
29,10.0,2.0,6.1,1.0,3.0,203507 - 203268 - 203089 - 202688 - 201564,"Antetokounmpo,Giannis - Gutierrez,Jorge - Henson,John - Knight,Brandon - Mayo,O.J.",17.0,16.0
30,23.0,1.0,12.2,0.0,4.0,203507 - 202688 - 201564 - 203948 - 202336,"Antetokounmpo,Giannis - Knight,Brandon - Mayo,O.J. - O'Bryant,Johnny - Sanders,Larry",16.5,14.5
31,17.0,4.0,12.2,1.0,6.0,201573 - 203089 - 101141 - 202688 - 201564,"Bayless,Jerryd - Henson,John - Ilyasova,Ersan - Knight,Brandon - Mayo,O.J.",12.5,10.5
32,8.0,2.0,6.0,0.0,1.0,201573 - 201162 - 203898 - 201564 - 2585,"Bayless,Jerryd - Dudley,Jared - Ennis,Tyler - Mayo,O.J. - Pachulia,Zaza",9.0,9.0
33,9.0,4.0,6.0,0.0,2.0,201573 - 101141 - 201564 - 2585 - 203489,"Bayless,Jerryd - Ilyasova,Ersan - Mayo,O.J. - Pachulia,Zaza - Wolters,Nate",11.0,14.0
34,8.0,2.0,5.9,1.0,3.0,203507 - 201162 - 203898 - 203089 - 203114,"Antetokounmpo,Giannis - Dudley,Jared - Ennis,Tyler - Henson,John - Middleton,Khris",13.0,11.0
35,20.0,4.0,11.4,2.0,1.0,203507 - 201573 - 203089 - 201564 - 203953,"Antetokounmpo,Giannis - Bayless,Jerryd - Henson,John - Mayo,O.J. - Parker,Jabari",12.0,12.0
36,9.0,5.0,5.7,1.0,3.0,203507 - 203114 - 2585 - 203953 - 203489,"Antetokounmpo,Giannis - Middleton,Khris - Pachulia,Zaza - Parker,Jabari - Wolters,Nate",19.0,15.0
37,10.0,4.0,5.6,5.0,3.0,203507 - 201573 - 201162 - 101141 - 201564,"Antetokounmpo,Giannis - Bayless,Jerryd - Dudley,Jared - Ilyasova,Ersan - Mayo,O.J.",2.0,8.0
38,51.0,11.0,28.0,7.0,4.0,203507 - 203898 - 101141 - 203114 - 2585,"Antetokounmpo,Giannis - Ennis,Tyler - Ilyasova,Ersan - Middleton,Khris - Pachulia,Zaza",10.6,11.6
39,12.0,4.0,5.5,4.0,1.0,203507 - 203898 - 203089 - 101141 - 201564,"Antetokounmpo,Giannis - Ennis,Tyler - Henson,John - Ilyasova,Ersan - Mayo,O.J.",8.0,14.0
40,9.0,3.0,5.5,1.0,1.0,202688 - 203088 - 203114 - 203953 - 202336,"Knight,Brandon - Marshall,Kendall - Middleton,Khris - Parker,Jabari - Sanders,Larry",12.0,5.0
41,8.0,5.0,5.4,1.0,2.0,203507 - 201573 - 203487 - 101141 - 203114,"Antetokounmpo,Giannis - Bayless,Jerryd - Carter-Williams,Michael - Ilyasova,Ersan - Middleton,Khris",11.0,14.0
42,7.0,0.0,5.4,1.0,3.0,203507 - 201573 - 201162 - 203114 - 203101,"Antetokounmpo,Giannis - Bayless,Jerryd - Dudley,Jared - Middleton,Khris - Plumlee,Miles",11.0,12.0
43,67.2,14.7,37.8,9.1,16.8,203487 - 101141 - 201564 - 203114 - 2585,"Carter-Williams,Michael - Ilyasova,Ersan - Mayo,O.J. - Middleton,Khris - Pachulia,Zaza",10.1,14.1
44,10.0,0.0,5.3,1.0,0.0,203507 - 201573 - 203114 - 203948 - 2585,"Antetokounmpo,Giannis - Bayless,Jerryd - Middleton,Khris - O'Bryant,Johnny - Pachulia,Zaza",8.0,15.0
45,8.0,0.0,5.3,0.0,1.0,203507 - 203089 - 101141 - 202688 - 203114,"Antetokounmpo,Giannis - Henson,John - Ilyasova,Ersan - Knight,Brandon - Middleton,Khris",8.0,8.0
46,8.0,3.0,5.2,0.0,4.0,201573 - 201564 - 203948 - 2585 - 203489,"Bayless,Jerryd - Mayo,O.J. - O'Bryant,Johnny - Pachulia,Zaza - Wolters,Nate",13.0,9.0
47,7.0,3.0,5.1,1.0,1.0,203507 - 201573 - 201564 - 2585 - 203489,"Antetokounmpo,Giannis - Bayless,Jerryd - Mayo,O.J. - Pachulia,Zaza - Wolters,Nate",2.0,8.0
48,14.0,6.0,10.2,0.0,5.0,203507 - 202688 - 201564 - 203948 - 2585,"Antetokounmpo,Giannis - Knight,Brandon - Mayo,O.J. - O'Bryant,Johnny - Pachulia,Zaza",12.0,10.0
49,95.7,26.4,56.1,8.8,17.6,203507 - 202688 - 201564 - 2585 - 203953,"Antetokounmpo,Giannis - Knight,Brandon - Mayo,O.J. - Pachulia,Zaza - Parker,Jabari",10.8,10.0
50,21.9,3.0,15.0,0.9,8.1,203507 - 201573 - 201162 - 203898 - 203089,"Antetokounmpo,Giannis - Bayless,Jerryd - Dudley,Jared - Ennis,Tyler - Henson,John",9.0,9.7
51,13.0,2.0,10.0,1.0,7.0,203507 - 201573 - 2030 - 201564 - 203948,"Antetokounmpo,Giannis - Bayless,Jerryd - Martin,Kenyon - Mayo,O.J. - O'Bryant,Johnny",8.0,4.0
52,11.0,0.0,5.0,1.0,2.0,203507 - 203089 - 203088 - 201564 - 203953,"Antetokounmpo,Giannis - Henson,John - Marshall,Kendall - Mayo,O.J. - Parker,Jabari",11.0,15.0
53,32.1,6.0,15.0,6.9,3.9,201573 - 201162 - 203898 - 203089 - 203114,"Bayless,Jerryd - Dudley,Jared - Ennis,Tyler - Henson,John - Middleton,Khris",10.0,9.7
54,7.0,2.0,5.0,0.0,0.0,201573 - 201162 - 202688 - 2030 - 201564,"Bayless,Jerryd - Dudley,Jared - Knight,Brandon - Martin,Kenyon - Mayo,O.J.",16.0,13.0
55,6.0,5.0,4.9,0.0,2.0,203507 - 201162 - 203088 - 203953 - 202336,"Antetokounmpo,Giannis - Dudley,Jared - Marshall,Kendall - Parker,Jabari - Sanders,Larry",11.0,13.0
56,6.0,5.0,4.9,1.0,3.0,203507 - 203089 - 201564 - 203114 - 203101,"Antetokounmpo,Giannis - Henson,John - Mayo,O.J. - Middleton,Khris - Plumlee,Miles",14.0,8.0
57,75.6,26.1,44.1,10.8,15.3,203507 - 202688 - 203114 - 203953 - 202336,"Antetokounmpo,Giannis - Knight,Brandon - Middleton,Khris - Parker,Jabari - Sanders,Larry",9.1,8.7
58,55.8,13.8,28.8,6.0,6.0,201573 - 201162 - 202688 - 203114 - 2585,"Bayless,Jerryd - Dudley,Jared - Knight,Brandon - Middleton,Khris - Pachulia,Zaza",8.3,11.8
59,12.0,0.0,4.8,2.0,1.0,201162 - 203088 - 203114 - 203953 - 202336,"Dudley,Jared - Marshall,Kendall - Middleton,Khris - Parker,Jabari - Sanders,Larry",6.0,13.0
60,11.0,3.0,9.4,0.0,6.0,203507 - 201573 - 203487 - 201162 - 2585,"Antetokounmpo,Giannis - Bayless,Jerryd - Carter-Williams,Michael - Dudley,Jared - Pachulia,Zaza",9.5,6.0
61,36.0,9.0,23.5,3.0,15.0,203507 - 201162 - 202688 - 201564 - 202336,"Antetokounmpo,Giannis - Dudley,Jared - Knight,Brandon - Mayo,O.J. - Sanders,Larry",9.8,9.6
62,27.0,0.0,14.1,2.1,3.0,203487 - 201162 - 101141 - 203114 - 2585,"Carter-Williams,Michael - Dudley,Jared - Ilyasova,Ersan - Middleton,Khris - Pachulia,Zaza",10.0,10.0
63,6.0,2.0,4.6,0.0,1.0,203507 - 201573 - 201162 - 2030 - 201564,"Antetokounmpo,Giannis - Bayless,Jerryd - Dudley,Jared - Martin,Kenyon - Mayo,O.J.",7.0,8.0
64,11.0,0.0,4.5,2.0,0.0,203507 - 201573 - 201162 - 203898 - 203101,"Antetokounmpo,Giannis - Bayless,Jerryd - Dudley,Jared - Ennis,Tyler - Plumlee,Miles",6.0,16.0
65,73.0,12.0,45.0,9.0,22.0,203507 - 201573 - 201162 - 203089 - 203114,"Antetokounmpo,Giannis - Bayless,Jerryd - Dudley,Jared - Henson,John - Middleton,Khris",7.3,5.7
66,12.0,1.0,9.0,2.0,5.0,203507 - 201573 - 203088 - 203114 - 2585,"Antetokounmpo,Giannis - Bayless,Jerryd - Marshall,Kendall - Middleton,Khris - Pachulia,Zaza",8.5,7.5
67,7.0,2.0,4.5,0.0,3.0,201162 - 203898 - 201564 - 203114 - 2585,"Dudley,Jared - Ennis,Tyler - Mayo,O.J. - Middleton,Khris - Pachulia,Zaza",5.0,11.0
68,8.0,4.0,4.4,3.0,2.0,203507 - 201573 - 203487 - 101141 - 203101,"Antetokounmpo,Giannis - Bayless,Jerryd - Carter-Williams,Michael - Ilyasova,Ersan - Plumlee,Miles",6.0,12.0
69,5.0,6.0,4.4,1.0,2.0,203507 - 201573 - 201162 - 203089 - 203187,"Antetokounmpo,Giannis - Bayless,Jerryd - Dudley,Jared - Henson,John - Johnson,Christapher",2.0,2.0
70,8.0,0.0,4.4,1.0,1.0,203507 - 203898 - 203089 - 203187 - 203948,"Antetokounmpo,Giannis - Ennis,Tyler - Henson,John - Johnson,Christapher - O'Bryant,Johnny",15.0,2.0
71,11.0,1.0,4.4,0.0,0.0,201573 - 203268 - 101141 - 201564 - 203948,"Bayless,Jerryd - Gutierrez,Jorge - Ilyasova,Ersan - Mayo,O.J. - O'Bryant,Johnny",5.0,9.0
72,18.9,0.9,12.9,0.9,5.1,203507 - 201573 - 201162 - 201564 - 203948,"Antetokounmpo,Giannis - Bayless,Jerryd - Dudley,Jared - Mayo,O.J. - O'Bryant,Johnny",10.7,5.0
73,8.0,0.0,4.3,0.0,0.0,203507 - 201573 - 101141 - 201564 - 203101,"Antetokounmpo,Giannis - Bayless,Jerryd - Ilyasova,Ersan - Mayo,O.J. - Plumlee,Miles",8.0,9.0
74,113.6,27.2,68.8,14.4,27.2,203507 - 201162 - 202688 - 203114 - 2585,"Antetokounmpo,Giannis - Dudley,Jared - Knight,Brandon - Middleton,Khris - Pachulia,Zaza",7.1,9.5
75,15.0,3.0,8.6,1.0,2.0,201573 - 201162 - 201564 - 203114 - 203101,"Bayless,Jerryd - Dudley,Jared - Mayo,O.J. - Middleton,Khris - Plumlee,Miles",11.5,6.0
76,5.0,4.0,4.2,0.0,2.0,203507 - 201573 - 203088 - 203953 - 202336,"Antetokounmpo,Giannis - Bayless,Jerryd - Marshall,Kendall - Parker,Jabari - Sanders,Larry",12.0,14.0
77,11.0,13.0,8.4,1.0,2.0,203507 - 203487 - 201162 - 203089 - 201564,"Antetokounmpo,Giannis - Carter-Williams,Michael - Dudley,Jared - Henson,John - Mayo,O.J.",4.0,10.5
78,45.0,7.8,25.2,6.0,4.8,201573 - 201162 - 203089 - 101141 - 201564,"Bayless,Jerryd - Dudley,Jared - Henson,John - Ilyasova,Ersan - Mayo,O.J.",10.5,6.8
79,17.0,4.0,8.4,4.0,1.0,201573 - 201162 - 203089 - 101141 - 203114,"Bayless,Jerryd - Dudley,Jared - Henson,John - Ilyasova,Ersan - Middleton,Khris",7.0,11.0
80,51.1,13.3,29.4,6.3,4.2,201573 - 201162 - 203088 - 203114 - 2585,"Bayless,Jerryd - Dudley,Jared - Marshall,Kendall - Middleton,Khris - Pachulia,Zaza",8.7,8.7
81,10.0,0.0,4.2,3.0,1.0,201573 - 203898 - 203089 - 203114 - 203101,"Bayless,Jerryd - Ennis,Tyler - Henson,John - Middleton,Khris - Plumlee,Miles",7.0,8.0
82,4.0,2.0,4.2,0.0,4.0,201573 - 203089 - 203088 - 2030 - 201564,"Bayless,Jerryd - Henson,John - Marshall,Kendall - Martin,Kenyon - Mayo,O.J.",11.0,10.0
83,29.2,1.2,16.8,2.0,7.2,201162 - 202688 - 203114 - 2585 - 203953,"Dudley,Jared - Knight,Brandon - Middleton,Khris - Pachulia,Zaza - Parker,Jabari",7.8,8.8
84,6.0,2.0,4.1,1.0,3.0,203507 - 203898 - 203089 - 101141 - 203187,"Antetokounmpo,Giannis - Ennis,Tyler - Henson,John - Ilyasova,Ersan - Johnson,Christapher",6.0,9.0
85,6.0,2.0,4.1,1.0,1.0,203507 - 203089 - 203187 - 203114 - 203101,"Antetokounmpo,Giannis - Henson,John - Johnson,Christapher - Middleton,Khris - Plumlee,Miles",5.0,8.0
86,13.0,8.0,8.2,2.0,2.0,203507 - 202688 - 203953 - 202336 - 203489,"Antetokounmpo,Giannis - Knight,Brandon - Parker,Jabari - Sanders,Larry - Wolters,Nate",9.0,8.0
87,23.1,2.1,12.3,5.1,2.1,201573 - 203487 - 201162 - 203089 - 201564,"Bayless,Jerryd - Carter-Williams,Michael - Dudley,Jared - Henson,John - Mayo,O.J.",8.6,7.3
88,7.0,4.0,4.1,1.0,2.0,201573 - 203089 - 202688 - 201564 - 203953,"Bayless,Jerryd - Henson,John - Knight,Brandon - Mayo,O.J. - Parker,Jabari",9.0,15.0
89,9.0,0.0,4.1,1.0,2.0,201162 - 203089 - 202688 - 203953 - 202336,"Dudley,Jared - Henson,John - Knight,Brandon - Parker,Jabari - Sanders,Larry",5.0,6.0
90,8.0,2.0,4.1,2.0,1.0,201162 - 203088 - 203953 - 202336 - 203489,"Dudley,Jared - Marshall,Kendall - Parker,Jabari - Sanders,Larry - Wolters,Nate",11.0,3.0
91,33.0,7.0,20.0,5.0,8.0,203507 - 201573 - 201162 - 203114 - 2585,"Antetokounmpo,Giannis - Bayless,Jerryd - Dudley,Jared - Middleton,Khris - Pachulia,Zaza",4.4,5.6
92,8.0,0.0,4.0,1.0,1.0,203507 - 203487 - 101141 - 201564 - 203101,"Antetokounmpo,Giannis - Carter-Williams,Michael - Ilyasova,Ersan - Mayo,O.J. - Plumlee,Miles",14.0,11.0
93,4.0,3.0,4.0,0.0,2.0,201573 - 201162 - 203268 - 101141 - 201564,"Bayless,Jerryd - Dudley,Jared - Gutierrez,Jorge - Ilyasova,Ersan - Mayo,O.J.",9.0,10.0
94,18.0,3.0,8.0,5.0,3.0,101141 - 202688 - 203114 - 203953 - 202336,"Ilyasova,Ersan - Knight,Brandon - Middleton,Khris - Parker,Jabari - Sanders,Larry",9.0,7.5
95,4.0,2.0,3.9,1.0,2.0,203507 - 201573 - 201162 - 203898 - 101141,"Antetokounmpo,Giannis - Bayless,Jerryd - Dudley,Jared - Ennis,Tyler - Ilyasova,Ersan",6.0,6.0
96,15.0,3.0,7.8,1.0,2.0,203507 - 201162 - 202688 - 2030 - 201564,"Antetokounmpo,Giannis - Dudley,Jared - Knight,Brandon - Martin,Kenyon - Mayo,O.J.",10.5,12.0
97,14.0,9.0,7.8,3.0,2.0,203507 - 201162 - 202688 - 201564 - 203953,"Antetokounmpo,Giannis - Dudley,Jared - Knight,Brandon - Mayo,O.J. - Parker,Jabari",8.5,8.0
98,5.0,7.0,3.9,0.0,0.0,201573 - 201162 - 202688 - 203088 - 203948,"Bayless,Jerryd - Dudley,Jared - Knight,Brandon - Marshall,Kendall - O'Bryant,Johnny",9.0,14.0
99,2.0,4.0,3.9,0.0,3.0,201573 - 203898 - 203089 - 101141 - 201564,"Bayless,Jerryd - Ennis,Tyler - Henson,John - Ilyasova,Ersan - Mayo,O.J.",11.0,3.0
100,7.0,0.0,3.9,1.0,2.0,203487 - 201162 - 203089 - 203114 - 2585,"Carter-Williams,Michael - Dudley,Jared - Henson,John - Middleton,Khris - Pachulia,Zaza",0.0,10.0
101,20.1,5.1,11.7,3.0,3.9,201162 - 101141 - 202688 - 203114 - 2585,"Dudley,Jared - Ilyasova,Ersan - Knight,Brandon - Middleton,Khris - Pachulia,Zaza",5.3,10.3
102,16.0,4.0,7.8,4.0,5.0,101141 - 202688 - 203114 - 2585 - 203953,"Ilyasova,Ersan - Knight,Brandon - Middleton,Khris - Pachulia,Zaza - Parker,Jabari",6.5,11.5
103,109.8,30.6,68.4,19.8,25.2,203507 - 201573 - 201162 - 203089 - 201564,"Antetokounmpo,Giannis - Bayless,Jerryd - Dudley,Jared - Henson,John - Mayo,O.J.",6.9,7.4
104,25.2,7.2,15.2,4.0,4.0,203507 - 201573 - 201162 - 202688 - 2585,"Antetokounmpo,Giannis - Bayless,Jerryd - Dudley,Jared - Knight,Brandon - Pachulia,Zaza",9.6,6.8
105,6.0,2.0,3.8,0.0,1.0,203507 - 201573 - 201564 - 202336 - 203489,"Antetokounmpo,Giannis - Bayless,Jerryd - Mayo,O.J. - Sanders,Larry - Wolters,Nate",7.0,8.0
106,3.0,2.0,3.8,0.0,3.0,203507 - 203487 - 201162 - 101141 - 203114,"Antetokounmpo,Giannis - Carter-Williams,Michael - Dudley,Jared - Ilyasova,Ersan - Middleton,Khris",6.0,4.0
107,64.8,18.0,34.2,6.3,5.4,201573 - 201162 - 201564 - 203114 - 2585,"Bayless,Jerryd - Dudley,Jared - Mayo,O.J. - Middleton,Khris - Pachulia,Zaza",6.2,9.4
108,6.0,2.0,3.8,0.0,1.0,201573 - 203089 - 201564 - 203114 - 203953,"Bayless,Jerryd - Henson,John - Mayo,O.J. - Middleton,Khris - Parker,Jabari",6.0,7.0
109,14.0,2.0,7.4,4.0,4.0,203507 - 201573 - 203089 - 201564 - 203948,"Antetokounmpo,Giannis - Bayless,Jerryd - Henson,John - Mayo,O.J. - O'Bryant,Johnny",8.0,2.0
110,5.0,2.0,3.7,1.0,1.0,203507 - 203487 - 203114 - 2585 - 203101,"Antetokounmpo,Giannis - Carter-Williams,Michael - Middleton,Khris - Pachulia,Zaza - Plumlee,Miles",8.0,10.0
111,112.0,34.0,74.0,6.0,34.0,201573 - 201162 - 203089 - 201564 - 203114,"Bayless,Jerryd - Dudley,Jared - Henson,John - Mayo,O.J. - Middleton,Khris",6.7,8.1
112,7.0,2.0,3.7,0.0,1.0,201573 - 203089 - 203088 - 201564 - 203114,"Bayless,Jerryd - Henson,John - Marshall,Kendall - Mayo,O.J. - Middleton,Khris",2.0,4.0
113,6.0,0.0,3.7,0.0,2.0,201162 - 203898 - 203187 - 203114 - 203101,"Dudley,Jared - Ennis,Tyler - Johnson,Christapher - Middleton,Khris - Plumlee,Miles",16.0,9.0
114,18.0,5.1,10.8,2.1,0.9,203507 - 201573 - 203487 - 203089 - 203114,"Antetokounmpo,Giannis - Bayless,Jerryd - Carter-Williams,Michael - Henson,John - Middleton,Khris",5.7,6.0
115,9.0,6.0,7.2,2.0,1.0,203507 - 201573 - 201162 - 203268 - 203089,"Antetokounmpo,Giannis - Bayless,Jerryd - Dudley,Jared - Gutierrez,Jorge - Henson,John",5.5,5.5
116,6.0,4.0,3.6,1.0,1.0,203507 - 201573 - 201162 - 203268 - 2030,"Antetokounmpo,Giannis - Bayless,Jerryd - Dudley,Jared - Gutierrez,Jorge - Martin,Kenyon",11.0,11.0
117,7.0,2.0,3.6,1.0,0.0,203507 - 201573 - 201162 - 2030 - 203114,"Antetokounmpo,Giannis - Bayless,Jerryd - Dudley,Jared - Martin,Kenyon - Middleton,Khris",4.0,7.0
118,6.0,1.0,3.6,0.0,0.0,203507 - 201573 - 101141 - 202688 - 203953,"Antetokounmpo,Giannis - Bayless,Jerryd - Ilyasova,Ersan - Knight,Brandon - Parker,Jabari",9.0,8.0
119,5.0,2.0,3.6,1.0,1.0,203507 - 201573 - 203187 - 203114 - 2585,"Antetokounmpo,Giannis - Bayless,Jerryd - Johnson,Christapher - Middleton,Khris - Pachulia,Zaza",7.0,6.0
120,18.0,8.1,10.8,2.1,3.9,203507 - 201162 - 202688 - 203953 - 202336,"Antetokounmpo,Giannis - Dudley,Jared - Knight,Brandon - Parker,Jabari - Sanders,Larry",6.0,10.7
121,6.0,0.0,3.6,1.0,2.0,201573 - 203268 - 2030 - 203114 - 203948,"Bayless,Jerryd - Gutierrez,Jorge - Martin,Kenyon - Middleton,Khris - O'Bryant,Johnny",8.0,2.0
122,5.0,2.0,3.6,0.0,1.0,201162 - 203898 - 203268 - 203948 - 203101,"Dudley,Jared - Ennis,Tyler - Gutierrez,Jorge - O'Bryant,Johnny - Plumlee,Miles",9.0,5.0
123,6.0,2.0,3.6,1.0,2.0,201162 - 203089 - 202688 - 2585 - 203953,"Dudley,Jared - Henson,John - Knight,Brandon - Pachulia,Zaza - Parker,Jabari",6.0,4.0
124,5.0,0.0,3.6,1.0,2.0,201162 - 203088 - 203114 - 202336 - 203489,"Dudley,Jared - Marshall,Kendall - Middleton,Khris - Sanders,Larry - Wolters,Nate",4.0,7.0
125,17.1,3.9,10.8,2.1,5.1,203898 - 101141 - 201564 - 203114 - 203101,"Ennis,Tyler - Ilyasova,Ersan - Mayo,O.J. - Middleton,Khris - Plumlee,Miles",6.7,8.7
126,7.0,2.0,3.5,1.0,1.0,203507 - 201573 - 201162 - 203268 - 101141,"Antetokounmpo,Giannis - Bayless,Jerryd - Dudley,Jared - Gutierrez,Jorge - Ilyasova,Ersan",2.0,12.0
127,3.0,0.0,3.5,1.0,6.0,203507 - 201573 - 203268 - 203089 - 201564,"Antetokounmpo,Giannis - Bayless,Jerryd - Gutierrez,Jorge - Henson,John - Mayo,O.J.",8.0,2.0
128,12.0,9.0,7.0,1.0,2.0,203507 - 201573 - 202688 - 201564 - 203114,"Antetokounmpo,Giannis - Bayless,Jerryd - Knight,Brandon - Mayo,O.J. - Middleton,Khris",7.0,10.0
129,6.0,4.0,3.5,1.0,0.0,203507 - 203487 - 203089 - 201564 - 203114,"Antetokounmpo,Giannis - Carter-Williams,Michael - Henson,John - Mayo,O.J. - Middleton,Khris",6.0,10.0
130,4.0,4.0,3.4,0.0,1.0,203507 - 201573 - 203487 - 203089 - 201564,"Antetokounmpo,Giannis - Bayless,Jerryd - Carter-Williams,Michael - Henson,John - Mayo,O.J.",3.0,10.0
131,30.0,16.8,20.4,4.2,4.2,203507 - 201573 - 203089 - 202688 - 203114,"Antetokounmpo,Giannis - Bayless,Jerryd - Henson,John - Knight,Brandon - Middleton,Khris",8.2,7.0
