player_id,age,display_name,dleague_flag,first_name,height,last_name,position,roster_status,season_exp,team_id,team_name,weight,attempt_2,attempt_3,attempt_at_rim_2,attempt_cut_run_2,attempt_drive_2,attempt_jumper_2,attempt_jumper_3,attempt_off_dribble_2,attempt_off_dribble_3,attempt_post_2,made_2,made_3,made_at_rim_2,made_cut_run_2,made_drive_2,made_jumper_2,made_jumper_3,made_off_dribble_2,made_off_dribble_3,made_post_2,total_attempt,total_made,catch_shoot_freq,ast,blk,blk_a,dreb,fta,ftm,gp,min_game,oreb,pf,pfd,reb,stl,tov,c_dreb_game,c_oreb_game,avg_speed_def,avg_speed_off,avg_speed_tot,mi_game_def,mi_game_off,mi_game_tot,d_fga_mid,d_fga_overall,d_fga_paint,d_fga_perim,d_fga_threes,d_fgm_mid,d_fgm_overall,d_fgm_paint,d_fgm_perim,d_fgm_threes,pass_total
203086,9030,Meyers Leonard,N,Meyers,85,Leonard,Forward-Center,Active,4,1610612757,Trail Blazers,255,207.0,227.0,36.0,6.0,13.0,100.0,227.0,14.0,0.0,38.0,109.0,86.0,18.0,5.0,8.0,48.0,86.0,10.0,0.0,20.0,434.0,195.0,0.676,1.5,0.3,0.1,4.3,0.8,0.6,61.0,21.8,0.8,3.0,1.0,5.1,0.1,1.3,0.97,0.54,3.54,4.12,3.84,0.63,0.76,1.4,2.36,10.98,3.15,5.47,2.65,1.03,5.03,1.93,2.07,1.0,1810.48
203087,8937,Jeremy Lamb,Y,Jeremy,77,Lamb,Guard,Active,4,1610612766,Hornets,185,329.0,181.0,70.0,29.0,57.0,123.0,176.0,46.0,5.0,4.0,174.0,56.0,33.0,26.0,40.0,43.0,54.0,30.0,2.0,2.0,510.0,230.0,0.333,1.2,0.5,0.3,3.2,1.3,1.0,66.0,18.6,0.7,1.6,1.3,3.8,0.6,0.8,0.39,0.41,4.01,4.7,4.35,0.61,0.74,1.35,1.24,6.7,1.23,4.23,2.62,0.49,2.77,0.86,1.42,0.8,1183.38
203088,9222,Kendall Marshall,Y,Kendall,76,Marshall,Guard,Active,4,1610612755,76ers,200,69.0,49.0,7.0,2.0,12.0,36.0,47.0,6.0,2.0,6.0,27.0,16.0,1.0,2.0,8.0,11.0,15.0,4.0,1.0,1.0,118.0,43.0,0.402,2.4,0.1,0.2,0.9,0.4,0.3,30.0,13.3,0.1,1.0,0.7,0.9,0.5,1.4,0.07,0.0,3.76,4.71,4.22,0.42,0.52,0.94,1.0,4.16,0.76,2.4,1.44,0.48,2.12,0.6,1.04,0.48,699.9
203089,9456,John Henson,N,John,83,Henson,Forward,Active,4,1610612749,Bucks,229,290.0,1.0,122.0,14.0,15.0,30.0,1.0,2.0,0.0,107.0,164.0,0.0,77.0,13.0,11.0,7.0,0.0,0.0,0.0,56.0,291.0,164.0,0.038,0.9,1.9,0.2,2.4,2.1,1.2,57.0,16.8,1.5,2.3,1.5,3.9,0.3,1.1,0.79,1.21,3.88,4.25,4.06,0.56,0.58,1.14,1.13,8.11,4.19,2.79,1.53,0.37,3.37,1.95,1.05,0.6,877.23
203090,8591,Maurice Harkless,N,Maurice,81,Harkless,Forward,Active,4,1610612757,Trail Blazers,220,271.0,140.0,113.0,41.0,57.0,41.0,139.0,9.0,1.0,10.0,156.0,39.0,68.0,37.0,35.0,5.0,38.0,4.0,1.0,7.0,411.0,195.0,0.328,0.9,0.4,0.4,2.3,1.4,0.9,78.0,18.7,1.3,1.6,0.9,3.6,0.6,0.8,0.54,0.77,4.07,4.67,4.37,0.62,0.74,1.36,1.13,6.19,1.77,3.29,2.31,0.41,2.64,1.03,1.2,0.8,1312.74
203092,9801,Tyler Zeller,N,Tyler,84,Zeller,Center,Active,4,1610612738,Celtics,253,290.0,0.0,79.0,27.0,29.0,108.0,0.0,3.0,0.0,44.0,138.0,0.0,51.0,22.0,17.0,31.0,0.0,2.0,0.0,15.0,290.0,138.0,0.306,0.5,0.4,0.3,1.9,1.8,1.5,60.0,11.8,1.0,1.6,1.6,3.0,0.2,0.8,0.57,0.8,3.82,4.67,4.25,0.39,0.45,0.84,1.88,6.33,2.84,1.61,0.54,0.82,2.98,1.58,0.58,0.23,785.29
203093,9079,Terrence Jones,Y,Terrence,81,Jones,Forward,Active,4,1610612740,Pelicans,255,288.0,78.0,97.0,37.0,40.0,64.0,78.0,24.0,0.0,26.0,141.0,24.0,51.0,37.0,20.0,14.0,24.0,7.0,0.0,12.0,366.0,165.0,0.209,0.8,0.8,0.8,3.0,2.3,1.5,50.0,20.9,1.2,1.7,1.6,4.2,0.5,1.0,1.08,0.86,3.81,4.38,4.09,0.68,0.75,1.43,1.88,9.08,3.59,3.61,2.39,0.88,4.63,2.08,1.67,1.06,1188.0
203094,9841,Andrew Nicholson,N,Andrew,81,Nicholson,Forward,Active,4,1610612764,Wizards,250,196.0,114.0,45.0,4.0,18.0,32.0,111.0,7.0,3.0,90.0,105.0,41.0,31.0,4.0,12.0,11.0,40.0,5.0,1.0,42.0,310.0,146.0,0.384,0.4,0.4,0.1,3.0,1.2,0.9,56.0,14.7,0.6,1.2,1.1,3.6,0.2,0.7,0.9,0.39,3.83,4.24,4.05,0.47,0.53,1.01,1.2,5.88,2.43,2.25,1.27,0.55,2.69,1.45,0.69,0.35,805.2
203095,8785,Evan Fournier,N,Evan,79,Fournier,Guard-Forward,Active,4,1610612753,Magic,205,539.0,389.0,94.0,58.0,149.0,158.0,367.0,76.0,22.0,4.0,273.0,156.0,45.0,50.0,93.0,42.0,143.0,40.0,13.0,3.0,928.0,429.0,0.346,2.7,0.0,0.9,2.4,3.0,2.5,79.0,32.5,0.4,2.7,2.7,2.8,1.2,1.7,0.44,0.18,3.95,4.92,4.43,1.08,1.32,2.4,1.92,9.63,2.21,5.5,3.58,0.8,4.54,1.5,2.24,1.36,2479.62
203096,9024,Jared Sullinger,N,Jared,81,Sullinger,Center-Forward,Active,4,1610612761,Raptors,260,703.0,103.0,188.0,23.0,52.0,343.0,100.0,19.0,3.0,78.0,322.0,29.0,97.0,21.0,39.0,123.0,28.0,14.0,1.0,28.0,806.0,351.0,0.415,2.3,0.6,0.6,5.9,2.0,1.3,81.0,23.6,2.4,2.6,2.0,8.3,0.9,1.3,1.72,1.72,3.52,4.16,3.83,0.73,0.79,1.52,2.93,10.03,4.11,2.99,1.08,1.23,4.83,2.49,1.11,0.45,2664.0
203098,9388,John Jenkins,Y,John,76,Jenkins,Guard,Active,4,1610612756,Suns,215,109.0,51.0,11.0,12.0,9.0,54.0,49.0,23.0,2.0,0.0,55.0,16.0,4.0,9.0,6.0,26.0,16.0,10.0,0.0,0.0,160.0,71.0,0.313,0.8,0.0,0.1,1.1,0.6,0.5,43.0,11.2,0.2,0.5,0.5,1.3,0.2,0.6,0.14,0.02,4.1,4.63,4.37,0.38,0.44,0.82,0.85,3.91,1.06,2.0,1.17,0.29,1.69,0.83,0.57,0.34,419.68
203099,9311,Jared Cunningham,Y,Jared,0,Cunningham,,Inactive,3,0,,0,66.0,39.0,12.0,13.0,16.0,22.0,38.0,1.0,1.0,2.0,24.0,12.0,4.0,12.0,6.0,1.0,12.0,0.0,0.0,1.0,105.0,36.0,0.356,0.5,0.0,0.4,0.8,1.3,0.8,44.0,9.3,0.1,0.9,1.0,0.9,0.3,0.5,0.14,0.05,4.13,4.5,4.33,0.32,0.36,0.67,0.63,4.1,1.1,2.37,1.6,0.16,1.83,0.77,0.9,0.57,394.68
203100,8619,Tony Wroten,Y,Tony,78,Wroten,Guard,Active,4,1610612752,Knicks,205,48.0,17.0,19.0,9.0,13.0,7.0,17.0,0.0,0.0,0.0,19.0,3.0,3.0,8.0,8.0,0.0,3.0,0.0,0.0,0.0,65.0,22.0,0.169,2.5,0.0,1.4,2.4,4.6,2.5,8.0,18.0,0.3,1.4,3.0,2.6,0.4,3.6,0.13,0.25,4.0,4.9,4.45,0.6,0.74,1.34,0.75,3.63,0.63,2.25,1.38,0.37,2.0,0.5,1.13,0.75,279.2
203101,10304,Miles Plumlee,Y,Miles,83,Plumlee,Center,Active,4,1610612749,Bucks,249,233.0,0.0,127.0,15.0,10.0,15.0,0.0,0.0,0.0,66.0,140.0,0.0,74.0,15.0,7.0,6.0,0.0,0.0,0.0,38.0,233.0,140.0,0.021,0.3,0.8,0.2,2.3,1.0,0.6,61.0,14.3,1.5,1.2,0.9,3.8,0.3,0.7,0.63,1.13,4.12,4.56,4.33,0.5,0.53,1.03,1.47,6.79,3.46,1.86,0.75,0.56,3.12,1.93,0.63,0.25,849.73
203105,9889,Festus Ezeli,Y,Festus,83,Ezeli,Center,Active,3,1610612757,Trail Blazers,265,228.0,0.0,118.0,10.0,19.0,25.0,0.0,1.0,0.0,54.0,125.0,0.0,74.0,10.0,15.0,4.0,0.0,0.0,0.0,21.0,228.0,125.0,0.053,0.7,1.1,0.4,3.6,2.9,1.5,46.0,16.7,2.0,2.0,2.4,5.6,0.4,0.8,1.18,1.47,3.86,4.85,4.31,0.57,0.64,1.21,2.27,9.09,4.54,2.28,0.67,0.81,3.96,2.39,0.76,0.2,855.14
203107,9150,Tomas Satoransky,N,Tomas,79,Satoransky,Guard-Forward,Active,0,1610612764,Wizards,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203109,9631,Jae Crowder,Y,Jae,78,Crowder,Forward,Active,4,1610612738,Celtics,235,450.0,362.0,93.0,73.0,72.0,172.0,354.0,30.0,8.0,10.0,238.0,122.0,51.0,62.0,50.0,59.0,117.0,12.0,5.0,4.0,812.0,360.0,0.442,1.8,0.5,0.3,4.2,3.3,2.7,73.0,31.6,1.0,2.7,2.5,5.1,1.7,1.1,0.79,0.34,3.77,4.49,4.11,1.05,1.12,2.17,2.11,11.01,2.64,6.26,4.01,0.89,4.85,1.79,2.17,1.22,2461.68
203110,9755,Draymond Green,N,Draymond,79,Green,Forward,Active,4,1610612744,Warriors,230,561.0,258.0,217.0,65.0,133.0,87.0,198.0,41.0,60.0,16.0,301.0,100.0,112.0,54.0,95.0,21.0,65.0,10.0,35.0,8.0,819.0,401.0,0.317,7.4,1.4,0.7,7.8,4.1,2.8,81.0,34.7,1.7,3.0,3.8,9.5,1.5,3.2,2.21,1.26,3.41,4.38,3.86,1.05,1.18,2.23,3.7,16.44,5.52,7.22,4.23,1.13,6.48,2.86,2.49,1.25,5185.62
203111,10113,Orlando Johnson,Y,Orlando,0,Johnson,,Inactive,3,0,,0,24.0,10.0,6.0,4.0,3.0,9.0,8.0,2.0,2.0,0.0,7.0,2.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,34.0,9.0,0.265,0.3,0.4,0.4,1.6,1.1,0.9,7.0,14.5,0.6,1.3,0.9,2.1,0.4,0.6,0.14,0.58,3.97,4.58,4.26,0.47,0.58,1.04,1.5,6.0,1.17,3.33,2.33,1.0,3.33,0.83,1.5,1.0,88.97
203112,9539,Quincy Acy,Y,Quincy,79,Acy,Forward,Active,4,1610612742,Mavericks,240,165.0,48.0,80.0,15.0,8.0,54.0,46.0,2.0,2.0,6.0,100.0,19.0,55.0,14.0,6.0,22.0,17.0,1.0,2.0,2.0,213.0,119.0,0.367,0.5,0.4,0.1,2.1,1.2,0.8,59.0,14.8,1.1,1.7,1.3,3.2,0.5,0.5,0.47,0.74,4.02,4.51,4.26,0.51,0.55,1.06,1.34,6.2,2.24,2.62,1.6,0.56,3.0,1.31,1.13,0.62,838.68
203114,9229,Khris Middleton,Y,Khris,80,Middleton,Guard-Forward,Active,4,1610612749,Bucks,234,781.0,361.0,67.0,55.0,78.0,393.0,347.0,125.0,14.0,63.0,364.0,143.0,25.0,48.0,54.0,130.0,138.0,71.0,5.0,36.0,1142.0,507.0,0.303,4.2,0.2,0.5,3.3,3.9,3.5,79.0,36.1,0.6,2.6,3.2,3.8,1.7,2.3,0.58,0.28,3.78,4.4,4.09,1.17,1.29,2.46,1.41,9.97,2.18,6.38,4.58,0.52,4.24,1.57,2.15,1.41,2843.21
203115,9447,Will Barton,Y,Will,78,Barton,Guard-Forward,Active,4,1610612743,Nuggets,175,658.0,325.0,103.0,70.0,153.0,197.0,293.0,119.0,32.0,16.0,313.0,112.0,49.0,49.0,94.0,51.0,101.0,64.0,11.0,6.0,983.0,425.0,0.248,2.5,0.5,0.7,5.1,3.3,2.6,82.0,28.7,0.7,1.8,2.5,5.8,0.9,1.7,0.77,0.44,3.73,4.6,4.16,0.9,1.1,2.0,1.73,8.89,2.78,4.38,3.07,0.73,4.05,1.76,1.56,0.98,2573.98
203118,10351,Mike Scott,Y,Mike,80,Scott,Forward,Active,4,1610612737,Hawks,237,218.0,158.0,55.0,34.0,25.0,65.0,154.0,14.0,4.0,25.0,114.0,62.0,31.0,28.0,13.0,22.0,60.0,8.0,2.0,12.0,376.0,176.0,0.523,1.0,0.2,0.2,2.0,0.8,0.7,75.0,15.3,0.7,1.4,0.8,2.7,0.3,0.6,0.4,0.54,3.96,4.79,4.37,0.53,0.59,1.11,1.17,4.74,1.38,2.19,1.22,0.46,2.0,0.79,0.75,0.36,1347.0
203120,9727,Justin Hamilton,Y,Justin,84,Hamilton,Center,Active,2,1610612751,Nets,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203123,9606,Kostas Papanikolaou,N,Kostas,0,Papanikolaou,,Inactive,1,0,,0,34.0,32.0,7.0,7.0,5.0,12.0,31.0,3.0,1.0,0.0,14.0,10.0,4.0,5.0,2.0,3.0,10.0,0.0,0.0,0.0,66.0,24.0,0.424,0.6,0.2,0.3,1.2,0.5,0.3,26.0,11.3,0.3,0.9,0.7,1.5,0.5,0.8,0.19,0.19,3.94,4.82,4.39,0.38,0.45,0.83,1.04,5.35,1.22,3.09,1.7,0.31,2.48,0.78,1.39,0.78,307.06
203124,9733,Kyle O'Quinn,N,Kyle,82,O'Quinn,Center-Forward,Active,4,1610612752,Knicks,250,249.0,22.0,73.0,4.0,6.0,140.0,22.0,7.0,0.0,19.0,124.0,5.0,43.0,4.0,5.0,62.0,5.0,3.0,0.0,7.0,271.0,129.0,0.351,1.1,0.8,0.3,2.7,0.9,0.7,65.0,11.8,1.2,1.6,0.9,3.8,0.3,0.9,0.73,0.87,3.67,4.2,3.94,0.35,0.42,0.77,1.4,6.54,3.17,1.97,0.85,0.56,2.98,1.66,0.76,0.32,1383.85
203135,10026,Robert Sacre,Y,Robert,84,Sacre,Center,Active,4,1610612747,Lakers,270,75.0,0.0,15.0,6.0,0.0,36.0,0.0,2.0,0.0,16.0,31.0,0.0,8.0,5.0,0.0,13.0,0.0,2.0,0.0,3.0,75.0,31.0,0.253,0.6,0.4,0.4,1.6,1.5,1.0,25.0,12.8,1.3,1.7,1.0,2.9,0.2,0.5,0.6,0.6,3.64,4.2,3.96,0.39,0.46,0.84,1.46,6.14,2.95,1.73,0.55,0.63,3.09,1.64,0.82,0.27,315.0
203138,9360,Hollis Thompson,Y,Hollis,80,Thompson,Forward,Active,3,1610612755,76ers,206,288.0,391.0,49.0,17.0,42.0,152.0,372.0,20.0,19.0,8.0,121.0,149.0,20.0,13.0,33.0,38.0,138.0,14.0,11.0,3.0,679.0,270.0,0.63,1.3,0.3,0.2,2.8,1.2,0.9,77.0,28.0,0.7,2.4,1.1,3.5,0.5,1.0,0.43,0.36,4.07,4.54,4.31,0.94,1.08,2.01,1.82,8.51,2.31,4.38,2.58,0.78,3.91,1.49,1.64,0.84,1680.14
203141,11384,Mirza Teletovic,N,Mirza,81,Teletovic,Forward,Active,4,1610612749,Bucks,245,317.0,460.0,64.0,19.0,32.0,129.0,447.0,28.0,13.0,45.0,151.0,181.0,42.0,15.0,16.0,44.0,173.0,11.0,8.0,23.0,777.0,332.0,0.599,1.1,0.3,0.5,3.1,2.0,1.5,79.0,21.3,0.7,2.0,1.7,3.8,0.4,1.1,0.77,0.51,3.64,4.66,4.15,0.65,0.83,1.48,1.83,8.79,3.22,3.74,2.23,0.72,4.31,2.14,1.45,0.91,2400.81
203142,11933,Chris Copeland,N,Chris,0,Copeland,,Inactive,4,0,,0,15.0,36.0,5.0,1.0,3.0,5.0,35.0,1.0,1.0,0.0,7.0,10.0,3.0,1.0,1.0,1.0,10.0,1.0,0.0,0.0,51.0,17.0,0.686,0.5,0.0,0.1,0.4,0.3,0.3,24.0,6.5,0.0,0.7,0.3,0.4,0.1,0.3,0.04,0.04,3.8,3.97,3.87,0.21,0.21,0.42,0.3,3.15,1.05,1.8,1.1,0.15,1.75,0.65,0.95,0.65,128.8
203143,14429,Pablo Prigioni,N,Pablo,75,Prigioni,Guard,Active,4,1610612746,Clippers,185,52.0,94.0,11.0,7.0,17.0,8.0,92.0,8.0,2.0,1.0,27.0,27.0,4.0,6.0,10.0,2.0,27.0,4.0,0.0,1.0,146.0,54.0,0.293,2.2,0.0,0.1,1.3,0.1,0.1,59.0,13.9,0.6,1.4,0.5,1.9,0.9,0.8,0.31,0.27,4.4,4.73,4.57,0.5,0.56,1.06,0.98,4.48,0.93,2.57,1.57,0.45,2.2,0.8,0.95,0.61,1564.09
203145,10001,Kent Bazemore,Y,Kent,77,Bazemore,Forward-Guard,Active,4,1610612737,Hawks,201,420.0,304.0,71.0,92.0,149.0,60.0,269.0,44.0,35.0,4.0,211.0,108.0,35.0,70.0,74.0,16.0,96.0,15.0,12.0,1.0,724.0,319.0,0.343,2.3,0.5,0.5,4.7,2.0,1.6,75.0,27.8,0.4,2.3,2.3,5.1,1.3,1.8,0.51,0.22,4.16,4.66,4.4,1.0,1.04,2.04,1.73,8.65,1.81,5.11,3.12,0.69,3.59,1.09,1.81,1.08,2531.25
203148,11307,Brian Roberts,N,Brian,73,Roberts,Guard,Active,4,1610612766,Hornets,173,123.0,42.0,7.0,7.0,26.0,46.0,33.0,36.0,9.0,1.0,59.0,15.0,3.0,6.0,16.0,17.0,9.0,17.0,6.0,0.0,165.0,74.0,0.213,1.1,0.0,0.1,0.7,0.9,0.8,51.0,9.2,0.1,0.7,1.0,0.8,0.2,0.5,0.02,0.0,3.83,4.74,4.29,0.29,0.37,0.66,1.11,4.02,0.65,2.26,1.33,0.47,1.77,0.44,0.86,0.42,738.72
203156,9732,Henry Sims,Y,Henry,82,Sims,Center-Forward,Active,4,1610612751,Nets,248,77.0,0.0,23.0,8.0,2.0,32.0,0.0,1.0,0.0,11.0,33.0,0.0,9.0,7.0,2.0,11.0,0.0,1.0,0.0,3.0,77.0,33.0,0.286,0.6,1.0,0.1,3.6,2.1,1.8,14.0,18.8,1.5,2.6,1.5,5.1,0.6,0.9,1.64,1.07,3.92,4.52,4.21,0.62,0.7,1.32,1.36,9.07,5.5,2.21,0.79,0.93,6.0,4.07,1.0,0.36,230.86
203186,9682,Willie Reed,Y,Willie,82,Reed,Forward-Center,Active,1,1610612748,Heat,220,133.0,0.0,75.0,6.0,1.0,28.0,0.0,6.0,0.0,17.0,76.0,0.0,52.0,5.0,0.0,9.0,0.0,4.0,0.0,6.0,133.0,76.0,0.15,0.3,0.8,0.2,1.9,1.4,0.8,39.0,10.9,1.3,1.2,1.6,3.1,0.2,0.4,0.59,0.95,3.93,4.43,4.16,0.35,0.41,0.76,1.14,5.14,2.51,1.49,0.7,0.41,2.76,1.57,0.78,0.43,338.52
203187,9699,Chris Johnson,Y,Chris,78,Johnson,Forward,Active,4,1610612762,Jazz,206,95.0,99.0,17.0,17.0,16.0,25.0,98.0,20.0,1.0,0.0,45.0,27.0,9.0,16.0,8.0,7.0,26.0,5.0,1.0,0.0,194.0,72.0,0.482,0.6,0.3,0.2,1.5,0.6,0.5,70.0,12.2,0.4,1.4,0.4,1.9,0.5,0.6,0.34,0.18,4.24,4.65,4.45,0.42,0.49,0.91,0.75,5.02,1.51,2.76,1.78,0.24,2.0,0.81,0.95,0.56,745.2
203200,10088,Justin Holiday,Y,Justin,78,Holiday,Guard,Active,3,1610612752,Knicks,185,123.0,105.0,22.0,22.0,24.0,40.0,99.0,13.0,6.0,2.0,52.0,36.0,11.0,13.0,8.0,14.0,35.0,6.0,1.0,0.0,228.0,88.0,0.423,1.1,0.4,0.4,1.5,0.7,0.5,53.0,14.6,0.2,1.2,0.9,1.7,0.6,0.7,0.23,0.1,3.93,4.68,4.29,0.49,0.55,1.04,0.81,5.83,2.08,2.94,1.81,0.43,2.58,1.19,0.96,0.6,586.56
203210,9646,JaMychal Green,N,JaMychal,81,Green,Forward,Active,2,1610612763,Grizzlies,227,450.0,45.0,190.0,44.0,18.0,154.0,44.0,7.0,1.0,37.0,215.0,15.0,98.0,34.0,9.0,56.0,15.0,3.0,0.0,15.0,495.0,230.0,0.315,0.9,0.4,0.6,3.0,1.8,1.3,78.0,18.5,1.8,2.4,1.4,4.8,0.6,1.1,0.73,1.49,3.97,4.42,4.2,0.62,0.69,1.3,1.35,6.1,2.24,2.51,1.83,0.55,2.72,1.27,0.9,0.67,1748.76
203268,10187,Jorge Gutierrez,Y,Jorge,75,Gutierrez,Guard,Active,3,1610612766,Hornets,189,9.0,2.0,0.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,11.0,6.0,0.182,1.4,0.0,0.0,0.6,0.9,0.8,12.0,5.3,0.0,0.3,0.8,0.6,0.3,0.5,0.08,0.0,4.24,4.62,4.42,0.18,0.21,0.39,0.6,2.3,0.7,1.0,1.0,0.3,0.9,0.4,0.2,0.2,99.96
203382,10936,Aron Baynes,Y,Aron,82,Baynes,Center-Forward,Active,4,1610612765,Pistons,260,382.0,2.0,158.0,8.0,9.0,117.0,2.0,2.0,0.0,87.0,194.0,0.0,94.0,6.0,7.0,47.0,0.0,0.0,0.0,40.0,384.0,194.0,0.223,0.6,0.6,0.3,3.0,2.0,1.6,81.0,15.2,1.7,1.9,1.9,4.7,0.3,0.8,0.86,1.25,3.78,4.21,3.99,0.47,0.54,1.02,1.96,7.28,3.54,1.78,0.64,0.87,3.56,1.89,0.8,0.23,953.37
203457,8257,Nerlens Noel,N,Nerlens,83,Noel,Forward-Center,Active,2,1610612755,76ers,228,585.0,2.0,253.0,38.0,39.0,177.0,2.0,25.0,0.0,53.0,305.0,1.0,171.0,37.0,27.0,35.0,1.0,18.0,0.0,17.0,587.0,306.0,0.138,1.8,1.5,0.6,5.8,3.4,2.0,67.0,29.3,2.3,2.9,2.9,8.1,1.8,2.4,1.4,1.61,3.86,4.42,4.14,0.93,1.1,2.03,2.17,12.3,6.06,4.07,1.97,1.0,5.88,3.22,1.66,0.78,2704.79
203458,8555,Alex Len,N,Alex,85,Len,Center,Active,3,1610612756,Suns,260,617.0,7.0,224.0,28.0,32.0,247.0,7.0,3.0,0.0,83.0,263.0,1.0,115.0,27.0,17.0,69.0,1.0,1.0,0.0,34.0,624.0,264.0,0.262,1.2,0.8,0.8,5.3,3.1,2.2,78.0,23.3,2.3,2.9,2.3,7.6,0.5,1.9,1.33,1.76,3.72,4.31,4.02,0.72,0.85,1.57,2.44,10.44,4.75,3.25,1.3,0.91,4.94,2.81,1.22,0.42,2110.68
203459,8988,Allen Crabbe,Y,Allen,78,Crabbe,Guard,Active,3,1610612757,Trail Blazers,215,393.0,284.0,33.0,42.0,31.0,177.0,276.0,109.0,8.0,1.0,199.0,112.0,19.0,34.0,18.0,68.0,108.0,60.0,4.0,0.0,677.0,311.0,0.482,1.2,0.2,0.2,2.3,1.4,1.2,81.0,26.0,0.3,2.4,1.0,2.7,0.8,0.8,0.3,0.09,3.85,4.64,4.25,0.82,1.02,1.84,1.43,7.27,1.54,4.3,2.79,0.57,3.1,0.91,1.62,1.14,1641.87
203460,9115,Andre Roberson,Y,Andre,79,Roberson,Forward,Active,3,1610612760,Thunder,210,171.0,102.0,124.0,19.0,9.0,11.0,101.0,5.0,1.0,3.0,104.0,32.0,78.0,17.0,4.0,2.0,31.0,2.0,1.0,1.0,273.0,136.0,0.352,0.7,0.6,0.3,2.5,0.8,0.5,70.0,22.2,1.1,1.9,0.6,3.6,0.8,0.5,0.53,0.76,4.27,4.77,4.52,0.82,0.85,1.67,1.63,7.76,2.19,3.94,2.21,0.61,3.2,1.33,1.26,0.71,884.1
203461,8649,Anthony Bennett,Y,Anthony,80,Bennett,Forward,Active,3,1610612751,Nets,235,13.0,14.0,5.0,3.0,2.0,1.0,14.0,2.0,0.0,0.0,5.0,3.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,27.0,8.0,0.538,0.0,0.0,0.1,0.9,0.5,0.5,19.0,4.4,0.3,0.4,0.3,1.2,0.3,0.2,0.16,0.16,4.11,4.54,4.36,0.15,0.18,0.32,0.33,2.5,0.67,1.5,1.0,0.16,1.58,0.67,0.75,0.5,140.03
203462,8128,Archie Goodwin,Y,Archie,77,Goodwin,Guard,Active,3,1610612740,Pelicans,205,323.0,98.0,66.0,48.0,121.0,68.0,96.0,19.0,2.0,1.0,153.0,23.0,25.0,40.0,66.0,15.0,22.0,7.0,1.0,0.0,421.0,176.0,0.143,2.1,0.2,0.8,2.0,3.4,2.3,57.0,19.5,0.5,1.5,2.8,2.5,0.5,1.8,0.32,0.23,4.0,4.64,4.31,0.65,0.75,1.4,1.09,6.59,1.84,3.66,2.5,0.49,3.2,1.21,1.5,1.04,1647.3
203463,8680,Ben McLemore,N,Ben,77,McLemore,Guard,Active,3,1610612758,Kings,195,270.0,185.0,56.0,39.0,48.0,104.0,179.0,18.0,6.0,5.0,128.0,67.0,29.0,35.0,27.0,28.0,62.0,6.0,5.0,3.0,455.0,195.0,0.443,1.2,0.1,0.4,1.7,1.5,1.1,68.0,21.2,0.5,2.1,1.3,2.2,0.8,1.5,0.3,0.17,4.22,5.06,4.62,0.78,0.86,1.63,1.18,7.72,1.91,4.63,3.01,0.64,3.52,1.22,1.66,1.0,1002.54
203468,9191,CJ McCollum,Y,CJ,75,McCollum,Guard,Active,3,1610612757,Trail Blazers,190,959.0,472.0,60.0,37.0,221.0,363.0,435.0,254.0,37.0,24.0,444.0,197.0,15.0,30.0,121.0,122.0,173.0,142.0,24.0,14.0,1431.0,641.0,0.227,4.3,0.3,1.1,2.7,2.8,2.3,80.0,34.7,0.6,2.3,2.6,3.2,1.2,2.5,0.44,0.16,3.87,5.01,4.45,1.09,1.48,2.57,2.41,11.43,2.13,6.89,3.83,1.12,5.11,1.28,2.71,1.48,3679.2
203469,8809,Cody Zeller,N,Cody,84,Zeller,Forward-Center,Active,3,1610612766,Hornets,240,427.0,10.0,205.0,56.0,30.0,110.0,10.0,8.0,0.0,18.0,230.0,1.0,119.0,48.0,16.0,32.0,1.0,7.0,0.0,8.0,437.0,231.0,0.16,1.0,0.9,0.8,4.3,3.2,2.4,73.0,24.3,1.9,2.8,2.5,6.2,0.8,0.9,0.91,1.26,3.93,4.92,4.43,0.8,0.99,1.8,2.45,9.3,4.19,2.66,1.18,0.85,4.18,2.3,1.03,0.45,1422.77
