player_id,age,display_name,dleague_flag,first_name,height,last_name,position,roster_status,season_exp,team_id,team_name,weight,attempt_2,attempt_3,attempt_at_rim_2,attempt_cut_run_2,attempt_drive_2,attempt_jumper_2,attempt_jumper_3,attempt_off_dribble_2,attempt_off_dribble_3,attempt_post_2,made_2,made_3,made_at_rim_2,made_cut_run_2,made_drive_2,made_jumper_2,made_jumper_3,made_off_dribble_2,made_off_dribble_3,made_post_2,total_attempt,total_made,catch_shoot_freq,ast,blk,blk_a,dreb,fta,ftm,gp,min_game,oreb,pf,pfd,reb,stl,tov,c_dreb_game,c_oreb_game,avg_speed_def,avg_speed_off,avg_speed_tot,mi_game_def,mi_game_off,mi_game_tot,d_fga_mid,d_fga_overall,d_fga_paint,d_fga_perim,d_fga_threes,d_fgm_mid,d_fgm_overall,d_fgm_paint,d_fgm_perim,d_fgm_threes,pass_total
201564,10605,O.J. Mayo,N,O.J.,77,Mayo,Guard,Active,8,1610612749,Bucks,210,159.0,157.0,29.0,9.0,14.0,81.0,151.0,20.0,6.0,6.0,67.0,52.0,9.0,5.0,10.0,32.0,49.0,10.0,3.0,1.0,316.0,119.0,0.502,2.9,0.2,0.4,2.2,1.0,0.8,41.0,26.6,0.3,3.1,1.1,2.6,1.2,1.8,0.34,0.1,3.82,4.21,4.01,0.88,0.9,1.78,1.34,7.39,1.83,4.22,2.95,0.46,3.02,1.29,1.27,0.78,1252.96
201565,10271,Derrick Rose,N,Derrick,75,Rose,Guard,Active,7,1610612752,Knicks,190,898.0,150.0,90.0,41.0,263.0,331.0,145.0,158.0,5.0,15.0,403.0,44.0,22.0,22.0,160.0,107.0,44.0,82.0,0.0,10.0,1048.0,447.0,0.111,4.7,0.2,1.2,2.7,2.7,2.2,66.0,31.8,0.7,1.3,2.3,3.4,0.7,2.7,0.43,0.42,3.85,4.63,4.24,1.03,1.22,2.24,2.73,9.98,2.23,5.02,2.7,1.06,4.47,1.55,1.86,0.91,3627.36
201566,10232,Russell Westbrook,N,Russell,75,Westbrook,Guard,Active,8,1610612760,Thunder,200,1103.0,341.0,192.0,101.0,281.0,222.0,245.0,250.0,96.0,57.0,555.0,101.0,81.0,81.0,178.0,55.0,68.0,136.0,33.0,24.0,1444.0,656.0,0.072,10.4,0.3,1.1,6.0,7.2,5.8,80.0,34.4,1.8,2.5,5.4,7.8,2.0,4.3,0.88,1.01,3.61,4.61,4.1,1.08,1.28,2.35,1.19,7.48,2.14,4.15,2.74,0.45,3.48,1.4,1.63,1.04,4670.4
201567,10298,Kevin Love,N,Kevin,82,Love,Forward,Active,8,1610612739,Cavaliers,251,538.0,438.0,122.0,23.0,41.0,197.0,438.0,10.0,0.0,145.0,251.0,157.0,61.0,16.0,23.0,74.0,157.0,2.0,0.0,75.0,976.0,408.0,0.484,2.4,0.5,0.7,8.0,4.1,3.4,77.0,31.5,1.9,2.1,3.6,9.9,0.8,1.8,1.92,1.22,3.76,4.13,3.96,0.96,1.11,2.07,3.6,13.41,4.97,4.84,2.44,1.64,6.72,3.09,1.99,0.95,3424.96
201568,10328,Danilo Gallinari,N,Danilo,82,Gallinari,Forward,Active,7,1610612743,Nuggets,225,461.0,239.0,108.0,17.0,94.0,216.0,231.0,10.0,8.0,16.0,200.0,87.0,49.0,14.0,53.0,73.0,83.0,7.0,4.0,4.0,700.0,287.0,0.32,2.5,0.4,0.9,4.3,8.2,7.1,53.0,34.7,1.0,1.6,6.3,5.3,0.8,1.5,0.62,0.56,3.51,4.28,3.9,1.0,1.26,2.26,1.36,9.68,2.51,5.81,4.02,0.57,4.51,1.62,2.32,1.53,1758.54
201569,10189,Eric Gordon,N,Eric,76,Gordon,Guard,Active,8,1610612745,Rockets,215,258.0,293.0,41.0,21.0,83.0,83.0,281.0,30.0,12.0,0.0,118.0,113.0,9.0,17.0,49.0,26.0,105.0,17.0,8.0,0.0,551.0,231.0,0.446,2.7,0.3,0.7,2.0,2.8,2.5,45.0,32.9,0.2,2.2,2.5,2.2,1.0,1.6,0.18,0.0,3.67,4.63,4.13,1.04,1.23,2.27,1.71,7.64,1.69,4.24,2.67,0.82,3.42,1.09,1.51,0.91,1246.5
201571,10600,D.J. Augustin,N,D.J.,72,Augustin,Guard,Active,8,1610612753,Magic,183,182.0,167.0,27.0,8.0,64.0,51.0,145.0,30.0,22.0,2.0,80.0,67.0,6.0,6.0,41.0,13.0,56.0,14.0,11.0,0.0,349.0,147.0,0.257,3.2,0.1,0.5,1.4,2.1,1.7,62.0,19.0,0.1,1.4,2.2,1.5,0.6,1.4,0.16,0.02,3.65,4.43,4.04,0.57,0.71,1.29,1.08,5.42,1.29,3.05,2.18,0.49,2.61,1.02,1.1,0.76,1845.12
201572,10457,Brook Lopez,N,Brook,84,Lopez,Center,Active,8,1610612751,Nets,268,1143.0,14.0,278.0,31.0,115.0,412.0,14.0,65.0,0.0,242.0,589.0,2.0,167.0,28.0,73.0,172.0,2.0,29.0,0.0,120.0,1157.0,591.0,0.239,2.0,1.7,0.8,5.1,5.5,4.3,73.0,33.7,2.8,2.9,4.6,7.8,0.8,2.4,1.53,2.26,3.77,4.09,3.93,1.06,1.15,2.21,3.53,15.05,7.71,3.81,1.37,1.27,6.86,4.04,1.55,0.53,2242.56
201573,10316,Jerryd Bayless,N,Jerryd,75,Bayless,Guard,Active,8,1610612755,76ers,200,206.0,226.0,28.0,7.0,42.0,82.0,217.0,45.0,9.0,2.0,84.0,99.0,9.0,5.0,26.0,23.0,92.0,21.0,7.0,0.0,432.0,183.0,0.452,3.1,0.2,0.4,2.3,1.7,1.3,52.0,28.9,0.4,2.1,1.7,2.7,0.9,1.4,0.31,0.14,3.76,4.31,4.03,0.91,1.03,1.94,1.74,8.35,1.73,4.88,3.27,0.73,3.62,1.12,1.77,1.1,1979.64
201574,11077,Jason Thompson,N,Jason,83,Thompson,Forward-Center,Active,8,1610612761,Raptors,250,93.0,15.0,32.0,8.0,5.0,25.0,15.0,5.0,0.0,18.0,47.0,5.0,18.0,8.0,2.0,9.0,5.0,4.0,0.0,6.0,108.0,52.0,0.226,0.6,0.4,0.2,2.2,1.1,0.8,47.0,10.0,0.7,1.7,0.8,2.9,0.3,0.3,0.38,0.41,3.95,4.52,4.25,0.31,0.4,0.71,0.85,4.4,1.98,1.57,0.76,0.38,2.31,1.17,0.76,0.33,733.2
201575,11456,Brandon Rush,N,Brandon,78,Rush,Guard-Forward,Active,8,1610612750,Timberwolves,225,103.0,156.0,24.0,10.0,21.0,31.0,128.0,15.0,28.0,2.0,46.0,64.0,12.0,9.0,9.0,8.0,44.0,8.0,20.0,0.0,259.0,110.0,0.558,0.8,0.3,0.1,2.2,0.4,0.3,72.0,14.6,0.3,0.8,0.3,2.5,0.3,0.5,0.47,0.1,4.03,4.91,4.46,0.51,0.58,1.09,1.34,5.47,1.81,2.32,1.43,0.52,2.51,1.09,0.9,0.5,1029.48
201577,10457,Robin Lopez,N,Robin,84,Lopez,Center,Active,8,1610612741,Bulls,255,661.0,1.0,265.0,8.0,22.0,136.0,1.0,1.0,0.0,229.0,357.0,0.0,164.0,8.0,14.0,46.0,0.0,1.0,0.0,124.0,662.0,357.0,0.121,1.4,1.6,0.3,4.1,2.0,1.6,82.0,27.1,3.3,2.2,1.7,7.3,0.2,1.6,1.06,2.74,3.82,4.37,4.09,0.83,1.02,1.85,3.11,12.86,6.0,3.75,1.16,1.34,6.07,2.98,1.75,0.43,2730.6
201578,10698,Marreese Speights,N,Marreese,82,Speights,Forward-Center,Active,8,1610612746,Clippers,255,394.0,62.0,80.0,12.0,25.0,216.0,62.0,18.0,0.0,42.0,173.0,24.0,32.0,11.0,17.0,84.0,24.0,11.0,0.0,18.0,456.0,197.0,0.475,0.8,0.5,0.4,2.3,1.6,1.3,72.0,11.6,1.1,1.6,1.6,3.3,0.3,0.9,0.63,0.85,3.55,4.1,3.83,0.35,0.39,0.74,1.35,6.28,2.69,2.24,0.99,0.55,2.85,1.48,0.82,0.32,1120.38
201579,10934,Roy Hibbert,N,Roy,86,Hibbert,Center,Active,8,1610612766,Hornets,270,409.0,2.0,95.0,14.0,17.0,174.0,2.0,4.0,0.0,105.0,182.0,0.0,54.0,11.0,11.0,68.0,0.0,2.0,0.0,36.0,411.0,182.0,0.319,1.2,1.4,0.4,3.3,1.8,1.4,81.0,23.2,1.6,3.1,1.9,4.9,0.4,0.9,1.0,1.19,3.86,4.17,4.02,0.71,0.84,1.56,2.91,10.95,4.99,3.05,1.19,1.22,5.49,3.01,1.26,0.46,1813.59
201580,10530,JaVale McGee,N,JaVale,84,McGee,Center,Active,8,1610612744,Warriors,270,133.0,1.0,80.0,4.0,13.0,23.0,1.0,1.0,0.0,12.0,77.0,0.0,57.0,4.0,6.0,5.0,0.0,1.0,0.0,4.0,134.0,77.0,0.112,0.1,0.8,0.3,2.4,1.1,0.5,34.0,10.9,1.6,1.4,1.1,3.9,0.1,0.6,0.74,1.29,3.85,4.28,4.06,0.34,0.39,0.74,0.77,4.59,2.63,1.19,0.41,0.53,2.5,1.5,0.47,0.25,366.86
201581,10301,JJ Hickson,N,JJ,81,Hickson,Center-Forward,Active,8,1610612764,Wizards,242,154.0,1.0,58.0,13.0,16.0,44.0,1.0,10.0,0.0,13.0,80.0,0.0,37.0,12.0,12.0,11.0,0.0,2.0,0.0,6.0,155.0,80.0,0.174,0.7,0.4,0.4,2.7,2.9,1.3,35.0,12.5,1.1,1.3,1.8,3.8,0.4,0.7,0.65,0.88,3.76,4.34,4.05,0.39,0.46,0.84,1.32,5.72,2.34,2.06,0.69,0.47,2.22,1.06,0.69,0.22,560.32
201582,10422,Alexis Ajinca,Y,Alexis,86,Ajinca,Center,Active,6,1610612740,Pelicans,248,314.0,1.0,76.0,14.0,10.0,163.0,1.0,8.0,0.0,43.0,150.0,0.0,48.0,11.0,6.0,59.0,0.0,6.0,0.0,20.0,315.0,150.0,0.382,0.5,0.6,0.2,3.3,1.1,0.9,59.0,14.6,1.3,2.3,1.2,4.6,0.3,0.9,0.66,0.89,3.66,4.4,4.02,0.46,0.52,0.98,1.52,6.38,2.71,2.15,0.76,0.58,3.09,1.58,0.93,0.36,1079.7
201583,10422,Ryan Anderson,N,Ryan,82,Anderson,Forward,Active,8,1610612745,Rockets,240,571.0,358.0,168.0,9.0,42.0,295.0,356.0,6.0,2.0,51.0,266.0,131.0,78.0,5.0,28.0,123.0,130.0,4.0,1.0,28.0,929.0,397.0,0.342,1.1,0.4,0.6,4.0,3.5,3.0,66.0,30.4,2.0,1.7,2.9,6.0,0.6,1.4,1.04,1.57,3.56,4.46,3.99,0.94,1.1,2.03,2.62,11.26,3.82,4.82,2.82,1.1,5.08,2.29,1.69,1.02,1869.78
201584,11368,Courtney Lee,N,Courtney,77,Lee,Guard,Active,8,1610612752,Knicks,200,422.0,217.0,49.0,37.0,57.0,168.0,206.0,107.0,11.0,4.0,208.0,82.0,21.0,31.0,33.0,66.0,76.0,54.0,6.0,3.0,639.0,290.0,0.405,1.7,0.4,0.3,2.2,1.5,1.3,79.0,29.6,0.4,1.7,0.9,2.6,1.1,0.9,0.3,0.19,3.96,4.35,4.17,0.95,1.1,2.05,1.57,8.76,1.75,5.44,3.47,0.61,3.66,1.2,1.85,1.23,2028.72
201585,10128,Kosta Koufos,Y,Kosta,84,Koufos,Center,Active,8,1610612758,Kings,265,444.0,0.0,147.0,24.0,19.0,95.0,0.0,30.0,0.0,129.0,236.0,0.0,99.0,22.0,10.0,20.0,0.0,18.0,0.0,67.0,444.0,236.0,0.067,0.4,0.9,0.4,3.3,1.3,0.7,78.0,19.0,2.2,2.4,1.2,5.4,0.5,0.6,0.68,1.46,3.91,4.62,4.27,0.62,0.73,1.35,2.54,9.38,4.01,2.83,1.36,0.99,4.49,2.21,1.29,0.55,1310.54
201586,9922,Serge Ibaka,N,Serge,82,Ibaka,Forward,Active,7,1610612753,Magic,235,685.0,184.0,134.0,20.0,23.0,413.0,182.0,29.0,2.0,66.0,356.0,60.0,87.0,16.0,14.0,186.0,59.0,17.0,1.0,36.0,869.0,416.0,0.617,0.8,1.9,0.3,5.0,1.6,1.2,78.0,32.1,1.8,2.7,1.3,6.8,0.5,1.4,1.07,1.18,3.59,4.22,3.9,0.99,1.1,2.09,2.36,15.12,6.44,6.32,3.35,0.99,6.81,3.51,2.31,1.21,1886.82
201587,10200,Nicolas Batum,N,Nicolas,80,Batum,Guard-Forward,Active,8,1610612766,Hornets,200,474.0,399.0,63.0,40.0,37.0,260.0,384.0,46.0,15.0,28.0,233.0,139.0,33.0,38.0,24.0,101.0,130.0,23.0,9.0,14.0,873.0,372.0,0.408,5.8,0.6,0.4,5.3,2.7,2.3,70.0,35.0,0.8,1.6,2.2,6.1,0.9,2.9,0.7,0.35,3.87,4.71,4.29,1.12,1.38,2.51,1.37,9.87,2.46,6.04,4.27,0.51,4.2,1.5,2.19,1.44,3393.6
201588,11155,George Hill,N,George,75,Hill,Guard,Active,8,1610612762,Jazz,188,425.0,311.0,58.0,62.0,70.0,122.0,290.0,102.0,21.0,11.0,198.0,127.0,26.0,51.0,41.0,26.0,116.0,51.0,11.0,3.0,736.0,325.0,0.34,3.5,0.2,0.4,3.2,2.0,1.5,74.0,34.1,0.8,2.0,2.6,4.0,1.1,1.4,0.41,0.43,3.83,4.49,4.16,1.09,1.27,2.36,2.12,10.93,2.05,6.76,4.0,0.67,4.69,1.45,2.57,1.57,4256.48
201589,10464,Darrell Arthur,N,Darrell,81,Arthur,Forward,Active,7,1610612743,Nuggets,235,372.0,117.0,66.0,22.0,10.0,223.0,115.0,11.0,2.0,40.0,176.0,45.0,36.0,17.0,5.0,96.0,44.0,4.0,1.0,18.0,489.0,221.0,0.584,1.4,0.7,0.3,3.0,0.8,0.6,70.0,21.7,1.2,2.6,0.7,4.2,0.8,0.9,0.73,0.82,3.64,4.33,3.99,0.66,0.78,1.44,1.89,9.11,3.56,3.66,1.94,0.66,3.96,1.99,1.31,0.71,1729.0
201593,11276,Nikola Pekovic,N,Nikola,83,Pekovic,Center,Active,6,1610612750,Timberwolves,307,50.0,0.0,18.0,2.0,0.0,10.0,0.0,0.0,0.0,20.0,19.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,50.0,19.0,0.0,0.9,0.0,0.2,1.2,1.7,1.3,12.0,13.0,0.6,1.8,1.5,1.8,0.1,0.8,0.33,0.5,3.65,3.6,3.64,0.39,0.39,0.78,1.0,5.0,2.58,1.42,0.5,0.33,2.33,1.67,0.33,0.0,86.16
201596,11140,Mario Chalmers,N,Mario,0,Chalmers,,Inactive,7,0,,0,295.0,149.0,45.0,22.0,101.0,77.0,136.0,48.0,13.0,2.0,136.0,46.0,17.0,18.0,51.0,27.0,39.0,22.0,7.0,1.0,444.0,182.0,0.253,3.8,0.2,0.4,2.2,4.3,3.6,61.0,22.5,0.4,3.0,3.9,2.6,1.4,1.8,0.28,0.22,3.54,4.48,4.03,0.66,0.85,1.51,1.32,6.33,1.21,3.8,2.67,0.56,2.61,0.84,1.21,0.74,2492.46
201599,10346,DeAndre Jordan,N,DeAndre,83,Jordan,Center,Active,8,1610612746,Clippers,265,507.0,1.0,370.0,51.0,16.0,26.0,1.0,0.0,0.0,42.0,357.0,0.0,270.0,47.0,15.0,5.0,0.0,0.0,0.0,18.0,508.0,357.0,0.008,1.2,2.3,0.3,10.3,8.0,3.5,77.0,33.7,3.5,2.7,6.0,13.8,0.7,1.4,2.33,2.72,3.59,4.01,3.79,1.03,1.11,2.14,3.5,14.49,5.96,5.03,1.88,1.34,6.29,3.11,1.84,0.63,3274.04
201600,11094,Omer Asik,N,Omer,84,Asik,Center,Active,6,1610612740,Pelicans,255,195.0,0.0,143.0,24.0,3.0,15.0,0.0,1.0,0.0,9.0,104.0,0.0,78.0,20.0,2.0,0.0,0.0,1.0,0.0,3.0,195.0,104.0,0.021,0.4,0.3,0.6,4.3,1.6,0.9,68.0,17.3,1.8,1.8,1.5,6.1,0.3,0.9,0.79,1.32,3.62,4.33,3.98,0.53,0.62,1.15,1.66,7.76,3.62,2.48,0.59,0.8,3.86,2.11,0.95,0.15,1582.36
201601,11027,Luc Mbah a Moute,N,Luc,80,Mbah a Moute,Forward,Active,8,1610612746,Clippers,230,167.0,37.0,75.0,31.0,15.0,42.0,37.0,0.0,0.0,4.0,81.0,12.0,30.0,27.0,11.0,11.0,12.0,0.0,0.0,2.0,204.0,93.0,0.304,0.4,0.3,0.4,1.5,0.8,0.4,75.0,17.0,0.8,1.3,0.6,2.3,0.6,0.5,0.3,0.36,3.97,4.42,4.19,0.58,0.62,1.2,2.03,7.67,1.58,4.06,2.31,0.68,2.73,0.93,1.12,0.75,814.2
201603,11090,Sonny Weems,Y,Sonny,0,Weems,,Inactive,3,0,,0,69.0,40.0,9.0,13.0,9.0,29.0,40.0,7.0,0.0,2.0,27.0,15.0,3.0,6.0,7.0,9.0,15.0,2.0,0.0,0.0,109.0,42.0,0.385,1.1,0.0,0.2,1.1,0.3,0.2,43.0,11.6,0.2,1.1,0.4,1.2,0.2,1.0,0.07,0.07,3.99,4.53,4.28,0.39,0.43,0.82,0.6,3.2,0.69,1.91,1.4,0.34,1.6,0.6,0.66,0.51,526.75
201609,11153,Goran Dragic,N,Goran,75,Dragic,Guard,Active,8,1610612748,Heat,190,670.0,205.0,95.0,57.0,156.0,229.0,201.0,108.0,4.0,25.0,353.0,64.0,48.0,47.0,103.0,87.0,62.0,56.0,2.0,12.0,875.0,417.0,0.186,5.8,0.2,0.6,3.1,2.3,1.7,72.0,32.8,0.8,2.6,2.6,3.8,1.0,2.6,0.43,0.35,3.86,4.88,4.39,1.03,1.37,2.4,2.31,9.93,2.19,5.43,2.82,0.89,4.0,1.33,1.78,0.92,4501.44
201619,11516,Sasha Kaun,Y,Sasha,83,Kaun,Center,Active,1,1610612739,Cavaliers,260,17.0,0.0,11.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,9.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,0.0,0.1,0.2,0.2,0.6,0.4,0.2,25.0,3.8,0.5,0.4,0.2,1.0,0.2,0.3,0.08,0.32,4.1,4.41,4.25,0.12,0.15,0.27,0.31,1.94,0.94,0.69,0.19,0.19,0.88,0.5,0.19,0.06,85.12
201627,11374,Anthony Morrow,N,Anthony,77,Morrow,Guard,Active,8,1610612760,Thunder,210,129.0,204.0,11.0,2.0,15.0,56.0,200.0,39.0,4.0,6.0,57.0,79.0,4.0,2.0,7.0,22.0,78.0,20.0,1.0,2.0,333.0,136.0,0.583,0.4,0.1,0.1,0.8,0.6,0.4,68.0,13.6,0.1,0.9,0.4,0.9,0.3,0.3,0.1,0.03,3.71,4.48,4.09,0.42,0.51,0.93,0.65,4.5,1.22,2.63,2.02,0.28,2.05,0.77,1.0,0.68,468.33
201628,11742,Bobby Brown,N,Bobby,74,Brown,Guard,Active,2,1610612745,Rockets,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201933,10108,Blake Griffin,N,Blake,82,Griffin,Forward,Active,6,1610612746,Clippers,251,585.0,18.0,102.0,28.0,64.0,323.0,18.0,5.0,0.0,61.0,295.0,6.0,63.0,26.0,51.0,123.0,6.0,5.0,0.0,25.0,603.0,301.0,0.345,4.9,0.5,0.3,6.9,5.5,4.0,35.0,33.4,1.5,2.7,5.3,8.4,0.8,2.4,1.88,1.09,3.48,4.05,3.76,0.98,1.12,2.09,2.66,12.86,4.14,6.06,3.0,1.23,6.14,2.57,2.34,1.14,2099.65
201935,9945,James Harden,N,James,77,Harden,Guard,Active,7,1610612745,Rockets,220,960.0,657.0,94.0,111.0,268.0,350.0,509.0,116.0,148.0,21.0,474.0,236.0,39.0,88.0,168.0,120.0,178.0,51.0,58.0,8.0,1617.0,710.0,0.162,7.5,0.6,1.2,5.3,10.2,8.8,82.0,38.1,0.8,2.8,6.8,6.1,1.7,4.6,1.02,0.52,3.48,4.12,3.79,1.15,1.27,2.41,2.04,13.44,3.91,7.49,5.59,0.84,6.29,2.61,2.84,2.1,4264.0
201936,9921,Tyreke Evans,N,Tyreke,78,Evans,Guard-Forward,Active,7,1610612740,Pelicans,220,229.0,85.0,58.0,20.0,88.0,54.0,81.0,9.0,4.0,0.0,103.0,33.0,10.0,18.0,56.0,13.0,32.0,6.0,1.0,0.0,314.0,136.0,0.141,6.6,0.3,0.9,4.4,3.7,3.0,25.0,30.6,0.8,2.6,3.0,5.2,1.3,2.9,0.68,0.44,3.43,4.57,4.0,0.9,1.14,2.04,1.52,9.92,2.52,5.88,4.04,0.6,5.08,1.76,2.72,1.76,1490.0
201937,9524,Ricky Rubio,N,Ricky,76,Rubio,Guard,Active,5,1610612750,Timberwolves,190,396.0,189.0,25.0,19.0,88.0,163.0,185.0,100.0,4.0,1.0,157.0,61.0,3.0,16.0,48.0,36.0,59.0,54.0,2.0,0.0,585.0,218.0,0.333,8.7,0.1,0.4,3.8,4.1,3.5,76.0,30.6,0.5,2.6,3.4,4.3,2.1,2.5,0.84,0.08,3.9,4.61,4.25,1.01,1.16,2.17,1.79,9.92,2.42,5.71,3.74,0.73,4.68,1.83,2.12,1.32,4689.96
201939,10475,Stephen Curry,N,Stephen,75,Curry,Guard,Active,7,1610612744,Warriors,190,712.0,886.0,97.0,101.0,215.0,194.0,686.0,88.0,200.0,17.0,403.0,402.0,37.0,85.0,164.0,63.0,259.0,44.0,143.0,10.0,1598.0,805.0,0.257,6.7,0.2,0.7,4.6,5.1,4.6,79.0,34.2,0.9,2.0,4.5,5.4,2.1,3.3,0.64,0.3,3.58,5.05,4.26,1.1,1.34,2.44,2.36,10.82,1.9,6.56,4.1,0.98,4.34,1.27,2.09,1.28,4475.35
201941,10706,Jordan Hill,N,Jordan,82,Hill,Forward-Center,Active,7,1610612750,Timberwolves,240,548.0,1.0,143.0,33.0,19.0,237.0,1.0,8.0,0.0,108.0,278.0,0.0,88.0,28.0,12.0,90.0,0.0,4.0,0.0,56.0,549.0,278.0,0.277,1.2,0.5,0.4,4.0,1.7,1.2,73.0,20.7,2.1,2.1,1.2,6.2,0.5,1.3,0.84,1.53,3.8,4.14,3.98,0.64,0.73,1.38,2.65,10.23,4.51,3.07,1.48,1.19,5.0,2.59,1.22,0.49,2073.93
201942,9964,DeMar DeRozan,N,DeMar,79,DeRozan,Guard,Active,7,1610612761,Raptors,220,1238.0,138.0,78.0,57.0,320.0,418.0,128.0,243.0,10.0,122.0,567.0,47.0,40.0,44.0,190.0,132.0,46.0,115.0,1.0,46.0,1376.0,614.0,0.143,4.0,0.3,1.2,3.7,8.4,7.1,78.0,35.9,0.8,2.1,5.5,4.5,1.0,2.2,0.65,0.41,3.64,4.48,4.09,1.03,1.42,2.45,1.62,8.26,1.78,4.86,3.1,0.68,3.91,1.26,1.97,1.26,2908.29
201943,9917,Brandon Jennings,Y,Brandon,73,Jennings,Guard,Active,7,1610612752,Knicks,170,149.0,155.0,20.0,10.0,26.0,61.0,139.0,32.0,16.0,0.0,61.0,51.0,7.0,6.0,19.0,14.0,43.0,15.0,8.0,0.0,304.0,112.0,0.238,3.5,0.1,0.2,1.7,1.6,1.2,48.0,18.1,0.3,1.2,1.4,2.0,0.6,1.2,0.15,0.08,3.9,4.88,4.38,0.59,0.73,1.32,1.72,5.79,1.19,2.88,1.69,0.64,2.33,0.77,0.92,0.6,1689.6
201945,10571,Gerald Henderson,N,Gerald,77,Henderson,Guard,Active,7,1610612755,76ers,215,393.0,136.0,31.0,21.0,41.0,168.0,134.0,98.0,2.0,34.0,184.0,48.0,20.0,19.0,30.0,51.0,47.0,51.0,1.0,13.0,529.0,232.0,0.317,1.0,0.3,0.3,2.5,2.0,1.6,72.0,19.9,0.4,1.2,1.8,2.9,0.5,0.9,0.52,0.2,3.91,4.66,4.29,0.63,0.79,1.42,1.03,5.71,1.14,3.54,2.19,0.36,2.59,0.58,1.65,1.01,1097.28
201946,11337,Tyler Hansbrough,N,Tyler,81,Hansbrough,Forward,Active,7,1610612766,Hornets,250,68.0,3.0,36.0,6.0,4.0,16.0,3.0,2.0,0.0,4.0,30.0,2.0,19.0,4.0,3.0,3.0,2.0,1.0,0.0,0.0,71.0,32.0,0.099,0.2,0.2,0.3,1.1,1.5,0.9,44.0,7.8,0.9,1.3,1.2,2.0,0.3,0.3,0.3,0.61,3.94,4.18,4.07,0.25,0.28,0.53,0.73,2.81,1.33,0.75,0.39,0.39,1.39,0.67,0.33,0.17,200.64
201949,10863,James Johnson,Y,James,81,Johnson,Forward,Active,7,1610612748,Heat,250,174.0,66.0,43.0,19.0,70.0,28.0,64.0,9.0,2.0,5.0,94.0,20.0,23.0,16.0,40.0,9.0,19.0,4.0,1.0,2.0,240.0,114.0,0.251,1.2,0.6,0.2,1.7,1.2,0.7,57.0,16.2,0.5,1.5,0.9,2.2,0.5,0.9,0.25,0.31,3.9,4.32,4.12,0.51,0.61,1.11,1.52,5.88,1.29,3.07,1.89,0.5,2.48,0.71,1.27,0.77,729.12
201950,9655,Jrue Holiday,N,Jrue,76,Holiday,Guard,Active,7,1610612740,Pelicans,205,676.0,258.0,103.0,23.0,181.0,252.0,239.0,105.0,19.0,12.0,323.0,87.0,27.0,20.0,136.0,59.0,73.0,71.0,14.0,10.0,934.0,410.0,0.078,6.0,0.3,0.8,2.6,3.3,2.8,65.0,28.2,0.4,2.3,2.8,3.0,1.4,2.6,0.37,0.23,3.77,5.06,4.38,0.93,1.13,2.06,1.81,10.75,2.26,6.68,4.65,0.94,5.03,1.57,2.52,1.69,2948.4
201951,10607,Ty Lawson,N,Ty,71,Lawson,Guard,Active,7,1610612758,Kings,195,246.0,108.0,24.0,15.0,57.0,102.0,103.0,46.0,5.0,2.0,103.0,36.0,5.0,12.0,39.0,21.0,34.0,25.0,2.0,1.0,354.0,139.0,0.215,3.6,0.1,0.4,1.4,1.3,0.9,66.0,21.4,0.4,1.3,1.3,1.8,0.8,1.4,0.26,0.17,3.97,4.52,4.23,0.73,0.79,1.51,1.17,6.48,1.68,3.63,2.33,0.44,2.86,1.29,1.13,0.63,2237.4
201952,10387,Jeff Teague,N,Jeff,74,Teague,Guard,Active,7,1610612754,Pacers,186,714.0,273.0,71.0,58.0,340.0,118.0,197.0,121.0,76.0,6.0,324.0,110.0,25.0,42.0,185.0,20.0,87.0,50.0,23.0,2.0,987.0,434.0,0.123,5.9,0.3,1.1,2.3,3.9,3.3,79.0,28.5,0.4,2.1,3.2,2.7,1.2,2.8,0.24,0.19,3.51,4.42,3.95,0.86,1.03,1.88,1.46,8.51,1.38,5.67,3.59,0.51,3.4,0.9,1.99,1.21,4056.65
201954,10679,Darren Collison,N,Darren,72,Collison,Guard,Active,7,1610612758,Kings,175,559.0,217.0,85.0,67.0,100.0,198.0,207.0,105.0,10.0,4.0,290.0,87.0,33.0,51.0,73.0,63.0,81.0,67.0,6.0,3.0,776.0,377.0,0.219,4.3,0.1,0.8,1.9,3.1,2.6,74.0,30.0,0.4,1.9,2.3,2.3,1.0,1.8,0.14,0.15,3.95,4.45,4.19,1.01,1.09,2.1,1.55,8.71,1.45,5.71,3.68,0.71,4.05,1.08,2.26,1.42,3233.17
