,cluster_dist,def_comp,inertia,k_val,off_comp,s_score
829,"[0.2, 0.11, 0.11, 0.1, 0.1, 0.07, 0.07, 0.06, 0.05, 0.05, 0.04, 0.03, 0.02]",2,1.28764112041,13,9,0.194669580825
830,"[0.16, 0.12, 0.11, 0.1, 0.08, 0.07, 0.06, 0.06, 0.06, 0.05, 0.04, 0.04, 0.03, 0.03]",2,1.21705022643,14,9,0.188780278303
831,"[0.18, 0.15, 0.12, 0.09, 0.09, 0.07, 0.06, 0.06, 0.04, 0.04, 0.03, 0.03, 0.02, 0.02, 0.01]",2,1.17257918404,15,9,0.198155151808
832,"[0.67, 0.33]",3,3.91640574542,2,9,0.421176506374
833,"[0.33, 0.24, 0.21, 0.21]",3,2.51321500799,4,9,0.277381181542
834,"[0.3, 0.21, 0.19, 0.19, 0.1]",3,2.24348815447,5,9,0.258453415504
835,"[0.28, 0.19, 0.16, 0.16, 0.11, 0.1]",3,2.0094129139,6,9,0.236895343882
836,"[0.23, 0.17, 0.17, 0.12, 0.11, 0.11, 0.09]",3,1.84451787266,7,9,0.232098323381
837,"[0.22, 0.19, 0.15, 0.14, 0.11, 0.09, 0.07, 0.04]",3,1.71616060859,8,9,0.237282320619
838,"[0.23, 0.18, 0.12, 0.12, 0.09, 0.08, 0.08, 0.07, 0.04]",3,1.63381154959,9,9,0.2291694662
839,"[0.17, 0.15, 0.15, 0.12, 0.11, 0.1, 0.08, 0.05, 0.04, 0.04]",3,1.55777943451,10,9,0.212672199537
840,"[0.18, 0.13, 0.12, 0.1, 0.1, 0.08, 0.08, 0.07, 0.07, 0.04, 0.04]",3,1.46595532983,11,9,0.199201592311
841,"[0.2, 0.12, 0.12, 0.11, 0.1, 0.1, 0.07, 0.06, 0.05, 0.04, 0.04, 0.01]",3,1.40700690904,12,9,0.208696191551
842,"[0.13, 0.12, 0.12, 0.11, 0.09, 0.09, 0.09, 0.06, 0.05, 0.05, 0.05, 0.04, 0.03]",3,1.35445155156,13,9,0.197346548333
843,"[0.14, 0.12, 0.1, 0.1, 0.09, 0.08, 0.06, 0.06, 0.06, 0.05, 0.05, 0.04, 0.03, 0.03]",3,1.28037091039,14,9,0.202907017472
844,"[0.15, 0.12, 0.11, 0.1, 0.08, 0.08, 0.07, 0.06, 0.05, 0.05, 0.05, 0.04, 0.03, 0.02, 0.01]",3,1.24249797377,15,9,0.202250069592
845,"[0.67, 0.33]",4,3.90861470572,2,9,0.42004026337
846,"[0.33, 0.25, 0.22, 0.2]",4,2.57324663752,4,9,0.267529081663
847,"[0.31, 0.21, 0.19, 0.19, 0.1]",4,2.30011753909,5,9,0.247712181456
848,"[0.31, 0.19, 0.16, 0.14, 0.11, 0.1]",4,2.07196808312,6,9,0.231530076913
849,"[0.21, 0.18, 0.17, 0.12, 0.11, 0.11, 0.09]",4,1.92487485846,7,9,0.218202531515
850,"[0.22, 0.17, 0.15, 0.12, 0.12, 0.11, 0.06, 0.04]",4,1.80764931968,8,9,0.221128928797
851,"[0.22, 0.17, 0.14, 0.11, 0.09, 0.09, 0.08, 0.07, 0.04]",4,1.70638974487,9,9,0.211352436068
852,"[0.21, 0.17, 0.12, 0.12, 0.1, 0.08, 0.08, 0.05, 0.04, 0.04]",4,1.59937107263,10,9,0.21182652476
853,"[0.17, 0.14, 0.11, 0.1, 0.1, 0.09, 0.09, 0.07, 0.05, 0.04, 0.04]",4,1.52576250043,11,9,0.197369517179
854,"[0.15, 0.13, 0.11, 0.1, 0.09, 0.08, 0.08, 0.08, 0.06, 0.05, 0.04, 0.03]",4,1.47565077168,12,9,0.184983796067
855,"[0.16, 0.14, 0.13, 0.1, 0.08, 0.08, 0.07, 0.06, 0.05, 0.04, 0.04, 0.04, 0.03]",4,1.42364540218,13,9,0.190181158443
856,"[0.16, 0.11, 0.11, 0.1, 0.1, 0.09, 0.07, 0.05, 0.05, 0.04, 0.04, 0.04, 0.03, 0.03]",4,1.36403697316,14,9,0.195464933833
857,"[0.16, 0.13, 0.1, 0.09, 0.08, 0.07, 0.07, 0.06, 0.05, 0.05, 0.04, 0.04, 0.03, 0.03, 0.01]",4,1.31411195237,15,9,0.193574035449
858,"[0.68, 0.32]",5,4.09215926999,2,9,0.406902052029
859,"[0.32, 0.25, 0.23, 0.2]",5,2.80633546479,4,9,0.251142848414
860,"[0.31, 0.21, 0.2, 0.17, 0.1]",5,2.52800922463,5,9,0.228260579907
861,"[0.3, 0.2, 0.18, 0.18, 0.1, 0.04]",5,2.27020513789,6,9,0.233830775119
862,"[0.31, 0.19, 0.16, 0.14, 0.1, 0.06, 0.04]",5,2.07613192267,7,9,0.228933068998
863,"[0.18, 0.18, 0.18, 0.15, 0.12, 0.08, 0.06, 0.04]",5,1.92483154933,8,9,0.211850192245
864,"[0.22, 0.17, 0.14, 0.11, 0.1, 0.08, 0.08, 0.05, 0.04]",5,1.83198079298,9,9,0.201585918142
865,"[0.17, 0.17, 0.17, 0.11, 0.1, 0.07, 0.07, 0.06, 0.04, 0.04]",5,1.72492921303,10,9,0.210758702604
866,"[0.18, 0.17, 0.11, 0.1, 0.09, 0.09, 0.07, 0.06, 0.05, 0.04, 0.04]",5,1.66351730587,11,9,0.196733215369
867,"[0.17, 0.17, 0.15, 0.1, 0.09, 0.07, 0.06, 0.06, 0.05, 0.04, 0.03, 0.01]",5,1.58915128312,12,9,0.212140054813
868,"[0.16, 0.16, 0.1, 0.08, 0.08, 0.08, 0.07, 0.06, 0.06, 0.05, 0.05, 0.04, 0.04]",5,1.55818155108,13,9,0.181071465176
869,"[0.17, 0.14, 0.12, 0.1, 0.1, 0.08, 0.06, 0.06, 0.06, 0.04, 0.03, 0.03, 0.02, 0.01]",5,1.48189584098,14,9,0.203299529021
870,"[0.14, 0.11, 0.1, 0.09, 0.08, 0.07, 0.07, 0.06, 0.06, 0.06, 0.05, 0.05, 0.03, 0.03, 0.01]",5,1.4312388498,15,9,0.179293727682
871,"[0.68, 0.32]",6,4.46968039207,2,9,0.394592258774
872,"[0.34, 0.26, 0.25, 0.14]",6,3.15355359018,4,9,0.228765356344
873,"[0.3, 0.21, 0.21, 0.17, 0.12]",6,2.85711338614,5,9,0.211559793939
874,"[0.28, 0.24, 0.14, 0.13, 0.13, 0.09]",6,2.60341615595,6,9,0.218222032141
875,"[0.26, 0.25, 0.14, 0.12, 0.1, 0.09, 0.04]",6,2.38502519455,7,9,0.22326424613
876,"[0.18, 0.18, 0.18, 0.13, 0.12, 0.09, 0.06, 0.05]",6,2.21450320827,8,9,0.207579223858
877,"[0.18, 0.18, 0.18, 0.12, 0.11, 0.07, 0.07, 0.05, 0.04]",6,2.05511871892,9,9,0.206408985849
878,"[0.19, 0.18, 0.16, 0.11, 0.11, 0.07, 0.06, 0.05, 0.04, 0.04]",6,1.94499420736,10,9,0.215704810453
879,"[0.17, 0.17, 0.17, 0.11, 0.1, 0.07, 0.06, 0.04, 0.04, 0.04, 0.04]",6,1.87029941723,11,9,0.201245512127
880,"[0.17, 0.13, 0.13, 0.11, 0.11, 0.1, 0.07, 0.06, 0.04, 0.04, 0.03, 0.01]",6,1.82392925323,12,9,0.193606839893
881,"[0.19, 0.11, 0.11, 0.1, 0.09, 0.07, 0.07, 0.06, 0.06, 0.06, 0.04, 0.03, 0.03]",6,1.73494724382,13,9,0.184219863626
882,"[0.16, 0.15, 0.1, 0.08, 0.07, 0.06, 0.06, 0.06, 0.06, 0.05, 0.04, 0.04, 0.04, 0.04]",6,1.6858386675,14,9,0.185130425541
883,"[0.12, 0.11, 0.11, 0.08, 0.08, 0.08, 0.06, 0.06, 0.06, 0.05, 0.05, 0.05, 0.04, 0.03, 0.02]",6,1.61400625737,15,9,0.179430045019
884,"[0.69, 0.31]",7,5.25403594152,2,9,0.384612013528
885,"[0.35, 0.27, 0.25, 0.13]",7,3.89830341724,4,9,0.215249316275
886,"[0.31, 0.24, 0.2, 0.18, 0.06]",7,3.43278780063,5,9,0.216396834779
887,"[0.31, 0.23, 0.2, 0.11, 0.1, 0.05]",7,3.14157706218,6,9,0.218053457052
888,"[0.28, 0.25, 0.13, 0.11, 0.1, 0.09, 0.05]",7,2.89467836968,7,9,0.215207927673
889,"[0.22, 0.17, 0.17, 0.14, 0.1, 0.1, 0.06, 0.04]",7,2.71235839423,8,9,0.192993802833
890,"[0.2, 0.17, 0.17, 0.13, 0.1, 0.09, 0.07, 0.04, 0.03]",7,2.57208383126,9,9,0.184282447924
891,"[0.19, 0.19, 0.12, 0.11, 0.1, 0.09, 0.09, 0.04, 0.04, 0.03]",7,2.46316849141,10,9,0.184578678425
892,"[0.19, 0.17, 0.15, 0.11, 0.09, 0.08, 0.06, 0.04, 0.04, 0.04, 0.03]",7,2.34722644756,11,9,0.193146442903
893,"[0.2, 0.17, 0.17, 0.14, 0.09, 0.05, 0.05, 0.04, 0.04, 0.02, 0.02, 0.01]",7,2.24754603949,12,9,0.196258813281
894,"[0.17, 0.13, 0.12, 0.12, 0.11, 0.07, 0.05, 0.05, 0.04, 0.04, 0.04, 0.03, 0.03]",7,2.19292344826,13,9,0.174344856419
895,"[0.18, 0.15, 0.14, 0.11, 0.09, 0.07, 0.06, 0.06, 0.04, 0.03, 0.03, 0.03, 0.02, 0.01]",7,2.08369067571,14,9,0.182395754181
896,"[0.14, 0.14, 0.1, 0.09, 0.08, 0.07, 0.07, 0.07, 0.06, 0.04, 0.04, 0.04, 0.03, 0.03, 0.01]",7,2.03528588707,15,9,0.181829328347
897,"[0.72, 0.28]",8,4.99123954464,2,9,0.396099943326
898,"[0.35, 0.27, 0.25, 0.13]",8,3.66253300535,4,9,0.213158156085
899,"[0.31, 0.23, 0.21, 0.18, 0.06]",8,3.27698982299,5,9,0.21464826091
900,"[0.3, 0.26, 0.17, 0.11, 0.1, 0.06]",8,3.03723080861,6,9,0.208892680032
901,"[0.25, 0.24, 0.13, 0.12, 0.11, 0.1, 0.05]",8,2.80227784902,7,9,0.199784634842
902,"[0.19, 0.18, 0.17, 0.12, 0.12, 0.1, 0.07, 0.05]",8,2.66293423586,8,9,0.177259272928
903,"[0.19, 0.18, 0.18, 0.12, 0.11, 0.08, 0.07, 0.04, 0.03]",8,2.48467355511,9,9,0.186775068752
904,"[0.21, 0.17, 0.12, 0.12, 0.11, 0.07, 0.07, 0.06, 0.04, 0.04]",8,2.39101777025,10,9,0.181081672562
905,"[0.17, 0.17, 0.16, 0.11, 0.09, 0.07, 0.06, 0.06, 0.05, 0.04, 0.03]",8,2.28071757845,11,9,0.181200395488
906,"[0.15, 0.12, 0.12, 0.11, 0.11, 0.09, 0.07, 0.07, 0.05, 0.04, 0.04, 0.03]",8,2.20250158451,12,9,0.16236677022
907,"[0.2, 0.13, 0.13, 0.1, 0.09, 0.08, 0.06, 0.05, 0.05, 0.04, 0.04, 0.03, 0.01]",8,2.14527879425,13,9,0.169103120016
908,"[0.18, 0.18, 0.17, 0.1, 0.07, 0.06, 0.06, 0.05, 0.04, 0.03, 0.02, 0.02, 0.02, 0.01]",8,2.0237227665,14,9,0.191185492643
909,"[0.13, 0.13, 0.12, 0.09, 0.09, 0.07, 0.06, 0.06, 0.06, 0.06, 0.04, 0.03, 0.03, 0.03, 0.01]",8,1.9582371321,15,9,0.170952776843
910,"[0.7, 0.3]",9,4.86521871263,2,9,0.391219042268
911,"[0.31, 0.3, 0.24, 0.15]",9,3.53488262931,4,9,0.211218016844
912,"[0.31, 0.25, 0.19, 0.18, 0.07]",9,3.1728722273,5,9,0.216905083485
913,"[0.27, 0.24, 0.18, 0.16, 0.08, 0.07]",9,2.93131827262,6,9,0.215202425892
914,"[0.27, 0.24, 0.15, 0.11, 0.1, 0.08, 0.05]",9,2.6986016353,7,9,0.217704361643
915,"[0.2, 0.18, 0.17, 0.13, 0.1, 0.09, 0.07, 0.05]",9,2.54009974034,8,9,0.188402635785
916,"[0.24, 0.17, 0.14, 0.1, 0.1, 0.08, 0.07, 0.06, 0.04]",9,2.40264778341,9,9,0.188150057147
917,"[0.18, 0.16, 0.14, 0.12, 0.12, 0.1, 0.07, 0.05, 0.04, 0.04]",9,2.32535293959,10,9,0.178703428164
918,"[0.18, 0.17, 0.13, 0.12, 0.1, 0.09, 0.06, 0.06, 0.04, 0.03, 0.03]",9,2.17029901472,11,9,0.185710531468
919,"[0.16, 0.15, 0.13, 0.12, 0.1, 0.08, 0.07, 0.07, 0.06, 0.03, 0.03, 0.01]",9,2.09944822726,12,9,0.176073813396
920,"[0.17, 0.16, 0.11, 0.1, 0.09, 0.07, 0.07, 0.05, 0.05, 0.04, 0.04, 0.04, 0.02]",9,2.0320431923,13,9,0.181149605395
921,"[0.16, 0.15, 0.11, 0.1, 0.09, 0.09, 0.07, 0.06, 0.06, 0.04, 0.03, 0.03, 0.02, 0.01]",9,1.93424230978,14,9,0.189907887591
922,"[0.15, 0.14, 0.11, 0.08, 0.08, 0.06, 0.06, 0.06, 0.06, 0.05, 0.04, 0.04, 0.03, 0.03, 0.01]",9,1.894809853,15,9,0.169239313182
923,"[0.71, 0.29]",10,4.93346085478,2,9,0.391097959517
924,"[0.32, 0.25, 0.22, 0.21]",10,3.60850445521,4,9,0.214309426011
925,"[0.32, 0.28, 0.2, 0.14, 0.06]",10,3.27979029112,5,9,0.212532986686
926,"[0.29, 0.25, 0.19, 0.12, 0.1, 0.05]",10,2.98827355052,6,9,0.211214701771
927,"[0.26, 0.18, 0.17, 0.13, 0.11, 0.09, 0.06]",10,2.79211249999,7,9,0.184710807295
928,"[0.23, 0.17, 0.13, 0.13, 0.12, 0.1, 0.08, 0.05]",10,2.59800025288,8,9,0.189402831343
929,"[0.24, 0.17, 0.13, 0.11, 0.11, 0.08, 0.07, 0.05, 0.04]",10,2.44674209751,9,9,0.192419387069
930,"[0.21, 0.17, 0.17, 0.13, 0.09, 0.06, 0.04, 0.04, 0.04, 0.04]",10,2.34816568742,10,9,0.186734156787
931,"[0.19, 0.15, 0.13, 0.11, 0.11, 0.1, 0.07, 0.06, 0.04, 0.03, 0.03]",10,2.2460057645,11,9,0.189893067893
932,"[0.17, 0.17, 0.12, 0.12, 0.11, 0.06, 0.06, 0.06, 0.06, 0.04, 0.03, 0.01]",10,2.12424797176,12,9,0.183803018877
933,"[0.17, 0.17, 0.12, 0.12, 0.1, 0.07, 0.05, 0.04, 0.04, 0.04, 0.03, 0.03, 0.03]",10,2.10431521208,13,9,0.178290887078
934,"[0.17, 0.15, 0.1, 0.09, 0.08, 0.06, 0.06, 0.06, 0.05, 0.04, 0.04, 0.04, 0.03, 0.03]",10,2.03341883583,14,9,0.174434995729
935,"[0.15, 0.14, 0.1, 0.08, 0.08, 0.07, 0.06, 0.06, 0.06, 0.06, 0.05, 0.03, 0.03, 0.03, 0.01]",10,1.95541274266,15,9,0.168350526931
936,"[0.69, 0.31]",2,3.62391258278,2,10,0.419355130907
937,"[0.3, 0.29, 0.21, 0.19]",2,2.42316032334,4,10,0.270608407731
938,"[0.35, 0.25, 0.18, 0.12, 0.1]",2,2.12842785946,5,10,0.243786626188
939,"[0.27, 0.2, 0.17, 0.16, 0.1, 0.1]",2,1.9105944842,6,10,0.23764040959
940,"[0.27, 0.2, 0.16, 0.16, 0.1, 0.08, 0.03]",2,1.77962592084,7,10,0.242433746537
941,"[0.19, 0.17, 0.16, 0.16, 0.12, 0.09, 0.07, 0.04]",2,1.66601328722,8,10,0.206644030073
942,"[0.21, 0.17, 0.14, 0.12, 0.11, 0.09, 0.07, 0.06, 0.03]",2,1.55747374045,9,10,0.210192314416
943,"[0.17, 0.16, 0.14, 0.11, 0.1, 0.08, 0.08, 0.07, 0.06, 0.03]",2,1.51540035721,10,10,0.188398569995
944,"[0.16, 0.15, 0.12, 0.11, 0.1, 0.09, 0.09, 0.07, 0.05, 0.04, 0.03]",2,1.45032431147,11,10,0.17882904109
945,"[0.14, 0.14, 0.14, 0.12, 0.1, 0.08, 0.07, 0.07, 0.05, 0.04, 0.04, 0.03]",2,1.39001245197,12,10,0.180727512048
946,"[0.18, 0.15, 0.14, 0.09, 0.07, 0.06, 0.06, 0.06, 0.05, 0.04, 0.04, 0.04, 0.03]",2,1.30800982357,13,10,0.196022317061
947,"[0.17, 0.15, 0.12, 0.09, 0.09, 0.09, 0.07, 0.06, 0.05, 0.04, 0.03, 0.02, 0.02, 0.01]",2,1.2941613218,14,10,0.191466617419
948,"[0.2, 0.12, 0.11, 0.1, 0.09, 0.07, 0.05, 0.05, 0.05, 0.04, 0.04, 0.04, 0.03, 0.01, 0.01]",2,1.25104542726,15,10,0.193700253441
949,"[0.68, 0.32]",3,3.99855373467,2,10,0.417049537767
950,"[0.33, 0.24, 0.21, 0.21]",3,2.59448479101,4,10,0.272531132353
951,"[0.3, 0.2, 0.2, 0.2, 0.1]",3,2.3276382615,5,10,0.249770681886
952,"[0.3, 0.19, 0.17, 0.14, 0.1, 0.1]",3,2.09560707498,6,10,0.236453042431
953,"[0.23, 0.17, 0.17, 0.12, 0.11, 0.1, 0.1]",3,1.93350406129,7,10,0.228373084622
954,"[0.23, 0.17, 0.15, 0.12, 0.12, 0.09, 0.09, 0.03]",3,1.80240391695,8,10,0.229188450883
955,"[0.19, 0.18, 0.18, 0.11, 0.1, 0.08, 0.07, 0.06, 0.04]",3,1.69719692429,9,10,0.222829986666
956,"[0.17, 0.17, 0.17, 0.1, 0.09, 0.08, 0.07, 0.07, 0.05, 0.04]",3,1.61201782638,10,10,0.22047396368
957,"[0.19, 0.14, 0.11, 0.1, 0.1, 0.1, 0.07, 0.06, 0.05, 0.04, 0.04]",3,1.55099680076,11,10,0.200080865189
958,"[0.17, 0.16, 0.11, 0.1, 0.07, 0.07, 0.07, 0.06, 0.06, 0.05, 0.04, 0.03]",3,1.45047543932,12,10,0.213189816429
959,"[0.17, 0.15, 0.09, 0.09, 0.08, 0.08, 0.07, 0.06, 0.06, 0.06, 0.04, 0.04, 0.03]",3,1.40548194478,13,10,0.205220399671
960,"[0.17, 0.16, 0.11, 0.09, 0.09, 0.07, 0.06, 0.06, 0.06, 0.04, 0.04, 0.03, 0.03, 0.01]",3,1.35390559076,14,10,0.221005908706
961,"[0.16, 0.15, 0.11, 0.09, 0.07, 0.07, 0.06, 0.06, 0.05, 0.05, 0.04, 0.03, 0.03, 0.02, 0.01]",3,1.30676262762,15,10,0.20627989115
962,"[0.67, 0.33]",4,3.99099404136,2,10,0.415369108104
963,"[0.34, 0.26, 0.21, 0.19]",4,2.65848141732,4,10,0.262301317834
964,"[0.3, 0.21, 0.2, 0.19, 0.1]",4,2.39313109898,5,10,0.240015921052
965,"[0.3, 0.19, 0.16, 0.14, 0.11, 0.1]",4,2.15914111805,6,10,0.22609115122
966,"[0.19, 0.17, 0.17, 0.16, 0.15, 0.11, 0.05]",4,2.02013775278,7,10,0.208223796195
967,"[0.2, 0.19, 0.16, 0.13, 0.1, 0.1, 0.08, 0.04]",4,1.8870413782,8,10,0.216110926293
968,"[0.22, 0.17, 0.13, 0.12, 0.1, 0.1, 0.06, 0.05, 0.04]",4,1.80221489084,9,10,0.201372030005
969,"[0.17, 0.17, 0.14, 0.11, 0.1, 0.1, 0.08, 0.07, 0.04, 0.03]",4,1.66088831462,10,10,0.212992112661
970,"[0.22, 0.16, 0.12, 0.1, 0.08, 0.07, 0.07, 0.06, 0.04, 0.04, 0.03]",4,1.60658928252,11,10,0.20341898613
971,"[0.15, 0.13, 0.13, 0.1, 0.1, 0.08, 0.07, 0.07, 0.06, 0.05, 0.05, 0.03]",4,1.52922490469,12,10,0.193594259084
972,"[0.2, 0.11, 0.11, 0.1, 0.1, 0.07, 0.06, 0.05, 0.05, 0.05, 0.04, 0.04, 0.03]",4,1.4832517029,13,10,0.186539373992
973,"[0.15, 0.11, 0.1, 0.1, 0.09, 0.07, 0.07, 0.06, 0.06, 0.05, 0.05, 0.04, 0.04, 0.03]",4,1.42861440812,14,10,0.182618858368
974,"[0.15, 0.12, 0.09, 0.08, 0.08, 0.08, 0.07, 0.07, 0.06, 0.06, 0.05, 0.04, 0.04, 0.03, 0.01]",4,1.37991912979,15,10,0.188962239977
975,"[0.68, 0.32]",5,4.17469596585,2,10,0.403424271921
976,"[0.34, 0.26, 0.2, 0.2]",5,2.89256999895,4,10,0.243801176065
977,"[0.32, 0.27, 0.2, 0.17, 0.04]",5,2.61933537533,5,10,0.245797081689
978,"[0.3, 0.2, 0.2, 0.17, 0.1, 0.04]",5,2.35525293235,6,10,0.224918149731
979,"[0.3, 0.19, 0.15, 0.13, 0.1, 0.1, 0.04]",5,2.17024477145,7,10,0.21400062764
980,"[0.2, 0.18, 0.17, 0.14, 0.12, 0.08, 0.08, 0.04]",5,2.02450923794,8,10,0.20366971973
981,"[0.18, 0.18, 0.18, 0.12, 0.1, 0.07, 0.07, 0.06, 0.04]",5,1.90137348871,9,10,0.204977895541
982,"[0.17, 0.17, 0.12, 0.11, 0.11, 0.11, 0.08, 0.06, 0.04, 0.04]",5,1.80797017881,10,10,0.200565447277
983,"[0.22, 0.17, 0.13, 0.11, 0.08, 0.06, 0.06, 0.05, 0.04, 0.04, 0.04]",5,1.72319638867,11,10,0.206039071681
984,"[0.17, 0.17, 0.1, 0.1, 0.09, 0.07, 0.06, 0.06, 0.06, 0.05, 0.04, 0.04]",5,1.65551347553,12,10,0.197028957975
985,"[0.15, 0.14, 0.13, 0.11, 0.09, 0.06, 0.06, 0.06, 0.06, 0.06, 0.04, 0.03, 0.01]",5,1.59333849981,13,10,0.185889093664
986,"[0.15, 0.13, 0.12, 0.11, 0.09, 0.08, 0.07, 0.06, 0.05, 0.04, 0.03, 0.03, 0.03, 0.01]",5,1.55352823332,14,10,0.190664459935
987,"[0.13, 0.13, 0.1, 0.09, 0.09, 0.08, 0.07, 0.06, 0.06, 0.05, 0.04, 0.04, 0.03, 0.02, 0.02]",5,1.50474702886,15,10,0.184552331966
988,"[0.7, 0.3]",6,4.54993566095,2,10,0.399781508919
989,"[0.34, 0.26, 0.23, 0.16]",6,3.21604843289,4,10,0.22660612776
990,"[0.3, 0.25, 0.18, 0.14, 0.13]",6,2.9055435015,5,10,0.220632849795
991,"[0.28, 0.2, 0.16, 0.14, 0.13, 0.1]",6,2.67192020532,6,10,0.202089696512
992,"[0.3, 0.19, 0.14, 0.11, 0.1, 0.09, 0.07]",6,2.49043088205,7,10,0.202435855203
993,"[0.19, 0.19, 0.18, 0.13, 0.11, 0.1, 0.07, 0.04]",6,2.25958309326,8,10,0.207333621483
994,"[0.22, 0.19, 0.18, 0.11, 0.11, 0.06, 0.06, 0.04, 0.04]",6,2.11850846377,9,10,0.202183547526
995,"[0.18, 0.17, 0.16, 0.11, 0.11, 0.07, 0.07, 0.06, 0.04, 0.04]",6,2.00068598307,10,10,0.20563098776
996,"[0.18, 0.17, 0.16, 0.09, 0.07, 0.07, 0.06, 0.06, 0.06, 0.04, 0.04]",6,1.92427086615,11,10,0.202223038714
997,"[0.19, 0.13, 0.11, 0.11, 0.09, 0.07, 0.07, 0.06, 0.06, 0.05, 0.04, 0.03]",6,1.86262669359,12,10,0.177303660774
998,"[0.15, 0.14, 0.13, 0.12, 0.1, 0.1, 0.07, 0.07, 0.04, 0.04, 0.03, 0.02, 0.01]",6,1.8013072738,13,10,0.190661369258
999,"[0.17, 0.11, 0.11, 0.09, 0.08, 0.08, 0.06, 0.06, 0.05, 0.05, 0.04, 0.04, 0.04, 0.04]",6,1.74586313986,14,10,0.180003507557
1000,"[0.17, 0.12, 0.12, 0.1, 0.09, 0.08, 0.06, 0.06, 0.05, 0.04, 0.04, 0.03, 0.03, 0.02, 0.01]",6,1.68945300739,15,10,0.174422589307
1001,"[0.7, 0.3]",7,5.32606767464,2,10,0.384270010074
1002,"[0.33, 0.24, 0.22, 0.21]",7,3.98252968006,4,10,0.203582722527
1003,"[0.33, 0.26, 0.21, 0.14, 0.06]",7,3.51406239325,5,10,0.212431774671
1004,"[0.31, 0.25, 0.17, 0.11, 0.11, 0.05]",7,3.18810947674,6,10,0.21914979025
1005,"[0.29, 0.22, 0.14, 0.1, 0.1, 0.09, 0.06]",7,2.94172196022,7,10,0.223277241983
1006,"[0.19, 0.19, 0.16, 0.13, 0.11, 0.1, 0.08, 0.05]",7,2.78772648305,8,10,0.182934096806
1007,"[0.21, 0.18, 0.17, 0.12, 0.11, 0.07, 0.06, 0.04, 0.04]",7,2.62933780033,9,10,0.189020850183
1008,"[0.24, 0.18, 0.14, 0.1, 0.07, 0.07, 0.07, 0.06, 0.04, 0.03]",7,2.52445049902,10,10,0.186601066959
1009,"[0.19, 0.18, 0.12, 0.11, 0.11, 0.1, 0.09, 0.04, 0.04, 0.03, 0.01]",7,2.42146747782,11,10,0.187570975828
1010,"[0.17, 0.17, 0.16, 0.13, 0.09, 0.06, 0.06, 0.06, 0.04, 0.03, 0.02, 0.01]",7,2.30276221139,12,10,0.188777733334
1011,"[0.16, 0.14, 0.13, 0.12, 0.1, 0.07, 0.06, 0.06, 0.05, 0.04, 0.03, 0.03, 0.02]",7,2.24419433792,13,10,0.174020991528
1012,"[0.16, 0.15, 0.11, 0.1, 0.08, 0.07, 0.06, 0.06, 0.05, 0.05, 0.05, 0.03, 0.03, 0.01]",7,2.16363313383,14,10,0.17117217485
1013,"[0.16, 0.13, 0.12, 0.12, 0.1, 0.06, 0.05, 0.05, 0.04, 0.04, 0.04, 0.03, 0.03, 0.03, 0.01]",7,2.04308001077,15,10,0.18699572335
1014,"[0.72, 0.28]",8,5.05442495631,2,10,0.393245040739
1015,"[0.34, 0.27, 0.25, 0.14]",8,3.7360821345,4,10,0.20894617202
1016,"[0.31, 0.23, 0.21, 0.18, 0.07]",8,3.35861458965,5,10,0.209730127414
1017,"[0.31, 0.23, 0.19, 0.12, 0.1, 0.05]",8,3.07729670806,6,10,0.210089633626
1018,"[0.3, 0.2, 0.14, 0.12, 0.1, 0.1, 0.05]",8,2.85551915494,7,10,0.194921444183
1019,"[0.22, 0.17, 0.16, 0.15, 0.11, 0.11, 0.05, 0.04]",8,2.69980874669,8,10,0.187230704725
1020,"[0.21, 0.18, 0.17, 0.13, 0.1, 0.08, 0.06, 0.04, 0.04]",8,2.54488705835,9,10,0.184516007473
1021,"[0.22, 0.18, 0.12, 0.12, 0.09, 0.08, 0.07, 0.05, 0.04, 0.03]",8,2.4438412465,10,10,0.180364913677
1022,"[0.24, 0.18, 0.16, 0.12, 0.09, 0.08, 0.04, 0.04, 0.03, 0.03, 0.01]",8,2.34161304685,11,10,0.190518704618
1023,"[0.14, 0.13, 0.13, 0.12, 0.11, 0.1, 0.08, 0.06, 0.06, 0.04, 0.04, 0.01]",8,2.25652405764,12,10,0.170622077504
1024,"[0.17, 0.16, 0.13, 0.12, 0.09, 0.09, 0.08, 0.06, 0.04, 0.03, 0.02, 0.02, 0.01]",8,2.17680299075,13,10,0.179432715224
1025,"[0.14, 0.14, 0.12, 0.12, 0.07, 0.07, 0.07, 0.07, 0.06, 0.05, 0.05, 0.03, 0.01, 0.01]",8,2.09653502419,14,10,0.173905194429
1026,"[0.16, 0.13, 0.13, 0.11, 0.1, 0.06, 0.06, 0.05, 0.05, 0.04, 0.04, 0.03, 0.03, 0.01, 0.01]",8,2.0001287942,15,10,0.172980675395
1027,"[0.72, 0.28]",9,4.93328267131,2,10,0.393331240384
1028,"[0.32, 0.24, 0.22, 0.21]",9,3.6084824071,4,10,0.2145419958
1029,"[0.32, 0.28, 0.2, 0.15, 0.06]",9,3.27523797724,5,10,0.211036201678
1030,"[0.31, 0.23, 0.19, 0.12, 0.1, 0.05]",9,2.985559365,6,10,0.215369646148
1031,"[0.26, 0.23, 0.14, 0.12, 0.1, 0.1, 0.05]",9,2.75561306439,7,10,0.205881243002
