player_id,age,display_name,dleague_flag,first_name,height,last_name,position,roster_status,season_exp,team_id,team_name,weight,attempt_2,attempt_3,attempt_at_rim_2,attempt_cut_run_2,attempt_drive_2,attempt_jumper_2,attempt_jumper_3,attempt_off_dribble_2,attempt_off_dribble_3,attempt_post_2,made_2,made_3,made_at_rim_2,made_cut_run_2,made_drive_2,made_jumper_2,made_jumper_3,made_off_dribble_2,made_off_dribble_3,made_post_2,total_attempt,total_made,catch_shoot_freq,ast,blk,blk_a,dreb,fta,ftm,gp,min_game,oreb,pf,pfd,reb,stl,tov,c_dreb_game,c_oreb_game,avg_speed_def,avg_speed_off,avg_speed_tot,mi_game_def,mi_game_off,mi_game_tot,d_fga_overall,d_fga_paint,d_fga_perim,d_fgm_overall,d_fgm_paint,d_fgm_perim,d_ppm_overall,d_ppm_paint,d_ppm_perim,pass_total
201142,10275,Kevin Durant,N,Kevin,81,Durant,Forward,Active,9,1610612744,Warriors,240,308.0,159.0,49.0,3.0,38.0,144.0,136.0,38.0,23.0,23.0,174.0,64.0,36.0,3.0,32.0,57.0,49.0,20.0,15.0,16.0,467.0,238.0,0.291,4.1,0.9,0.3,6.0,6.3,5.4,27.0,33.8,0.6,1.5,4.9,6.6,0.9,2.7,1.0,0.34,3.4,4.21,3.79,1.0,1.14,2.14,8.89,2.15,5.3,3.56,1.07,1.96,-0.043,-0.105,0.004,927.99
201143,11124,Al Horford,N,Al,82,Horford,Center,Active,9,1610612738,Celtics,245,929.0,36.0,196.0,29.0,45.0,516.0,36.0,21.0,0.0,76.0,508.0,11.0,149.0,25.0,29.0,229.0,11.0,12.0,0.0,33.0,965.0,519.0,0.41,3.2,1.3,0.5,5.4,1.9,1.4,76.0,30.5,1.7,1.6,1.7,7.2,0.9,1.3,1.63,1.12,3.64,4.27,3.95,0.95,1.06,2.01,11.71,5.0,3.8,5.2,2.74,1.39,-0.019,-0.043,-0.006,3198.84
201144,10629,Mike Conley,N,Mike,73,Conley,Guard,Active,9,1610612763,Grizzlies,175,605.0,277.0,116.0,13.0,124.0,194.0,272.0,142.0,5.0,1.0,286.0,107.0,57.0,5.0,83.0,62.0,105.0,70.0,2.0,1.0,882.0,393.0,0.211,5.4,0.2,0.7,2.6,3.6,3.1,70.0,31.8,0.4,2.0,3.3,3.0,1.3,2.2,0.44,0.11,3.81,4.56,4.19,0.99,1.23,2.22,10.69,1.87,6.56,4.8,1.27,2.41,0.017,0.099,0.001,4255.3
201145,11038,Jeff Green,N,Jeff,81,Green,Forward,Active,8,1610612753,Magic,235,675.0,292.0,143.0,12.0,96.0,250.0,284.0,65.0,8.0,64.0,319.0,97.0,76.0,8.0,71.0,71.0,94.0,26.0,3.0,35.0,967.0,416.0,0.274,1.7,0.4,0.8,3.4,3.7,3.1,78.0,31.5,0.8,1.9,2.8,4.2,0.7,1.4,0.7,0.53,3.66,4.32,3.99,0.97,1.12,2.09,10.38,2.53,5.88,4.54,1.63,2.09,-0.006,0.044,-0.013,2428.14
201147,11214,Corey Brewer,N,Corey,81,Brewer,Forward,Active,9,1610612745,Rockets,186,570.0,234.0,182.0,11.0,118.0,156.0,227.0,51.0,7.0,20.0,280.0,62.0,106.0,6.0,80.0,46.0,62.0,16.0,0.0,4.0,804.0,342.0,0.314,2.2,0.2,0.7,2.7,2.8,2.1,80.0,26.1,1.0,2.2,2.4,3.7,1.4,1.6,0.54,0.56,3.93,4.53,4.23,0.88,0.96,1.84,7.94,1.77,5.04,3.38,1.24,1.67,-0.008,0.1,-0.035,1805.15
201148,10635,Brandan Wright,N,Brandan,82,Wright,Forward,Active,8,1610612763,Grizzlies,210,360.0,3.0,163.0,19.0,11.0,86.0,3.0,14.0,0.0,25.0,233.0,0.0,127.0,9.0,10.0,36.0,0.0,5.0,0.0,13.0,363.0,233.0,0.047,0.5,1.3,0.3,2.6,1.5,1.0,75.0,19.3,1.7,1.4,1.3,4.3,0.7,0.5,0.88,1.1,3.66,4.17,3.91,0.6,0.66,1.26,8.19,4.18,2.38,3.88,2.35,0.93,0.014,-0.028,0.029,1364.25
201149,11587,Joakim Noah,N,Joakim,83,Noah,Center,Active,9,1610612752,Knicks,230,425.0,2.0,161.0,24.0,19.0,113.0,2.0,7.0,0.0,16.0,190.0,0.0,77.0,15.0,12.0,34.0,0.0,3.0,0.0,8.0,427.0,190.0,0.151,4.7,1.1,0.7,6.4,2.6,1.6,67.0,30.6,3.3,3.0,2.5,9.6,0.7,1.8,2.03,2.63,3.73,4.32,4.04,0.93,1.13,2.06,13.75,4.34,6.37,5.69,2.28,2.31,-0.052,-0.076,-0.015,3814.98
201150,10429,Spencer Hawes,N,Spencer,85,Hawes,Forward-Center,Active,9,1610612766,Hornets,245,239.0,176.0,63.0,5.0,15.0,89.0,176.0,12.0,0.0,41.0,108.0,55.0,31.0,3.0,13.0,28.0,55.0,5.0,0.0,21.0,415.0,163.0,0.489,1.2,0.7,0.4,3.1,0.9,0.6,73.0,17.5,0.4,2.4,1.0,3.5,0.3,0.8,1.02,0.27,3.8,4.34,4.07,0.56,0.62,1.19,7.75,3.03,2.88,3.48,1.73,0.97,-0.006,-0.018,-0.03,1760.03
201152,10375,Thaddeus Young,N,Thaddeus,80,Young,Forward,Active,9,1610612754,Pacers,221,853.0,115.0,269.0,15.0,94.0,292.0,112.0,61.0,3.0,76.0,413.0,38.0,157.0,9.0,71.0,82.0,36.0,31.0,2.0,37.0,968.0,451.0,0.189,2.3,0.3,0.9,3.7,2.6,1.7,76.0,32.0,1.7,2.3,2.0,5.4,1.6,1.5,0.79,1.16,3.74,4.45,4.1,1.01,1.19,2.19,11.49,4.03,5.31,5.43,2.67,1.84,0.018,0.065,-0.03,3495.0
201155,11167,Rodney Stuckey,N,Rodney,77,Stuckey,Guard,Active,9,1610612754,Pacers,205,613.0,141.0,121.0,4.0,84.0,324.0,141.0,57.0,0.0,13.0,277.0,55.0,50.0,0.0,67.0,105.0,55.0,40.0,0.0,8.0,754.0,332.0,0.196,3.1,0.1,0.7,3.0,3.0,2.5,71.0,26.4,0.5,1.8,2.7,3.5,0.8,1.7,0.42,0.22,3.75,4.29,4.03,0.8,0.97,1.77,8.03,1.57,4.96,3.49,1.03,1.83,0.003,0.059,0.001,2297.56
201156,11491,Nick Young,N,Nick,79,Young,Guard-Forward,Active,9,1610612747,Lakers,210,251.0,225.0,26.0,1.0,22.0,174.0,219.0,18.0,6.0,7.0,91.0,83.0,11.0,1.0,16.0,47.0,78.0,10.0,5.0,3.0,476.0,174.0,0.243,1.0,0.3,0.4,1.9,3.5,3.1,42.0,23.8,0.4,2.0,2.4,2.3,0.5,1.0,0.28,0.17,3.56,4.17,3.87,0.7,0.84,1.54,5.95,1.07,3.67,2.24,0.69,1.02,-0.06,0.04,-0.088,569.1
201158,11194,Marco Belinelli,N,Marco,77,Belinelli,Guard-Forward,Active,9,1610612766,Hornets,210,240.0,230.0,43.0,4.0,13.0,137.0,225.0,35.0,5.0,3.0,113.0,86.0,24.0,3.0,8.0,49.0,85.0,23.0,1.0,2.0,470.0,199.0,0.47,1.5,0.0,0.1,2.1,1.6,1.4,62.0,22.4,0.4,1.4,1.5,2.5,0.5,1.0,0.35,0.15,3.84,4.96,4.41,0.71,0.94,1.65,5.6,1.4,3.27,2.6,0.92,1.25,0.029,0.068,0.021,1504.12
201160,11217,Jason Smith,N,Jason,84,Smith,Forward-Center,Active,8,1610612764,Wizards,240,550.0,42.0,61.0,2.0,19.0,419.0,42.0,11.0,0.0,30.0,242.0,15.0,29.0,2.0,10.0,174.0,15.0,8.0,0.0,17.0,592.0,257.0,0.578,1.7,0.5,0.4,2.8,1.9,1.5,82.0,21.8,1.2,2.5,1.9,4.0,0.4,1.3,0.5,0.77,3.89,4.5,4.2,0.69,0.85,1.54,8.4,2.98,3.96,3.81,1.74,1.53,-0.006,-0.008,0.013,2516.67
201162,11452,Jared Dudley,N,Jared,79,Dudley,Forward,Active,9,1610612756,Suns,225,231.0,192.0,56.0,3.0,12.0,147.0,191.0,5.0,1.0,6.0,124.0,74.0,37.0,2.0,8.0,70.0,74.0,2.0,0.0,3.0,423.0,198.0,0.626,1.8,0.2,0.2,2.4,0.9,0.7,72.0,23.8,0.6,1.6,1.2,3.1,1.0,0.9,0.61,0.26,3.73,4.42,4.06,0.77,0.84,1.61,7.48,2.58,3.32,3.51,1.45,1.31,0.029,-0.018,0.031,2241.47
201163,10783,Wilson Chandler,N,Wilson,80,Chandler,Forward,Active,8,1610612743,Nuggets,225,569.0,406.0,149.0,12.0,81.0,204.0,397.0,69.0,9.0,17.0,279.0,139.0,87.0,9.0,59.0,57.0,135.0,33.0,4.0,9.0,975.0,418.0,0.383,1.7,0.4,0.6,4.9,1.8,1.4,78.0,31.7,1.2,3.0,1.6,6.1,0.7,1.4,0.92,0.91,3.76,4.47,4.1,1.02,1.15,2.17,10.92,2.91,5.79,4.78,1.81,2.06,-0.007,0.02,-0.012,2410.2
201166,11629,Aaron Brooks,Y,Aaron,72,Brooks,Guard,Active,8,1610612754,Pacers,161,504.0,313.0,83.0,66.0,98.0,153.0,297.0,83.0,16.0,5.0,223.0,121.0,28.0,26.0,70.0,48.0,111.0,38.0,10.0,1.0,817.0,344.0,0.195,3.2,0.2,0.6,1.6,2.1,1.8,82.0,23.0,0.4,2.3,1.8,2.0,0.7,1.9,0.23,0.17,3.73,4.47,4.1,0.7,0.87,1.57,7.74,1.2,4.49,3.34,0.82,1.65,0.005,0.1,0.006,3127.48
201167,11355,Arron Afflalo,N,Arron,77,Afflalo,Guard,Active,9,1610612758,Kings,210,551.0,333.0,64.0,5.0,44.0,329.0,332.0,33.0,1.0,74.0,257.0,118.0,31.0,4.0,29.0,141.0,117.0,11.0,1.0,40.0,884.0,375.0,0.429,1.7,0.1,0.8,2.8,2.5,2.1,78.0,32.1,0.3,2.1,1.9,3.2,0.5,1.5,0.25,0.14,3.73,4.49,4.11,1.01,1.19,2.2,9.27,1.53,5.79,3.94,1.01,2.05,-0.01,0.075,-0.017,1801.02
201168,11642,Tiago Splitter,N,Tiago,83,Splitter,Center-Forward,Active,6,1610612737,Hawks,245,303.0,0.0,155.0,5.0,7.0,52.0,0.0,5.0,0.0,34.0,169.0,0.0,90.0,5.0,7.0,21.0,0.0,2.0,0.0,19.0,303.0,169.0,0.013,1.5,0.7,0.5,3.1,2.3,1.7,52.0,19.8,1.8,2.0,2.1,4.8,0.7,1.2,1.03,1.31,3.88,4.6,4.24,0.64,0.76,1.4,8.6,3.46,2.75,3.73,1.98,0.98,-0.036,-0.03,-0.021,1332.24
201171,12112,Carl Landry,N,Carl,81,Landry,Forward,Active,9,1610612755,76ers,248,369.0,0.0,108.0,1.0,6.0,215.0,0.0,8.0,0.0,13.0,190.0,0.0,74.0,0.0,5.0,81.0,0.0,6.0,0.0,10.0,369.0,190.0,0.317,0.4,0.2,0.6,2.4,2.1,1.8,70.0,17.0,1.4,1.9,1.6,3.8,0.2,0.8,0.6,1.12,3.69,4.2,3.95,0.51,0.61,1.12,6.06,2.06,2.56,2.54,1.18,0.97,-0.037,-0.026,0.011,1132.6
201175,11277,Glen Davis,N,Glen,81,Davis,Forward-Center,Active,7,1610612746,Clippers,289,251.0,4.0,97.0,7.0,18.0,93.0,4.0,3.0,0.0,22.0,117.0,0.0,57.0,5.0,14.0,27.0,0.0,2.0,0.0,6.0,255.0,117.0,0.227,0.5,0.3,0.4,1.7,1.3,0.8,74.0,12.2,0.6,1.8,1.1,2.3,0.6,0.5,0.71,0.43,3.9,3.98,3.94,0.4,0.4,0.81,4.83,1.9,1.63,2.2,1.07,0.6,0.0,-0.034,0.003,871.72
201177,10854,Josh McRoberts,Y,Josh,82,McRoberts,Forward,Active,9,1610612748,Heat,240,34.0,19.0,14.0,0.0,8.0,8.0,19.0,0.0,0.0,2.0,20.0,8.0,7.0,0.0,8.0,2.0,8.0,0.0,0.0,1.0,53.0,28.0,0.396,1.9,0.2,0.3,2.2,0.8,0.5,17.0,17.4,0.4,2.4,0.8,2.6,0.7,1.3,0.71,0.24,3.67,4.64,4.13,0.53,0.68,1.21,5.88,2.19,2.75,2.75,1.44,0.81,0.013,0.065,-0.075,463.08
201188,11614,Marc Gasol,N,Marc,85,Gasol,Center,Active,8,1610612763,Grizzlies,255,1055.0,17.0,184.0,48.0,37.0,531.0,17.0,30.0,0.0,180.0,527.0,3.0,123.0,29.0,32.0,222.0,3.0,12.0,0.0,80.0,1072.0,530.0,0.309,3.8,1.6,0.6,6.4,5.4,4.3,81.0,33.2,1.4,2.6,5.0,7.8,0.9,2.2,1.96,1.06,3.47,3.89,3.68,0.94,1.1,2.04,11.89,5.84,3.12,5.27,3.3,1.07,-0.027,-0.031,-0.032,3842.64
201196,11177,Ramon Sessions,Y,Ramon,75,Sessions,Guard,Active,9,1610612766,Hornets,190,274.0,60.0,65.0,11.0,35.0,117.0,55.0,37.0,5.0,1.0,106.0,19.0,23.0,9.0,24.0,20.0,16.0,24.0,3.0,0.0,334.0,125.0,0.179,2.8,0.0,0.3,1.9,2.7,2.1,64.0,18.6,0.4,1.1,2.1,2.3,0.5,1.3,0.35,0.17,3.76,4.58,4.17,0.57,0.72,1.29,5.68,1.11,3.4,2.52,0.9,1.11,0.017,0.228,-0.033,2202.88
201202,12518,Joel Anthony,Y,Joel,81,Anthony,Center,Active,9,1610612765,Pistons,245,62.0,0.0,26.0,0.0,0.0,23.0,0.0,0.0,0.0,7.0,36.0,0.0,23.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,62.0,36.0,0.131,0.1,1.0,0.1,1.2,0.4,0.3,49.0,8.3,0.7,1.1,0.3,1.9,0.2,0.2,0.39,0.36,3.96,4.56,4.27,0.27,0.32,0.59,4.95,2.42,1.23,2.19,1.3,0.4,-0.008,-0.046,-0.041,253.0
201228,11901,CJ Watson,Y,CJ,74,Watson,Guard,Active,9,1610612753,Magic,175,242.0,175.0,53.0,3.0,22.0,130.0,169.0,32.0,6.0,0.0,111.0,70.0,28.0,2.0,18.0,42.0,66.0,20.0,4.0,0.0,417.0,181.0,0.315,3.6,0.2,0.3,2.5,2.9,2.4,57.0,24.9,0.3,1.9,2.8,2.9,1.0,1.8,0.19,0.07,3.93,4.74,4.36,0.8,1.0,1.81,7.77,1.27,4.71,3.23,0.71,1.77,-0.006,-0.023,0.013,2623.14
201229,11491,Anthony Tolliver,Y,Anthony,80,Tolliver,Forward,Active,8,1610612758,Kings,240,103.0,290.0,50.0,1.0,4.0,34.0,289.0,5.0,1.0,2.0,55.0,106.0,32.0,0.0,4.0,11.0,106.0,3.0,0.0,1.0,393.0,161.0,0.775,0.8,0.2,0.2,2.4,0.9,0.7,76.0,18.9,0.7,1.8,1.1,3.1,0.3,0.7,0.49,0.31,3.81,4.75,4.27,0.6,0.74,1.34,7.63,2.83,3.13,3.69,1.61,1.37,0.033,-0.023,0.065,1795.88
201563,10173,Michael Beasley,N,Michael,82,Beasley,Forward,Active,8,1610612749,Bucks,235,178.0,34.0,21.0,1.0,28.0,107.0,34.0,7.0,0.0,10.0,84.0,8.0,12.0,1.0,16.0,43.0,8.0,4.0,0.0,4.0,212.0,92.0,0.236,1.3,0.5,0.5,3.2,1.1,0.8,24.0,21.0,0.5,2.8,1.4,3.7,0.6,1.5,1.12,0.29,3.72,4.36,4.04,0.66,0.75,1.42,8.33,2.88,3.71,3.63,1.54,1.29,-0.02,-0.061,-0.015,576.0
201564,10604,O.J. Mayo,N,O.J.,77,Mayo,Guard,Active,8,1610612749,Bucks,210,424.0,277.0,105.0,10.0,26.0,231.0,276.0,39.0,1.0,9.0,197.0,99.0,60.0,7.0,20.0,79.0,99.0,24.0,0.0,3.0,701.0,296.0,0.405,2.8,0.3,0.4,2.2,2.0,1.6,71.0,23.9,0.4,2.3,1.7,2.6,0.8,1.8,0.41,0.19,3.79,4.47,4.11,0.79,0.85,1.64,7.16,1.3,4.63,2.67,0.87,1.46,-0.056,0.068,-0.046,1465.8
201565,10270,Derrick Rose,N,Derrick,75,Rose,Guard,Active,7,1610612752,Knicks,190,564.0,271.0,94.0,39.0,95.0,237.0,257.0,87.0,14.0,5.0,262.0,76.0,39.0,17.0,70.0,73.0,71.0,54.0,5.0,3.0,835.0,338.0,0.182,4.9,0.3,1.0,2.5,3.7,3.0,51.0,30.0,0.7,1.2,2.8,3.2,0.7,3.2,0.3,0.39,3.69,4.78,4.23,0.92,1.2,2.12,10.1,2.14,5.02,4.31,1.49,1.78,-0.008,0.114,-0.012,2738.19
201566,10231,Russell Westbrook,N,Russell,75,Westbrook,Guard,Active,8,1610612760,Thunder,200,1183.0,288.0,252.0,8.0,232.0,370.0,229.0,260.0,59.0,26.0,541.0,86.0,114.0,7.0,159.0,102.0,57.0,121.0,29.0,14.0,1471.0,627.0,0.063,8.6,0.2,1.3,5.4,9.8,8.1,67.0,34.4,1.9,2.7,6.6,7.3,2.1,4.4,0.94,0.97,3.56,4.64,4.07,1.06,1.27,2.33,7.66,1.76,4.79,3.45,1.16,1.79,0.007,0.067,0.006,3743.29
201567,10297,Kevin Love,N,Kevin,82,Love,Forward,Active,8,1610612739,Cavaliers,251,560.0,392.0,161.0,6.0,19.0,219.0,391.0,6.0,1.0,69.0,269.0,144.0,98.0,5.0,11.0,83.0,143.0,2.0,1.0,26.0,952.0,413.0,0.466,2.2,0.5,0.7,7.9,4.3,3.4,75.0,33.8,1.9,1.9,3.7,9.7,0.7,1.6,2.37,1.23,3.64,4.07,3.86,1.0,1.17,2.16,13.5,5.45,4.54,6.14,3.08,1.57,-0.007,-0.028,-0.028,3443.22
201568,10327,Danilo Gallinari,N,Danilo,82,Gallinari,Forward,Active,7,1610612743,Nuggets,225,267.0,301.0,59.0,3.0,39.0,134.0,298.0,20.0,3.0,10.0,121.0,107.0,28.0,1.0,32.0,48.0,107.0,6.0,0.0,5.0,568.0,228.0,0.478,1.4,0.3,0.6,3.2,3.2,2.9,59.0,24.2,0.5,1.6,3.1,3.7,0.8,1.0,0.42,0.27,3.6,4.39,3.98,0.75,0.86,1.61,8.4,2.57,4.33,3.98,1.67,1.66,0.031,0.05,0.013,1280.89
201569,10188,Eric Gordon,N,Eric,76,Gordon,Guard,Active,8,1610612745,Rockets,215,379.0,315.0,86.0,1.0,61.0,175.0,309.0,47.0,6.0,2.0,144.0,141.0,24.0,1.0,45.0,42.0,138.0,27.0,3.0,1.0,694.0,285.0,0.399,3.8,0.2,0.7,2.1,2.2,1.8,61.0,33.1,0.5,2.4,2.0,2.6,0.8,2.0,0.27,0.12,3.53,4.54,4.04,0.96,1.28,2.23,7.9,1.75,4.61,3.57,1.25,1.69,0.018,0.115,0.005,1767.78
201571,10599,D.J. Augustin,N,D.J.,72,Augustin,Guard,Active,8,1610612753,Magic,183,401.0,244.0,64.0,3.0,103.0,171.0,231.0,54.0,12.0,0.0,175.0,82.0,24.0,2.0,77.0,43.0,74.0,26.0,8.0,0.0,645.0,257.0,0.19,4.3,0.0,0.6,1.7,2.5,2.2,82.0,23.9,0.2,1.1,2.5,2.0,0.6,1.8,0.18,0.07,3.66,4.61,4.14,0.72,0.93,1.65,7.11,1.37,4.17,3.15,1.01,1.48,0.018,0.154,-0.008,3372.66
201572,10456,Brook Lopez,N,Brook,84,Lopez,Center,Active,8,1610612751,Nets,268,977.0,10.0,227.0,12.0,35.0,387.0,10.0,33.0,0.0,196.0,505.0,1.0,157.0,7.0,25.0,164.0,1.0,17.0,0.0,94.0,987.0,506.0,0.291,0.7,1.8,0.7,4.5,3.8,3.1,72.0,29.2,3.0,2.9,3.3,7.4,0.6,1.4,1.61,2.36,3.67,3.92,3.79,0.9,0.95,1.85,13.94,6.33,4.06,6.47,3.49,1.57,-0.01,-0.047,0.0,1580.4
201573,10315,Jerryd Bayless,N,Jerryd,75,Bayless,Guard,Active,8,1610612755,76ers,200,396.0,120.0,86.0,4.0,38.0,214.0,118.0,52.0,2.0,1.0,183.0,37.0,45.0,3.0,27.0,77.0,35.0,30.0,2.0,0.0,516.0,220.0,0.244,3.0,0.2,0.4,2.5,1.8,1.6,77.0,22.3,0.3,2.1,1.6,2.7,0.8,1.7,0.31,0.11,3.76,4.58,4.16,0.72,0.83,1.55,6.92,1.59,3.97,2.74,0.92,1.36,-0.033,-0.016,-0.022,2651.64
201574,11076,Jason Thompson,N,Jason,83,Thompson,Forward-Center,Active,8,1610612761,Raptors,250,427.0,1.0,100.0,1.0,7.0,220.0,1.0,10.0,0.0,29.0,201.0,0.0,60.0,0.0,5.0,76.0,0.0,7.0,0.0,14.0,428.0,201.0,0.289,1.0,0.7,0.4,4.8,1.8,1.1,81.0,24.6,1.7,3.0,1.6,6.5,0.4,1.0,1.15,1.28,3.78,4.41,4.09,0.78,0.9,1.68,9.22,3.57,3.38,4.44,2.1,1.46,0.01,-0.018,0.05,2204.82
201575,11455,Brandon Rush,N,Brandon,78,Rush,Guard-Forward,Active,8,1610612750,Timberwolves,225,27.0,27.0,5.0,0.0,3.0,15.0,24.0,2.0,3.0,1.0,8.0,3.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,54.0,11.0,0.377,0.4,0.4,0.1,1.1,0.3,0.2,33.0,8.2,0.1,0.8,0.2,1.2,0.2,0.3,0.3,0.06,4.06,4.69,4.42,0.27,0.34,0.61,3.3,1.23,1.57,1.73,0.83,0.63,0.105,0.071,0.053,295.02
201577,10456,Robin Lopez,N,Robin,84,Lopez,Center,Active,8,1610612741,Bulls,255,436.0,1.0,139.0,6.0,13.0,97.0,0.0,5.0,0.0,84.0,234.0,0.0,93.0,4.0,9.0,33.0,0.0,4.0,0.0,40.0,437.0,234.0,0.147,0.9,1.4,0.5,3.5,2.2,1.7,59.0,27.8,3.2,2.1,2.1,6.7,0.3,1.2,1.05,2.37,3.8,4.11,3.96,0.86,0.97,1.83,13.22,6.36,3.25,6.08,3.47,1.25,-0.018,-0.051,0.01,1081.47
201578,10697,Marreese Speights,N,Marreese,82,Speights,Forward-Center,Active,8,1610612746,Clippers,255,628.0,18.0,106.0,7.0,37.0,315.0,16.0,60.0,2.0,32.0,313.0,5.0,64.0,6.0,30.0,119.0,4.0,38.0,1.0,12.0,646.0,318.0,0.414,0.9,0.4,0.3,2.8,2.3,2.0,76.0,15.9,1.4,2.5,2.2,4.3,0.3,1.1,0.99,1.17,3.51,4.29,3.87,0.49,0.53,1.03,7.21,3.59,1.87,3.55,2.16,0.78,0.021,0.001,0.04,1393.84
201579,10933,Roy Hibbert,N,Roy,86,Hibbert,Center,Active,8,1610612766,Hornets,270,708.0,2.0,108.0,22.0,5.0,329.0,2.0,2.0,0.0,164.0,317.0,0.0,59.0,14.0,2.0,99.0,0.0,0.0,0.0,95.0,710.0,317.0,0.233,1.1,1.6,0.6,5.1,2.7,2.2,76.0,25.3,2.1,2.8,3.2,7.1,0.2,1.4,1.15,1.62,3.76,4.01,3.89,0.76,0.88,1.64,10.49,4.83,2.39,4.35,2.28,0.87,-0.059,-0.12,-0.025,1962.32
201580,10529,JaVale McGee,N,JaVale,84,McGee,Center,Active,8,1610612744,Warriors,270,79.0,0.0,33.0,1.0,2.0,17.0,0.0,2.0,0.0,12.0,42.0,0.0,25.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0,79.0,42.0,0.114,0.1,0.9,0.4,1.9,1.4,1.0,23.0,11.1,0.8,1.3,1.3,2.7,0.1,0.8,0.66,0.7,3.51,4.26,3.86,0.34,0.38,0.72,5.3,2.43,1.57,2.87,1.48,0.96,0.075,0.04,0.243,224.71
201581,10300,JJ Hickson,N,JJ,81,Hickson,Center-Forward,Active,8,1610612764,Wizards,242,457.0,2.0,192.0,3.0,21.0,132.0,2.0,21.0,0.0,31.0,218.0,0.0,113.0,3.0,19.0,38.0,0.0,7.0,0.0,7.0,459.0,218.0,0.081,0.8,0.5,0.8,4.1,2.8,1.6,73.0,19.3,2.1,1.9,1.9,6.2,0.5,1.3,0.83,1.37,3.84,4.45,4.13,0.64,0.69,1.33,8.64,3.14,3.44,4.08,1.79,1.41,0.009,-0.019,0.04,1444.67
201582,10421,Alexis Ajinca,Y,Alexis,86,Ajinca,Center,Active,6,1610612740,Pelicans,248,329.0,0.0,68.0,2.0,8.0,128.0,0.0,4.0,0.0,61.0,181.0,0.0,39.0,2.0,5.0,54.0,0.0,2.0,0.0,41.0,329.0,181.0,0.226,0.7,0.8,0.3,3.1,1.5,1.2,68.0,14.1,1.5,2.2,1.3,4.6,0.3,1.0,0.92,1.25,3.62,4.19,3.91,0.41,0.51,0.92,7.08,3.92,1.69,3.29,2.11,0.65,-0.002,-0.055,0.008,943.16
201583,10421,Ryan Anderson,N,Ryan,82,Anderson,Forward,Active,8,1610612745,Rockets,240,370.0,359.0,107.0,1.0,17.0,171.0,355.0,4.0,4.0,23.0,169.0,122.0,52.0,1.0,15.0,57.0,122.0,1.0,0.0,14.0,729.0,291.0,0.442,0.9,0.3,0.5,3.1,2.5,2.1,61.0,27.5,1.8,1.9,2.2,4.8,0.5,1.0,1.01,1.38,3.52,4.33,3.92,0.78,1.02,1.8,9.8,4.33,3.39,4.77,2.62,1.26,0.031,0.003,-0.002,1643.95
201584,11367,Courtney Lee,N,Courtney,77,Lee,Guard,Active,8,1610612752,Knicks,200,419.0,224.0,56.0,13.0,36.0,165.0,221.0,129.0,3.0,3.0,198.0,90.0,32.0,7.0,30.0,68.0,89.0,55.0,1.0,0.0,643.0,288.0,0.433,2.0,0.2,0.2,2.0,1.7,1.4,77.0,30.6,0.3,1.7,0.9,2.3,1.0,1.0,0.24,0.09,3.9,4.49,4.2,0.96,1.18,2.14,8.92,1.7,5.66,4.01,1.29,2.22,0.016,0.158,0.019,2289.21
201585,10127,Kosta Koufos,Y,Kosta,84,Koufos,Center,Active,8,1610612758,Kings,265,358.0,0.0,112.0,11.0,1.0,82.0,0.0,8.0,0.0,82.0,182.0,0.0,75.0,8.0,1.0,33.0,0.0,6.0,0.0,34.0,358.0,182.0,0.144,0.5,0.8,0.3,3.8,1.0,0.7,81.0,16.6,1.5,1.8,1.1,5.3,0.4,0.9,1.2,1.0,3.8,4.52,4.15,0.53,0.62,1.15,6.44,3.0,1.67,2.87,1.53,0.63,-0.025,-0.084,0.002,1496.07
201586,9921,Serge Ibaka,N,Serge,82,Ibaka,Forward,Active,7,1610612753,Magic,235,581.0,205.0,107.0,3.0,20.0,333.0,199.0,23.0,6.0,61.0,297.0,77.0,75.0,2.0,13.0,136.0,74.0,12.0,3.0,40.0,786.0,374.0,0.564,0.9,2.4,0.4,5.7,1.7,1.4,64.0,33.1,2.1,3.0,1.8,7.8,0.5,1.5,1.42,1.63,3.61,4.36,3.98,1.02,1.17,2.2,15.39,6.47,6.06,6.27,2.94,2.11,-0.055,-0.142,-0.024,2687.36
201587,10199,Nicolas Batum,N,Nicolas,80,Batum,Guard-Forward,Active,8,1610612766,Hornets,200,291.0,308.0,52.0,3.0,46.0,135.0,301.0,25.0,7.0,15.0,140.0,99.0,33.0,1.0,37.0,45.0,94.0,10.0,5.0,6.0,599.0,239.0,0.49,4.8,0.6,0.2,5.0,1.4,1.2,71.0,33.5,0.9,1.5,1.4,5.9,1.1,1.9,0.72,0.56,3.92,4.76,4.34,1.07,1.36,2.43,10.41,2.85,5.52,4.52,1.7,1.96,-0.009,-0.001,-0.013,3476.16
