player_id,display_name,blk_pos,dreb_pos,gp,oreb_pos,stl_pos,min_tot,attempt_RA_pos,attempt_paint_pos,attempt_corner_3_pos,attempt_non_corner_3_pos,attempt_mid_pos,ast_shot_pct,ast_pos,fta_pos,d_fga_paint_pct,d_fga_threes_pct,d_fga_mid_pct
2419,Tayshaun Prince,0.016,0.153,211.0,0.039,0.035,4806.4,0.0236941342437,0.0214158521049,0.0138975210468,0.00421482195681,0.0647032127423,0.697286012526,0.0331945707625,0.0159479749717,0.297254431275,0.28845260804,0.414292960685
2422,John Salmons,0.014,0.075,99.0,0.014,0.031,1992.6,0.0159974837856,0.0135571896488,0.0211492158522,0.0300969610204,0.0441964382551,0.626506024096,0.0435999219106,0.015943255027,0.276307224995,0.317259709264,0.406433065741
2427,Roger Mason Jr.,0.002,0.042,25.0,0.002,0.012,260.0,0.00875940541156,0.0,0.0459868784107,0.059125986528,0.0328477702934,0.8,0.0437970270578,0.0164238851467,0.216216216216,0.318318318318,0.465465465465
2430,Carlos Boozer,0.009,0.225,147.0,0.064,0.025,3833.0,0.0891008005121,0.0380356445318,0.0,0.000263222453507,0.0993664761989,0.689486552567,0.0281516414026,0.0446293669921,0.335460493377,0.185673916549,0.478865590075
2440,Matt Barnes,0.04,0.269,229.0,0.066,0.063,6547.9,0.0455795752682,0.0111963765032,0.0328744671795,0.0533614539726,0.0111963765032,0.823456790123,0.0342879104544,0.0270459988438,0.241771366787,0.411523858217,0.346704774996
2446,Rasual Butler,0.046,0.168,171.0,0.021,0.035,2319.9,0.0277221522827,0.0104831668296,0.0361086857463,0.04449521921,0.0514839970964,0.767295597484,0.0228300077622,0.0224339770153,0.261105270752,0.335971801373,0.402922927875
2449,Luis Scola,0.021,0.404,251.0,0.145,0.052,4881.5,0.066500804215,0.0316473500619,0.0109628075378,0.0104456939747,0.0723958988344,0.696511627907,0.0281826891891,0.0481329304536,0.322147449738,0.214684995922,0.46316755434
2457,Jannero Pargo,0.002,0.06,38.0,0.002,0.029,313.6,0.0101705947764,0.00339019825879,0.0220362886822,0.116961839928,0.106791245152,0.582089552239,0.102214477503,0.0227143283339,0.118346857379,0.46809242195,0.413560720671
2501,Reggie Evans,0.005,0.255,101.0,0.128,0.036,1662.5,0.0721041099343,0.0234513367262,0.000350019951137,0.000350019951137,0.00420023941365,0.604651162791,0.019076087337,0.0799095548446,0.43622488953,0.112695477765,0.451079632706
2544,LeBron James,0.032,0.332,233.0,0.06,0.075,8497.6,0.108568976076,0.0268393171884,0.00781551222867,0.0512552197322,0.0621000002666,0.391539153915,0.0976333174923,0.101904585803,0.280443886302,0.388253920165,0.331302193533
2546,Carmelo Anthony,0.027,0.312,203.0,0.084,0.056,7401.3,0.0652695980246,0.0214867222358,0.00713771252355,0.065416767355,0.135763707278,0.393837535014,0.0516196426317,0.0912302679041,0.284617228121,0.399771806066,0.315610965813
2547,Chris Bosh,0.034,0.273,176.0,0.049,0.04,5861.1,0.0543605937597,0.0253136433253,0.0122015403079,0.0431606724323,0.0894172580771,0.710813076278,0.0283093946397,0.0703045468038,0.365915937327,0.182911178054,0.451172884619
2548,Dwyane Wade,0.033,0.188,204.0,0.071,0.084,6433.6,0.0835821314262,0.0592005306505,0.00333994531174,0.0156142443324,0.109383208959,0.351732991014,0.0778541252166,0.0914811020884,0.24355995813,0.404771630626,0.351668411244
2549,Chris Kaman,0.051,0.31,129.0,0.121,0.019,2247.7,0.0910713990028,0.0521103726914,0.000243506414446,0.00146103848668,0.083522700155,0.64509394572,0.033189924289,0.0421509603406,0.496925246827,0.0860930888575,0.416981664316
2550,Kirk Hinrich,0.012,0.12,185.0,0.02,0.046,4357.6,0.0211932189362,0.0137696055236,0.0171222051293,0.0395127810676,0.0435837948745,0.58064516129,0.0602869250531,0.0228335980291,0.220724367797,0.292425714517,0.486849917685
2555,Nick Collison,0.032,0.25,211.0,0.131,0.038,3179.0,0.0533146325435,0.012367657706,0.00835652547704,0.00467965426714,0.0222283577689,0.710344827586,0.0427519843405,0.0318383620675,0.389969916149,0.184415605197,0.425614478653
2557,Luke Ridnour,0.007,0.077,108.0,0.016,0.029,1822.2,0.0181914037723,0.0157887655382,0.0209372760398,0.0377557436783,0.0799735297913,0.363184079602,0.0929820996587,0.0148277102446,0.183000914913,0.393924977127,0.42307410796
2561,David West,0.069,0.334,238.0,0.121,0.07,5921.4,0.0450765668984,0.0443736184867,0.000878685514588,0.00289966219814,0.0934042702007,0.723384030418,0.0532131947635,0.043670670075,0.342500072829,0.194608714229,0.462891212942
2563,Dahntay Jones,0.024,0.09,34.0,0.016,0.024,164.5,0.033165735815,0.019899441489,0.0165828679075,0.0033165735815,0.0431154565595,0.75,0.017577839982,0.0328340784569,0.225095232598,0.450421332102,0.3244834353
2564,Boris Diaw,0.021,0.224,242.0,0.078,0.033,5462.1,0.0595312695827,0.0359341709487,0.00460192379997,0.0303531144254,0.0277094560722,0.60875,0.0621847192631,0.0256239033713,0.365596179954,0.19313702542,0.441266794626
2566,Travis Outlaw,0.009,0.061,63.0,0.017,0.009,1064.7,0.0213504896379,0.0208030411856,0.0169709020199,0.0470805668938,0.0722631956975,0.630769230769,0.0275914019936,0.0275914019936,0.271532846715,0.348905109489,0.379562043796
2568,Carlos Delfino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2570,Kendrick Perkins,0.041,0.283,167.0,0.096,0.028,2898.4,0.0467130291905,0.035554856226,0.0,0.00037824315134,0.0109690513889,0.703056768559,0.028784303817,0.0332286608453,0.393772832389,0.117312397359,0.488914770252
2571,Leandro Barbosa,0.013,0.152,168.0,0.038,0.062,2609.0,0.0761209093705,0.0210588302573,0.0154560222072,0.035355650799,0.0363216521869,0.666666666667,0.0448611044564,0.0346601297997,0.219605730223,0.335129310345,0.445264959432
2581,Steve Blake,0.008,0.126,194.0,0.014,0.043,4012.9,0.0111823110749,0.00372743702495,0.0220983766479,0.054979696118,0.0303519872032,0.5734870317,0.10607220791,0.0135652083158,0.189208307008,0.296713182979,0.514078510013
2584,Willie Green,0.009,0.071,107.0,0.014,0.026,1820.6,0.0324088573086,0.0198945460706,0.0324088573086,0.0449231685466,0.0551913213572,0.668181818182,0.0375750216915,0.0222690564081,0.22246002547,0.368013301259,0.40952667327
2585,Zaza Pachulia,0.023,0.393,216.0,0.236,0.074,5299.5,0.0758332955348,0.0234890848653,0.0,0.000708722388176,0.0412071445696,0.693522906793,0.0480311287072,0.0589353288796,0.461804068643,0.0986373245944,0.439558606762
2586,Keith Bogans,0.0,0.027,6.0,0.0,0.009,55.2,0.0,0.0,0.0597728631201,0.0298864315601,0.0,1.0,0.0448296473401,0.0448296473401,0.111111111111,0.444444444444,0.444444444444
2588,Matt Bonner,0.017,0.19,163.0,0.036,0.031,1832.3,0.00993435379015,0.0311276418758,0.0145703855589,0.0702027667838,0.0228490137174,0.84693877551,0.0297699468578,0.0169546304685,0.378398361272,0.16044265057,0.461158988158
2590,Mo Williams,0.009,0.111,183.0,0.02,0.035,4560.2,0.0190819109883,0.0238809544703,0.0123403975253,0.064787087008,0.0894678820587,0.386454183267,0.0957751963494,0.0365869934038,0.193022351016,0.332152727468,0.474824921517
2592,James Jones,0.026,0.181,130.0,0.021,0.029,1379.0,0.00488664609932,0.00325776406621,0.0472375789601,0.0899957323291,0.0244332304966,0.921686746988,0.0192208079906,0.0340436344919,0.34679951438,0.319818311215,0.333382174404
2594,Kyle Korver,0.029,0.203,239.0,0.01,0.053,7583.3,0.00619757118504,0.00336251202593,0.0233397893564,0.0623713015005,0.0314493771837,0.943080357143,0.03939413599,0.018118005975,0.293537104018,0.337660479351,0.36880241663
2617,Udonis Haslem,0.023,0.457,148.0,0.115,0.054,1924.6,0.0630570803658,0.0109664487593,0.00487397722634,0.000913870729939,0.0569646088329,0.774509803922,0.0222070587375,0.0374077752122,0.368936655887,0.141362537025,0.489700807087
2694,Josh Powell,0.027,0.133,1.0,0.0,0.0,19.4,0.0265674814028,0.0,0.0,0.0,0.132837407014,1.0,0.0,0.0,0.5,0.125,0.375
2730,Dwight Howard,0.103,0.527,196.0,0.221,0.062,6262.1,0.109207575739,0.0393115246979,0.000320256820349,0.000880706255961,0.00552443015103,0.605488850772,0.0233787478855,0.11819878597,0.455311833932,0.0904963036599,0.454191862408
2731,Emeka Okafor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2732,Ben Gordon,0.005,0.079,75.0,0.009,0.027,1068.9,0.0316610380377,0.0316610380377,0.013886420192,0.0555456807679,0.0905394596516,0.5,0.0396040703875,0.0489357447565,0.203298767659,0.425120228434,0.371581003907
2733,Shaun Livingston,0.028,0.172,246.0,0.066,0.072,5204.2,0.0441371705432,0.0390168491344,0.00122887713809,0.000921657853569,0.0486430533828,0.422322775264,0.0779517731263,0.0403481327007,0.231139890328,0.393314665733,0.375545443939
2734,Devin Harris,0.01,0.13,180.0,0.016,0.063,3783.2,0.0500837791125,0.0165032509969,0.0175077967098,0.0576896252241,0.0233915644565,0.509355509356,0.0761732663407,0.059756119262,0.210744546602,0.408797548224,0.380457905174
2735,Josh Childress,0.0,0.067,4.0,0.0,0.022,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0551267916207,0.0,0.0,0.5,0.5
2736,Luol Deng,0.017,0.269,224.0,0.092,0.055,7391.1,0.0573604201025,0.0226422710931,0.0239361151556,0.0265238032805,0.0490941941479,0.674147217235,0.0344737562421,0.0529254101773,0.269899594104,0.304394942806,0.425705463091
2738,Andre Iguodala,0.02,0.215,219.0,0.045,0.086,6178.9,0.0354835966685,0.00967007927227,0.0183012244079,0.0277315496486,0.0201393386497,0.688449848024,0.06118522885,0.0273399513971,0.231519027256,0.342933168111,0.425547804632
2740,Andris Biedrins,0.0,0.16,6.0,0.021,0.0,44.4,0.0125413865757,0.0,0.0,0.0,0.0,1.0,0.0,0.0752483194542,0.421052631579,0.0526315789474,0.526315789474
2742,Sebastian Telfair,0.0,0.044,16.0,0.003,0.016,326.4,0.0557514599914,0.0226490306215,0.0209067974968,0.083627189987,0.0348446624946,0.282608695652,0.0780520439879,0.0585390329909,0.205454545455,0.42,0.374545454545
2743,Kris Humphries,0.071,0.411,199.0,0.161,0.043,3689.6,0.0553502220095,0.0227486514541,0.00362239672837,0.01506917039,0.0827355412759,0.77508650519,0.0250380061865,0.0520465961932,0.41439500717,0.160740553815,0.424864439014
2744,Al Jefferson,0.069,0.46,200.0,0.119,0.046,5859.6,0.0830477913978,0.0778355869168,0.000173740149368,0.00165053141899,0.0966863931232,0.594979647218,0.0303437170871,0.04879492095,0.405748686064,0.0581910617979,0.536060252138
2746,Josh Smith,0.07,0.231,215.0,0.078,0.056,5912.6,0.0661926810912,0.0471843635225,0.00975648158397,0.0436518443283,0.0492029459191,0.631379962193,0.0518102815149,0.0524494992738,0.40154874763,0.245843728171,0.352607524199
2747,JR Smith,0.021,0.166,230.0,0.03,0.078,7143.5,0.022457394792,0.0146461270383,0.0220067447293,0.0896793624804,0.0499470486176,0.625800548948,0.0421733350358,0.0214960079915,0.238210566569,0.40595886653,0.355830566901
2748,Dorell Wright,0.017,0.161,116.0,0.026,0.028,1576.4,0.0244820864909,0.0114026156259,0.0449397204079,0.0593606754641,0.0231406022996,0.786885245902,0.0350127373924,0.0372932605176,0.331930562862,0.216070489216,0.451998947922
2749,Jameer Nelson,0.006,0.175,184.0,0.033,0.052,4973.9,0.0349941748158,0.0163665063754,0.00786023003555,0.0820478806451,0.0372553368808,0.374429223744,0.104691803611,0.0201674121323,0.152979226437,0.373698331739,0.473322441823
2754,Tony Allen,0.036,0.209,189.0,0.136,0.157,4702.6,0.10492972607,0.0192467784835,0.00973933369044,0.00452183349913,0.0223772785983,0.609939759036,0.0295542399725,0.0463429961437,0.202302489114,0.394856409408,0.402841101478
2755,Kevin Martin,0.002,0.125,162.0,0.02,0.038,4573.1,0.0409591682603,0.0310801276772,0.0145410597347,0.054501223891,0.088134362056,0.655452436195,0.0302587243028,0.0778779199225,0.186523637356,0.381506241899,0.431970120745
2756,Sasha Vujacic,0.003,0.307,71.0,0.014,0.072,973.7,0.0176989251925,0.00321798639864,0.018235256259,0.0643597279729,0.0568510930427,0.821428571429,0.048377062193,0.0217750412975,0.279285813921,0.301408843632,0.419305342447
2757,Beno Udrih,0.007,0.172,179.0,0.025,0.052,3104.7,0.0370202976502,0.0242123273731,0.00929893732446,0.0256159405542,0.0756196601291,0.448123620309,0.0884978110652,0.0298092349326,0.19199577919,0.35918579221,0.448818428599
2760,Anderson Varejao,0.034,0.437,147.0,0.216,0.091,2946.0,0.0614129197027,0.0315121687104,0.000358092826255,0.00143237130502,0.0458358817606,0.744245524297,0.0386740252355,0.0415924817695,0.406190715548,0.137791253871,0.456018030581
2767,Royal Ivey,0.0,0.177,2.0,0.0,0.0,4.8,0.0,0.0,0.0,0.257731958763,0.257731958763,0.0,0.0,0.0,0.0,1.0,0.0
